@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,6,10-11,13-14,16-17'

@attribute Perimeter numeric
@attribute Eccentricity numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.250119,0.925753,0.847223,0.613507,0.560224,0.178481,0.843505,HOROZ
0.238421,0.924106,0.912599,0.676582,0.556203,0.183149,0.936509,HOROZ
0.247595,0.947905,0.911119,0.627633,0.582989,0.152697,0.931658,HOROZ
0.245211,0.939819,0.891857,0.640441,0.576182,0.159979,0.815332,HOROZ
0.253636,0.949974,0.897577,0.596931,0.588092,0.147007,0.819675,HOROZ
0.250924,0.943215,0.893474,0.610989,0.578452,0.157212,0.876489,HOROZ
0.254763,0.955939,0.943704,0.591283,0.594206,0.140685,0.877569,HOROZ
0.260922,0.962045,0.894139,0.561539,0.602052,0.13236,0.873701,HOROZ
0.239825,0.944467,0.949276,0.672409,0.578146,0.156708,0.925953,HOROZ
0.255689,0.938663,0.899585,0.588399,0.572086,0.163341,0.895994,HOROZ
0.242111,0.874103,0.836561,0.660058,0.515331,0.234693,0.717449,HOROZ
0.34295,0.964139,0.531979,0.224242,0.6035,0.130327,0.911373,HOROZ
0.245448,0.916404,0.870033,0.642971,0.547966,0.191027,0.899567,HOROZ
0.258582,0.871884,0.619544,0.574914,0.51755,0.231023,0.536295,HOROZ
0.244787,0.922318,0.865045,0.647419,0.555215,0.18185,0.835722,HOROZ
0.245204,0.929233,0.905694,0.645239,0.562703,0.173056,0.826537,HOROZ
0.246691,0.938816,0.909977,0.639114,0.570146,0.163839,0.936842,HOROZ
0.236306,0.885087,0.890025,0.696037,0.523857,0.220891,0.686438,HOROZ
0.263755,0.935201,0.870699,0.552331,0.566783,0.167359,0.899981,HOROZ
0.276914,0.979223,0.840265,0.490062,0.625753,0.108323,0.865992,HOROZ
0.246846,0.936827,0.915227,0.639566,0.568546,0.165074,0.894339,HOROZ
0.248544,0.945951,0.925024,0.631118,0.577623,0.154875,0.951868,HOROZ
0.267152,0.96741,0.86806,0.537018,0.607934,0.124264,0.861622,HOROZ
0.260679,0.965525,0.903769,0.568836,0.60572,0.126358,0.843621,HOROZ
0.252486,0.953009,0.874695,0.610646,0.590102,0.141728,0.798701,HOROZ
0.23265,0.85035,0.679464,0.719391,0.503031,0.249356,0.419887,HOROZ
0.298186,0.990701,0.772536,0.398228,0.645491,0.090969,0.815683,HOROZ
0.245725,0.94652,0.919989,0.647167,0.582052,0.149737,0.78824,HOROZ
0.237237,0.903313,0.885006,0.69396,0.535945,0.203389,0.811428,HOROZ
0.362592,0.909616,0.598908,0.164015,0.540304,0.197786,0.874407,HOROZ
0.271173,0.960732,0.881986,0.519185,0.596911,0.134344,0.914153,HOROZ
0.245755,0.912566,0.904433,0.647555,0.541648,0.195989,0.93434,HOROZ
0.257479,0.951131,0.874773,0.587733,0.584945,0.145915,0.877662,HOROZ
0.25171,0.948045,0.87274,0.617424,0.580695,0.150369,0.895109,HOROZ
0.24911,0.934737,0.916607,0.631302,0.563954,0.168624,0.942376,HOROZ
0.262441,0.982882,0.912778,0.563125,0.628951,0.104047,0.918575,HOROZ
0.256291,0.954289,0.868473,0.594182,0.590246,0.140304,0.820704,HOROZ
0.243183,0.92786,0.916135,0.663528,0.557061,0.176386,0.913132,HOROZ
0.244846,0.911543,0.881752,0.654865,0.54166,0.194857,0.863912,HOROZ
0.226067,0.839891,0.93776,0.762397,0.483499,0.277484,0.920508,HOROZ
0.268787,0.960435,0.889766,0.533884,0.597597,0.132285,0.829119,HOROZ
0.251528,0.941872,0.914236,0.620514,0.572684,0.158073,0.895035,HOROZ
0.264013,0.971915,0.916535,0.557151,0.613595,0.117068,0.835105,HOROZ
0.253597,0.937222,0.892593,0.609964,0.566483,0.164835,0.927363,HOROZ
0.253113,0.947068,0.891829,0.612474,0.579888,0.150239,0.851294,HOROZ
0.254518,0.961915,0.94062,0.605365,0.598052,0.131678,0.885624,HOROZ
0.257926,0.966165,0.928709,0.589324,0.602935,0.126393,0.90769,HOROZ
0.258166,0.974738,0.949451,0.588167,0.614014,0.11599,0.961076,HOROZ
0.246854,0.946778,0.952793,0.647237,0.577406,0.152154,0.917112,HOROZ
0.244112,0.91382,0.924649,0.662196,0.542349,0.192458,0.888501,HOROZ
0.259302,0.965527,0.935902,0.582731,0.600669,0.12843,0.957758,HOROZ
0.259302,0.965527,0.935902,0.582731,0.600669,0.12843,0.957758,HOROZ
0.261791,0.946448,0.858626,0.570555,0.579788,0.149403,0.797932,HOROZ
0.241836,0.936417,0.92777,0.675283,0.565305,0.165062,0.908345,HOROZ
0.30773,0.964502,0.827683,0.365121,0.601073,0.127722,0.875311,HOROZ
0.249954,0.949694,0.935203,0.631793,0.581125,0.147788,0.898458,HOROZ
0.256828,0.945592,0.777229,0.596927,0.578569,0.150131,0.789395,HOROZ
0.248272,0.945787,0.902417,0.641826,0.576801,0.151905,0.867524,HOROZ
0.256215,0.937765,0.872491,0.600338,0.566952,0.162623,0.88673,HOROZ
0.273088,0.929445,0.856327,0.517365,0.557056,0.173832,0.915241,HOROZ
0.252136,0.940777,0.880421,0.62215,0.571375,0.157454,0.838883,HOROZ
0.258857,0.969659,0.908613,0.587743,0.606631,0.121656,0.919663,HOROZ
0.279911,0.955148,0.734132,0.487095,0.592554,0.134963,0.683295,HOROZ
0.266776,0.963687,0.89782,0.549605,0.598386,0.129054,0.89834,HOROZ
0.241034,0.918172,0.895054,0.683582,0.545006,0.187153,0.904853,HOROZ
0.251405,0.952803,0.901237,0.62857,0.583633,0.143376,0.90152,HOROZ
0.253604,0.922779,0.777712,0.6176,0.556005,0.173402,0.624689,HOROZ
0.257676,0.894083,0.838541,0.597203,0.526072,0.210264,0.734939,HOROZ
0.253387,0.949893,0.904911,0.619384,0.582554,0.144006,0.784067,HOROZ
0.249181,0.932108,0.890232,0.641663,0.558907,0.169709,0.904235,HOROZ
0.249833,0.907317,0.867307,0.638675,0.533691,0.200026,0.909008,HOROZ
0.242514,0.906786,0.858535,0.678575,0.535147,0.198006,0.821919,HOROZ
0.254257,0.94922,0.80841,0.615889,0.583303,0.142811,0.708333,HOROZ
0.245641,0.935088,0.906038,0.661663,0.562929,0.164719,0.862074,HOROZ
0.257021,0.960107,0.875999,0.602158,0.593893,0.131928,0.837676,HOROZ
0.252325,0.937463,0.882319,0.626599,0.562758,0.164668,0.972505,HOROZ
0.256861,0.936608,0.908135,0.603196,0.564168,0.163033,0.872878,HOROZ
0.250914,0.939304,0.903068,0.634151,0.564969,0.162139,0.965982,HOROZ
0.257737,0.960136,0.91806,0.599054,0.592473,0.133109,0.889195,HOROZ
0.267059,0.959133,0.59433,0.552539,0.600593,0.125179,0.515186,HOROZ
0.256246,0.91,0.836647,0.607038,0.538292,0.193317,0.798305,HOROZ
0.275081,0.965696,0.898697,0.515351,0.59934,0.125863,0.900842,HOROZ
0.260601,0.940812,0.893448,0.586416,0.567754,0.158083,0.895266,HOROZ
0.24866,0.952405,0.964031,0.648478,0.580183,0.144791,0.957756,HOROZ
0.250478,0.916448,0.902814,0.638923,0.542162,0.187708,0.877121,HOROZ
0.253418,0.935063,0.914218,0.623608,0.562058,0.164274,0.857627,HOROZ
0.255947,0.951579,0.919551,0.610598,0.580895,0.143886,0.881979,HOROZ
0.255974,0.951189,0.906947,0.611019,0.579577,0.145026,0.908946,HOROZ
0.256153,0.925027,0.915819,0.610249,0.54902,0.17897,0.941513,HOROZ
0.256153,0.925027,0.915819,0.610249,0.54902,0.17897,0.941513,HOROZ
0.250873,0.947892,0.85986,0.63794,0.576106,0.148565,0.882178,HOROZ
0.270098,0.958723,0.895483,0.541927,0.588224,0.135597,0.931828,HOROZ
0.244667,0.938409,0.94919,0.672817,0.562796,0.162408,0.953799,HOROZ
0.244673,0.918371,0.90742,0.67327,0.543232,0.185004,0.876104,HOROZ
0.256019,0.961353,0.881983,0.613146,0.59225,0.13124,0.899831,HOROZ
0.252981,0.892986,0.883263,0.629154,0.518076,0.21719,0.947149,HOROZ
0.25976,0.968799,0.931594,0.59536,0.601777,0.121511,0.914261,HOROZ
0.277516,1,0.936925,0.509001,0.651897,0.078658,0.952272,HOROZ
0.270083,0.953486,0.857861,0.544555,0.585375,0.137397,0.742297,HOROZ
0.252486,0.93925,0.913438,0.633518,0.563918,0.160048,0.915938,HOROZ
0.257212,0.927238,0.897065,0.609067,0.551787,0.17378,0.870987,HOROZ
0.266632,0.936204,0.85645,0.56204,0.56307,0.160762,0.802627,HOROZ
0.249368,0.94624,0.900415,0.650947,0.572411,0.150445,0.892577,HOROZ
0.262065,0.944444,0.869522,0.585148,0.573238,0.149538,0.77079,HOROZ
0.250971,0.937544,0.918104,0.642816,0.563541,0.159919,0.836338,HOROZ
0.246959,0.926838,0.930741,0.664365,0.550836,0.174378,0.879329,HOROZ
0.247388,0.898774,0.916346,0.662107,0.521813,0.210614,0.965522,HOROZ
0.258363,0.934525,0.837838,0.604394,0.562827,0.160658,0.725421,HOROZ
0.2612,0.933863,0.895193,0.590028,0.558169,0.165859,0.886546,HOROZ
0.260926,0.942536,0.924727,0.59184,0.569551,0.153084,0.817855,HOROZ
0.249388,0.930438,0.912623,0.651983,0.55294,0.171622,0.943019,HOROZ
0.271294,0.965352,0.863435,0.541051,0.596485,0.125472,0.898113,HOROZ
0.256454,0.944516,0.883089,0.616079,0.57198,0.149908,0.797695,HOROZ
0.249227,0.929456,0.896949,0.654658,0.55336,0.170353,0.860372,HOROZ
0.253413,0.95155,0.895717,0.632656,0.577801,0.143489,0.900266,HOROZ
0.263869,0.950739,0.934295,0.579536,0.575501,0.145699,0.947422,HOROZ
0.262673,0.963035,0.879972,0.58556,0.593481,0.127537,0.865008,HOROZ
0.258886,0.957821,0.912384,0.604983,0.584609,0.136232,0.939715,HOROZ
0.260638,0.925343,0.869292,0.596481,0.54819,0.175777,0.879069,HOROZ
0.251298,0.928,0.889866,0.645404,0.550247,0.173184,0.904656,HOROZ
0.264037,0.964882,0.920268,0.579757,0.597458,0.1233,0.79504,HOROZ
0.256732,0.954304,0.89321,0.617674,0.57994,0.140335,0.926194,HOROZ
0.255278,0.911459,0.556674,0.625293,0.544069,0.180117,0.458953,HOROZ
0.262956,0.933869,0.805838,0.58611,0.555339,0.166882,0.944331,HOROZ
0.269697,0.977777,0.93472,0.552783,0.616474,0.105502,0.775789,HOROZ
0.263668,0.963508,0.938008,0.582632,0.593778,0.126431,0.853615,HOROZ
0.234975,0.894967,0.943322,0.737068,0.517651,0.213541,0.937757,HOROZ
0.26062,0.914319,0.839884,0.598434,0.536531,0.189003,0.882128,HOROZ
0.249609,0.914719,0.901341,0.656222,0.535148,0.190591,0.954169,HOROZ
0.281866,0.995299,0.926476,0.496026,0.641934,0.083904,0.908384,HOROZ
0.254371,0.962137,0.946913,0.631127,0.589125,0.13064,0.955246,HOROZ
0.254371,0.962137,0.946913,0.631127,0.589125,0.13064,0.955246,HOROZ
0.253112,0.898647,0.84101,0.638249,0.522725,0.206188,0.842466,HOROZ
0.266222,0.968884,0.881199,0.571811,0.60042,0.119354,0.864447,HOROZ
0.262876,0.96213,0.893959,0.588547,0.58989,0.129452,0.91074,HOROZ
0.268407,0.980804,0.935149,0.561104,0.615716,0.105411,0.963898,HOROZ
0.250434,0.936382,0.91151,0.653137,0.557761,0.163222,0.934007,HOROZ
0.26928,0.975653,0.890479,0.557016,0.611047,0.1095,0.833795,HOROZ
0.254915,0.93797,0.883731,0.629649,0.560392,0.160184,0.896137,HOROZ
0.265105,0.940575,0.866345,0.578292,0.562011,0.158099,0.943715,HOROZ
0.270661,0.902695,0.72966,0.55166,0.528162,0.198043,0.737562,HOROZ
0.257469,0.960224,0.908929,0.617946,0.586507,0.132076,0.922441,HOROZ
0.260218,0.942998,0.861507,0.604036,0.565504,0.153803,0.901968,HOROZ
0.269777,0.963087,0.891757,0.556999,0.589072,0.129192,0.963038,HOROZ
0.252752,0.925194,0.915792,0.643603,0.547755,0.173508,0.81649,HOROZ
0.261258,0.944594,0.883307,0.599748,0.567734,0.150966,0.875156,HOROZ
0.24944,0.928465,0.917081,0.661667,0.548952,0.171945,0.905468,HOROZ
0.262579,0.9321,0.874864,0.593327,0.553889,0.166172,0.859536,HOROZ
0.256901,0.944332,0.910245,0.624045,0.567588,0.150325,0.845557,HOROZ
0.257089,0.934287,0.878835,0.62341,0.555602,0.163369,0.86398,HOROZ
0.264092,0.953177,0.90955,0.58786,0.578405,0.138768,0.837403,HOROZ
0.27078,0.975778,0.889338,0.554931,0.608174,0.110099,0.888987,HOROZ
0.267681,0.962842,0.925589,0.570144,0.589806,0.127322,0.884665,HOROZ
0.262159,0.971879,0.916332,0.597888,0.601644,0.116019,0.917104,HOROZ
0.272146,0.967732,0.884247,0.549486,0.594296,0.122527,0.960638,HOROZ
0.267639,0.944678,0.866361,0.571606,0.564398,0.152927,0.96983,HOROZ
0.264869,0.960325,0.891858,0.586534,0.585101,0.130985,0.908752,HOROZ
0.27911,0.965602,0.870032,0.51792,0.591329,0.124739,0.940696,HOROZ
0.260179,0.966573,0.919645,0.611248,0.593678,0.122272,0.893902,HOROZ
0.259648,0.948747,0.761955,0.614409,0.575552,0.140084,0.683139,HOROZ
0.279429,0.964703,0.899013,0.517634,0.588905,0.12659,0.972978,HOROZ
0.264764,0.953105,0.886333,0.58878,0.576865,0.138587,0.843983,HOROZ
0.263108,0.942197,0.856145,0.597577,0.567118,0.148589,0.698431,HOROZ
0.258152,0.937861,0.89138,0.623176,0.560517,0.155644,0.762586,HOROZ
0.258152,0.937861,0.89138,0.623176,0.560517,0.155644,0.762586,HOROZ
0.26082,0.932645,0.911555,0.609499,0.550253,0.167141,0.948804,HOROZ
0.262722,0.939144,0.892157,0.600023,0.558323,0.157946,0.909952,HOROZ
0.262722,0.939144,0.892157,0.600023,0.558323,0.157946,0.909952,HOROZ
0.243652,0.90676,0.923092,0.701789,0.524558,0.198086,0.936208,HOROZ
0.248046,0.929366,0.921409,0.678318,0.546991,0.170328,0.922352,HOROZ
0.246273,0.878525,0.90199,0.688188,0.501514,0.228885,0.886018,HOROZ
0.257698,0.922484,0.786869,0.627265,0.547716,0.169337,0.589306,HOROZ
0.290996,0.913733,0.781099,0.467624,0.532857,0.186886,0.842604,HOROZ
0.260207,0.908856,0.886913,0.614814,0.526742,0.194551,0.906844,HOROZ
0.256926,0.941599,0.909531,0.631843,0.559984,0.155267,0.933533,HOROZ
0.269108,0.97027,0.908066,0.57033,0.599641,0.115144,0.816681,HOROZ
0.26607,0.933494,0.869117,0.585431,0.551806,0.164269,0.892194,HOROZ
0.253675,0.921181,0.893934,0.64958,0.539625,0.178351,0.858461,HOROZ
0.271527,0.972463,0.872394,0.558983,0.599105,0.115447,0.957789,HOROZ
0.255336,0.916446,0.908385,0.641177,0.534543,0.184343,0.870537,HOROZ
0.260439,0.9391,0.877876,0.614754,0.559675,0.155139,0.814813,HOROZ
0.262676,0.944176,0.681971,0.603959,0.569496,0.144326,0.64598,HOROZ
0.280459,0.986167,0.873035,0.517508,0.623371,0.0936,0.824598,HOROZ
0.261547,0.955661,0.902313,0.610325,0.576585,0.136744,0.923441,HOROZ
0.277482,0.962856,0.85881,0.532244,0.588011,0.12523,0.838701,HOROZ
0.248906,0.937883,0.969776,0.678277,0.55401,0.160364,0.963504,HOROZ
0.270548,0.960031,0.810305,0.566489,0.583137,0.129672,0.872699,HOROZ
0.275628,0.988729,0.901236,0.542177,0.624208,0.092235,0.93425,HOROZ
0.251384,0.879677,0.566529,0.665248,0.514788,0.208206,0.296596,HOROZ
0.254019,0.938561,0.924361,0.651352,0.55575,0.158186,0.916031,HOROZ
0.352078,0.986987,0.690481,0.233405,0.6215,0.094389,0.922498,HOROZ
0.264474,0.968397,0.931097,0.597369,0.593015,0.119847,0.926334,HOROZ
0.253979,0.933457,0.956852,0.65241,0.550249,0.164018,0.899891,HOROZ
0.268494,0.957786,0.90138,0.578248,0.580424,0.131708,0.84344,HOROZ
0.270256,0.973744,0.885811,0.569763,0.599648,0.113193,0.954271,HOROZ
0.265277,0.963573,0.920515,0.594588,0.584724,0.127347,0.976543,HOROZ
0.260326,0.949606,0.955398,0.619836,0.5672,0.145164,0.959923,HOROZ
0.263612,0.925619,0.846648,0.60309,0.541452,0.173908,0.912063,HOROZ
0.266575,0.959267,0.887093,0.588402,0.584722,0.127219,0.74112,HOROZ
0.252889,0.943231,0.963933,0.659442,0.559428,0.15328,0.961164,HOROZ
0.266239,0.950671,0.893145,0.591136,0.569295,0.142402,0.910754,HOROZ
0.270537,0.970386,0.90974,0.569896,0.595966,0.116026,0.88798,HOROZ
0.249933,0.922178,0.915454,0.676438,0.537592,0.177818,0.908458,HOROZ
0.260726,0.963277,0.954763,0.619368,0.585574,0.12589,0.906571,HOROZ
0.25519,0.933195,0.888971,0.648297,0.550149,0.163151,0.865025,HOROZ
0.256959,0.940703,0.911765,0.639256,0.557124,0.155239,0.919734,HOROZ
0.252032,0.936263,0.935666,0.666202,0.551895,0.160731,0.920379,HOROZ
0.259411,0.935157,0.875872,0.628098,0.551872,0.16039,0.86006,HOROZ
0.247695,0.919387,0.935986,0.690666,0.534565,0.180598,0.895424,HOROZ
0.257747,0.95425,0.92258,0.636766,0.571762,0.138977,0.966454,HOROZ
0.260559,0.96664,0.922089,0.622217,0.589153,0.121671,0.924107,HOROZ
0.253908,0.934119,0.909216,0.657194,0.548588,0.16404,0.948157,HOROZ
0.265206,0.878317,0.570257,0.598591,0.515941,0.204088,0.141129,HOROZ
0.272151,0.96888,0.909961,0.564147,0.593059,0.117915,0.891792,HOROZ
0.302673,0.924782,0.754497,0.42566,0.541645,0.171873,0.818907,HOROZ
0.263102,0.966281,0.916199,0.609782,0.587722,0.122812,0.954415,HOROZ
0.273522,0.912231,0.322321,0.55809,0.547303,0.165217,0.068238,HOROZ
0.254681,0.901984,0.877767,0.654391,0.516076,0.203291,0.971098,HOROZ
0.254681,0.901984,0.877767,0.654391,0.516076,0.203291,0.971098,HOROZ
0.251722,0.926787,0.922976,0.670421,0.54086,0.17235,0.927578,HOROZ
0.255024,0.935735,0.880742,0.652756,0.549758,0.162078,0.95587,HOROZ
0.264165,0.963624,0.923235,0.605432,0.585442,0.124607,0.886921,HOROZ
0.260525,0.959231,0.968782,0.624839,0.578782,0.130864,0.910675,HOROZ
0.268459,0.930718,0.619265,0.584749,0.555702,0.154998,0.471467,HOROZ
0.262795,0.96372,0.949431,0.614112,0.584944,0.124435,0.891871,HOROZ
0.253284,0.90258,0.916737,0.664193,0.518145,0.199486,0.876783,HOROZ
0.260209,0.91791,0.91306,0.628007,0.530424,0.183818,0.96208,HOROZ
0.278356,0.950557,0.867782,0.538083,0.56882,0.140338,0.848975,HOROZ
0.259502,0.942635,0.901027,0.632262,0.55706,0.152689,0.940164,HOROZ
0.266664,0.967435,0.921287,0.595821,0.589861,0.119205,0.8835,HOROZ
0.258595,0.947532,0.910178,0.637234,0.564618,0.144468,0.862871,HOROZ
0.258816,0.928448,0.910918,0.636082,0.541744,0.169884,0.924788,HOROZ
0.267668,0.956811,0.947578,0.591204,0.573743,0.134867,0.955955,HOROZ
0.257814,0.943744,0.919367,0.641879,0.559607,0.149593,0.878353,HOROZ
0.241879,0.859188,0.775256,0.729149,0.48808,0.240371,0.657596,HOROZ
0.256896,0.942745,0.918677,0.647265,0.557388,0.15177,0.915774,HOROZ
0.259422,0.93136,0.905605,0.634057,0.544621,0.166053,0.920008,HOROZ
0.259422,0.93136,0.905605,0.634057,0.544621,0.166053,0.920008,HOROZ
0.263745,0.928744,0.872735,0.61235,0.545446,0.164854,0.761812,HOROZ
0.274272,0.956401,0.873247,0.560141,0.57439,0.133609,0.889853,HOROZ
0.270067,0.976278,0.91185,0.580813,0.600605,0.108502,0.941147,HOROZ
0.25417,0.889109,0.885076,0.663017,0.506163,0.213773,0.852775,HOROZ
0.262107,0.912786,0.902176,0.622723,0.52516,0.188274,0.922142,HOROZ
0.270259,0.955063,0.915754,0.581941,0.571671,0.135502,0.905204,HOROZ
0.262756,0.959341,0.908625,0.619902,0.57612,0.13096,0.946557,HOROZ
0.273309,0.949155,0.659064,0.567236,0.572276,0.134765,0.579262,HOROZ
0.259412,0.927204,0.905274,0.638134,0.539622,0.170114,0.898497,HOROZ
0.249984,0.875942,0.824739,0.689116,0.499829,0.220873,0.629351,HOROZ
0.263264,0.950042,0.903128,0.61884,0.566722,0.139929,0.832557,HOROZ
0.281787,0.986711,0.914938,0.52803,0.616479,0.093251,0.914224,HOROZ
0.263662,0.947749,0.905926,0.617742,0.561398,0.145143,0.926644,HOROZ
0.269408,0.96975,0.933497,0.588779,0.589597,0.116897,0.943407,HOROZ
0.261851,0.952449,0.920551,0.628339,0.567139,0.138606,0.910503,HOROZ
0.262905,0.954989,0.917369,0.623054,0.570009,0.135594,0.921181,HOROZ
0.262149,0.963292,0.9537,0.628288,0.579432,0.12564,0.961857,HOROZ
0.268581,0.969838,0.921932,0.59571,0.589325,0.116088,0.925199,HOROZ
0.26765,0.949308,0.895939,0.600449,0.563858,0.141339,0.866945,HOROZ
0.267122,0.913031,0.677641,0.603139,0.532778,0.176194,0.536991,HOROZ
0.269868,0.976288,0.886892,0.589374,0.601797,0.104635,0.802061,HOROZ
0.268421,0.915866,0.86447,0.596812,0.526761,0.18342,0.905578,HOROZ
0.266678,0.932812,0.910945,0.60592,0.543149,0.163788,0.938854,HOROZ
0.262567,0.949642,0.929369,0.62698,0.562215,0.142806,0.943937,HOROZ
0.259347,0.92048,0.888943,0.643972,0.530761,0.178244,0.92013,HOROZ
0.266873,0.967107,0.94345,0.605594,0.584672,0.120011,0.942951,HOROZ
0.278638,0.976822,0.914718,0.548039,0.59852,0.10703,0.945754,HOROZ
0.266399,0.963676,0.924308,0.608502,0.57977,0.124554,0.945518,HOROZ
0.269546,0.947485,0.772665,0.592999,0.568795,0.13539,0.55131,HOROZ
0.2565,0.931813,0.934707,0.660829,0.541858,0.164366,0.923203,HOROZ
0.267319,0.960419,0.94559,0.605499,0.574943,0.128667,0.945804,HOROZ
0.258506,0.936236,0.940935,0.651225,0.545492,0.159795,0.960259,HOROZ
0.282605,0.945494,0.894901,0.531525,0.556553,0.147473,0.933809,HOROZ
0.264511,0.959892,0.926473,0.620352,0.574671,0.128715,0.921855,HOROZ
0.256553,0.952397,0.962398,0.662095,0.564312,0.13918,0.954124,HOROZ
0.260632,0.947951,0.950078,0.640592,0.55972,0.144004,0.920656,HOROZ
0.26102,0.955473,0.928467,0.638755,0.568156,0.135144,0.951807,HOROZ
0.272977,0.957387,0.89788,0.57827,0.571035,0.132194,0.932843,HOROZ
0.278026,0.924209,0.84809,0.554241,0.535042,0.171303,0.848577,HOROZ
0.26619,0.929973,0.874079,0.6129,0.541931,0.163223,0.808309,HOROZ
0.257631,0.926934,0.892861,0.657605,0.53564,0.170411,0.937019,HOROZ
0.278395,0.958555,0.853482,0.552903,0.576013,0.126834,0.779483,HOROZ
0.264411,0.959316,0.91803,0.622319,0.573591,0.129227,0.917909,HOROZ
0.260933,0.949823,0.927617,0.640706,0.560809,0.142176,0.948995,HOROZ
0.269336,0.915518,0.527117,0.597917,0.537592,0.167844,0.366768,HOROZ
0.286052,0.939675,0.854314,0.517542,0.549729,0.153985,0.91262,HOROZ
0.263153,0.915719,0.713005,0.629942,0.533721,0.172145,0.529136,HOROZ
0.270477,0.947776,0.928917,0.592865,0.559221,0.143512,0.902703,HOROZ
0.273891,0.972966,0.917913,0.576099,0.591891,0.111161,0.920243,HOROZ
0.257407,0.941508,0.937031,0.660434,0.551106,0.152139,0.932608,HOROZ
0.268803,0.934781,0.893796,0.601812,0.544345,0.159555,0.89841,HOROZ
0.267896,0.935775,0.900643,0.606592,0.544417,0.159384,0.938728,HOROZ
0.267619,0.964427,0.918721,0.608109,0.578968,0.123103,0.949514,HOROZ
0.268577,0.971566,0.906756,0.603306,0.589145,0.113406,0.939625,HOROZ
0.257264,0.929271,0.925338,0.661964,0.536966,0.167822,0.955925,HOROZ
0.278482,0.963564,0.897756,0.554798,0.57915,0.122835,0.891944,HOROZ
0.257706,0.908655,0.905332,0.659896,0.518573,0.190072,0.8727,HOROZ
0.259377,0.949826,0.919007,0.651094,0.560971,0.141114,0.916089,HOROZ
0.27571,0.969279,0.910468,0.568491,0.58719,0.115043,0.881345,HOROZ
0.264068,0.95009,0.918081,0.627226,0.56142,0.140425,0.90426,HOROZ
0.285445,0.925272,0.497493,0.522735,0.543668,0.15969,0.488408,HOROZ
0.260871,0.916874,0.859994,0.644115,0.52925,0.176471,0.738008,HOROZ
0.254812,0.911957,0.868491,0.676423,0.521618,0.185768,0.861705,HOROZ
0.256817,0.931598,0.958322,0.666016,0.540347,0.163202,0.897239,HOROZ
0.273502,0.936982,0.796003,0.58053,0.552347,0.149778,0.640381,HOROZ
0.262856,0.945069,0.904789,0.634758,0.554807,0.146929,0.915425,HOROZ
0.258879,0.93438,0.90848,0.655932,0.543766,0.158948,0.869204,HOROZ
0.278493,0.968229,0.898132,0.558123,0.584704,0.116185,0.883712,HOROZ
0.277623,0.976211,0.878233,0.562383,0.596056,0.105691,0.889476,HOROZ
0.268585,0.954739,0.95046,0.608185,0.565026,0.135085,0.94419,HOROZ
0.269897,0.971866,0.936771,0.6017,0.589059,0.11161,0.899513,HOROZ
0.261908,0.927108,0.891258,0.642791,0.535581,0.167173,0.857105,HOROZ
0.240921,0.814569,0.921666,0.758161,0.448597,0.291994,0.908753,HOROZ
0.260077,0.915173,0.904626,0.65247,0.524975,0.179806,0.801394,HOROZ
0.264671,0.939528,0.931192,0.628712,0.548326,0.152614,0.881333,HOROZ
0.298965,0.973452,0.787089,0.465793,0.594474,0.106469,0.768933,HOROZ
0.260106,0.923801,0.926358,0.652993,0.530114,0.173298,0.937336,HOROZ
0.26344,0.953283,0.919596,0.63625,0.563476,0.135986,0.91237,HOROZ
0.256374,0.901108,0.780382,0.673596,0.516548,0.189658,0.590284,HOROZ
0.270404,0.940651,0.894593,0.600999,0.550836,0.149277,0.812588,HOROZ
0.270668,0.958033,0.904063,0.599734,0.569153,0.13009,0.921922,HOROZ
0.271262,0.960069,0.921361,0.597118,0.571715,0.127389,0.920656,HOROZ
0.257257,0.905779,0.924327,0.669949,0.51507,0.191049,0.821765,HOROZ
0.274714,0.965655,0.897673,0.581162,0.579176,0.119649,0.906245,HOROZ
0.26615,0.930449,0.893076,0.624192,0.537691,0.163293,0.876269,HOROZ
0.260287,0.919663,0.908865,0.654921,0.525505,0.177588,0.924448,HOROZ
0.266159,0.943521,0.912068,0.624898,0.553515,0.145394,0.809363,HOROZ
0.280919,0.954924,0.902638,0.552162,0.563922,0.134361,0.943309,HOROZ
0.268776,0.94799,0.867378,0.612139,0.558729,0.139634,0.804149,HOROZ
0.272319,0.932741,0.842748,0.595419,0.541658,0.157746,0.783246,HOROZ
0.265303,0.949551,0.912733,0.631133,0.557027,0.140916,0.937355,HOROZ
0.251648,0.858906,0.842786,0.703929,0.478656,0.239838,0.742132,HOROZ
0.254892,0.855479,0.736483,0.686588,0.480929,0.236248,0.529231,HOROZ
0.270126,0.956045,0.9191,0.607201,0.566415,0.130974,0.87292,HOROZ
0.275382,0.957188,0.883338,0.581534,0.567231,0.129964,0.893299,HOROZ
0.260027,0.940749,0.924495,0.659906,0.546566,0.151684,0.931059,HOROZ
0.269566,0.930491,0.896477,0.611392,0.534597,0.164885,0.955093,HOROZ
