@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,8,10-13,15-17'

@attribute Perimeter numeric
@attribute EquivDiameter numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor3 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.126004,0.133639,0.923583,0.848537,0.574597,0.553617,0.522534,0.916572,SIRA
0.123998,0.133704,0.91264,0.864174,0.551602,0.56228,0.498921,0.959638,SIRA
0.12433,0.133892,0.881709,0.862953,0.639787,0.529192,0.590701,0.830781,SIRA
0.13317,0.134138,0.901248,0.799132,0.472631,0.592959,0.419542,0.970115,SIRA
0.12868,0.134167,0.929181,0.832169,0.545948,0.563654,0.493149,0.954786,SIRA
0.118615,0.134181,0.937693,0.909291,0.594092,0.545376,0.54273,0.967668,SIRA
0.126171,0.134217,0.937356,0.851267,0.547978,0.562781,0.49522,0.962114,SIRA
0.131748,0.134355,0.94416,0.810893,0.42828,0.611171,0.376127,0.947421,SIRA
0.149374,0.134391,0.739953,0.689342,0.332483,0.653869,0.285212,0.596786,SIRA
0.135757,0.134513,0.916645,0.783102,0.484085,0.587593,0.43089,0.949769,SIRA
0.129619,0.135235,0.928333,0.832503,0.536087,0.565612,0.483117,0.949143,SIRA
0.131839,0.135321,0.901642,0.816766,0.481,0.587404,0.427829,0.869841,SIRA
0.137004,0.135364,0.877493,0.779901,0.423642,0.611303,0.371635,0.920022,SIRA
0.153542,0.135371,0.788923,0.668441,0.56426,0.554539,0.511892,0.958124,SIRA
0.133175,0.135393,0.900284,0.807527,0.501304,0.579068,0.448056,0.942472,SIRA
0.131557,0.135444,0.921049,0.819659,0.431721,0.607707,0.379466,0.952307,SIRA
0.128024,0.135645,0.905354,0.847193,0.584987,0.54626,0.533277,0.972647,SIRA
0.140633,0.135667,0.898704,0.756461,0.388973,0.625828,0.33835,0.960804,SIRA
0.131562,0.13584,0.848225,0.822302,0.682949,0.510777,0.636829,0.858929,SIRA
0.128826,0.135847,0.941689,0.842581,0.526993,0.568091,0.4739,0.977519,SIRA
0.135709,0.136228,0.887531,0.794868,0.504794,0.576195,0.451551,0.900318,SIRA
0.147258,0.136386,0.835161,0.715988,0.398314,0.620387,0.347268,0.888198,SIRA
0.132382,0.136415,0.891497,0.820194,0.476114,0.587441,0.422988,0.878104,SIRA
0.126437,0.13643,0.914587,0.864566,0.611943,0.534979,0.561364,0.949203,SIRA
0.134551,0.136717,0.899025,0.806465,0.558672,0.554343,0.506157,0.961008,SIRA
0.143787,0.136796,0.876429,0.742083,0.425512,0.607884,0.373445,0.92911,SIRA
0.13228,0.136875,0.937969,0.824059,0.519674,0.569163,0.466508,0.948972,SIRA
0.133572,0.137198,0.915032,0.816801,0.421649,0.608801,0.369708,0.884985,SIRA
0.135957,0.137306,0.895917,0.800285,0.550793,0.556337,0.498094,0.952434,SIRA
0.140588,0.137335,0.819448,0.767686,0.462342,0.591453,0.409396,0.851748,SIRA
0.141764,0.137349,0.891073,0.759597,0.501412,0.575568,0.448164,0.908456,SIRA
0.139409,0.137529,0.911037,0.777227,0.416633,0.610348,0.364865,0.958499,SIRA
0.127753,0.137737,0.917086,0.863642,0.612013,0.532753,0.561437,0.875735,SIRA
0.129229,0.13783,0.947538,0.853175,0.469361,0.587681,0.416313,0.947122,SIRA
0.134042,0.137909,0.896654,0.818164,0.492699,0.578071,0.439462,0.96629,SIRA
0.134919,0.137959,0.894255,0.812134,0.50177,0.574352,0.448523,0.876232,SIRA
0.136612,0.138181,0.878806,0.801423,0.42368,0.606145,0.371672,0.857157,SIRA
0.135531,0.138181,0.898564,0.809204,0.570468,0.547369,0.518277,0.920334,SIRA
0.137438,0.138231,0.923287,0.795849,0.503867,0.573039,0.450622,0.894164,SIRA
0.134902,0.138239,0.910761,0.814136,0.446556,0.596387,0.393916,0.927549,SIRA
0.129088,0.138274,0.921569,0.857293,0.493957,0.576921,0.440716,0.90953,SIRA
0.136761,0.138317,0.915328,0.801261,0.46778,0.587461,0.414753,0.858794,SIRA
0.134837,0.138325,0.933795,0.81519,0.502417,0.573453,0.44917,0.935923,SIRA
0.141426,0.138453,0.857596,0.769166,0.427862,0.603872,0.375723,0.889577,SIRA
0.149019,0.138453,0.887303,0.717382,0.389535,0.620421,0.338886,0.957491,SIRA
0.132105,0.138561,0.940192,0.836781,0.527021,0.56335,0.473928,0.970495,SIRA
0.142662,0.138754,0.848199,0.762537,0.460765,0.589567,0.407845,0.916598,SIRA
0.145208,0.138955,0.796699,0.746313,0.470103,0.585377,0.417046,0.553554,SIRA
0.132356,0.138998,0.927528,0.8379,0.520075,0.565305,0.466913,0.969559,SIRA
0.13695,0.139012,0.928578,0.804538,0.505975,0.570836,0.452735,0.948373,SIRA
0.135768,0.139284,0.925943,0.814877,0.494877,0.574779,0.441635,0.970754,SIRA
0.141334,0.139341,0.922157,0.775627,0.421652,0.604907,0.369711,0.970606,SIRA
0.128646,0.139455,0.915288,0.868764,0.551466,0.552387,0.498782,0.927045,SIRA
0.133245,0.139713,0.912322,0.836197,0.513861,0.566503,0.460654,0.941155,SIRA
0.143215,0.139856,0.898246,0.765883,0.518019,0.564623,0.46484,0.939639,SIRA
0.139704,0.140177,0.881244,0.792623,0.559004,0.548294,0.506497,0.96039,SIRA
0.13675,0.140341,0.952497,0.814867,0.488222,0.575593,0.435004,0.925414,SIRA
0.143175,0.140363,0.914772,0.76946,0.365128,0.627716,0.315754,0.935146,SIRA
0.130825,0.140555,0.915228,0.859921,0.583865,0.538349,0.532114,0.906799,SIRA
0.141923,0.140684,0.913233,0.780305,0.489879,0.574329,0.436653,0.885731,SIRA
0.125665,0.140705,0.958207,0.900276,0.545717,0.552446,0.492914,0.982046,SIRA
0.14087,0.140798,0.90951,0.78847,0.419655,0.603128,0.367781,0.946434,SIRA
0.134662,0.140855,0.9254,0.833516,0.484017,0.576384,0.430824,0.937026,SIRA
0.135022,0.140955,0.946878,0.831557,0.423717,0.601119,0.371709,0.943173,SIRA
0.129065,0.140998,0.881814,0.876246,0.717998,0.49057,0.674872,0.935758,SIRA
0.133894,0.141105,0.931743,0.840853,0.534343,0.556128,0.481346,0.949914,SIRA
0.149115,0.141318,0.906726,0.734983,0.373257,0.622337,0.32343,0.872306,SIRA
0.137489,0.141411,0.943287,0.816682,0.474649,0.579193,0.421538,0.938548,SIRA
0.146792,0.141575,0.85662,0.75239,0.409161,0.606212,0.35767,0.800987,SIRA
0.137502,0.141589,0.921319,0.817779,0.479061,0.577097,0.425906,0.957477,SIRA
0.132154,0.141781,0.943116,0.858377,0.599815,0.530438,0.548689,0.962751,SIRA
0.160375,0.141817,0.838798,0.664631,0.303641,0.65325,0.258606,0.852605,SIRA
0.139632,0.141838,0.82018,0.804138,0.424056,0.599391,0.372036,0.804007,SIRA
0.137348,0.141895,0.902275,0.820942,0.543526,0.551255,0.490682,0.877273,SIRA
0.150602,0.142045,0.899629,0.729623,0.392189,0.612696,0.341416,0.936746,SIRA
0.133164,0.142045,0.923974,0.852645,0.560658,0.544506,0.508193,0.879749,SIRA
0.132284,0.142336,0.969585,0.861201,0.502707,0.566355,0.44946,0.980837,SIRA
0.134512,0.142542,0.936598,0.846043,0.525614,0.557041,0.472506,0.962712,SIRA
0.137139,0.142564,0.920483,0.82694,0.522029,0.558395,0.468885,0.968118,SIRA
0.149697,0.142692,0.84834,0.739828,0.359035,0.626151,0.310019,0.900507,SIRA
0.137933,0.142813,0.888176,0.82285,0.557654,0.544342,0.505114,0.835753,SIRA
0.135816,0.142912,0.944676,0.838943,0.564922,0.541444,0.512571,0.961518,SIRA
0.143531,0.142997,0.908758,0.784198,0.444274,0.588857,0.391687,0.934703,SIRA
0.140853,0.143026,0.897516,0.803298,0.466073,0.579847,0.41307,0.947268,SIRA
0.135714,0.143033,0.933754,0.840513,0.543742,0.549242,0.490901,0.936511,SIRA
0.131042,0.14304,0.955731,0.875367,0.547595,0.547764,0.494829,0.952726,SIRA
0.131517,0.143153,0.940328,0.872563,0.522242,0.557304,0.469099,0.915916,SIRA
0.138962,0.143182,0.944458,0.817885,0.471664,0.577304,0.418587,0.929328,SIRA
0.148559,0.143331,0.926376,0.751634,0.391103,0.610839,0.340381,0.965182,SIRA
0.139157,0.143672,0.932707,0.819745,0.474132,0.575453,0.421026,0.949304,SIRA
0.131621,0.143693,0.958409,0.875486,0.512549,0.560155,0.459335,0.978231,SIRA
0.138701,0.143962,0.936613,0.824976,0.498187,0.565338,0.444939,0.984186,SIRA
0.143812,0.144111,0.849152,0.789526,0.407226,0.602484,0.355811,0.876005,SIRA
0.143193,0.144239,0.925492,0.794714,0.471558,0.575506,0.418482,0.980122,SIRA
0.149834,0.14426,0.87729,0.748924,0.458272,0.580871,0.405395,0.878515,SIRA
0.140611,0.144296,0.904091,0.813446,0.49162,0.567367,0.438387,0.959718,SIRA
0.132616,0.144487,0.916437,0.873437,0.539277,0.548487,0.486357,0.886291,SIRA
0.141936,0.144501,0.818913,0.805345,0.534789,0.550178,0.481798,0.796772,SIRA
0.142338,0.144501,0.903876,0.802489,0.604748,0.524154,0.553837,0.961475,SIRA
0.1427,0.144508,0.890998,0.799969,0.448853,0.584303,0.396162,0.922169,SIRA
0.143479,0.144543,0.926675,0.794697,0.503797,0.562129,0.450552,0.969063,SIRA
0.135666,0.144607,0.929092,0.851514,0.576935,0.534144,0.524947,0.937323,SIRA
0.14087,0.144713,0.896889,0.814361,0.481758,0.57058,0.42858,0.856327,SIRA
0.128681,0.144848,0.949322,0.905926,0.611649,0.521099,0.561056,0.951563,SIRA
0.149233,0.144855,0.876359,0.756827,0.476516,0.572438,0.423386,0.890332,SIRA
0.138641,0.144912,0.92925,0.831767,0.546039,0.5452,0.493242,0.949297,SIRA
0.1442,0.145067,0.878196,0.793064,0.454325,0.581076,0.401521,0.928394,SIRA
0.147389,0.145145,0.889389,0.771352,0.482444,0.56956,0.429262,0.93572,SIRA
0.134355,0.1454,0.92509,0.86665,0.513632,0.556821,0.460424,0.943727,SIRA
0.147421,0.145449,0.83415,0.773099,0.491489,0.565435,0.438256,0.867018,SIRA
0.136109,0.145513,0.908551,0.854377,0.557075,0.540031,0.504521,0.937256,SIRA
0.153147,0.145541,0.831553,0.73478,0.50215,0.56107,0.448903,0.914506,SIRA
0.140916,0.145647,0.936419,0.82024,0.501288,0.561228,0.44804,0.971629,SIRA
0.151792,0.145803,0.909736,0.745535,0.41895,0.594494,0.367101,0.96219,SIRA
0.14951,0.145838,0.921259,0.76125,0.409976,0.598234,0.358454,0.918377,SIRA
0.156237,0.146177,0.878973,0.718301,0.326804,0.634342,0.279945,0.873171,SIRA
0.1473,0.146332,0.929644,0.779659,0.418902,0.593579,0.367055,0.882572,SIRA
0.141645,0.146481,0.907774,0.82054,0.47664,0.569583,0.423508,0.919679,SIRA
0.145161,0.146579,0.920312,0.79621,0.486278,0.565567,0.43307,0.945315,SIRA
0.142447,0.146671,0.906539,0.816055,0.514827,0.554201,0.461625,0.938215,SIRA
0.138233,0.146706,0.936599,0.8468,0.544356,0.542831,0.491527,0.965305,SIRA
0.136637,0.146728,0.920056,0.858707,0.560414,0.536761,0.507943,0.938362,SIRA
0.135232,0.146876,0.942432,0.870163,0.510305,0.555612,0.457079,0.969454,SIRA
0.148945,0.146932,0.907705,0.772176,0.385019,0.607009,0.334587,0.943144,SIRA
0.146868,0.146946,0.884536,0.786656,0.501439,0.558956,0.448191,0.938425,SIRA
0.139341,0.146974,0.925924,0.840501,0.549806,0.540327,0.497087,0.9278,SIRA
0.151651,0.147045,0.902056,0.754417,0.393221,0.603261,0.342401,0.890999,SIRA
0.138141,0.147087,0.968278,0.850043,0.505162,0.557259,0.451919,0.896925,SIRA
0.146816,0.147158,0.90011,0.788396,0.532357,0.546636,0.479331,0.919534,SIRA
0.138497,0.147165,0.929735,0.847947,0.563304,0.53496,0.510909,0.901661,SIRA
0.142066,0.147299,0.900868,0.822942,0.562263,0.535126,0.509841,0.931381,SIRA
0.134723,0.147313,0.946353,0.876956,0.568421,0.532816,0.51617,0.973862,SIRA
0.153182,0.14732,0.887133,0.745828,0.381638,0.607785,0.331373,0.978019,SIRA
0.151119,0.147341,0.815195,0.75992,0.442581,0.581939,0.390035,0.909287,SIRA
0.138497,0.147376,0.942666,0.849371,0.529457,0.547378,0.476394,0.981957,SIRA
0.159702,0.147425,0.893569,0.703462,0.318955,0.635651,0.272688,0.892123,SIRA
0.143265,0.147468,0.91071,0.815481,0.498905,0.559064,0.445657,0.938686,SIRA
0.147276,0.147475,0.876532,0.787247,0.504992,0.556669,0.45175,0.86792,SIRA
0.142025,0.147566,0.948833,0.82502,0.505458,0.556332,0.452216,0.957389,SIRA
0.14207,0.1477,0.934725,0.825584,0.540559,0.54261,0.487661,0.957575,SIRA
0.139001,0.147792,0.921983,0.848472,0.593477,0.522849,0.54209,0.969169,SIRA
0.139855,0.147961,0.978763,0.843364,0.44665,0.57919,0.394008,0.896705,SIRA
0.14348,0.148031,0.846637,0.817669,0.528664,0.546585,0.475591,0.845746,SIRA
0.153637,0.148073,0.937602,0.747557,0.348734,0.62095,0.300359,0.942853,SIRA
0.157136,0.148158,0.893371,0.724791,0.375663,0.608892,0.325708,0.914612,SIRA
0.148179,0.148186,0.906102,0.785589,0.40378,0.596715,0.352504,0.898208,SIRA
0.149243,0.148193,0.918844,0.778261,0.4622,0.572453,0.409256,0.916186,SIRA
0.134796,0.148242,0.91183,0.882764,0.535102,0.543778,0.482116,0.96868,SIRA
0.159602,0.148312,0.872457,0.709612,0.292992,0.646104,0.248871,0.853872,SIRA
0.157969,0.148326,0.892143,0.720367,0.374644,0.609035,0.324742,0.940133,SIRA
0.139716,0.148467,0.905266,0.847778,0.552115,0.536983,0.499445,0.967267,SIRA
0.134751,0.14853,0.937824,0.885079,0.534285,0.543608,0.481287,0.969217,SIRA
0.151504,0.148678,0.890036,0.765865,0.492009,0.559723,0.438775,0.9395,SIRA
0.135248,0.14872,0.954056,0.882635,0.557784,0.534447,0.505247,0.972272,SIRA
0.161678,0.148727,0.85615,0.698747,0.326334,0.629884,0.279509,0.821802,SIRA
0.137779,0.14879,0.908134,0.864223,0.580527,0.525935,0.52866,0.95145,SIRA
0.152302,0.148875,0.919554,0.761692,0.453171,0.574944,0.40039,0.907618,SIRA
0.14346,0.148903,0.91957,0.823584,0.525032,0.546517,0.471917,0.947095,SIRA
0.150875,0.148994,0.900243,0.7722,0.393003,0.599896,0.342193,0.894092,SIRA
0.140355,0.149156,0.919374,0.84773,0.538187,0.541088,0.485249,0.942148,SIRA
0.14707,0.14917,0.927076,0.799739,0.515041,0.549912,0.461841,0.970156,SIRA
0.146318,0.149226,0.871452,0.805395,0.445881,0.577316,0.393257,0.885931,SIRA
0.146415,0.149233,0.924767,0.804761,0.51547,0.549641,0.462273,0.976219,SIRA
0.149452,0.149289,0.938525,0.783911,0.452556,0.574481,0.399788,0.909634,SIRA
0.148567,0.149296,0.893768,0.790097,0.478356,0.564081,0.425208,0.933442,SIRA
0.147536,0.14931,0.930496,0.797387,0.476597,0.564758,0.423466,0.9655,SIRA
0.148819,0.149373,0.837815,0.788846,0.442647,0.578388,0.390099,0.850479,SIRA
0.142971,0.149423,0.911842,0.830535,0.585987,0.522914,0.534314,0.982158,SIRA
0.152903,0.149514,0.834636,0.761691,0.559108,0.532648,0.506604,0.80555,SIRA
0.1499,0.149556,0.902254,0.782533,0.529369,0.543772,0.476304,0.93476,SIRA
0.152114,0.149556,0.85018,0.767328,0.435417,0.581051,0.383057,0.840419,SIRA
0.160202,0.14971,0.789832,0.714389,0.351725,0.616663,0.30316,0.803933,SIRA
0.155864,0.149914,0.896156,0.744283,0.436607,0.57994,0.384215,0.982116,SIRA
0.156396,0.149921,0.925798,0.740772,0.436164,0.580111,0.383784,0.957175,SIRA
0.147836,0.150061,0.866761,0.800175,0.472111,0.565272,0.419028,0.904287,SIRA
0.142127,0.150096,0.9339,0.841121,0.55445,0.533426,0.501833,0.963541,SIRA
0.147398,0.150376,0.902754,0.805312,0.566667,0.528436,0.514366,0.965871,SIRA
0.148456,0.15053,0.869086,0.798895,0.527392,0.542907,0.474303,0.914951,SIRA
0.137819,0.150586,0.939146,0.876103,0.523064,0.544466,0.469929,0.975582,SIRA
0.153835,0.150706,0.884408,0.762967,0.47867,0.561565,0.425519,0.950614,SIRA
0.151701,0.150727,0.908274,0.777668,0.445905,0.574724,0.39328,0.951275,SIRA
0.152692,0.150902,0.851905,0.772004,0.436616,0.578232,0.384224,0.881379,SIRA
0.14023,0.150944,0.944316,0.860656,0.463319,0.567295,0.410357,0.932682,SIRA
0.140311,0.150979,0.93467,0.860297,0.571699,0.525604,0.519545,0.966709,SIRA
0.140304,0.150979,0.937667,0.860347,0.628223,0.505338,0.578476,0.977293,SIRA
0.163543,0.151091,0.854355,0.701306,0.386511,0.598988,0.336007,0.875491,SIRA
0.142711,0.151112,0.910489,0.843658,0.514718,0.546794,0.461516,0.939408,SIRA
0.14749,0.151126,0.900228,0.809564,0.483447,0.558963,0.430257,0.909853,SIRA
0.16251,0.151237,0.879816,0.708871,0.343645,0.617526,0.295604,0.929435,SIRA
0.151115,0.151293,0.928842,0.78536,0.439181,0.576504,0.386721,0.920463,SIRA
0.149625,0.151293,0.895041,0.795695,0.404623,0.590905,0.353313,0.91765,SIRA
0.143426,0.151321,0.937499,0.839874,0.53285,0.539525,0.479831,0.982927,SIRA
0.151656,0.151335,0.875928,0.781896,0.482849,0.558846,0.429664,0.929763,SIRA
0.141646,0.151398,0.945855,0.853327,0.555396,0.53094,0.502801,0.986169,SIRA
0.151673,0.151398,0.930224,0.782184,0.490007,0.55592,0.436781,0.958781,SIRA
0.159856,0.151559,0.884322,0.728159,0.482502,0.558606,0.429319,0.918484,SIRA
0.154154,0.151629,0.922381,0.766692,0.397096,0.593514,0.346103,0.969923,SIRA
0.156236,0.151657,0.874837,0.752811,0.440358,0.575397,0.387868,0.897165,SIRA
0.137691,0.151713,0.906207,0.884722,0.555201,0.530499,0.502602,0.938646,SIRA
0.143918,0.151755,0.929079,0.839204,0.465247,0.565143,0.412256,0.939869,SIRA
0.15441,0.151755,0.893354,0.76576,0.429563,0.579673,0.377372,0.943098,SIRA
0.152975,0.152139,0.84666,0.777999,0.381442,0.599328,0.331188,0.909545,SIRA
0.143768,0.152146,0.93657,0.842884,0.508397,0.54751,0.455164,0.950163,SIRA
0.142455,0.152174,0.909121,0.852615,0.575873,0.522139,0.523851,0.944285,SIRA
0.143039,0.152209,0.913435,0.848591,0.556327,0.529272,0.503755,0.987367,SIRA
0.151372,0.152384,0.910233,0.790617,0.446092,0.571812,0.393463,0.967366,SIRA
0.147524,0.152405,0.918499,0.817704,0.55485,0.529502,0.502242,0.94319,SIRA
0.150574,0.152418,0.937364,0.796379,0.409077,0.58707,0.35759,0.981325,SIRA
0.143358,0.152558,0.932135,0.8486,0.493185,0.552732,0.439947,0.952809,SIRA
0.14617,0.152565,0.909349,0.828389,0.512177,0.545358,0.458961,0.96793,SIRA
0.156394,0.1526,0.898828,0.757719,0.396264,0.592174,0.345308,0.96771,SIRA
0.154481,0.1526,0.887647,0.770667,0.438765,0.574435,0.386316,0.874743,SIRA
0.144103,0.152642,0.91896,0.843758,0.531732,0.537774,0.478698,0.942788,SIRA
0.169004,0.152642,0.826201,0.676136,0.49553,0.551677,0.442286,0.932554,SIRA
0.157212,0.152698,0.899218,0.752848,0.350662,0.611796,0.302164,0.902081,SIRA
0.148778,0.152774,0.937205,0.811267,0.542497,0.533504,0.489633,0.934657,SIRA
0.152276,0.153012,0.926749,0.78842,0.455084,0.5671,0.402266,0.960489,SIRA
0.143786,0.153123,0.933078,0.849264,0.541402,0.533345,0.488519,0.971832,SIRA
0.149696,0.153144,0.900479,0.807225,0.595756,0.513392,0.544461,0.961247,SIRA
0.144953,0.153151,0.910676,0.841001,0.531859,0.53689,0.478827,0.939645,SIRA
0.147148,0.153221,0.929496,0.825728,0.519582,0.541438,0.466416,0.987056,SIRA
0.164356,0.153318,0.917683,0.709778,0.347707,0.612003,0.299398,0.949514,SIRA
0.211972,0.153325,0.662982,0.4403,0.53262,0.536318,0.479598,0.827458,SIRA
0.142602,0.153479,0.919087,0.86027,0.62873,0.501208,0.579011,0.975,SIRA
0.15116,0.15352,0.944827,0.799442,0.396032,0.590671,0.345087,0.929716,SIRA
0.148006,0.153527,0.915496,0.821645,0.518052,0.541517,0.464873,0.935749,SIRA
0.151566,0.153534,0.906626,0.79671,0.52673,0.538203,0.473634,0.943328,SIRA
0.151101,0.153632,0.936957,0.800574,0.473524,0.558676,0.420425,0.918965,SIRA
0.151923,0.153653,0.922801,0.794995,0.581502,0.517713,0.529669,0.951224,SIRA
0.144275,0.153674,0.957124,0.849377,0.485083,0.554044,0.431882,0.8881,SIRA
0.14881,0.153757,0.919568,0.817461,0.554567,0.527409,0.501953,0.955497,SIRA
0.147337,0.153813,0.93342,0.828277,0.531785,0.535834,0.478752,0.973294,SIRA
0.149278,0.153841,0.885191,0.814708,0.50993,0.544112,0.456703,0.852358,SIRA
0.140379,0.153855,0.953233,0.8792,0.55685,0.526406,0.504291,0.970868,SIRA
0.150662,0.153903,0.918662,0.805399,0.497592,0.548776,0.444345,0.91884,SIRA
0.139169,0.153945,0.938426,0.888837,0.582392,0.516923,0.53059,0.892613,SIRA
0.144307,0.153952,0.935464,0.850998,0.495218,0.549618,0.441975,0.965419,SIRA
0.15754,0.154063,0.915466,0.75928,0.502702,0.54653,0.449456,0.921517,SIRA
0.148815,0.154063,0.928608,0.819431,0.474446,0.557587,0.421337,0.974524,SIRA
0.145893,0.154133,0.939503,0.840737,0.440197,0.571236,0.387711,0.931659,SIRA
0.158713,0.154147,0.902729,0.751951,0.353789,0.607846,0.305094,0.958983,SIRA
0.141971,0.154258,0.937259,0.870142,0.6499,0.492676,0.601437,0.907716,SIRA
0.154504,0.154265,0.888086,0.781153,0.419391,0.579576,0.367527,0.867718,SIRA
0.152437,0.154328,0.92316,0.795795,0.446714,0.568255,0.394071,0.941341,SIRA
0.173195,0.154342,0.836748,0.660327,0.302339,0.630706,0.257412,0.899562,SIRA
0.181853,0.154377,0.812205,0.608551,0.508213,0.543889,0.454979,0.933856,SIRA
0.147512,0.15439,0.92024,0.830832,0.466518,0.560189,0.413509,0.949672,SIRA
0.150914,0.154599,0.907253,0.808155,0.505803,0.544449,0.452562,0.971537,SIRA
0.14882,0.154613,0.934472,0.82299,0.477105,0.555617,0.423968,0.945642,SIRA
0.156596,0.15462,0.926267,0.769176,0.454521,0.564608,0.401714,0.916744,SIRA
0.148038,0.154696,0.934512,0.829096,0.534479,0.533378,0.481484,0.955961,SIRA
0.153989,0.154703,0.885112,0.787498,0.469501,0.558477,0.416451,0.905558,SIRA
0.150466,0.154724,0.912888,0.812108,0.564042,0.522356,0.511667,0.931826,SIRA
0.149779,0.154794,0.932919,0.817397,0.384647,0.593313,0.334233,0.936918,SIRA
0.150187,0.154905,0.82914,0.815248,0.52151,0.537938,0.468361,0.908917,SIRA
0.158349,0.154947,0.921523,0.759427,0.493147,0.548775,0.439909,0.965099,SIRA
0.153403,0.155009,0.926469,0.793498,0.541052,0.530406,0.488163,0.866764,SIRA
0.156361,0.155065,0.927481,0.773597,0.413708,0.58057,0.362046,0.960159,SIRA
0.144739,0.155065,0.94454,0.855275,0.518639,0.538768,0.465465,0.929559,SIRA
0.145293,0.1551,0.950799,0.85148,0.497638,0.546778,0.444391,0.954404,SIRA
0.152365,0.155169,0.92819,0.801727,0.411097,0.581481,0.359533,0.939288,SIRA
0.167551,0.155245,0.693468,0.701114,0.431721,0.572814,0.379466,0.738243,SIRA
0.147648,0.155315,0.930884,0.835945,0.567247,0.520234,0.514962,0.94314,SIRA
0.15782,0.15537,0.890109,0.765666,0.394789,0.587996,0.343899,0.962279,SIRA
0.15348,0.155391,0.892401,0.795428,0.479345,0.553437,0.426188,0.912896,SIRA
0.148446,0.155412,0.918503,0.830886,0.527039,0.535015,0.473947,0.919349,SIRA
0.188263,0.155475,0.805825,0.577834,0.479352,0.553296,0.426195,0.955969,SIRA
0.153633,0.155815,0.923946,0.797094,0.50319,0.543454,0.449945,0.970695,SIRA
0.153534,0.155877,0.867415,0.798183,0.54834,0.52629,0.495589,0.920459,SIRA
0.150489,0.155877,0.928551,0.819454,0.498606,0.545121,0.445359,0.878571,SIRA
0.161459,0.155988,0.884666,0.745251,0.451985,0.563327,0.399228,0.944895,SIRA
0.147319,0.156009,0.943985,0.842884,0.495655,0.546046,0.442411,0.866805,SIRA
0.141391,0.156161,0.940457,0.887269,0.556438,0.522841,0.503868,0.961231,SIRA
0.166725,0.156196,0.835716,0.712208,0.438781,0.56832,0.386331,0.849964,SIRA
0.165099,0.156307,0.897203,0.723386,0.390392,0.588246,0.339703,0.914002,SIRA
0.156805,0.156314,0.896558,0.778529,0.522992,0.535077,0.469857,0.869948,SIRA
0.157721,0.156362,0.904382,0.772625,0.417537,0.576763,0.365737,0.925462,SIRA
0.141256,0.15639,0.93338,0.889828,0.612332,0.502375,0.561772,0.97616,SIRA
0.151851,0.156411,0.91742,0.813358,0.517289,0.537083,0.464105,0.921246,SIRA
0.160966,0.156466,0.849134,0.751514,0.450988,0.562926,0.398251,0.930389,SIRA
0.154601,0.156501,0.769145,0.794827,0.476468,0.552726,0.423338,0.784273,SIRA
0.155268,0.15657,0.935752,0.790677,0.435348,0.569087,0.38299,0.944946,SIRA
0.154212,0.15664,0.922751,0.798399,0.479652,0.551245,0.426492,0.947071,SIRA
0.148855,0.156847,0.922536,0.837409,0.460568,0.55845,0.407651,0.924601,SIRA
0.15971,0.15691,0.918343,0.762682,0.491104,0.546329,0.437873,0.890893,SIRA
0.156713,0.157013,0.849566,0.783613,0.463973,0.556818,0.411002,0.91742,SIRA
0.170083,0.157055,0.908036,0.696044,0.340358,0.608661,0.292538,0.956771,SIRA
0.164029,0.15709,0.903518,0.735195,0.480981,0.54998,0.42781,0.870872,SIRA
0.148883,0.157117,0.933086,0.838984,0.487933,0.54722,0.434716,0.960876,SIRA
0.158619,0.15718,0.919139,0.771728,0.378081,0.591992,0.327999,0.872256,SIRA
0.149906,0.157256,0.96544,0.832597,0.407424,0.579448,0.356001,0.96526,SIRA
0.156266,0.157339,0.880398,0.788747,0.517383,0.535537,0.464199,0.90693,SIRA
0.144715,0.157422,0.933236,0.87118,0.591933,0.507975,0.540485,0.941778,SIRA
0.149636,0.157429,0.910845,0.835655,0.495147,0.543909,0.441904,0.967337,SIRA
0.15763,0.157477,0.892433,0.780321,0.566077,0.517208,0.513759,0.952003,SIRA
0.164498,0.157553,0.822454,0.735001,0.445586,0.563281,0.392968,0.875056,SIRA
0.153122,0.157602,0.938525,0.81219,0.488551,0.546183,0.435331,0.935383,SIRA
0.14826,0.157622,0.891557,0.846777,0.593177,0.507217,0.541778,0.92271,SIRA
0.146232,0.157622,0.910955,0.861441,0.638058,0.491521,0.588869,0.858141,SIRA
0.151509,0.15774,0.910699,0.824411,0.500159,0.541466,0.446911,0.963313,SIRA
0.148074,0.157816,0.929211,0.849391,0.488861,0.54571,0.435639,0.932055,SIRA
0.146829,0.157906,0.921152,0.858988,0.570814,0.514805,0.518634,0.97326,SIRA
0.153465,0.157947,0.908554,0.812033,0.522242,0.532711,0.469099,0.928488,SIRA
0.154228,0.158072,0.913151,0.807524,0.466863,0.553915,0.413849,0.902899,SIRA
0.148115,0.158161,0.956012,0.851378,0.486428,0.546089,0.433219,0.939825,SIRA
