@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,7,1,8,3,14,13,4,17'

@attribute Perimeter numeric
@attribute ConvexArea numeric
@attribute Area numeric
@attribute EquivDiameter numeric
@attribute MajorAxisLength numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor1 numeric
@attribute MinorAxisLength numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.286866,0.146337,0.149951,0.256476,0.376472,0.113947,0.55932,0.175715,HOROZ
0.274251,0.149041,0.149956,0.256482,0.355033,0.142584,0.53137,0.19897,HOROZ
0.284418,0.146774,0.14999,0.256529,0.353424,0.144926,0.529145,0.19262,HOROZ
0.294502,0.147516,0.150011,0.256558,0.370854,0.12119,0.551769,0.176576,HOROZ
0.280322,0.146951,0.150041,0.256599,0.334435,0.173808,0.50422,0.207756,HOROZ
0.268368,0.150699,0.150101,0.256681,0.340007,0.165101,0.511257,0.213981,HOROZ
0.294797,0.14703,0.150237,0.256869,0.383855,0.105215,0.567819,0.168523,HOROZ
0.313717,0.148765,0.150267,0.25691,0.370735,0.121672,0.550629,0.180871,HOROZ
0.264148,0.145929,0.150284,0.256933,0.323323,0.192634,0.488875,0.218753,HOROZ
0.270713,0.147083,0.150289,0.256939,0.347387,0.154158,0.520169,0.197508,HOROZ
0.290131,0.146955,0.150417,0.257115,0.348292,0.152997,0.52087,0.196582,HOROZ
0.282535,0.147124,0.150447,0.257156,0.367866,0.12566,0.54621,0.181143,HOROZ
0.270843,0.146778,0.150506,0.257238,0.339573,0.166371,0.509203,0.204578,HOROZ
0.293034,0.147293,0.150523,0.257262,0.388084,0.100516,0.572197,0.165096,HOROZ
0.274414,0.14726,0.150596,0.257361,0.338431,0.168289,0.50739,0.207324,HOROZ
0.274414,0.14726,0.150596,0.257361,0.338431,0.168289,0.50739,0.207324,HOROZ
0.274066,0.146745,0.150622,0.257396,0.350542,0.149974,0.523033,0.194301,HOROZ
0.279195,0.146354,0.150647,0.257432,0.365208,0.129461,0.54199,0.182,HOROZ
0.287651,0.147322,0.150652,0.257437,0.366339,0.127953,0.543443,0.182393,HOROZ
0.30252,0.147998,0.150656,0.257443,0.368037,0.125704,0.545634,0.184349,HOROZ
0.279296,0.14691,0.150656,0.257443,0.367358,0.126603,0.544751,0.181178,HOROZ
0.279023,0.147331,0.150664,0.257455,0.330907,0.18048,0.497366,0.214499,HOROZ
0.296361,0.147244,0.150669,0.257461,0.396376,0.091129,0.582397,0.159075,HOROZ
0.266323,0.150954,0.15072,0.257531,0.302076,0.232409,0.459723,0.25252,HOROZ
0.272111,0.149458,0.150728,0.257543,0.340401,0.165407,0.509465,0.211815,HOROZ
0.272682,0.146758,0.150792,0.257631,0.332304,0.178386,0.498718,0.209937,HOROZ
0.281436,0.147017,0.150797,0.257636,0.36153,0.134651,0.536647,0.185393,HOROZ
0.283197,0.147796,0.150818,0.257666,0.351495,0.148858,0.52354,0.194772,HOROZ
0.282687,0.148027,0.150844,0.257701,0.364756,0.130326,0.540658,0.185804,HOROZ
0.275391,0.146733,0.150852,0.257713,0.347717,0.154464,0.518509,0.19611,HOROZ
0.281869,0.147087,0.150891,0.257765,0.370981,0.122148,0.548559,0.178832,HOROZ
0.28379,0.148172,0.150891,0.257765,0.326029,0.188969,0.490218,0.218071,HOROZ
0.296637,0.148258,0.150899,0.257777,0.370583,0.122677,0.54801,0.178807,HOROZ
0.273909,0.147186,0.15098,0.257888,0.32708,0.187332,0.491262,0.216005,HOROZ
0.268537,0.146753,0.151023,0.257947,0.348329,0.153797,0.51867,0.197154,HOROZ
0.276681,0.146811,0.151062,0.257999,0.367047,0.127543,0.542804,0.181513,HOROZ
0.286281,0.147392,0.151168,0.258146,0.373343,0.119449,0.55056,0.180167,HOROZ
0.277201,0.149111,0.151194,0.258181,0.34754,0.155211,0.517017,0.204667,HOROZ
0.291396,0.147533,0.151232,0.258233,0.388721,0.100607,0.570244,0.166527,HOROZ
0.276876,0.154388,0.151249,0.258257,0.31783,0.203795,0.478313,0.239438,HOROZ
0.277846,0.147846,0.151266,0.25828,0.34916,0.152909,0.518848,0.197982,HOROZ
0.267846,0.147421,0.151271,0.258286,0.31419,0.2104,0.47352,0.228675,HOROZ
0.285071,0.147726,0.151326,0.258362,0.374966,0.117573,0.552058,0.176825,HOROZ
0.277271,0.148382,0.151399,0.258462,0.340477,0.166267,0.507115,0.206123,HOROZ
0.293412,0.147491,0.151403,0.258467,0.398466,0.089623,0.582197,0.161999,HOROZ
0.29122,0.148435,0.151429,0.258503,0.353105,0.14737,0.523358,0.197289,HOROZ
0.269744,0.147796,0.151672,0.258836,0.351975,0.149345,0.520994,0.19589,HOROZ
0.281174,0.149103,0.151723,0.258906,0.350367,0.15177,0.518725,0.20221,HOROZ
0.287774,0.148489,0.151822,0.25904,0.374426,0.118885,0.549465,0.179659,HOROZ
0.278118,0.148848,0.151869,0.259105,0.331619,0.181141,0.493958,0.220244,HOROZ
0.278275,0.148547,0.152163,0.259508,0.34384,0.162184,0.508681,0.203492,HOROZ
0.283144,0.148996,0.152193,0.259548,0.367583,0.128298,0.539218,0.184865,HOROZ
0.279232,0.148876,0.152219,0.259583,0.343017,0.163527,0.507417,0.204425,HOROZ
0.286791,0.149074,0.152368,0.259788,0.349383,0.154124,0.515086,0.199745,HOROZ
0.2956,0.149994,0.152419,0.259858,0.350856,0.152021,0.516798,0.198314,HOROZ
0.278833,0.149198,0.152509,0.25998,0.347439,0.157223,0.512064,0.202862,HOROZ
0.281567,0.14959,0.152582,0.260079,0.337257,0.173079,0.498678,0.213812,HOROZ
0.282127,0.148044,0.152611,0.26012,0.373776,0.120715,0.545625,0.182005,HOROZ
0.283881,0.14905,0.152684,0.260219,0.358956,0.140747,0.526262,0.193574,HOROZ
0.300147,0.149548,0.152744,0.260301,0.346067,0.159624,0.509441,0.203042,HOROZ
0.285595,0.149041,0.152915,0.260534,0.353549,0.148776,0.51845,0.197652,HOROZ
0.302048,0.150154,0.152979,0.260622,0.38246,0.110239,0.55541,0.179084,HOROZ
0.289096,0.149367,0.152983,0.260628,0.351208,0.15229,0.515187,0.200913,HOROZ
0.280078,0.155435,0.153162,0.260872,0.293511,0.254133,0.440361,0.265027,HOROZ
0.298673,0.149759,0.153209,0.260936,0.394604,0.096073,0.570138,0.169304,HOROZ
0.276766,0.151383,0.153226,0.26096,0.331473,0.183444,0.488936,0.223489,HOROZ
0.274805,0.149606,0.153261,0.261006,0.336499,0.1753,0.495273,0.214469,HOROZ
0.343337,0.152075,0.153282,0.261035,0.361909,0.137431,0.527847,0.192848,HOROZ
0.338689,0.156169,0.153329,0.2611,0.316656,0.209281,0.469538,0.241435,HOROZ
0.318397,0.152529,0.15335,0.261129,0.340604,0.168915,0.500228,0.210333,HOROZ
0.286316,0.148959,0.153363,0.261146,0.381046,0.112454,0.552128,0.177944,HOROZ
0.277524,0.150443,0.153598,0.261466,0.339222,0.171456,0.497567,0.214675,HOROZ
0.272384,0.153968,0.153649,0.261536,0.318341,0.206757,0.470595,0.243063,HOROZ
0.281466,0.153118,0.153662,0.261554,0.337238,0.174709,0.494793,0.224424,HOROZ
0.277102,0.149738,0.153688,0.261589,0.34989,0.155221,0.510932,0.202931,HOROZ
0.277102,0.149738,0.153688,0.261589,0.34989,0.155221,0.510932,0.202931,HOROZ
0.290347,0.152294,0.153773,0.261705,0.356756,0.145335,0.519426,0.20478,HOROZ
0.290716,0.150575,0.15379,0.261728,0.337761,0.174062,0.495008,0.212081,HOROZ
0.275898,0.150501,0.15379,0.261728,0.349044,0.156625,0.509476,0.203611,HOROZ
0.299013,0.150966,0.153845,0.261804,0.367664,0.13033,0.533144,0.188903,HOROZ
0.302894,0.151482,0.153897,0.261874,0.393437,0.098218,0.565985,0.171764,HOROZ
0.308164,0.150666,0.153957,0.261955,0.363337,0.136354,0.527188,0.191998,HOROZ
0.274811,0.150299,0.153991,0.262002,0.349325,0.156488,0.50911,0.206203,HOROZ
0.284192,0.150905,0.154119,0.262176,0.351369,0.153632,0.511265,0.208018,HOROZ
0.282025,0.151272,0.154153,0.262223,0.3584,0.14351,0.520143,0.201503,HOROZ
0.287896,0.152026,0.15417,0.262246,0.341029,0.169444,0.497843,0.218558,HOROZ
0.298297,0.150608,0.154213,0.262304,0.402843,0.087931,0.57681,0.163446,HOROZ
0.286458,0.152178,0.154226,0.262322,0.336372,0.176938,0.491684,0.219622,HOROZ
0.286458,0.152178,0.154226,0.262322,0.336372,0.176938,0.491684,0.219622,HOROZ
0.271777,0.149759,0.154358,0.262502,0.334364,0.180398,0.488647,0.218882,HOROZ
0.29875,0.150909,0.154469,0.262653,0.37847,0.117043,0.544651,0.180597,HOROZ
0.279806,0.151037,0.154512,0.262711,0.340869,0.170193,0.496423,0.211479,HOROZ
0.29149,0.150872,0.154537,0.262746,0.378492,0.117099,0.544423,0.182758,HOROZ
0.28658,0.15135,0.154537,0.262746,0.350442,0.155588,0.508568,0.204236,HOROZ
0.278923,0.15076,0.154546,0.262757,0.359354,0.142689,0.519929,0.198135,HOROZ
0.288428,0.151597,0.154648,0.262897,0.362316,0.138681,0.523339,0.199461,HOROZ
0.284579,0.150431,0.154862,0.263187,0.379992,0.115608,0.545123,0.180702,HOROZ
0.273498,0.150975,0.154939,0.263292,0.344535,0.1651,0.499587,0.210825,HOROZ
0.280054,0.151305,0.155015,0.263396,0.359757,0.142751,0.518732,0.196068,HOROZ
0.282332,0.151544,0.155045,0.263437,0.365142,0.135309,0.525493,0.193645,HOROZ
0.272777,0.150934,0.155054,0.263448,0.323447,0.19994,0.472279,0.229747,HOROZ
0.29096,0.151713,0.155165,0.263599,0.383061,0.112155,0.5479,0.179608,HOROZ
0.297613,0.150942,0.155173,0.263611,0.386803,0.107587,0.552639,0.176415,HOROZ
0.297613,0.150942,0.155173,0.263611,0.386803,0.107587,0.552639,0.176415,HOROZ
0.28229,0.151486,0.155272,0.263744,0.368461,0.131104,0.528895,0.191078,HOROZ
0.301435,0.151886,0.15543,0.263959,0.365551,0.135253,0.524609,0.19275,HOROZ
0.294341,0.151865,0.155506,0.264063,0.352142,0.154417,0.507256,0.20557,HOROZ
0.294061,0.151729,0.155536,0.264104,0.361812,0.140562,0.519458,0.197285,HOROZ
0.317813,0.152187,0.155549,0.264121,0.41055,0.081048,0.581451,0.15923,HOROZ
0.297176,0.152051,0.155596,0.264185,0.376054,0.121528,0.537366,0.185168,HOROZ
0.308464,0.154042,0.155622,0.26422,0.37498,0.122949,0.535905,0.190889,HOROZ
0.300316,0.152451,0.155647,0.264255,0.390103,0.104187,0.555052,0.178282,HOROZ
0.292233,0.152364,0.15572,0.264353,0.361337,0.14147,0.518188,0.200378,HOROZ
0.292233,0.152364,0.15572,0.264353,0.361337,0.14147,0.518188,0.200378,HOROZ
0.284947,0.152492,0.155763,0.264411,0.351488,0.155742,0.505507,0.208121,HOROZ
0.297282,0.155814,0.155788,0.264446,0.358949,0.144934,0.514903,0.208355,HOROZ
0.290907,0.151754,0.155793,0.264452,0.375513,0.122473,0.535951,0.18555,HOROZ
0.28145,0.156359,0.155831,0.264504,0.355386,0.150112,0.510219,0.214252,HOROZ
0.292757,0.153094,0.155904,0.264602,0.345591,0.164854,0.497508,0.214874,HOROZ
0.299106,0.152904,0.155921,0.264626,0.374584,0.123838,0.534298,0.192265,HOROZ
0.301176,0.152867,0.1561,0.264869,0.372012,0.127437,0.53037,0.194145,HOROZ
0.373249,0.156507,0.156113,0.264886,0.374739,0.123878,0.533787,0.18763,HOROZ
0.275745,0.152364,0.156138,0.264921,0.340165,0.17368,0.489789,0.215702,HOROZ
0.286152,0.152508,0.156241,0.26506,0.357274,0.14794,0.511147,0.204535,HOROZ
0.302248,0.153584,0.156258,0.265083,0.37849,0.11923,0.538014,0.1892,HOROZ
0.282607,0.152921,0.156262,0.265089,0.343058,0.169297,0.493028,0.214231,HOROZ
0.289077,0.151952,0.156309,0.265153,0.370352,0.129908,0.527497,0.193954,HOROZ
0.293659,0.153712,0.156318,0.265164,0.368363,0.132588,0.524942,0.193714,HOROZ
0.293659,0.153712,0.156318,0.265164,0.368363,0.132588,0.524942,0.193714,HOROZ
0.299783,0.15276,0.156322,0.26517,0.406796,0.085935,0.573693,0.167148,HOROZ
0.282746,0.152904,0.156352,0.26521,0.359101,0.145475,0.513067,0.20545,HOROZ
0.282503,0.16051,0.156429,0.265315,0.330865,0.189332,0.476979,0.246271,HOROZ
0.289328,0.152859,0.156459,0.265355,0.366539,0.135246,0.522117,0.196254,HOROZ
0.293641,0.155142,0.15651,0.265425,0.340792,0.173227,0.489285,0.223064,HOROZ
0.288673,0.152789,0.156638,0.265598,0.374589,0.124734,0.531667,0.19043,HOROZ
0.28818,0.153922,0.156647,0.26561,0.355779,0.150653,0.5078,0.209815,HOROZ
0.30427,0.153143,0.156659,0.265627,0.402663,0.090867,0.567161,0.167127,HOROZ
0.302898,0.153848,0.156659,0.265627,0.38428,0.112457,0.543868,0.182538,HOROZ
0.296319,0.153028,0.156685,0.265662,0.390393,0.105063,0.551518,0.178921,HOROZ
0.285042,0.152875,0.156711,0.265696,0.364371,0.138555,0.518456,0.196714,HOROZ
0.299038,0.155002,0.156732,0.265725,0.395127,0.099537,0.55734,0.180089,HOROZ
0.296295,0.153423,0.156741,0.265737,0.385861,0.110609,0.54557,0.18235,HOROZ
0.285299,0.15304,0.156741,0.265737,0.355714,0.150877,0.507382,0.206768,HOROZ
0.290187,0.153452,0.156766,0.265772,0.337531,0.17883,0.484262,0.223282,HOROZ
0.306054,0.154087,0.156792,0.265806,0.355755,0.150886,0.507253,0.208151,HOROZ
0.288028,0.154314,0.156796,0.265812,0.335855,0.181604,0.482035,0.225306,HOROZ
0.295603,0.15309,0.156834,0.265864,0.384295,0.112649,0.543238,0.182246,HOROZ
0.269818,0.154388,0.156894,0.265945,0.310427,0.226766,0.449506,0.24917,HOROZ
0.308802,0.153807,0.157001,0.26609,0.351787,0.157016,0.501487,0.215256,HOROZ
0.308074,0.162056,0.157018,0.266113,0.364538,0.138728,0.517559,0.220164,HOROZ
0.289981,0.153865,0.157121,0.266251,0.372502,0.128084,0.527263,0.193415,HOROZ
0.280637,0.153766,0.157172,0.266321,0.343911,0.169273,0.490924,0.215255,HOROZ
0.293619,0.153621,0.157176,0.266327,0.381459,0.116601,0.538386,0.184936,HOROZ
0.28878,0.15433,0.15736,0.266575,0.32999,0.192234,0.47268,0.231713,HOROZ
0.297669,0.154615,0.157398,0.266627,0.375197,0.124895,0.529658,0.193127,HOROZ
0.30069,0.154347,0.157402,0.266633,0.343493,0.17026,0.489592,0.217286,HOROZ
0.288707,0.156049,0.157492,0.266754,0.345453,0.167333,0.491755,0.230157,HOROZ
0.293285,0.15471,0.157522,0.266795,0.341537,0.173516,0.486706,0.219302,HOROZ
0.28632,0.1544,0.157684,0.267014,0.347986,0.163708,0.494281,0.214712,HOROZ
0.302918,0.15485,0.157697,0.267031,0.370743,0.13116,0.52295,0.194904,HOROZ
0.307475,0.15506,0.157714,0.267054,0.377207,0.122683,0.531043,0.197098,HOROZ
0.295379,0.154755,0.157757,0.267112,0.373008,0.128222,0.525591,0.195185,HOROZ
0.260735,0.154821,0.157778,0.267141,0.304996,0.238849,0.439728,0.25639,HOROZ
0.297376,0.154157,0.157778,0.267141,0.394285,0.101731,0.552351,0.176833,HOROZ
0.298371,0.155365,0.157838,0.267222,0.368018,0.13502,0.519005,0.198862,HOROZ
0.292057,0.153799,0.157838,0.267222,0.37141,0.130449,0.523282,0.194978,HOROZ
0.291656,0.154743,0.157889,0.267291,0.375513,0.125099,0.52827,0.191732,HOROZ
0.317573,0.156713,0.157945,0.267366,0.37799,0.121959,0.53119,0.195622,HOROZ
0.286356,0.154796,0.157983,0.267418,0.338103,0.179701,0.480782,0.223593,HOROZ
0.291189,0.154949,0.158021,0.26747,0.367733,0.135646,0.517986,0.202914,HOROZ
0.287245,0.154203,0.158034,0.267487,0.366568,0.137258,0.516471,0.198976,HOROZ
0.300843,0.154203,0.158073,0.267539,0.377431,0.122839,0.530019,0.193185,HOROZ
0.333364,0.156132,0.158171,0.267672,0.386218,0.111886,0.540728,0.18512,HOROZ
0.28757,0.155819,0.158197,0.267706,0.330293,0.192999,0.470214,0.234443,HOROZ
0.297706,0.155765,0.158299,0.267845,0.370776,0.131885,0.520822,0.197523,HOROZ
0.271721,0.15586,0.158329,0.267885,0.326923,0.198998,0.465525,0.239338,HOROZ
0.294295,0.161841,0.158346,0.267908,0.344067,0.170716,0.487041,0.238941,HOROZ
0.282126,0.154322,0.15838,0.267954,0.356031,0.15265,0.501976,0.208944,HOROZ
0.301779,0.155101,0.158402,0.267983,0.392394,0.10469,0.54765,0.179421,HOROZ
0.286468,0.154615,0.15844,0.268035,0.36621,0.138279,0.51457,0.201163,HOROZ
0.298246,0.153935,0.158461,0.268064,0.401089,0.094661,0.558366,0.172284,HOROZ
0.284229,0.153963,0.158474,0.268081,0.366262,0.138252,0.514514,0.199153,HOROZ
0.283903,0.154372,0.158517,0.268139,0.361929,0.144356,0.508912,0.204645,HOROZ
0.289815,0.155068,0.158542,0.268173,0.373746,0.128239,0.523682,0.197637,HOROZ
0.299202,0.153947,0.158547,0.268179,0.411637,0.083127,0.57131,0.166367,HOROZ
0.293031,0.156367,0.158653,0.268323,0.368082,0.135989,0.516162,0.202158,HOROZ
0.2873,0.154351,0.158679,0.268358,0.377699,0.123246,0.528156,0.191974,HOROZ
0.294977,0.154875,0.158692,0.268375,0.361112,0.145746,0.507266,0.207663,HOROZ
0.318247,0.155534,0.158722,0.268415,0.387082,0.111484,0.539791,0.186476,HOROZ
0.287027,0.155654,0.158743,0.268444,0.367017,0.137562,0.514504,0.203504,HOROZ
0.286773,0.15499,0.15882,0.268548,0.356275,0.152891,0.500739,0.21038,HOROZ
0.293994,0.156363,0.15882,0.268548,0.368014,0.136296,0.515483,0.203352,HOROZ
0.296149,0.155147,0.158833,0.268565,0.371032,0.132224,0.519227,0.19835,HOROZ
0.3102,0.158811,0.158995,0.268784,0.364549,0.141309,0.510509,0.213551,HOROZ
0.294871,0.162851,0.159008,0.268801,0.367678,0.136999,0.514391,0.219474,HOROZ
0.291545,0.155283,0.159153,0.268997,0.372619,0.130508,0.520072,0.196613,HOROZ
0.285998,0.156581,0.159341,0.26925,0.357538,0.151757,0.500498,0.212588,HOROZ
0.288958,0.158581,0.159396,0.269325,0.338242,0.181559,0.476125,0.238219,HOROZ
0.300225,0.155909,0.15946,0.269411,0.385383,0.114465,0.534962,0.188468,HOROZ
0.29721,0.155979,0.159503,0.269468,0.36886,0.136024,0.514112,0.200242,HOROZ
0.282642,0.155802,0.159516,0.269486,0.353738,0.157587,0.495127,0.216034,HOROZ
0.296782,0.15579,0.159529,0.269503,0.356905,0.152934,0.499049,0.212029,HOROZ
0.305154,0.166343,0.159537,0.269514,0.354917,0.155868,0.496529,0.2351,HOROZ
0.279297,0.154903,0.15961,0.269612,0.360747,0.147491,0.503575,0.206357,HOROZ
0.327628,0.15715,0.159661,0.269681,0.39673,0.101039,0.548436,0.180125,HOROZ
0.293116,0.155724,0.159682,0.26971,0.37774,0.124438,0.52459,0.193607,HOROZ
0.298433,0.15541,0.159704,0.269739,0.38652,0.113349,0.535501,0.187346,HOROZ
0.302698,0.15572,0.159725,0.269767,0.403213,0.093676,0.556313,0.174093,HOROZ
0.283388,0.156284,0.159819,0.269894,0.325519,0.203775,0.458776,0.238901,HOROZ
0.287407,0.159129,0.159858,0.269946,0.345054,0.171335,0.483081,0.230655,HOROZ
0.293117,0.155316,0.159866,0.269957,0.378665,0.123468,0.525087,0.192402,HOROZ
0.288208,0.155617,0.159905,0.270009,0.378334,0.123943,0.524536,0.19305,HOROZ
0.291661,0.156614,0.159943,0.270061,0.37011,0.134889,0.514115,0.20141,HOROZ
0.303852,0.155909,0.159947,0.270066,0.392141,0.106796,0.541645,0.182459,HOROZ
0.305371,0.155522,0.159964,0.270089,0.412349,0.083891,0.566846,0.168256,HOROZ
0.315666,0.157468,0.159977,0.270107,0.370975,0.133762,0.515076,0.199671,HOROZ
0.315666,0.157468,0.159977,0.270107,0.370975,0.133762,0.515076,0.199671,HOROZ
0.302222,0.157694,0.160054,0.27021,0.390406,0.109011,0.539087,0.186807,HOROZ
0.288248,0.156602,0.160058,0.270216,0.374029,0.129778,0.518604,0.198055,HOROZ
0.304379,0.156614,0.160242,0.270463,0.383556,0.117691,0.529848,0.190645,HOROZ
0.305476,0.157546,0.160242,0.270463,0.378962,0.123548,0.524111,0.196763,HOROZ
0.301074,0.157113,0.160246,0.270468,0.355303,0.156267,0.494551,0.215182,HOROZ
0.290602,0.156631,0.160682,0.271054,0.362824,0.145957,0.502422,0.206865,HOROZ
0.299056,0.1568,0.160707,0.271088,0.386068,0.115109,0.531305,0.189855,HOROZ
0.301466,0.15715,0.160771,0.271174,0.392286,0.107585,0.538822,0.186444,HOROZ
0.308901,0.159166,0.160882,0.271323,0.393411,0.106367,0.53982,0.189924,HOROZ
0.280129,0.157068,0.160981,0.271455,0.346754,0.170275,0.481373,0.223635,HOROZ
0.304587,0.156491,0.160985,0.271461,0.408107,0.089614,0.557744,0.176292,HOROZ
0.289673,0.157364,0.161053,0.271553,0.363687,0.145226,0.502203,0.207506,HOROZ
0.304023,0.159281,0.161177,0.271719,0.382415,0.12027,0.52507,0.199019,HOROZ
0.294736,0.157064,0.161186,0.271731,0.361245,0.148879,0.498704,0.21174,HOROZ
0.305697,0.157665,0.16119,0.271736,0.391646,0.108845,0.536509,0.186435,HOROZ
0.291575,0.15783,0.161215,0.271771,0.362955,0.146477,0.500727,0.208583,HOROZ
0.290483,0.157707,0.161215,0.271771,0.353893,0.159693,0.489456,0.217643,HOROZ
0.299139,0.156688,0.161241,0.271805,0.397353,0.102119,0.54342,0.18205,HOROZ
0.303223,0.157896,0.161267,0.271839,0.371864,0.134205,0.511629,0.206703,HOROZ
0.308502,0.157542,0.161318,0.271908,0.392655,0.10778,0.537299,0.18617,HOROZ
0.288165,0.157764,0.161412,0.272034,0.350188,0.165575,0.484178,0.220396,HOROZ
0.291281,0.157876,0.161425,0.272051,0.371925,0.134325,0.511149,0.202296,HOROZ
0.298258,0.158346,0.161442,0.272074,0.36817,0.139472,0.506424,0.208919,HOROZ
0.302884,0.156688,0.161459,0.272097,0.397711,0.101949,0.543073,0.181859,HOROZ
0.305735,0.157859,0.16148,0.272126,0.384688,0.117763,0.526813,0.190807,HOROZ
0.292411,0.157929,0.161484,0.272132,0.327072,0.203632,0.455208,0.243183,HOROZ
0.288785,0.157826,0.161484,0.272132,0.374589,0.13083,0.514249,0.201348,HOROZ
0.29941,0.157138,0.161514,0.272172,0.383118,0.119787,0.52474,0.196574,HOROZ
0.297285,0.157257,0.161523,0.272183,0.362134,0.148054,0.498641,0.21007,HOROZ
0.279284,0.158865,0.161591,0.272275,0.345552,0.173028,0.47781,0.230256,HOROZ
0.313915,0.160201,0.161634,0.272332,0.389615,0.111836,0.532383,0.195239,HOROZ
0.300708,0.157604,0.161702,0.272424,0.36762,0.14057,0.504832,0.205577,HOROZ
0.298272,0.157364,0.161758,0.272498,0.378313,0.126265,0.51791,0.198569,HOROZ
0.293206,0.157777,0.161963,0.272773,0.369967,0.137674,0.506836,0.206267,HOROZ
0.298497,0.157533,0.162086,0.272939,0.381615,0.1224,0.520842,0.196805,HOROZ
0.293679,0.157249,0.162112,0.272973,0.389985,0.111948,0.531125,0.189422,HOROZ
0.311319,0.158527,0.162151,0.273025,0.382636,0.121173,0.521881,0.195049,HOROZ
0.31395,0.157987,0.162215,0.27311,0.426379,0.071671,0.575847,0.163762,HOROZ
0.313354,0.159116,0.162253,0.273162,0.390345,0.111673,0.531067,0.191733,HOROZ
0.303935,0.158379,0.162291,0.273213,0.388066,0.114522,0.528107,0.192737,HOROZ
0.312173,0.159228,0.162317,0.273248,0.383275,0.120561,0.522082,0.200072,HOROZ
0.301292,0.163231,0.162402,0.273362,0.376093,0.129984,0.512889,0.218385,HOROZ
0.295372,0.159834,0.162531,0.273534,0.356977,0.156902,0.488788,0.220037,HOROZ
0.285424,0.161672,0.162535,0.273539,0.337954,0.186662,0.465235,0.243696,HOROZ
0.293139,0.159149,0.162535,0.273539,0.380225,0.124739,0.517538,0.199103,HOROZ
0.287816,0.158445,0.162556,0.273568,0.359517,0.153209,0.491842,0.215263,HOROZ
0.281023,0.15788,0.162599,0.273625,0.353857,0.161651,0.484694,0.220562,HOROZ
0.290398,0.158997,0.162663,0.273711,0.354706,0.160462,0.485528,0.220919,HOROZ
0.309787,0.15875,0.16271,0.273774,0.408405,0.09117,0.551764,0.178255,HOROZ
0.293614,0.159525,0.16274,0.273814,0.347337,0.171858,0.476157,0.230921,HOROZ
0.286644,0.158424,0.162778,0.273865,0.364973,0.145675,0.497828,0.213395,HOROZ
0.310052,0.159549,0.162829,0.273934,0.401325,0.099307,0.542577,0.187517,HOROZ
0.303934,0.159463,0.162851,0.273962,0.385952,0.117824,0.523503,0.196108,HOROZ
0.303051,0.159211,0.162881,0.274002,0.384989,0.119071,0.522207,0.195225,HOROZ
0.298657,0.160452,0.162911,0.274042,0.329306,0.201918,0.453309,0.253611,HOROZ
0.287018,0.158943,0.162919,0.274054,0.315867,0.226371,0.436678,0.255895,HOROZ
0.301487,0.159154,0.163043,0.274219,0.387166,0.116535,0.524322,0.197467,HOROZ
0.301088,0.158704,0.16306,0.274242,0.404071,0.096421,0.545135,0.180427,HOROZ
0.310228,0.159966,0.16315,0.274362,0.396132,0.105746,0.535011,0.190379,HOROZ
0.308274,0.15884,0.163175,0.274396,0.410252,0.089638,0.552345,0.176655,HOROZ
0.294467,0.159372,0.163192,0.274419,0.380222,0.12555,0.515224,0.199747,HOROZ
0.310871,0.159253,0.163222,0.274459,0.400149,0.101111,0.539707,0.185498,HOROZ
0.285252,0.160225,0.163312,0.274579,0.338141,0.187497,0.4629,0.240549,HOROZ
0.29819,0.159834,0.163359,0.274642,0.36901,0.140785,0.500814,0.209961,HOROZ
0.307513,0.161062,0.163449,0.274761,0.374018,0.134066,0.506679,0.210775,HOROZ
0.292899,0.159673,0.163478,0.274801,0.346777,0.173785,0.472996,0.230624,HOROZ
0.310473,0.159636,0.163538,0.274881,0.381922,0.123777,0.516109,0.198558,HOROZ
0.292396,0.159417,0.163696,0.275092,0.364555,0.147473,0.494167,0.216081,HOROZ
0.300362,0.16239,0.163786,0.275212,0.386789,0.117893,0.521234,0.204972,HOROZ
0.294091,0.1595,0.163794,0.275223,0.379817,0.126817,0.512621,0.200673,HOROZ
0.31818,0.16025,0.163897,0.27536,0.40692,0.094128,0.545617,0.182683,HOROZ
0.293657,0.160036,0.163927,0.2754,0.355598,0.160855,0.482359,0.223264,HOROZ
0.302763,0.162959,0.163987,0.27548,0.371851,0.137684,0.502152,0.217303,HOROZ
0.308217,0.16039,0.164059,0.275577,0.39926,0.103096,0.53561,0.187148,HOROZ
0.289266,0.160081,0.164076,0.2756,0.346828,0.174552,0.471073,0.235875,HOROZ
0.29772,0.16077,0.164089,0.275617,0.328783,0.204646,0.448841,0.245788,HOROZ
0.332996,0.161771,0.164174,0.275731,0.422564,0.077568,0.563845,0.17066,HOROZ
0.288894,0.159566,0.164251,0.275833,0.361123,0.153139,0.488059,0.217183,HOROZ
0.302244,0.160106,0.164268,0.275856,0.385753,0.119775,0.518266,0.198457,HOROZ
0.302244,0.160106,0.164268,0.275856,0.385753,0.119775,0.518266,0.198457,HOROZ
0.305907,0.161676,0.164379,0.276004,0.350944,0.168556,0.475124,0.235821,HOROZ
