@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2-4,7-11,13-14,16-17'

@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.175657,0.190203,0.194929,0.093043,0.176148,0.728631,0.897085,0.776638,0.52091,0.387144,0.963669,SIRA
0.17328,0.197753,0.1882,0.092952,0.176175,0.787314,0.90497,0.792496,0.533625,0.363148,0.922301,SIRA
0.176195,0.195701,0.189885,0.092733,0.176235,0.810879,0.923802,0.773648,0.52996,0.369663,0.942351,SIRA
0.173398,0.190005,0.19783,0.09308,0.176249,0.679654,0.89896,0.792165,0.520265,0.387994,0.878407,SIRA
0.167281,0.189972,0.195063,0.092766,0.176302,0.489414,0.924443,0.833849,0.520045,0.388206,0.977863,SIRA
0.172902,0.201115,0.183523,0.092602,0.176336,0.475147,0.938134,0.796002,0.538818,0.353175,0.974871,SIRA
0.172691,0.190066,0.195599,0.09303,0.176369,0.707736,0.908108,0.797616,0.519997,0.388032,0.960486,SIRA
0.16507,0.181229,0.205944,0.092721,0.176376,0.711739,0.931161,0.849628,0.505009,0.418077,0.937151,SIRA
0.178134,0.181443,0.206994,0.093644,0.176496,0.443318,0.868955,0.762625,0.505005,0.41758,0.901958,SIRA
0.166397,0.183739,0.20309,0.092581,0.17653,0.536942,0.948567,0.841396,0.50879,0.409658,0.950163,SIRA
0.170767,0.199885,0.184914,0.092626,0.17655,0.558019,0.94614,0.811657,0.536062,0.357308,0.984868,SIRA
0.174755,0.195848,0.190261,0.093051,0.17667,0.419032,0.920386,0.785781,0.528852,0.370042,0.953141,SIRA
0.166322,0.174891,0.214239,0.092964,0.176677,0.651404,0.927059,0.842849,0.493371,0.441586,0.91867,SIRA
0.163406,0.178681,0.209152,0.092651,0.17669,0.702769,0.950765,0.863299,0.499744,0.427798,0.946064,SIRA
0.170205,0.181677,0.208386,0.093228,0.176737,0.746806,0.910431,0.816632,0.504671,0.417262,0.862714,SIRA
0.170093,0.18799,0.200574,0.093018,0.176824,0.644303,0.929861,0.817938,0.515085,0.395821,0.89762,SIRA
0.170246,0.192926,0.19458,0.092721,0.176837,0.688379,0.952348,0.816982,0.52339,0.379663,0.921943,SIRA
0.166347,0.177289,0.212411,0.092812,0.176864,0.533545,0.946884,0.84387,0.496866,0.433199,0.901358,SIRA
0.183884,0.210869,0.178222,0.093937,0.17691,0.674592,0.86654,0.728452,0.553499,0.325797,0.852229,SIRA
0.167549,0.182928,0.205297,0.093121,0.176971,0.843777,0.929023,0.836245,0.506077,0.413381,0.935382,SIRA
0.178037,0.203151,0.183952,0.093434,0.176984,0.531123,0.90664,0.766222,0.540219,0.348276,0.930055,SIRA
0.172074,0.206759,0.180254,0.093273,0.177011,0.758321,0.919655,0.805741,0.546232,0.337718,0.932819,SIRA
0.187401,0.208243,0.179696,0.093051,0.177051,0.675975,0.937855,0.707398,0.548611,0.33351,0.902432,SIRA
0.176422,0.192155,0.195765,0.093278,0.177071,0.622878,0.922107,0.777283,0.521364,0.382612,0.925153,SIRA
0.168847,0.184148,0.208064,0.09444,0.177078,0.762353,0.837612,0.828016,0.507814,0.409381,0.804541,SIRA
0.187391,0.236826,0.150711,0.094127,0.177078,0.594127,0.860358,0.707623,0.596823,0.259521,0.966025,SIRA
0.180968,0.172858,0.222196,0.094811,0.177144,0.591971,0.813813,0.748323,0.488539,0.450202,0.765685,SIRA
0.170058,0.186292,0.201647,0.093756,0.177158,0.639091,0.89106,0.820268,0.511193,0.402215,0.94628,SIRA
0.180092,0.215391,0.171895,0.093372,0.177171,0.464906,0.919738,0.754097,0.560304,0.313737,0.935449,SIRA
0.172158,0.180983,0.208107,0.093735,0.177184,0.799858,0.893787,0.806258,0.502143,0.420648,0.927868,SIRA
0.188311,0.228396,0.16275,0.094448,0.177224,0.766165,0.843705,0.702824,0.582094,0.28003,0.81906,SIRA
0.172279,0.179496,0.209823,0.093842,0.177251,0.57319,0.889011,0.805861,0.499431,0.426074,0.930597,SIRA
0.172138,0.172288,0.221052,0.093612,0.177251,0.551343,0.905886,0.806812,0.487259,0.45259,0.831526,SIRA
0.166366,0.193919,0.194231,0.093471,0.177305,0.805078,0.918599,0.846545,0.52362,0.377394,0.928949,SIRA
0.17181,0.19231,0.195536,0.093546,0.177325,0.525287,0.914077,0.809475,0.520843,0.38261,0.94429,SIRA
0.172666,0.205844,0.182613,0.093908,0.177345,0.46051,0.888468,0.803851,0.543628,0.34099,0.904809,SIRA
0.165579,0.191858,0.19581,0.092812,0.177398,0.820328,0.971435,0.852613,0.519853,0.384222,0.956369,SIRA
0.172583,0.199819,0.187421,0.093253,0.177405,0.660913,0.93923,0.804784,0.533269,0.359125,0.957035,SIRA
0.178031,0.205692,0.182304,0.094415,0.177451,0.57121,0.856438,0.769113,0.543034,0.34163,0.928221,SIRA
0.168952,0.190415,0.199229,0.093768,0.177505,0.452721,0.90603,0.829997,0.51709,0.389151,0.899677,SIRA
0.172476,0.169686,0.224606,0.093966,0.177512,0.512422,0.891881,0.806161,0.482096,0.46313,0.832068,SIRA
0.170342,0.193,0.194185,0.093661,0.177518,0.65876,0.914484,0.820608,0.521409,0.380763,0.978444,SIRA
0.168611,0.178037,0.212255,0.093278,0.177518,0.497296,0.942615,0.832416,0.496166,0.431892,0.922161,SIRA
0.17914,0.208879,0.179446,0.093925,0.177565,0.666897,0.897329,0.762615,0.548051,0.33261,0.923032,SIRA
0.166605,0.167093,0.226409,0.093855,0.177585,0.598887,0.903364,0.846673,0.477508,0.473429,0.877559,SIRA
0.16548,0.176081,0.214732,0.093401,0.177625,0.577973,0.938421,0.854757,0.492547,0.43926,0.920757,SIRA
0.171906,0.199099,0.189591,0.09371,0.177632,0.574631,0.916054,0.810742,0.531346,0.361765,0.922827,SIRA
0.169973,0.195274,0.192359,0.093208,0.177652,0.767943,0.953895,0.823951,0.524833,0.373753,0.967239,SIRA
0.170489,0.197465,0.190213,0.093546,0.177692,0.787013,0.930887,0.820698,0.528403,0.366943,0.964478,SIRA
0.171312,0.184639,0.204753,0.093574,0.177712,0.477372,0.929687,0.815251,0.506717,0.408999,0.939627,SIRA
0.166406,0.174919,0.214846,0.093657,0.177745,0.736935,0.925171,0.849077,0.490231,0.443813,0.96896,SIRA
0.167535,0.184696,0.203989,0.093273,0.177785,0.558212,0.955162,0.841512,0.506589,0.408956,0.968227,SIRA
0.161842,0.166574,0.225995,0.093426,0.177792,0.80798,0.94425,0.881509,0.476027,0.475958,0.924717,SIRA
0.167112,0.187159,0.203661,0.093599,0.177798,0.444015,0.931846,0.844517,0.510702,0.400588,0.888948,SIRA
0.1756,0.209897,0.17973,0.093937,0.177859,0.742509,0.909845,0.787526,0.548833,0.330236,0.896597,SIRA
0.168692,0.182663,0.20688,0.093694,0.177865,0.804897,0.927949,0.834051,0.502923,0.416168,0.951804,SIRA
0.173453,0.182654,0.208743,0.09404,0.177885,0.753064,0.903537,0.801945,0.502846,0.416243,0.891053,SIRA
0.176212,0.194184,0.194942,0.094152,0.177919,0.797142,0.896939,0.783868,0.52217,0.377745,0.935916,SIRA
0.163711,0.169492,0.221253,0.093599,0.177945,0.757196,0.938567,0.869236,0.480492,0.46486,0.977846,SIRA
0.181082,0.230316,0.158032,0.093496,0.177985,0.655912,0.947969,0.752666,0.582823,0.276519,0.976594,SIRA
0.168636,0.162877,0.230995,0.09402,0.177999,0.802462,0.910224,0.83528,0.469195,0.49134,0.919546,SIRA
0.174048,0.200547,0.187537,0.093748,0.178052,0.432374,0.932571,0.799016,0.532474,0.358123,0.970002,SIRA
0.180978,0.223867,0.166962,0.094193,0.178099,0.372178,0.902156,0.754018,0.571592,0.292889,0.88011,SIRA
0.168543,0.181883,0.207878,0.093785,0.178099,0.513652,0.931989,0.836552,0.500905,0.419394,0.96303,SIRA
0.177726,0.199531,0.189815,0.093896,0.178112,0.507957,0.92445,0.775136,0.530576,0.361347,0.93156,SIRA
0.179436,0.186664,0.203598,0.094444,0.178159,0.528768,0.886578,0.764311,0.508772,0.402997,0.933369,SIRA
0.177118,0.18434,0.205206,0.094391,0.178225,0.640717,0.89352,0.7798,0.504659,0.411089,0.969796,SIRA
0.179751,0.209049,0.180188,0.094403,0.178245,0.795551,0.893532,0.762802,0.546178,0.333347,0.936297,SIRA
0.166147,0.193956,0.195016,0.093603,0.178265,0.685998,0.952931,0.854198,0.520718,0.379152,0.964849,SIRA
0.182565,0.228423,0.162279,0.094098,0.178299,0.614629,0.918216,0.745093,0.578606,0.281699,0.906753,SIRA
0.175642,0.197173,0.192146,0.09423,0.178325,0.551918,0.909802,0.790131,0.525945,0.369072,0.950582,SIRA
0.187259,0.22754,0.162973,0.094185,0.178339,0.551355,0.913721,0.715872,0.576988,0.283969,0.914411,SIRA
0.175839,0.202529,0.189108,0.094296,0.178372,0.782833,0.907122,0.789116,0.53481,0.352719,0.865616,SIRA
0.180411,0.195504,0.196054,0.094057,0.178379,0.475341,0.924885,0.759356,0.522972,0.374435,0.880494,SIRA
0.162432,0.168146,0.22514,0.093665,0.178392,0.82529,0.954193,0.881198,0.476917,0.471125,0.932202,SIRA
0.201142,0.216691,0.174142,0.09517,0.178419,0.537755,0.845823,0.633475,0.558481,0.312363,0.893084,SIRA
0.17615,0.212914,0.177977,0.094481,0.178419,0.770011,0.895737,0.787349,0.552129,0.322739,0.889409,SIRA
0.171763,0.194558,0.195088,0.09409,0.178519,0.770902,0.928873,0.81725,0.520951,0.377719,0.957332,SIRA
0.176816,0.207392,0.1814,0.094003,0.178525,0.449171,0.935512,0.783621,0.542505,0.338632,0.971216,SIRA
0.185628,0.198386,0.191207,0.094481,0.178545,0.463493,0.901514,0.727249,0.527303,0.36571,0.953751,SIRA
0.17514,0.188233,0.203032,0.094024,0.178545,0.473516,0.934917,0.79481,0.510235,0.398491,0.920391,SIRA
0.169741,0.19854,0.191379,0.094024,0.178625,0.832653,0.938575,0.831665,0.527314,0.365384,0.947551,SIRA
0.174085,0.186146,0.208761,0.095693,0.178685,0.707447,0.820199,0.802696,0.506303,0.405838,0.814382,SIRA
0.168132,0.174475,0.217826,0.094139,0.178798,0.71844,0.938051,0.843817,0.486359,0.447776,0.957611,SIRA
0.173904,0.200287,0.189514,0.094407,0.178885,0.640131,0.922432,0.805143,0.529444,0.360489,0.966341,SIRA
0.171424,0.197235,0.192779,0.094172,0.178918,0.690924,0.941121,0.822052,0.524215,0.370018,0.966095,SIRA
0.168968,0.187077,0.204302,0.094601,0.178918,0.519236,0.90983,0.838816,0.507161,0.403148,0.945042,SIRA
0.175807,0.19707,0.195748,0.094444,0.178978,0.483373,0.923983,0.793061,0.523753,0.370651,0.874119,SIRA
0.166769,0.175214,0.21717,0.094222,0.179025,0.751792,0.942374,0.854711,0.486931,0.445513,0.966371,SIRA
0.177565,0.191593,0.199046,0.094584,0.179071,0.771157,0.91802,0.782056,0.514276,0.388404,0.967266,SIRA
0.18332,0.201164,0.190458,0.09512,0.179085,0.429812,0.879694,0.745014,0.530294,0.358187,0.915346,SIRA
0.183895,0.224535,0.167021,0.094869,0.179091,0.832504,0.898237,0.741413,0.569486,0.292819,0.921137,SIRA
0.178748,0.18119,0.210714,0.09491,0.179118,0.785368,0.896457,0.774616,0.496681,0.423988,0.962033,SIRA
0.169696,0.187136,0.205184,0.094296,0.179118,0.688315,0.94121,0.835083,0.506656,0.403355,0.926451,SIRA
0.186811,0.198693,0.193096,0.095248,0.179125,0.601659,0.87226,0.723306,0.526025,0.365861,0.9161,SIRA
0.176709,0.201379,0.191016,0.094873,0.179224,0.442355,0.904005,0.788624,0.530221,0.357794,0.897648,SIRA
0.180387,0.200127,0.192882,0.096015,0.179231,0.43417,0.821849,0.764677,0.528099,0.361637,0.87887,SIRA
0.177289,0.206406,0.183911,0.094873,0.179244,0.694892,0.904916,0.784927,0.538589,0.342816,0.966136,SIRA
0.17511,0.190324,0.202653,0.095479,0.179271,0.643269,0.862233,0.799498,0.511539,0.392981,0.904643,SIRA
0.176519,0.177649,0.214943,0.09472,0.179291,0.636696,0.918135,0.790288,0.490226,0.437114,0.965869,SIRA
0.177005,0.198089,0.195066,0.094873,0.179364,0.601105,0.910376,0.787531,0.524272,0.368199,0.886241,SIRA
0.176717,0.19467,0.197019,0.094729,0.179471,0.653412,0.925733,0.790084,0.518215,0.379218,0.950597,SIRA
0.167177,0.187134,0.2054,0.094403,0.179477,0.765741,0.949804,0.854761,0.505567,0.404093,0.943158,SIRA
0.182157,0.20061,0.192131,0.094968,0.179484,0.587653,0.908945,0.754828,0.528126,0.360632,0.904122,SIRA
0.177173,0.203373,0.188173,0.095104,0.179517,0.426965,0.900583,0.787367,0.532653,0.352314,0.944056,SIRA
0.165729,0.183035,0.209521,0.094349,0.179544,0.591072,0.956766,0.865302,0.498498,0.418375,0.96144,SIRA
0.169401,0.179551,0.213553,0.094972,0.179544,0.689426,0.911374,0.839798,0.492662,0.430757,0.957309,SIRA
0.166576,0.177357,0.216589,0.094836,0.179597,0.822738,0.923695,0.859712,0.48883,0.438843,0.94276,SIRA
0.171485,0.192999,0.200759,0.095702,0.179617,0.682227,0.861885,0.826016,0.514967,0.384899,0.893928,SIRA
0.174107,0.187025,0.208235,0.094951,0.179624,0.684566,0.916511,0.808371,0.504942,0.404764,0.861825,SIRA
0.179495,0.205801,0.186979,0.095281,0.179637,0.741388,0.893182,0.772917,0.536345,0.345315,0.906766,SIRA
0.17541,0.195635,0.197119,0.095652,0.179644,0.535956,0.866661,0.799803,0.519301,0.376475,0.923568,SIRA
0.169276,0.180555,0.213172,0.094815,0.179737,0.818724,0.931568,0.841875,0.49377,0.427562,0.945163,SIRA
0.177637,0.204492,0.190048,0.095001,0.179783,0.525652,0.920191,0.785953,0.533697,0.349464,0.856848,SIRA
0.176204,0.191532,0.204229,0.096237,0.17981,0.50484,0.83209,0.795566,0.511923,0.390073,0.843142,SIRA
0.184699,0.201876,0.191205,0.095718,0.179843,0.734126,0.870963,0.740827,0.529133,0.357445,0.914454,SIRA
0.171475,0.197089,0.194619,0.094997,0.179843,0.724935,0.923219,0.827505,0.521123,0.372256,0.969716,SIRA
0.172595,0.197579,0.194108,0.094543,0.179856,0.752506,0.956889,0.819995,0.521902,0.37074,0.970391,SIRA
0.179723,0.205475,0.186324,0.095429,0.179929,0.743134,0.895747,0.773221,0.534886,0.346815,0.960692,SIRA
0.171573,0.202323,0.189309,0.09449,0.179929,0.472455,0.964151,0.827377,0.529613,0.356251,0.969816,SIRA
0.181846,0.20333,0.188649,0.095112,0.179969,0.628975,0.920587,0.759749,0.531173,0.353287,0.959229,SIRA
0.180528,0.204066,0.188521,0.095137,0.179983,0.492852,0.919396,0.768322,0.532363,0.351105,0.938143,SIRA
0.169894,0.18624,0.208758,0.094844,0.180003,0.711448,0.941604,0.839311,0.502488,0.408216,0.898474,SIRA
0.177878,0.207403,0.186145,0.095058,0.180009,0.632501,0.926301,0.785756,0.537863,0.341294,0.903516,SIRA
0.192937,0.232227,0.1642,0.096662,0.180016,0.63365,0.811018,0.690946,0.579359,0.275088,0.821839,SIRA
0.173151,0.200608,0.191725,0.094791,0.180109,0.570907,0.950367,0.81782,0.526189,0.36182,0.959847,SIRA
0.203679,0.230195,0.16386,0.09646,0.180109,0.3494,0.829676,0.628415,0.575656,0.280223,0.909316,SIRA
0.173032,0.185353,0.207685,0.095133,0.180175,0.646328,0.928481,0.819038,0.500485,0.411623,0.978845,SIRA
0.173534,0.203681,0.189162,0.09503,0.180215,0.41945,0.937796,0.815905,0.530997,0.35269,0.945174,SIRA
0.176317,0.202159,0.19183,0.095409,0.180262,0.500533,0.912364,0.7976,0.528309,0.357372,0.910601,SIRA
0.180396,0.23081,0.162866,0.095199,0.180288,0.84741,0.928835,0.771034,0.5761,0.278992,0.936419,SIRA
0.175948,0.19494,0.197858,0.095376,0.180308,0.466946,0.916873,0.800336,0.516105,0.37999,0.967889,SIRA
0.177131,0.180893,0.217857,0.096761,0.180321,0.534922,0.817765,0.79259,0.492595,0.427594,0.816741,SIRA
0.183157,0.214445,0.178079,0.095166,0.180321,0.438197,0.932747,0.75348,0.54865,0.321825,0.958771,SIRA
0.172535,0.176017,0.220559,0.095553,0.180328,0.489739,0.904934,0.823349,0.484431,0.445374,0.911294,SIRA
0.173512,0.191407,0.201882,0.095269,0.180341,0.5789,0.926166,0.816834,0.510102,0.391541,0.962296,SIRA
0.186856,0.216841,0.1767,0.095574,0.180348,0.779279,0.904349,0.730277,0.552569,0.315285,0.925417,SIRA
0.1744,0.179315,0.216907,0.095227,0.180348,0.870864,0.929464,0.810915,0.489881,0.433324,0.908626,SIRA
0.180934,0.198513,0.196466,0.096526,0.180401,0.796683,0.838181,0.768242,0.521788,0.368863,0.891986,SIRA
0.185019,0.194116,0.202033,0.096184,0.180428,0.400543,0.863946,0.742297,0.514364,0.382876,0.863935,SIRA
0.184478,0.233543,0.163441,0.096011,0.180434,0.336384,0.876712,0.74576,0.580187,0.272558,0.83252,SIRA
0.177244,0.207665,0.185936,0.095252,0.180448,0.745486,0.932208,0.792621,0.536929,0.341329,0.930645,SIRA
0.17589,0.16917,0.227852,0.095528,0.180468,0.674419,0.913073,0.801708,0.472587,0.471827,0.943173,SIRA
0.184045,0.21705,0.175726,0.095673,0.180501,0.604847,0.904137,0.748908,0.552432,0.314981,0.962898,SIRA
0.179898,0.197257,0.199555,0.095928,0.180534,0.752979,0.88718,0.775764,0.519284,0.373059,0.841032,SIRA
0.174791,0.189144,0.210909,0.095998,0.180627,0.696821,0.886347,0.810025,0.50546,0.399641,0.761607,SIRA
0.177485,0.200379,0.195257,0.09578,0.180634,0.401627,0.902425,0.792174,0.524189,0.363516,0.88149,SIRA
0.170048,0.173838,0.223169,0.095372,0.180707,0.638876,0.935325,0.842702,0.479683,0.454373,0.933485,SIRA
0.18152,0.201417,0.193167,0.095982,0.18074,0.446244,0.892662,0.766511,0.525594,0.36053,0.922952,SIRA
0.179701,0.217159,0.177458,0.095883,0.180746,0.706016,0.900107,0.778337,0.551834,0.315109,0.913936,SIRA
0.183218,0.209058,0.187327,0.095965,0.180813,0.524949,0.897169,0.756052,0.538113,0.337946,0.857126,SIRA
0.174764,0.178236,0.217464,0.095871,0.180819,0.669193,0.904319,0.811403,0.486688,0.438261,0.962153,SIRA
0.166678,0.176706,0.22121,0.09552,0.180826,0.677833,0.929994,0.866862,0.484116,0.443905,0.897072,SIRA
0.184417,0.215345,0.179807,0.095673,0.180839,0.654334,0.919541,0.748572,0.548515,0.32024,0.900558,SIRA
0.167231,0.18254,0.213256,0.095211,0.180859,0.839732,0.953978,0.863201,0.493747,0.422873,0.942903,SIRA
0.172395,0.183816,0.211743,0.09552,0.180866,0.823883,0.931808,0.827668,0.495855,0.418397,0.946131,SIRA
0.177731,0.194376,0.202461,0.09639,0.180872,0.521073,0.869295,0.792018,0.513444,0.382909,0.869519,SIRA
0.176563,0.1993,0.195399,0.095673,0.180879,0.875771,0.921354,0.79978,0.521635,0.367323,0.931841,SIRA
0.172713,0.191904,0.203653,0.095862,0.180886,0.805551,0.907932,0.825638,0.509282,0.390989,0.920315,SIRA
0.171201,0.197947,0.196069,0.095042,0.180892,0.810818,0.967812,0.83597,0.519338,0.371577,0.958688,SIRA
0.197864,0.255523,0.14923,0.09787,0.180912,0.822207,0.765581,0.666688,0.615271,0.223996,0.658463,SIRA
0.185869,0.19115,0.20823,0.096687,0.180952,0.551072,0.851602,0.740067,0.507825,0.393609,0.798777,SIRA
0.176293,0.184071,0.211,0.095438,0.180992,0.496224,0.94354,0.802268,0.495905,0.417767,0.969823,SIRA
0.177582,0.194731,0.200434,0.095862,0.180992,0.733662,0.91276,0.793732,0.513673,0.382,0.933184,SIRA
0.19335,0.239017,0.158182,0.096085,0.181005,0.771813,0.897283,0.694195,0.587445,0.260457,0.877702,SIRA
0.177245,0.192151,0.204095,0.096126,0.181052,0.692322,0.896419,0.796328,0.509192,0.390507,0.907369,SIRA
0.178173,0.196631,0.197908,0.095994,0.181085,0.56324,0.907448,0.790414,0.516556,0.376105,0.956323,SIRA
0.187942,0.205568,0.192064,0.097256,0.181105,0.79487,0.817851,0.727979,0.531386,0.348702,0.836717,SIRA
0.177231,0.194027,0.201668,0.09573,0.181118,0.679635,0.928044,0.796827,0.512116,0.384521,0.925336,SIRA
0.183006,0.193963,0.202668,0.096023,0.181125,0.771749,0.907172,0.759284,0.51199,0.384741,0.894276,SIRA
0.170379,0.183796,0.212322,0.095619,0.181138,0.485536,0.93702,0.843154,0.495012,0.419035,0.945677,SIRA
0.173755,0.19639,0.199722,0.096196,0.181138,0.71988,0.895281,0.820164,0.515993,0.376973,0.906757,SIRA
0.183133,0.198465,0.19797,0.096242,0.181151,0.511079,0.892615,0.758628,0.51941,0.370448,0.892172,SIRA
0.176766,0.204017,0.189979,0.095495,0.181171,0.818371,0.94751,0.800233,0.528597,0.353457,0.968406,SIRA
0.175945,0.206875,0.189384,0.096134,0.181231,0.414661,0.903959,0.806063,0.533172,0.34507,0.890948,SIRA
0.170568,0.167885,0.232617,0.096563,0.18129,0.748762,0.875798,0.842819,0.468066,0.478778,0.893372,SIRA
0.182965,0.195952,0.202128,0.096415,0.181297,0.458649,0.886769,0.760586,0.514779,0.378678,0.851713,SIRA
0.169203,0.181211,0.215388,0.095669,0.181363,0.862068,0.943702,0.852697,0.490039,0.428662,0.955306,SIRA
0.167839,0.184208,0.212295,0.095677,0.181483,0.810926,0.94854,0.86294,0.494673,0.418309,0.954137,SIRA
0.181342,0.202467,0.193672,0.096448,0.181496,0.812348,0.893419,0.77224,0.525015,0.358748,0.918052,SIRA
0.170992,0.190337,0.206043,0.095566,0.181536,0.806686,0.959042,0.841458,0.504712,0.39748,0.940384,SIRA
0.181605,0.227824,0.168773,0.09592,0.181595,0.475282,0.936035,0.771147,0.566885,0.288556,0.911453,SIRA
0.18192,0.210799,0.184897,0.096394,0.181602,0.789145,0.902091,0.769153,0.538547,0.33436,0.932501,SIRA
0.183129,0.21026,0.18539,0.095957,0.181648,0.428314,0.935761,0.761656,0.537505,0.335989,0.93746,SIRA
0.182877,0.198381,0.201611,0.0978,0.181655,0.561653,0.803974,0.763312,0.517731,0.371678,0.805143,SIRA
0.178093,0.207727,0.187935,0.09571,0.181701,0.603153,0.956112,0.794723,0.533128,0.34343,0.942141,SIRA
0.17293,0.186417,0.211362,0.096048,0.181741,0.583663,0.933418,0.829518,0.497578,0.411182,0.920462,SIRA
0.185459,0.190379,0.205446,0.096637,0.181754,0.555863,0.8915,0.747443,0.504125,0.39778,0.973493,SIRA
0.179571,0.212989,0.181908,0.095854,0.181801,0.581427,0.950168,0.785622,0.541565,0.328499,0.973245,SIRA
0.186114,0.201089,0.199016,0.096909,0.181814,0.339322,0.874668,0.743657,0.521746,0.363565,0.8062,SIRA
0.186261,0.217288,0.180389,0.09658,0.18184,0.383884,0.899558,0.742891,0.548587,0.316645,0.878592,SIRA
0.170839,0.18484,0.213262,0.096444,0.181847,0.833716,0.909656,0.844472,0.494641,0.416861,0.922696,SIRA
0.1757,0.19962,0.196568,0.096209,0.181854,0.454855,0.926914,0.811554,0.519183,0.368187,0.944969,SIRA
0.180663,0.202561,0.196284,0.097651,0.18188,0.787984,0.824672,0.778983,0.523989,0.359185,0.850746,SIRA
0.179061,0.19434,0.204119,0.096938,0.18188,0.57952,0.875599,0.789451,0.510329,0.385004,0.881673,SIRA
0.181745,0.221142,0.174755,0.096122,0.181887,0.73182,0.934679,0.772007,0.554844,0.306349,0.947013,SIRA
0.179944,0.199507,0.196403,0.096345,0.181986,0.603882,0.923109,0.784316,0.518591,0.368792,0.963519,SIRA
0.185133,0.204949,0.190996,0.096567,0.181999,0.448835,0.907661,0.75098,0.52759,0.352198,0.954875,SIRA
0.184599,0.216448,0.180826,0.096571,0.182072,0.49406,0.91067,0.754809,0.546459,0.31935,0.907912,SIRA
0.183966,0.207338,0.190972,0.096159,0.182086,0.476496,0.941032,0.758929,0.531291,0.345272,0.876291,SIRA
0.175689,0.195808,0.201452,0.096843,0.182086,0.473287,0.891703,0.81307,0.512145,0.380676,0.932041,SIRA
0.176009,0.215784,0.179849,0.096031,0.182165,0.75937,0.953903,0.81142,0.545065,0.32134,0.971751,SIRA
0.177764,0.199511,0.198174,0.096588,0.182251,0.715483,0.917597,0.80028,0.51779,0.369285,0.920393,SIRA
0.185539,0.207122,0.190399,0.097334,0.182271,0.652793,0.864948,0.75003,0.530359,0.346247,0.915995,SIRA
0.174188,0.181851,0.218441,0.097033,0.182324,0.508329,0.888891,0.824644,0.488268,0.428406,0.894349,SIRA
0.175757,0.201774,0.194268,0.096122,0.182337,0.468714,0.955167,0.814177,0.521281,0.362449,0.978349,SIRA
0.180391,0.209672,0.18682,0.096143,0.182357,0.786708,0.954577,0.783663,0.534323,0.338959,0.955418,SIRA
0.175578,0.189039,0.210727,0.096815,0.182364,0.752273,0.906382,0.815538,0.500076,0.403509,0.886143,SIRA
0.170141,0.186191,0.211558,0.096398,0.182383,0.497709,0.937292,0.852674,0.495292,0.413282,0.964884,SIRA
0.17922,0.205662,0.192906,0.096617,0.182397,0.600364,0.922128,0.791571,0.527549,0.350803,0.88988,SIRA
0.183426,0.200726,0.197562,0.097445,0.18241,0.678741,0.863279,0.764343,0.519321,0.365814,0.908005,SIRA
0.180535,0.202255,0.201222,0.098538,0.18243,0.469764,0.78661,0.783169,0.521796,0.361149,0.730763,SIRA
0.17143,0.207753,0.190785,0.097198,0.182443,0.780415,0.882466,0.844175,0.530874,0.344704,0.891646,SIRA
0.173603,0.198786,0.197674,0.096093,0.182443,0.683058,0.962079,0.829345,0.516003,0.371919,0.976404,SIRA
0.187429,0.195052,0.203334,0.097326,0.182503,0.561943,0.876013,0.739483,0.509631,0.383922,0.923425,SIRA
0.177968,0.184235,0.221951,0.099181,0.182549,0.623135,0.746711,0.800763,0.491557,0.420439,0.706532,SIRA
0.166834,0.175352,0.226579,0.096361,0.182595,0.629116,0.949601,0.877113,0.476697,0.452823,0.890486,SIRA
0.176864,0.191257,0.20676,0.096914,0.182668,0.789763,0.91307,0.808831,0.502842,0.396689,0.957636,SIRA
0.193015,0.193054,0.209313,0.097557,0.182701,0.531571,0.868487,0.706084,0.50572,0.390819,0.808798,SIRA
0.180235,0.196459,0.201322,0.097111,0.182701,0.499031,0.900356,0.786783,0.511362,0.379791,0.953611,SIRA
0.172659,0.196037,0.201277,0.096444,0.182721,0.507996,0.949356,0.837509,0.510603,0.38118,0.971823,SIRA
0.16631,0.166907,0.23563,0.096757,0.182734,0.777564,0.927346,0.881705,0.462302,0.486017,0.930062,SIRA
0.178473,0.22071,0.177057,0.096303,0.182767,0.613713,0.961603,0.798765,0.551337,0.308993,0.938573,SIRA
0.172373,0.185853,0.213223,0.096456,0.182774,0.749276,0.950868,0.839796,0.493573,0.41526,0.947896,SIRA
0.176603,0.200883,0.197022,0.096712,0.182827,0.796009,0.934819,0.811553,0.518311,0.366117,0.948401,SIRA
0.184568,0.219625,0.177664,0.096712,0.18284,0.785637,0.935419,0.759616,0.549309,0.312028,0.959609,SIRA
0.180641,0.210943,0.187371,0.096959,0.182913,0.597819,0.920907,0.785421,0.534705,0.336297,0.928064,SIRA
0.192604,0.195151,0.202591,0.097726,0.182946,0.499815,0.867479,0.710024,0.508459,0.38447,0.974381,SIRA
