@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,7-13,16-17'

@attribute Perimeter numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.252741,0.142264,0.247772,0.543481,0.799145,0.71971,0.386179,0.454576,0.581766,HOROZ
0.279505,0.140343,0.247807,0.515067,0.91117,0.580662,0.086349,0.581135,0.904806,HOROZ
0.266998,0.141213,0.247879,0.530538,0.863762,0.643866,0.16595,0.543746,0.774084,HOROZ
0.284863,0.140801,0.247897,0.144373,0.888285,0.555282,0.09347,0.577544,0.896706,HOROZ
0.290229,0.141147,0.247914,0.433364,0.869012,0.530147,0.135884,0.557426,0.919898,HOROZ
0.301297,0.141872,0.247956,0.096773,0.828994,0.480245,0.13132,0.559487,0.888389,HOROZ
0.281459,0.14043,0.247962,0.189225,0.912441,0.571923,0.095997,0.576227,0.851696,HOROZ
0.282588,0.140648,0.247986,0.251296,0.900741,0.566592,0.097183,0.57562,0.943155,HOROZ
0.270394,0.140731,0.248063,0.84151,0.89911,0.627351,0.151833,0.549881,0.889871,HOROZ
0.26709,0.140611,0.248069,0.392296,0.906278,0.64435,0.223191,0.518446,0.927596,HOROZ
0.282579,0.140846,0.248152,0.829916,0.896056,0.567434,0.113985,0.567348,0.933653,HOROZ
0.278537,0.141192,0.248164,0.122845,0.876533,0.587129,0.157543,0.54714,0.8862,HOROZ
0.269978,0.140867,0.248182,0.360285,0.896071,0.630065,0.256055,0.504538,0.858663,HOROZ
0.273906,0.140529,0.248241,0.133491,0.918078,0.610479,0.151241,0.549897,0.906174,HOROZ
0.269949,0.140108,0.248265,0.168321,0.943497,0.630631,0.136308,0.556728,0.921835,HOROZ
0.284383,0.140937,0.248283,0.705407,0.896125,0.559409,0.128798,0.560194,0.879289,HOROZ
0.285261,0.141448,0.248283,0.611791,0.866628,0.555227,0.118248,0.565144,0.872844,HOROZ
0.279835,0.140413,0.248307,0.461711,0.927444,0.581475,0.142032,0.554026,0.921613,HOROZ
0.27711,0.144033,0.248342,0.624648,0.721872,0.595025,0.319759,0.478856,0.474428,HOROZ
0.27711,0.144033,0.248342,0.624648,0.721872,0.595025,0.319759,0.478856,0.474428,HOROZ
0.289329,0.141893,0.248372,0.06844,0.844653,0.536483,0.0881,0.579455,0.781177,HOROZ
0.29235,0.141522,0.248461,0.08008,0.869586,0.522895,0.101185,0.573003,0.845454,HOROZ
0.281141,0.140994,0.248497,0.83036,0.901484,0.57604,0.156244,0.54726,0.914321,HOROZ
0.270592,0.140755,0.248503,0.655963,0.915571,0.628532,0.183734,0.534945,0.854713,HOROZ
0.270592,0.140755,0.248503,0.655963,0.915571,0.628532,0.183734,0.534945,0.854713,HOROZ
0.269709,0.140825,0.24855,0.78828,0.913443,0.633282,0.160885,0.545083,0.950128,HOROZ
0.276074,0.140974,0.24855,0.79102,0.90485,0.601176,0.110483,0.568434,0.9179,HOROZ
0.272219,0.141064,0.248704,0.377162,0.905883,0.621269,0.145728,0.551762,0.945933,HOROZ
0.261856,0.140628,0.248722,0.811874,0.931934,0.675145,0.205264,0.525235,0.938628,HOROZ
0.272146,0.141217,0.248942,0.494348,0.906717,0.622819,0.160674,0.544627,0.910875,HOROZ
0.260608,0.141106,0.248977,0.340689,0.914604,0.683121,0.313508,0.480457,0.914398,HOROZ
0.280695,0.141584,0.249066,0.151879,0.8906,0.580963,0.135181,0.556107,0.949704,HOROZ
0.273089,0.140949,0.249096,0.213637,0.928508,0.618817,0.119109,0.563568,0.948143,HOROZ
0.274931,0.149124,0.249209,0.710228,0.475533,0.610116,0.177903,0.536541,0.306811,HOROZ
0.27474,0.141147,0.249244,0.149598,0.92308,0.611248,0.121253,0.562347,0.891909,HOROZ
0.27495,0.141877,0.24925,0.231977,0.881208,0.610221,0.22036,0.518035,0.782999,HOROZ
0.274071,0.145628,0.249256,0.396523,0.669132,0.61466,0.209138,0.522829,0.592412,HOROZ
0.268197,0.143748,0.249262,0.794209,0.774893,0.644635,0.27205,0.496557,0.561646,HOROZ
0.270323,0.14726,0.24928,0.511999,0.579819,0.63379,0.242038,0.508865,0.388186,HOROZ
0.266288,0.141567,0.249399,0.639622,0.905043,0.655238,0.22676,0.515118,0.799143,HOROZ
0.274522,0.14306,0.249399,0.729388,0.819479,0.6131,0.151817,0.547998,0.641564,HOROZ
0.284094,0.142132,0.24941,0.746871,0.87301,0.566186,0.132639,0.556795,0.844934,HOROZ
0.277302,0.141695,0.249464,0.839177,0.90032,0.599562,0.130917,0.557518,0.886172,HOROZ
0.262667,0.141337,0.249464,0.646088,0.921033,0.67464,0.210777,0.52184,0.882845,HOROZ
0.297186,0.148118,0.249517,0.531496,0.542282,0.505732,0.095907,0.574006,0.398039,HOROZ
0.27973,0.141155,0.249565,0.18512,0.935637,0.58809,0.09843,0.572724,0.946704,HOROZ
0.267547,0.141518,0.249642,0.811292,0.917779,0.649917,0.196427,0.5278,0.89861,HOROZ
0.272604,0.141592,0.249677,0.357986,0.914938,0.624152,0.184392,0.533021,0.894854,HOROZ
0.28516,0.143859,0.249695,0.155254,0.786008,0.562443,0.113435,0.565384,0.604544,HOROZ
0.285887,0.141819,0.249695,0.30312,0.902579,0.558974,0.098374,0.572562,0.930074,HOROZ
0.258545,0.1416,0.249707,0.798765,0.915666,0.698015,0.217609,0.518583,0.940402,HOROZ
0.275632,0.141778,0.249754,0.170486,0.907363,0.609296,0.12232,0.561115,0.882722,HOROZ
0.284033,0.145958,0.249784,0.55442,0.671832,0.568271,0.188633,0.531009,0.600198,HOROZ
0.272597,0.141139,0.249843,0.388654,0.947937,0.625011,0.151733,0.547408,0.931587,HOROZ
0.272916,0.141625,0.249843,0.124258,0.919778,0.623394,0.124582,0.559929,0.939239,HOROZ
0.267536,0.142157,0.249867,0.799132,0.890093,0.651111,0.195356,0.527955,0.896158,HOROZ
0.274312,0.142037,0.249891,0.841866,0.897932,0.616586,0.172862,0.537831,0.710227,HOROZ
0.288699,0.142701,0.249968,0.899757,0.862954,0.546962,0.089213,0.576586,0.759324,HOROZ
0.273481,0.142363,0.249974,0.555797,0.882573,0.621187,0.181057,0.534081,0.802074,HOROZ
0.291355,0.142359,0.249991,0.498265,0.88353,0.534653,0.108958,0.567079,0.899776,HOROZ
0.267756,0.14132,0.250045,0.278435,0.945624,0.650867,0.184637,0.532403,0.902123,HOROZ
0.276706,0.147648,0.250045,0.223767,0.588848,0.605365,0.238998,0.5091,0.322051,HOROZ
0.285848,0.142231,0.250092,0.084924,0.894956,0.561053,0.092266,0.574928,0.916852,HOROZ
0.267398,0.141967,0.250122,0.341048,0.911347,0.653117,0.19243,0.52888,0.948154,HOROZ
0.267835,0.14111,0.250187,0.808481,0.963614,0.651172,0.157655,0.54424,0.96236,HOROZ
0.268288,0.142668,0.250187,0.236586,0.873714,0.648821,0.22339,0.515472,0.864012,HOROZ
0.290363,0.14597,0.25027,0.809224,0.690524,0.540583,0.118498,0.562171,0.532074,HOROZ
0.27878,0.141283,0.250276,0.203083,0.957182,0.596217,0.1053,0.568409,0.967862,HOROZ
0.280846,0.14334,0.250288,0.154452,0.83939,0.586137,0.132694,0.55552,0.775125,HOROZ
0.269786,0.14205,0.250376,0.262085,0.916934,0.642036,0.206138,0.522584,0.930896,HOROZ
0.30329,0.144053,0.250406,0.784319,0.803646,0.482553,0.031881,0.604563,0.945045,HOROZ
0.282421,0.144771,0.250447,0.487288,0.764803,0.579241,0.221432,0.515948,0.713047,HOROZ
0.286734,0.142013,0.250536,0.65616,0.925566,0.558949,0.086241,0.577201,0.857327,HOROZ
0.27198,0.142615,0.250607,0.704242,0.893812,0.631953,0.145021,0.549392,0.906256,HOROZ
0.272335,0.14766,0.25069,0.748858,0.613743,0.630555,0.263803,0.498004,0.524898,HOROZ
0.278027,0.143068,0.250832,0.194308,0.876931,0.602662,0.275928,0.492906,0.831641,HOROZ
0.265748,0.142478,0.250897,0.43485,0.913384,0.665674,0.220944,0.515543,0.826944,HOROZ
0.270672,0.142338,0.250903,0.699468,0.921691,0.640125,0.151206,0.546156,0.918966,HOROZ
0.267758,0.142503,0.25095,0.195839,0.914121,0.655427,0.16644,0.53922,0.933958,HOROZ
0.275023,0.142145,0.25098,0.327257,0.935983,0.61839,0.188026,0.529622,0.933384,HOROZ
0.269495,0.141712,0.250998,0.583303,0.96173,0.646661,0.176438,0.534702,0.966741,HOROZ
0.27228,0.143043,0.251004,0.527355,0.885288,0.6324,0.259465,0.499357,0.939653,HOROZ
0.274506,0.142586,0.251069,0.503334,0.914177,0.621433,0.154689,0.544343,0.922619,HOROZ
0.295707,0.142829,0.251098,0.830815,0.901406,0.519752,0.144856,0.548775,0.906275,HOROZ
0.286541,0.142932,0.251116,0.84625,0.896214,0.562634,0.111553,0.564233,0.768418,HOROZ
0.281798,0.143068,0.251169,0.145046,0.890573,0.585758,0.130023,0.555506,0.870538,HOROZ
0.279607,0.143163,0.251205,0.150664,0.886581,0.596672,0.157316,0.542965,0.807782,HOROZ
0.273376,0.142763,0.251252,0.296039,0.911423,0.628061,0.211162,0.519229,0.935616,HOROZ
0.277641,0.143344,0.251341,0.190161,0.881707,0.607067,0.186989,0.529578,0.780918,HOROZ
0.278734,0.142309,0.251376,0.533568,0.942565,0.601815,0.120515,0.559644,0.968426,HOROZ
0.264598,0.142314,0.251477,0.551808,0.946409,0.674698,0.197553,0.524786,0.932801,HOROZ
0.264598,0.142314,0.251477,0.551808,0.946409,0.674698,0.197553,0.524786,0.932801,HOROZ
0.28074,0.143225,0.251565,0.560778,0.897633,0.592855,0.155034,0.543491,0.862701,HOROZ
0.275977,0.143068,0.251607,0.724971,0.908285,0.616691,0.191614,0.52719,0.930439,HOROZ
0.272196,0.14301,0.251642,0.576209,0.913032,0.63601,0.16269,0.539935,0.838748,HOROZ
0.27939,0.143043,0.251672,0.800175,0.912337,0.600015,0.107085,0.565553,0.945734,HOROZ
0.277931,0.142227,0.251944,0.679731,0.970385,0.608581,0.09127,0.572726,0.919455,HOROZ
0.274959,0.14306,0.25202,0.563737,0.925512,0.623854,0.164202,0.538731,0.932683,HOROZ
0.269439,0.143051,0.25202,0.203488,0.925986,0.652093,0.193671,0.525726,0.940539,HOROZ
0.279605,0.143818,0.252044,0.641082,0.883052,0.600768,0.136768,0.551151,0.84033,HOROZ
0.2767,0.14423,0.252079,0.787327,0.861004,0.615391,0.273857,0.492091,0.884551,HOROZ
0.27738,0.143765,0.252085,0.223541,0.88778,0.61202,0.149575,0.545237,0.858469,HOROZ
0.271223,0.143641,0.252239,0.62514,0.901051,0.643983,0.193424,0.525534,0.904868,HOROZ
0.284335,0.143476,0.252257,0.161137,0.911202,0.578684,0.110708,0.563,0.930542,HOROZ
0.27712,0.143134,0.25228,0.839576,0.931781,0.614278,0.135943,0.551197,0.894795,HOROZ
0.278951,0.143563,0.252451,0.431525,0.914129,0.605994,0.104265,0.565774,0.936146,HOROZ
0.264853,0.143394,0.252487,0.439152,0.925246,0.678511,0.214131,0.516282,0.911854,HOROZ
0.264853,0.143394,0.252487,0.439152,0.925246,0.678511,0.214131,0.516282,0.911854,HOROZ
0.26566,0.144206,0.252493,0.889102,0.879081,0.674266,0.259746,0.497262,0.786332,HOROZ
0.310992,0.146185,0.252516,0.381961,0.768324,0.458536,0.181142,0.530525,0.717358,HOROZ
0.286912,0.144049,0.252593,0.276902,0.892058,0.567901,0.135487,0.550966,0.923163,HOROZ
0.265822,0.143604,0.252611,0.517998,0.918216,0.674011,0.205273,0.519904,0.866047,HOROZ
0.276323,0.143666,0.252634,0.718304,0.915631,0.620017,0.147905,0.545227,0.90595,HOROZ
0.274058,0.144103,0.252652,0.231341,0.891385,0.631549,0.207755,0.518782,0.815392,HOROZ
0.282709,0.143917,0.252835,0.816984,0.909363,0.589371,0.118277,0.558616,0.844818,HOROZ
0.281012,0.144049,0.252971,0.459271,0.907311,0.598343,0.129758,0.553078,0.798945,HOROZ
0.276704,0.142994,0.253012,0.119714,0.969524,0.619963,0.11862,0.558204,0.926048,HOROZ
0.26888,0.14616,0.253041,0.891648,0.790726,0.660147,0.346879,0.462442,0.66817,HOROZ
0.26888,0.14616,0.253041,0.891648,0.790726,0.660147,0.346879,0.462442,0.66817,HOROZ
0.279172,0.144247,0.253077,0.27926,0.900308,0.607958,0.212156,0.516325,0.892925,HOROZ
0.268097,0.143723,0.253206,0.657722,0.935479,0.665077,0.197692,0.52236,0.929772,HOROZ
0.28502,0.144148,0.253212,0.446845,0.911431,0.579964,0.177179,0.531312,0.833873,HOROZ
0.289017,0.144313,0.253236,0.638543,0.902976,0.560934,0.053164,0.589567,0.792469,HOROZ
0.261201,0.145043,0.25326,0.576495,0.862455,0.702058,0.290218,0.484011,0.802203,HOROZ
0.274021,0.14447,0.253389,0.280141,0.900235,0.635401,0.246826,0.501367,0.814468,HOROZ
0.282392,0.14442,0.253413,0.773275,0.904006,0.593717,0.106289,0.563439,0.892463,HOROZ
0.278269,0.144771,0.253425,0.90882,0.884541,0.614159,0.106751,0.563204,0.852087,HOROZ
0.268968,0.143901,0.253519,0.786092,0.937969,0.662102,0.165072,0.536261,0.935583,HOROZ
0.28305,0.144968,0.253542,0.105214,0.878054,0.591128,0.139327,0.547868,0.859191,HOROZ
0.288542,0.144762,0.253584,0.353131,0.891424,0.564844,0.178823,0.530076,0.893288,HOROZ
0.276312,0.145764,0.253631,0.532222,0.836611,0.624994,0.185963,0.526879,0.689379,HOROZ
0.283817,0.144729,0.253784,0.254914,0.901378,0.588552,0.088776,0.571276,0.888619,HOROZ
0.284681,0.14388,0.253819,0.136242,0.951312,0.584523,0.137185,0.548461,0.853917,HOROZ
0.259791,0.144556,0.253919,0.436284,0.916707,0.713154,0.431283,0.43083,0.843936,HOROZ
0.275473,0.144371,0.253937,0.71103,0.928006,0.630748,0.206275,0.517672,0.831961,HOROZ
0.276736,0.14402,0.254061,0.805531,0.953054,0.624978,0.119069,0.556507,0.956098,HOROZ
0.286553,0.144783,0.25409,0.784723,0.910682,0.57678,0.119741,0.556152,0.951589,HOROZ
0.280248,0.144284,0.254114,0.46414,0.940095,0.607687,0.136867,0.548194,0.928925,HOROZ
0.274063,0.14428,0.254125,0.819837,0.940806,0.638852,0.136332,0.548423,0.835259,HOROZ
0.277478,0.149515,0.254167,0.738874,0.649708,0.621767,0.242003,0.502324,0.414867,HOROZ
0.277478,0.149515,0.254167,0.738874,0.649708,0.621767,0.242003,0.502324,0.414867,HOROZ
0.283883,0.144441,0.254184,0.38719,0.933998,0.590165,0.12862,0.551893,0.912197,HOROZ
0.277726,0.145109,0.254208,0.556253,0.896912,0.620726,0.210457,0.515518,0.959532,HOROZ
0.299667,0.1447,0.254343,0.584559,0.925597,0.516706,0.02484,0.602315,0.887674,HOROZ
0.275661,0.149029,0.254355,0.457217,0.683823,0.631865,0.311262,0.47435,0.4688,HOROZ
0.273313,0.144688,0.254679,0.155728,0.939848,0.645449,0.152707,0.540201,0.949286,HOROZ
0.276973,0.144812,0.254732,0.719265,0.934931,0.627095,0.17618,0.529663,0.899296,HOROZ
0.270191,0.145344,0.254743,0.762117,0.905146,0.661911,0.225437,0.508459,0.83496,HOROZ
0.293484,0.147735,0.254755,0.508599,0.771273,0.547072,0.29394,0.480597,0.751858,HOROZ
0.275106,0.145269,0.254761,0.604215,0.910071,0.636698,0.25805,0.494952,0.962673,HOROZ
0.277358,0.144667,0.254773,0.212393,0.944828,0.625356,0.153865,0.539548,0.977237,HOROZ
0.297752,0.145381,0.254837,0.159549,0.906832,0.527717,0.056145,0.585736,0.871327,HOROZ
0.270508,0.145146,0.254849,0.71214,0.920659,0.660795,0.17794,0.528727,0.848578,HOROZ
0.283576,0.144684,0.254914,0.131042,0.94959,0.595188,0.114308,0.557528,0.958866,HOROZ
0.275091,0.144651,0.254932,0.150444,0.952188,0.637622,0.161288,0.535997,0.862173,HOROZ
0.283968,0.145504,0.254943,0.378746,0.904078,0.593416,0.131558,0.549471,0.901555,HOROZ
0.277993,0.145587,0.255078,0.230126,0.904847,0.623671,0.168126,0.532748,0.955696,HOROZ
0.300739,0.146943,0.255126,0.304578,0.830267,0.515449,0.144629,0.543237,0.897493,HOROZ
0.264987,0.145978,0.255137,0.819086,0.88504,0.691374,0.280214,0.485534,0.747851,HOROZ
0.271393,0.145063,0.255161,0.596771,0.937926,0.657766,0.172704,0.530608,0.941743,HOROZ
0.279951,0.144927,0.25519,0.813646,0.946869,0.614425,0.166695,0.53323,0.832098,HOROZ
0.278124,0.146638,0.255225,0.533189,0.851396,0.623738,0.233189,0.504572,0.808663,HOROZ
0.27944,0.14482,0.255272,0.902459,0.956312,0.617375,0.111184,0.558487,0.899126,HOROZ
0.267725,0.145867,0.255384,0.400374,0.901265,0.67809,0.236487,0.50299,0.895829,HOROZ
0.294908,0.147866,0.25546,0.750645,0.792071,0.543739,0.199666,0.518445,0.77816,HOROZ
0.281622,0.146535,0.255513,0.802388,0.868746,0.60771,0.194888,0.520433,0.888761,HOROZ
0.267167,0.14548,0.255554,0.675185,0.930113,0.681909,0.261477,0.492516,0.973227,HOROZ
0.27253,0.145463,0.25556,0.476765,0.931287,0.653892,0.234802,0.503456,0.839853,HOROZ
0.280797,0.145657,0.255596,0.564198,0.921701,0.6122,0.138647,0.545308,0.859316,HOROZ
0.280903,0.146415,0.255695,0.282401,0.882795,0.61216,0.149461,0.540255,0.930296,HOROZ
0.291253,0.145517,0.255737,0.839308,0.935345,0.562185,0.032574,0.596292,0.938032,HOROZ
0.28655,0.145904,0.255801,0.409272,0.91595,0.584999,0.146308,0.541536,0.916012,HOROZ
0.276544,0.145694,0.255831,0.847554,0.92906,0.6347,0.142429,0.543256,0.870947,HOROZ
0.287036,0.154771,0.255842,0.507132,0.433525,0.582847,0.149694,0.539947,0.250072,HOROZ
0.273397,0.145768,0.256013,0.235511,0.93218,0.651684,0.160411,0.534898,0.946961,HOROZ
0.295459,0.146885,0.256054,0.185182,0.870698,0.54395,0.074073,0.575139,0.900285,HOROZ
0.291012,0.149181,0.256095,0.183711,0.744448,0.565022,0.183895,0.524417,0.734801,HOROZ
0.275808,0.146263,0.256101,0.529956,0.907692,0.639776,0.163062,0.533594,0.923124,HOROZ
0.305992,0.146947,0.256106,0.354671,0.869339,0.496405,0.165343,0.532571,0.876495,HOROZ
0.267398,0.146176,0.256177,0.31755,0.915659,0.683857,0.286631,0.481636,0.897555,HOROZ
0.277858,0.146057,0.256183,0.620222,0.922667,0.629794,0.131556,0.547737,0.800576,HOROZ
0.27914,0.146704,0.256265,0.29307,0.889389,0.623752,0.202902,0.51597,0.937484,HOROZ
0.285913,0.146246,0.256282,0.858088,0.915942,0.5904,0.186976,0.522819,0.853799,HOROZ
0.267689,0.146321,0.256441,0.658019,0.918115,0.683661,0.20218,0.516042,0.912218,HOROZ
0.286866,0.146337,0.256476,0.819561,0.918598,0.586708,0.105797,0.55932,0.819966,HOROZ
0.274251,0.149041,0.256482,0.61302,0.767578,0.64964,0.166887,0.53137,0.602895,HOROZ
0.284418,0.146774,0.256529,0.186753,0.896039,0.598879,0.171771,0.529145,0.865477,HOROZ
0.294502,0.147516,0.256558,0.23286,0.85551,0.550775,0.121689,0.551769,0.94658,HOROZ
0.280322,0.146951,0.256599,0.311035,0.888876,0.619476,0.229648,0.50422,0.893747,HOROZ
0.268368,0.150699,0.256681,0.756916,0.684475,0.681296,0.212649,0.511257,0.535285,HOROZ
0.294797,0.14703,0.256869,0.122829,0.89529,0.550853,0.086778,0.567819,0.901265,HOROZ
0.313717,0.148765,0.25691,0.17606,0.799913,0.466326,0.123086,0.550629,0.818974,HOROZ
0.264148,0.145929,0.256933,0.80861,0.96017,0.705122,0.266022,0.488875,0.870496,HOROZ
0.270713,0.147083,0.256939,0.741131,0.895095,0.670276,0.191032,0.520169,0.891458,HOROZ
0.290131,0.146955,0.257115,0.496234,0.909354,0.57406,0.188864,0.52087,0.907889,HOROZ
0.282535,0.147124,0.257156,0.578012,0.901476,0.611197,0.131925,0.54621,0.901993,HOROZ
0.270843,0.146778,0.257238,0.305844,0.924304,0.671106,0.215745,0.509203,0.890883,HOROZ
0.293034,0.147293,0.257262,0.489425,0.896194,0.560975,0.076555,0.572197,0.935178,HOROZ
0.274414,0.14726,0.257361,0.548784,0.902045,0.653192,0.219657,0.50739,0.838511,HOROZ
0.274414,0.14726,0.257361,0.548784,0.902045,0.653192,0.219657,0.50739,0.838511,HOROZ
0.274066,0.146745,0.257396,0.384702,0.932528,0.655162,0.183012,0.523033,0.939243,HOROZ
0.279195,0.146354,0.257432,0.544426,0.956125,0.629216,0.140326,0.54199,0.960986,HOROZ
0.287651,0.147322,0.257437,0.174761,0.901619,0.58752,0.137118,0.543443,0.91645,HOROZ
0.30252,0.147998,0.257443,0.372354,0.86392,0.518026,0.132311,0.545634,0.802064,HOROZ
0.279296,0.14691,0.257443,0.568494,0.925093,0.628764,0.134238,0.544751,0.931519,HOROZ
0.279023,0.147331,0.257455,0.813328,0.90186,0.630193,0.243467,0.497366,0.821173,HOROZ
0.296361,0.147244,0.257461,0.139783,0.906969,0.546332,0.055194,0.582397,0.94689,HOROZ
0.266323,0.150954,0.257531,0.78296,0.704095,0.696508,0.338995,0.459723,0.463163,HOROZ
0.272111,0.149458,0.257543,0.538779,0.786741,0.666026,0.214162,0.509465,0.64466,HOROZ
0.272682,0.146758,0.257631,0.693215,0.94125,0.663499,0.23962,0.498718,0.942612,HOROZ
0.281436,0.147017,0.257636,0.160532,0.926807,0.618998,0.151517,0.536647,0.955622,HOROZ
0.283197,0.147796,0.257666,0.434725,0.884142,0.610403,0.181013,0.52354,0.912119,HOROZ
0.282687,0.148027,0.257701,0.627257,0.872613,0.613098,0.142438,0.540658,0.856176,HOROZ
0.275391,0.146733,0.257713,0.476413,0.945947,0.649931,0.192456,0.518509,0.975331,HOROZ
0.281869,0.147087,0.257765,0.351512,0.928027,0.617474,0.124978,0.548559,0.934041,HOROZ
0.28379,0.148172,0.257765,0.729942,0.867117,0.60796,0.260001,0.490218,0.862765,HOROZ
0.296637,0.148258,0.257777,0.800359,0.862746,0.546526,0.126132,0.54801,0.946473,HOROZ
0.273909,0.147186,0.257888,0.810227,0.927382,0.658434,0.257028,0.491262,0.907442,HOROZ
0.268537,0.146753,0.257947,0.84265,0.954202,0.686841,0.19135,0.51867,0.93605,HOROZ
0.276681,0.146811,0.257999,0.680495,0.953054,0.644761,0.136811,0.542804,0.960905,HOROZ
0.286281,0.147392,0.258146,0.801975,0.9261,0.597582,0.119507,0.55056,0.845078,HOROZ
0.277201,0.149111,0.258181,0.650783,0.831325,0.64301,0.194452,0.517017,0.71812,HOROZ
0.291396,0.147533,0.258233,0.108082,0.921726,0.573337,0.077717,0.570244,0.923416,HOROZ
0.276876,0.154388,0.258257,0.299686,0.547666,0.645045,0.288251,0.478313,0.446727,HOROZ
0.277846,0.147846,0.25828,0.247706,0.905984,0.640224,0.189899,0.518848,0.90393,HOROZ
0.267846,0.147421,0.258286,0.714766,0.93011,0.692247,0.300404,0.47352,0.895156,HOROZ
0.285071,0.147726,0.258362,0.609513,0.915986,0.604552,0.115633,0.552058,0.931679,HOROZ
0.277271,0.148382,0.258462,0.38354,0.883205,0.644044,0.216828,0.507115,0.88473,HOROZ
0.293412,0.147491,0.258467,0.396544,0.93344,0.564879,0.052666,0.582197,0.844236,HOROZ
0.29122,0.148435,0.258503,0.134828,0.881845,0.575454,0.178831,0.523358,0.8301,HOROZ
0.269744,0.147796,0.258836,0.821769,0.93104,0.684981,0.18322,0.520994,0.928861,HOROZ
0.281174,0.149103,0.258906,0.773941,0.860697,0.626525,0.188234,0.518725,0.763551,HOROZ
0.287774,0.148489,0.25904,0.350346,0.900358,0.594621,0.119175,0.549465,0.885847,HOROZ
0.278118,0.148848,0.259105,0.536721,0.882878,0.642925,0.246499,0.493958,0.7087,HOROZ
0.278275,0.148547,0.259508,0.786706,0.915827,0.64412,0.209825,0.508681,0.938964,HOROZ
0.283144,0.148996,0.259548,0.841587,0.892328,0.619836,0.139992,0.539218,0.919368,HOROZ
0.279232,0.148876,0.259583,0.711735,0.900407,0.639638,0.212577,0.507417,0.935276,HOROZ
0.286791,0.149074,0.259788,0.543018,0.897519,0.603011,0.193927,0.515086,0.925753,HOROZ
0.2956,0.149994,0.259858,0.629285,0.84918,0.561112,0.189733,0.516798,0.93719,HOROZ
0.278833,0.149198,0.25998,0.456783,0.898309,0.643625,0.200383,0.512064,0.886117,HOROZ
0.281567,0.14959,0.260079,0.456181,0.880446,0.630312,0.231916,0.498678,0.814803,HOROZ
0.282127,0.148044,0.26012,0.608437,0.968666,0.627706,0.12424,0.545625,0.884048,HOROZ
0.283881,0.14905,0.260219,0.783798,0.916159,0.619448,0.166916,0.526262,0.89457,HOROZ
0.300147,0.149548,0.260301,0.56543,0.891584,0.542027,0.20554,0.509441,0.937478,HOROZ
0.285595,0.149041,0.260534,0.307398,0.929215,0.612496,0.183812,0.51845,0.923824,HOROZ
0.302048,0.150154,0.260622,0.181522,0.870688,0.534783,0.10172,0.55541,0.782266,HOROZ
0.289096,0.149367,0.260628,0.157353,0.914738,0.595825,0.191077,0.515187,0.883891,HOROZ
0.280078,0.155435,0.260872,0.532603,0.593988,0.641717,0.380348,0.440361,0.532779,HOROZ
0.298673,0.149759,0.260936,0.91574,0.905231,0.551802,0.070002,0.570138,0.825734,HOROZ
0.276766,0.151383,0.26096,0.567281,0.816301,0.659058,0.2529,0.488936,0.715021,HOROZ
0.274805,0.149606,0.261006,0.795261,0.916525,0.669431,0.237226,0.495273,0.868633,HOROZ
0.343337,0.152075,0.261035,0.324084,0.781352,0.363992,0.160826,0.527847,0.88547,HOROZ
0.338689,0.156169,0.2611,0.29432,0.563972,0.382183,0.301437,0.469538,0.581265,HOROZ
0.318397,0.152529,0.261129,0.383371,0.7603,0.464936,0.224861,0.500228,0.895905,HOROZ
0.286316,0.148959,0.261146,0.806708,0.958331,0.61191,0.107154,0.552128,0.890591,HOROZ
0.277524,0.150443,0.261466,0.570856,0.888322,0.657688,0.230207,0.497567,0.810942,HOROZ
0.272384,0.153968,0.261536,0.500228,0.698431,0.684758,0.297281,0.470595,0.507005,HOROZ
0.281466,0.153118,0.261554,0.577996,0.74502,0.638062,0.236655,0.494793,0.555706,HOROZ
0.277102,0.149738,0.261589,0.340726,0.932425,0.660465,0.198017,0.510932,0.908532,HOROZ
0.277102,0.149738,0.261589,0.340726,0.932425,0.660465,0.198017,0.510932,0.908532,HOROZ
0.290347,0.152294,0.261705,0.670381,0.795881,0.594923,0.177946,0.519426,0.662627,HOROZ
0.290716,0.150575,0.261728,0.660522,0.891436,0.593253,0.235579,0.495008,0.953825,HOROZ
0.275898,0.150501,0.261728,0.668495,0.895552,0.66738,0.200998,0.509476,0.917495,HOROZ
0.299013,0.150966,0.261804,0.267936,0.872763,0.554264,0.146606,0.533144,0.908185,HOROZ
0.302894,0.151482,0.261874,0.677178,0.847109,0.536685,0.075836,0.565985,0.822939,HOROZ
0.308164,0.150666,0.261955,0.719595,0.895443,0.513244,0.159502,0.527188,0.928912,HOROZ
0.274811,0.150299,0.262002,0.67054,0.917674,0.674395,0.201005,0.50911,0.838366,HOROZ
0.284192,0.150905,0.262176,0.717689,0.890992,0.627442,0.195409,0.511265,0.730944,HOROZ
0.282025,0.151272,0.262223,0.224048,0.872556,0.638536,0.174706,0.520143,0.756815,HOROZ
