@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2-5,7,9,11-14,16-17'

@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute AspectRation numeric
@attribute ConvexArea numeric
@attribute Extent numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.237529,0.298507,0.155748,0.690321,0.112801,0.255536,0.588946,0.181661,0.59751,0.176947,0.766181,HOROZ
0.222931,0.284668,0.164587,0.635829,0.112624,0.541115,0.669027,0.227648,0.576087,0.201841,0.874212,HOROZ
0.243661,0.31362,0.140772,0.767649,0.1129,0.279333,0.557901,0.134482,0.620144,0.152421,0.880215,HOROZ
0.242593,0.323685,0.13386,0.812191,0.112789,0.151281,0.563483,0.104076,0.635404,0.137254,0.849754,HOROZ
0.231073,0.301923,0.150055,0.71387,0.112929,0.144023,0.624232,0.171235,0.602211,0.171351,0.883253,HOROZ
0.239688,0.307833,0.144586,0.743054,0.113321,0.170863,0.578595,0.152614,0.611158,0.161653,0.911663,HOROZ
0.241285,0.334436,0.126149,0.862223,0.1129,0.884565,0.570526,0.072733,0.651578,0.122088,0.841406,HOROZ
0.235299,0.289468,0.161779,0.653842,0.113057,0.858129,0.602515,0.21241,0.582648,0.193298,0.843111,HOROZ
0.215452,0.23256,0.232308,0.37805,0.12018,0.748238,0.713855,0.420783,0.495775,0.319026,0.285928,HOROZ
0.240704,0.278883,0.190443,0.5598,0.122221,0.485784,0.575486,0.249064,0.565742,0.21352,0.18518,HOROZ
0.231462,0.286614,0.162725,0.644997,0.113902,0.723816,0.625628,0.223566,0.576819,0.199126,0.926865,HOROZ
0.224998,0.29165,0.160312,0.662601,0.113411,0.501348,0.662118,0.207324,0.584001,0.190138,0.869215,HOROZ
0.241375,0.341359,0.121652,0.893716,0.113148,0.241513,0.574072,0.05541,0.659484,0.113551,0.86944,HOROZ
0.236777,0.308829,0.152711,0.722108,0.115003,0.201991,0.599054,0.152817,0.609444,0.161187,0.643479,HOROZ
0.218163,0.267326,0.181269,0.556682,0.113663,0.655733,0.702882,0.292008,0.546089,0.237846,0.900121,HOROZ
0.217306,0.281167,0.168294,0.618589,0.113255,0.325181,0.708408,0.243938,0.566815,0.21012,0.930167,HOROZ
0.22418,0.293099,0.158637,0.670323,0.113663,0.23516,0.668994,0.203972,0.584891,0.188063,0.91252,HOROZ
0.227447,0.303709,0.151458,0.713997,0.113547,0.868381,0.651873,0.170381,0.600311,0.170058,0.868771,HOROZ
0.227014,0.297562,0.155323,0.689349,0.113869,0.414747,0.654449,0.190233,0.590886,0.18053,0.913735,HOROZ
0.232203,0.29906,0.152987,0.699172,0.11363,0.724288,0.626686,0.185854,0.592718,0.178116,0.963486,HOROZ
0.234633,0.300126,0.152712,0.702356,0.114092,0.730932,0.614356,0.182906,0.593874,0.176465,0.950527,HOROZ
0.224901,0.301417,0.152705,0.705304,0.114285,0.731881,0.668447,0.179141,0.595469,0.174408,0.918858,HOROZ
0.237945,0.310321,0.145875,0.745043,0.114034,0.15515,0.597443,0.151052,0.608896,0.159785,0.907616,HOROZ
0.224131,0.284716,0.166106,0.632015,0.114372,0.768029,0.672999,0.234273,0.570053,0.204265,0.942596,HOROZ
0.238817,0.333429,0.128103,0.853489,0.11412,0.806769,0.593481,0.081893,0.6435,0.125461,0.918032,HOROZ
0.233184,0.279453,0.173522,0.601711,0.114504,0.418761,0.623555,0.252627,0.561733,0.214495,0.847863,HOROZ
0.249512,0.347306,0.118487,0.918843,0.114174,0.689752,0.538904,0.042479,0.664427,0.106992,0.902414,HOROZ
0.231813,0.315177,0.141407,0.769378,0.114141,0.760783,0.631261,0.136626,0.615659,0.152337,0.943634,HOROZ
0.235946,0.322241,0.135666,0.803217,0.114364,0.846274,0.609067,0.115201,0.626311,0.141618,0.955418,HOROZ
0.220962,0.287056,0.165422,0.638959,0.113836,0.203211,0.692056,0.226996,0.573049,0.200116,0.905936,HOROZ
0.222244,0.295473,0.158305,0.676542,0.114351,0.821217,0.684806,0.199174,0.58573,0.184938,0.907742,HOROZ
0.223966,0.286045,0.169789,0.625519,0.114405,0.726039,0.676697,0.231527,0.570503,0.202417,0.80094,HOROZ
0.237769,0.307524,0.149309,0.728766,0.114541,0.157126,0.601768,0.161974,0.602579,0.165045,0.903759,HOROZ
0.247039,0.322342,0.139175,0.792738,0.115262,0.397423,0.553923,0.116416,0.624936,0.141968,0.847951,HOROZ
0.228562,0.294271,0.162915,0.66154,0.115563,0.385113,0.652267,0.204997,0.582173,0.187739,0.81151,HOROZ
0.233271,0.289962,0.164162,0.648681,0.115147,0.352187,0.626839,0.219485,0.575447,0.195579,0.902617,HOROZ
0.254264,0.323172,0.140053,0.792014,0.115963,0.421489,0.519698,0.114985,0.62512,0.141086,0.811144,HOROZ
0.226878,0.290602,0.163874,0.650859,0.115032,0.496593,0.662872,0.217891,0.575925,0.194608,0.903331,HOROZ
0.224838,0.276542,0.182628,0.573246,0.115543,0.804682,0.674591,0.265871,0.554564,0.221436,0.676253,HOROZ
0.290556,0.260868,0.200201,0.500021,0.121685,0.277471,0.358001,0.322369,0.530493,0.254559,0.58022,HOROZ
0.237386,0.319709,0.13923,0.786437,0.11499,0.528896,0.607166,0.126422,0.618909,0.146602,0.962939,HOROZ
0.237459,0.315285,0.145714,0.756933,0.115201,0.870994,0.607837,0.140607,0.611586,0.153624,0.860868,HOROZ
0.235726,0.314723,0.145074,0.757511,0.11537,0.178206,0.617179,0.142399,0.610678,0.154522,0.902708,HOROZ
0.232046,0.310923,0.14998,0.734616,0.115403,0.615933,0.63722,0.154268,0.60487,0.160564,0.833541,HOROZ
0.23141,0.323106,0.13721,0.800508,0.114512,0.29058,0.640736,0.116987,0.62321,0.141778,0.956386,HOROZ
0.228983,0.286576,0.170302,0.625381,0.116079,0.589693,0.655031,0.233835,0.567635,0.202939,0.841232,HOROZ
0.224231,0.286977,0.167422,0.633623,0.115436,0.26652,0.682515,0.232983,0.567794,0.202374,0.941446,HOROZ
0.239258,0.329058,0.135905,0.818474,0.115852,0.875204,0.601141,0.100841,0.630568,0.133606,0.864053,HOROZ
0.230541,0.292699,0.163324,0.656966,0.115349,0.49373,0.648175,0.214505,0.575843,0.192112,0.925001,HOROZ
0.225958,0.299436,0.157629,0.687278,0.114928,0.875115,0.673869,0.192543,0.585901,0.180272,0.929123,HOROZ
0.243279,0.311881,0.149983,0.736793,0.116363,0.116392,0.581866,0.154029,0.603659,0.159972,0.85731,HOROZ
0.232325,0.315565,0.144781,0.76031,0.116021,0.528605,0.640738,0.142991,0.608833,0.154283,0.950079,HOROZ
0.233998,0.290755,0.175017,0.622596,0.117785,0.62629,0.631624,0.222462,0.571559,0.196184,0.594871,HOROZ
0.231491,0.274586,0.187452,0.55767,0.118115,0.583252,0.645649,0.277979,0.547079,0.227389,0.664829,HOROZ
0.231667,0.317401,0.143637,0.767913,0.115699,0.773408,0.64475,0.1376,0.611348,0.151517,0.943707,HOROZ
0.232171,0.30621,0.156064,0.706824,0.11645,0.460189,0.642253,0.17265,0.594381,0.169465,0.816661,HOROZ
0.237923,0.32005,0.142841,0.776403,0.115922,0.481049,0.611897,0.130111,0.61474,0.147658,0.90727,HOROZ
0.230964,0.309375,0.152169,0.724879,0.11612,0.255588,0.649895,0.163283,0.598537,0.164491,0.877628,HOROZ
0.22448,0.270538,0.189397,0.54456,0.117278,0.37961,0.686277,0.293203,0.540229,0.23607,0.741125,HOROZ
0.251571,0.337817,0.133844,0.845532,0.116334,0.306459,0.542345,0.077969,0.640973,0.122202,0.744551,HOROZ
0.230077,0.292749,0.166319,0.649227,0.11645,0.350945,0.655268,0.217212,0.573311,0.193065,0.868163,HOROZ
0.240973,0.325231,0.139302,0.799085,0.115411,0.877479,0.596637,0.11502,0.621986,0.140083,0.900236,HOROZ
0.242764,0.31624,0.146204,0.757697,0.11614,0.682936,0.587291,0.142296,0.608497,0.153698,0.903118,HOROZ
0.224555,0.270221,0.184293,0.555765,0.116252,0.808267,0.686439,0.29471,0.539436,0.23688,0.934755,HOROZ
0.241343,0.311699,0.150178,0.73582,0.115827,0.140704,0.595874,0.15711,0.600966,0.161122,0.903368,HOROZ
0.237463,0.320803,0.147074,0.76563,0.116037,0.941393,0.616828,0.129364,0.614351,0.147029,0.756135,HOROZ
0.236339,0.288378,0.170253,0.629461,0.116734,0.353176,0.623013,0.233019,0.565657,0.201518,0.883632,HOROZ
0.227448,0.255553,0.199616,0.490242,0.117332,0.61374,0.67198,0.349587,0.51641,0.269636,0.901298,HOROZ
0.223402,0.240813,0.228329,0.401837,0.119401,0.480385,0.695314,0.406489,0.494144,0.305589,0.445888,HOROZ
0.240808,0.315082,0.147226,0.752061,0.116701,0.310116,0.600474,0.147744,0.604935,0.156144,0.935085,HOROZ
0.236091,0.290259,0.167102,0.641693,0.116713,0.279556,0.625938,0.227747,0.567552,0.198421,0.958016,HOROZ
0.25412,0.360402,0.113164,0.969468,0.1164,0.18688,0.533332,0.017262,0.672394,0.094003,0.967333,HOROZ
0.234674,0.312162,0.150309,0.736504,0.116507,0.164358,0.634997,0.157906,0.599508,0.161148,0.927474,HOROZ
0.236698,0.306961,0.156228,0.708063,0.117435,0.728058,0.624232,0.174368,0.59163,0.169648,0.865485,HOROZ
0.233801,0.299319,0.162957,0.672663,0.116689,0.213945,0.640118,0.199021,0.580084,0.182644,0.852146,HOROZ
0.229468,0.303081,0.161958,0.683718,0.116194,0.844876,0.664279,0.187042,0.585552,0.176249,0.778225,HOROZ
0.230234,0.284938,0.174472,0.611302,0.116491,0.479601,0.660019,0.247005,0.558424,0.208862,0.882557,HOROZ
0.230234,0.284938,0.174472,0.611302,0.116491,0.479601,0.660019,0.247005,0.558424,0.208862,0.882557,HOROZ
0.248411,0.330115,0.148171,0.783742,0.119051,0.444253,0.563698,0.103904,0.625873,0.134092,0.494698,HOROZ
0.232941,0.309919,0.152942,0.72393,0.117039,0.755856,0.645354,0.16549,0.595619,0.164958,0.907069,HOROZ
0.237045,0.314295,0.15031,0.741364,0.117155,0.207314,0.623492,0.15208,0.601922,0.158029,0.879522,HOROZ
0.251556,0.302844,0.158082,0.693701,0.117324,0.786064,0.548501,0.188327,0.584709,0.176836,0.936544,HOROZ
0.228735,0.30228,0.158967,0.690021,0.116742,0.566655,0.669294,0.190185,0.583827,0.177812,0.921895,HOROZ
0.232371,0.309668,0.151938,0.726196,0.116516,0.38622,0.64932,0.166799,0.594749,0.165545,0.961785,HOROZ
0.212391,0.256987,0.198186,0.496342,0.116862,0.473318,0.765257,0.347536,0.515904,0.267694,0.961052,HOROZ
0.240794,0.322428,0.143365,0.780339,0.117101,0.175127,0.604728,0.127913,0.613352,0.145729,0.914654,HOROZ
0.246191,0.324847,0.140642,0.794125,0.116903,0.468992,0.57755,0.121191,0.6164,0.142301,0.958185,HOROZ
0.275243,0.346725,0.126759,0.889609,0.118602,0.100125,0.438643,0.057746,0.648909,0.111931,0.867907,HOROZ
0.24039,0.302274,0.158943,0.690076,0.117229,0.20017,0.608168,0.191654,0.582473,0.178334,0.950228,HOROZ
0.254368,0.319029,0.152882,0.744767,0.12096,0.210175,0.53761,0.139621,0.606935,0.151359,0.686021,HOROZ
0.250429,0.319469,0.146237,0.765021,0.118263,0.147331,0.558067,0.138808,0.607072,0.150861,0.929988,HOROZ
0.240086,0.30496,0.159977,0.69328,0.117958,0.402671,0.6121,0.184523,0.585094,0.174306,0.859409,HOROZ
0.250094,0.329837,0.138263,0.813009,0.118041,0.162015,0.560419,0.108051,0.622101,0.135571,0.937627,HOROZ
0.23115,0.293619,0.167515,0.648037,0.117221,0.21906,0.661954,0.222313,0.567409,0.194395,0.946001,HOROZ
0.235149,0.283467,0.177806,0.59985,0.117942,0.68328,0.640143,0.256637,0.552201,0.21341,0.893955,HOROZ
0.249156,0.342605,0.129708,0.87013,0.117513,0.733159,0.566815,0.071992,0.640053,0.118168,0.92128,HOROZ
0.25459,0.318823,0.151636,0.747872,0.119216,0.114867,0.539757,0.142378,0.604557,0.15239,0.778403,HOROZ
0.25459,0.318823,0.151636,0.747872,0.119216,0.114867,0.539757,0.142378,0.604557,0.15239,0.778403,HOROZ
0.232006,0.300224,0.16478,0.669827,0.117546,0.618821,0.658188,0.201253,0.576683,0.182916,0.855108,HOROZ
0.230255,0.287191,0.178234,0.606852,0.118103,0.776336,0.668189,0.244642,0.55714,0.206559,0.776279,HOROZ
0.250373,0.34098,0.132452,0.85743,0.117971,0.101672,0.561668,0.077268,0.636978,0.120549,0.873838,HOROZ
0.239461,0.303047,0.161216,0.685642,0.118222,0.298658,0.619454,0.193239,0.579857,0.178454,0.92008,HOROZ
0.257155,0.355238,0.121882,0.926447,0.118676,0.786703,0.52957,0.038244,0.657117,0.102372,0.904652,HOROZ
0.231809,0.305918,0.162073,0.689732,0.11739,0.447011,0.662644,0.185016,0.583211,0.173943,0.821082,HOROZ
0.233657,0.267788,0.194103,0.52802,0.118486,0.843792,0.652806,0.314758,0.526393,0.24649,0.873626,HOROZ
0.235901,0.315984,0.153791,0.735279,0.118243,0.84085,0.64057,0.153621,0.597923,0.157664,0.829862,HOROZ
0.233623,0.291361,0.173381,0.628045,0.118523,0.360561,0.653062,0.232858,0.56135,0.199619,0.860779,HOROZ
0.245754,0.332767,0.138938,0.817767,0.117814,0.526107,0.588824,0.103317,0.622515,0.132639,0.90382,HOROZ
0.242423,0.324502,0.144758,0.780978,0.118387,0.162692,0.606206,0.127928,0.610249,0.144696,0.923046,HOROZ
0.238858,0.29583,0.17478,0.634238,0.119257,0.186336,0.625173,0.218357,0.567679,0.191635,0.681675,HOROZ
0.232596,0.297944,0.167328,0.658069,0.118061,0.19724,0.659425,0.211516,0.570721,0.187917,0.884737,HOROZ
0.245277,0.337693,0.135583,0.839746,0.11802,0.862284,0.591679,0.089178,0.629581,0.125811,0.895396,HOROZ
0.232761,0.311705,0.156047,0.719263,0.11835,0.670374,0.659217,0.16784,0.59073,0.164801,0.890189,HOROZ
0.243165,0.332916,0.138182,0.820451,0.117806,0.78759,0.603477,0.103599,0.62201,0.132659,0.942505,HOROZ
0.243893,0.294906,0.168841,0.647438,0.118836,0.230235,0.601083,0.223083,0.564807,0.1939,0.951909,HOROZ
0.239501,0.299296,0.165773,0.665145,0.118845,0.203838,0.624357,0.208674,0.571292,0.186105,0.929202,HOROZ
0.232205,0.304451,0.16257,0.685122,0.118548,0.795433,0.664684,0.192342,0.578601,0.177342,0.896246,HOROZ
0.237157,0.313643,0.154421,0.728199,0.11917,0.225993,0.637695,0.163343,0.592118,0.162218,0.922358,HOROZ
0.236173,0.302763,0.163468,0.678958,0.118684,0.576864,0.643467,0.198154,0.575756,0.180354,0.921525,HOROZ
0.248448,0.341338,0.133143,0.856063,0.118346,0.143841,0.578885,0.080865,0.632725,0.12152,0.928726,HOROZ
0.255202,0.324535,0.146377,0.77625,0.119377,0.140782,0.544897,0.130339,0.607832,0.145477,0.90972,HOROZ
0.238885,0.311735,0.156499,0.71807,0.118577,0.19302,0.630152,0.170429,0.588242,0.165677,0.923524,HOROZ
0.235997,0.305667,0.164026,0.683916,0.11842,0.254481,0.645921,0.189754,0.57919,0.175745,0.831536,HOROZ
0.238319,0.325811,0.144376,0.785135,0.118663,0.670761,0.633397,0.12728,0.608946,0.143831,0.963126,HOROZ
0.255549,0.311824,0.159048,0.711199,0.120436,0.436349,0.545356,0.170913,0.587656,0.165795,0.841825,HOROZ
0.246801,0.315032,0.154141,0.732131,0.119401,0.496127,0.589752,0.160967,0.592319,0.160666,0.92867,HOROZ
0.240368,0.283859,0.196168,0.557011,0.1257,0.746475,0.623585,0.262873,0.546226,0.215503,0.387972,HOROZ
0.237708,0.321304,0.148869,0.761532,0.118977,0.735225,0.63831,0.141928,0.601315,0.150967,0.945324,HOROZ
0.235479,0.304438,0.163107,0.683651,0.119381,0.312474,0.651041,0.195135,0.576049,0.178333,0.928677,HOROZ
0.245883,0.32978,0.143387,0.797266,0.119389,0.825759,0.595569,0.116779,0.61346,0.138439,0.911712,HOROZ
0.241365,0.309062,0.159235,0.704492,0.119249,0.743141,0.619482,0.180497,0.582762,0.170621,0.933623,HOROZ
0.240029,0.305612,0.162287,0.688472,0.119348,0.733702,0.627036,0.191764,0.577417,0.176483,0.930646,HOROZ
0.243377,0.32398,0.147753,0.770922,0.119228,0.143203,0.609647,0.134788,0.604301,0.147231,0.927874,HOROZ
0.238258,0.290327,0.183859,0.599816,0.122035,0.440987,0.63738,0.24249,0.554382,0.203802,0.637456,HOROZ
0.248721,0.331957,0.14406,0.800264,0.119508,0.085362,0.584321,0.112461,0.614543,0.135984,0.865134,HOROZ
0.236095,0.301908,0.168295,0.664278,0.119451,0.207084,0.651354,0.205627,0.570199,0.183499,0.860658,HOROZ
0.251385,0.333943,0.143166,0.80756,0.120551,0.664633,0.570951,0.106743,0.617331,0.133187,0.844465,HOROZ
0.246471,0.332115,0.143469,0.802416,0.120898,0.218364,0.597835,0.113171,0.613603,0.136138,0.905815,HOROZ
0.233045,0.304305,0.166123,0.6753,0.119991,0.322257,0.67085,0.199542,0.57221,0.179965,0.897733,HOROZ
0.254969,0.327538,0.148014,0.778305,0.120733,0.163824,0.555987,0.127728,0.60596,0.143124,0.88531,HOROZ
0.251637,0.319169,0.157149,0.732987,0.120815,0.439699,0.573454,0.153614,0.593225,0.155997,0.799922,HOROZ
0.246526,0.332022,0.143644,0.801671,0.119917,0.334595,0.600209,0.115101,0.611822,0.13681,0.934149,HOROZ
0.235953,0.308732,0.16126,0.698217,0.120172,0.728988,0.657144,0.186838,0.577366,0.173013,0.969209,HOROZ
0.255515,0.339491,0.138307,0.835413,0.120799,0.618916,0.555102,0.093662,0.622358,0.126408,0.930949,HOROZ
0.253645,0.325611,0.149164,0.770513,0.120114,0.174954,0.564656,0.134837,0.601852,0.14643,0.923598,HOROZ
0.240616,0.301617,0.168121,0.664092,0.120131,0.227137,0.632814,0.210355,0.566348,0.185353,0.946036,HOROZ
0.251253,0.339112,0.140982,0.826228,0.120947,0.362514,0.577298,0.095211,0.621343,0.127075,0.848988,HOROZ
0.255517,0.321295,0.155278,0.743068,0.120889,0.421685,0.556367,0.148669,0.594834,0.153232,0.836498,HOROZ
0.239391,0.3027,0.169277,0.663445,0.1207,0.501564,0.640659,0.207628,0.567222,0.183754,0.886425,HOROZ
0.227363,0.289765,0.179589,0.609067,0.120444,0.789639,0.709901,0.251858,0.547045,0.207621,0.939154,HOROZ
0.252138,0.326387,0.152621,0.762219,0.120869,0.514213,0.575973,0.134863,0.600687,0.14605,0.818287,HOROZ
0.235833,0.314912,0.160532,0.714018,0.121277,0.852567,0.662316,0.170143,0.583834,0.163868,0.864545,HOROZ
0.244462,0.330013,0.146803,0.78757,0.120856,0.693053,0.615849,0.124064,0.605922,0.140705,0.931453,HOROZ
0.245538,0.320026,0.157625,0.733578,0.121219,0.263507,0.61022,0.154344,0.591271,0.155798,0.821481,HOROZ
0.248976,0.336717,0.144066,0.811234,0.120906,0.129041,0.593087,0.104753,0.615249,0.131238,0.851129,HOROZ
0.249876,0.334918,0.144776,0.80493,0.120708,0.519885,0.588484,0.110051,0.612594,0.133791,0.876304,HOROZ
0.234682,0.289678,0.18284,0.600905,0.120955,0.305406,0.669742,0.252896,0.546274,0.208061,0.841213,HOROZ
0.252281,0.319529,0.155722,0.737825,0.120704,0.148522,0.576476,0.156566,0.589886,0.156807,0.919117,HOROZ
0.248745,0.330159,0.146755,0.788048,0.12084,0.130477,0.594855,0.124486,0.605294,0.140772,0.945682,HOROZ
0.247756,0.32002,0.156127,0.737785,0.121083,0.193823,0.60049,0.155539,0.590143,0.156204,0.899002,HOROZ
0.236105,0.320397,0.155447,0.740563,0.120617,0.849108,0.663373,0.154703,0.590386,0.155726,0.919202,HOROZ
0.246567,0.344767,0.136265,0.854186,0.120621,0.877763,0.607266,0.0825,0.625997,0.120491,0.9385,HOROZ
0.246175,0.303921,0.170153,0.663838,0.121429,0.278757,0.609317,0.206727,0.566247,0.182731,0.875068,HOROZ
0.232198,0.278495,0.19303,0.552981,0.121265,0.871286,0.685251,0.292517,0.529015,0.230346,0.854176,HOROZ
0.238646,0.312302,0.163173,0.700965,0.121162,0.264491,0.649983,0.18024,0.57824,0.168756,0.881688,HOROZ
0.23866,0.303801,0.170785,0.661923,0.120642,0.551008,0.650204,0.207595,0.565639,0.183108,0.864952,HOROZ
0.241102,0.322618,0.15532,0.745938,0.121417,0.413376,0.63722,0.148541,0.593018,0.15251,0.87117,HOROZ
0.23427,0.303642,0.171274,0.6603,0.120947,0.876709,0.6751,0.208568,0.564994,0.183546,0.860736,HOROZ
0.232934,0.294479,0.177176,0.625262,0.121401,0.809657,0.68273,0.238808,0.551511,0.199891,0.930692,HOROZ
0.25244,0.340097,0.142347,0.824306,0.121512,0.164705,0.57865,0.096978,0.618116,0.127183,0.860069,HOROZ
0.247302,0.336239,0.143993,0.810351,0.1211,0.307857,0.605444,0.108426,0.612281,0.132643,0.911955,HOROZ
0.23832,0.31455,0.160546,0.713169,0.121269,0.634791,0.653766,0.17442,0.580365,0.165531,0.934245,HOROZ
0.238563,0.307122,0.168931,0.674084,0.121223,0.57918,0.653036,0.198338,0.569179,0.177943,0.858729,HOROZ
0.233089,0.264542,0.204588,0.498093,0.122122,0.494973,0.683404,0.344762,0.506955,0.260864,0.939945,HOROZ
0.243607,0.300241,0.174442,0.644701,0.121199,0.198501,0.626261,0.220902,0.558908,0.189937,0.873564,HOROZ
0.249286,0.322997,0.153064,0.753247,0.121561,0.197504,0.596506,0.148916,0.592106,0.152442,0.972914,HOROZ
0.272595,0.348547,0.139894,0.851551,0.122905,0.072382,0.483454,0.074415,0.628783,0.116293,0.746813,HOROZ
0.230398,0.299212,0.173867,0.64393,0.121314,0.842591,0.700017,0.224971,0.556794,0.192012,0.937963,HOROZ
0.236642,0.263071,0.218957,0.46482,0.125024,0.281429,0.665282,0.351281,0.50395,0.264606,0.531766,HOROZ
0.243784,0.289201,0.184422,0.596043,0.122452,0.372476,0.627484,0.259164,0.541571,0.210694,0.885018,HOROZ
0.260653,0.33782,0.143897,0.814295,0.121982,0.321336,0.542168,0.106476,0.611917,0.131274,0.922739,HOROZ
0.251424,0.339783,0.144398,0.817298,0.122608,0.342852,0.590041,0.101756,0.613774,0.12885,0.867457,HOROZ
0.245846,0.327847,0.152526,0.765807,0.122505,0.384107,0.619455,0.137327,0.596171,0.146137,0.911505,HOROZ
0.243166,0.328179,0.151195,0.770434,0.121937,0.752864,0.633695,0.136325,0.596655,0.14564,0.951316,HOROZ
0.243166,0.328179,0.151195,0.770434,0.121937,0.752864,0.633695,0.136325,0.596655,0.14564,0.951316,HOROZ
0.243733,0.312434,0.163739,0.699721,0.122518,0.621882,0.630797,0.184979,0.573668,0.170324,0.954339,HOROZ
0.239436,0.32213,0.158477,0.735908,0.121768,0.612807,0.654124,0.154892,0.587679,0.154894,0.862223,HOROZ
0.248971,0.328863,0.150489,0.774055,0.122283,0.427538,0.604141,0.134925,0.597014,0.144839,0.970489,HOROZ
0.264515,0.344691,0.143634,0.830968,0.123008,0.950301,0.526914,0.088854,0.619635,0.12252,0.782152,HOROZ
0.252329,0.333414,0.148328,0.79083,0.122596,0.096933,0.588081,0.12213,0.602856,0.138424,0.93498,HOROZ
0.263593,0.361528,0.127439,0.92269,0.122353,0.680499,0.532341,0.04236,0.643463,0.10102,0.944623,HOROZ
0.251696,0.336125,0.146124,0.803644,0.122225,0.240837,0.591859,0.114459,0.606464,0.134641,0.946272,HOROZ
0.261878,0.333364,0.150621,0.783926,0.12382,0.618072,0.540993,0.122714,0.602357,0.138638,0.859333,HOROZ
0.25849,0.343122,0.14409,0.825944,0.122798,0.825283,0.557689,0.094182,0.616529,0.124911,0.82532,HOROZ
0.242337,0.32393,0.155352,0.748809,0.12211,0.337685,0.641678,0.15139,0.588388,0.152794,0.962937,HOROZ
0.244701,0.272147,0.217183,0.48678,0.126364,0.372933,0.630025,0.323777,0.512657,0.246948,0.401967,HOROZ
0.244898,0.33458,0.149764,0.789232,0.122617,0.739693,0.629943,0.120593,0.602671,0.137363,0.885024,HOROZ
0.255843,0.321504,0.163387,0.720844,0.123746,0.152548,0.573695,0.160334,0.583443,0.157052,0.768888,HOROZ
0.254159,0.307576,0.170284,0.671516,0.123771,0.206814,0.582567,0.204378,0.563046,0.179814,0.936392,HOROZ
0.265184,0.31742,0.165668,0.705544,0.123722,0.936206,0.528186,0.173352,0.577183,0.163626,0.812927,HOROZ
0.242033,0.312647,0.166587,0.692504,0.122703,0.203254,0.646888,0.188694,0.569948,0.171496,0.927324,HOROZ
0.25094,0.343384,0.142805,0.830503,0.123433,0.512461,0.602189,0.097299,0.613015,0.125777,0.942463,HOROZ
0.267798,0.335711,0.153587,0.780553,0.124398,0.130637,0.518891,0.120007,0.601607,0.136631,0.764572,HOROZ
0.253097,0.312859,0.169948,0.684001,0.124348,0.215873,0.59168,0.189935,0.568505,0.171811,0.836071,HOROZ
0.249922,0.336182,0.150263,0.791407,0.123635,0.115316,0.60855,0.118971,0.601941,0.136072,0.880869,HOROZ
0.250769,0.322044,0.160678,0.729554,0.123882,0.17744,0.604687,0.161908,0.581183,0.157303,0.91282,HOROZ
0.304768,0.33126,0.156251,0.762771,0.126455,0.214278,0.35798,0.134008,0.594425,0.143354,0.808914,HOROZ
0.251718,0.338999,0.147569,0.805892,0.123759,0.11434,0.600722,0.111617,0.605106,0.132369,0.918829,HOROZ
0.265792,0.366871,0.126661,0.938088,0.123697,0.087459,0.530525,0.033373,0.645319,0.096188,0.939728,HOROZ
0.26759,0.356136,0.13542,0.883568,0.12462,0.237351,0.521919,0.062791,0.629796,0.109441,0.897519,HOROZ
0.251374,0.345803,0.143979,0.832474,0.123078,0.866003,0.603034,0.092241,0.614601,0.123084,0.867054,HOROZ
0.245459,0.321567,0.162798,0.72261,0.12373,0.194268,0.634389,0.1645,0.579441,0.158427,0.870924,HOROZ
0.245663,0.315458,0.17008,0.689356,0.124962,0.712934,0.633784,0.183829,0.570343,0.168279,0.79381,HOROZ
0.233953,0.296452,0.183166,0.614629,0.123449,0.905082,0.69818,0.245495,0.542827,0.201133,0.902362,HOROZ
0.254128,0.325591,0.159766,0.740042,0.124472,0.383607,0.589972,0.152683,0.584758,0.152378,0.873866,HOROZ
0.281066,0.359096,0.15057,0.842719,0.131674,0.663299,0.461232,0.055751,0.632859,0.106056,0.276576,HOROZ
0.237885,0.309268,0.170811,0.673842,0.123973,0.68753,0.676816,0.203967,0.56097,0.178713,0.960513,HOROZ
0.244377,0.336234,0.150383,0.791171,0.123099,0.820165,0.641525,0.121074,0.599807,0.136727,0.918753,HOROZ
0.243869,0.327229,0.156873,0.751911,0.123837,0.606854,0.644512,0.148179,0.586668,0.150046,0.941474,HOROZ
0.243869,0.327229,0.156873,0.751911,0.123837,0.606854,0.644512,0.148179,0.586668,0.150046,0.941474,HOROZ
0.251047,0.281234,0.198574,0.546029,0.125222,0.539106,0.606749,0.298297,0.520253,0.23072,0.85339,HOROZ
0.24556,0.330526,0.153636,0.768664,0.124097,0.28114,0.635713,0.138385,0.591271,0.145156,0.968478,HOROZ
0.243455,0.31991,0.164917,0.713106,0.124488,0.69689,0.647033,0.170813,0.575945,0.161439,0.865159,HOROZ
0.257644,0.343281,0.148661,0.812409,0.124546,0.52611,0.573672,0.101132,0.609331,0.127039,0.794973,HOROZ
