@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,4,10-12,16-17'

@attribute Perimeter numeric
@attribute MinorAxisLength numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.271777,0.218882,0.967782,0.692855,0.248685,0.871344,HOROZ
0.29875,0.180597,0.909738,0.559452,0.11876,0.954113,HOROZ
0.279806,0.211479,0.904969,0.652193,0.229039,0.942275,HOROZ
0.29149,0.182758,0.915499,0.594376,0.118976,0.88299,HOROZ
0.28658,0.204236,0.88902,0.618363,0.199961,0.916303,HOROZ
0.278923,0.198135,0.922141,0.656937,0.173552,0.87529,HOROZ
0.288428,0.199461,0.881365,0.609997,0.165341,0.756955,HOROZ
0.284579,0.180702,0.957641,0.630449,0.116141,0.940426,HOROZ
0.273498,0.210825,0.931529,0.687775,0.219587,0.89368,HOROZ
0.280054,0.196068,0.9174,0.654321,0.174335,0.97191,HOROZ
0.282332,0.193645,0.905785,0.64296,0.15881,0.908699,HOROZ
0.272777,0.229747,0.940065,0.69237,0.286736,0.888951,HOROZ
0.29096,0.179608,0.902904,0.601026,0.108923,0.920489,HOROZ
0.297613,0.176415,0.946085,0.569275,0.098753,0.934074,HOROZ
0.297613,0.176415,0.946085,0.569275,0.098753,0.934074,HOROZ
0.28229,0.191078,0.921211,0.644682,0.150217,0.92397,HOROZ
0.301435,0.19275,0.907636,0.55305,0.15922,0.958592,HOROZ
0.294341,0.20557,0.912922,0.58694,0.198954,0.90024,HOROZ
0.294061,0.197285,0.922056,0.588474,0.170502,0.91447,HOROZ
0.317813,0.15923,0.897485,0.480634,0.037858,0.960433,HOROZ
0.297176,0.185168,0.907519,0.574032,0.130077,0.948171,HOROZ
0.308464,0.190889,0.799943,0.522188,0.133192,0.781078,HOROZ
0.300316,0.178282,0.888251,0.559623,0.091736,0.817813,HOROZ
0.292233,0.200378,0.896924,0.598463,0.172649,0.836901,HOROZ
0.292233,0.200378,0.896924,0.598463,0.172649,0.836901,HOROZ
0.284947,0.208121,0.892191,0.634591,0.201999,0.853204,HOROZ
0.297282,0.208355,0.713297,0.574761,0.179931,0.641246,HOROZ
0.290907,0.18555,0.934522,0.60537,0.132393,0.964992,HOROZ
0.28145,0.214252,0.686507,0.652692,0.19064,0.54881,HOROZ
0.292757,0.214874,0.866733,0.597122,0.22047,0.805665,HOROZ
0.299106,0.192265,0.878043,0.567015,0.135523,0.767951,HOROZ
0.301176,0.194145,0.889718,0.55848,0.143516,0.787134,HOROZ
0.373249,0.18763,0.693524,0.271223,0.13587,0.938678,HOROZ
0.275745,0.215702,0.919463,0.684209,0.238202,0.950521,HOROZ
0.286152,0.204535,0.917026,0.631736,0.186758,0.84978,HOROZ
0.302248,0.1892,0.858914,0.554504,0.125967,0.794549,HOROZ
0.282607,0.214231,0.895495,0.649703,0.229773,0.926611,HOROZ
0.289077,0.193954,0.951453,0.617704,0.149089,0.855047,HOROZ
0.293659,0.193714,0.85514,0.595451,0.154804,0.918202,HOROZ
0.293659,0.193714,0.85514,0.595451,0.154804,0.918202,HOROZ
0.299783,0.167148,0.907545,0.566388,0.050469,0.83054,HOROZ
0.282746,0.20545,0.901219,0.649595,0.181834,0.777364,HOROZ
0.282503,0.246271,0.500208,0.651344,0.268784,0.266767,HOROZ
0.289328,0.196254,0.909449,0.617443,0.160622,0.892149,HOROZ
0.293641,0.223064,0.78777,0.596778,0.237846,0.720978,HOROZ
0.288673,0.19043,0.922946,0.621849,0.138433,0.886966,HOROZ
0.28818,0.209815,0.86127,0.624337,0.192886,0.746688,HOROZ
0.30427,0.167127,0.904598,0.547691,0.062488,0.96516,HOROZ
0.302898,0.182538,0.866004,0.554017,0.111599,0.902397,HOROZ
0.296319,0.178921,0.912315,0.585065,0.095092,0.868895,HOROZ
0.285042,0.196714,0.922082,0.640402,0.167928,0.955775,HOROZ
0.299038,0.180089,0.807166,0.572487,0.082605,0.707299,HOROZ
0.296295,0.18235,0.893574,0.585539,0.1076,0.873135,HOROZ
0.285299,0.206768,0.914617,0.639308,0.193474,0.85728,HOROZ
0.290187,0.223282,0.893366,0.615236,0.249123,0.826251,HOROZ
0.306054,0.208151,0.860044,0.540347,0.193564,0.813938,HOROZ
0.288028,0.225306,0.847925,0.626072,0.254525,0.810763,HOROZ
0.295603,0.182246,0.916942,0.589443,0.11226,0.925942,HOROZ
0.269818,0.24917,0.849134,0.72092,0.338339,0.80172,HOROZ
0.308802,0.215256,0.886543,0.529178,0.206312,0.705582,HOROZ
0.308074,0.220164,0.451403,0.532574,0.168715,0.20362,HOROZ
0.289981,0.193415,0.889787,0.618562,0.146295,0.878538,HOROZ
0.280637,0.215255,0.897943,0.665849,0.231018,0.939835,HOROZ
0.293619,0.184936,0.906074,0.601186,0.121443,0.934558,HOROZ
0.28878,0.231713,0.877137,0.626049,0.275632,0.816684,HOROZ
0.297669,0.193127,0.863697,0.583203,0.139811,0.837111,HOROZ
0.30069,0.217286,0.878518,0.568976,0.233289,0.902633,HOROZ
0.288707,0.230157,0.791097,0.62728,0.227636,0.440425,HOROZ
0.293285,0.219302,0.865145,0.605039,0.239853,0.90118,HOROZ
0.28632,0.214712,0.890647,0.640437,0.220704,0.882705,HOROZ
0.302918,0.194904,0.866858,0.56044,0.153653,0.920348,HOROZ
0.307475,0.197098,0.856348,0.539596,0.135449,0.672713,HOROZ
0.295379,0.195185,0.875202,0.59644,0.147455,0.853839,HOROZ
0.260735,0.25639,0.872752,0.77737,0.361001,0.809202,HOROZ
0.297376,0.176833,0.908953,0.587022,0.088988,0.925259,HOROZ
0.298371,0.198862,0.8464,0.582671,0.162035,0.870593,HOROZ
0.292057,0.194978,0.931799,0.613059,0.152328,0.910624,HOROZ
0.291656,0.191732,0.882934,0.615353,0.140915,0.914819,HOROZ
0.317573,0.195622,0.779442,0.496062,0.134189,0.719496,HOROZ
0.286356,0.223593,0.885024,0.642226,0.252548,0.894708,HOROZ
0.291189,0.202914,0.878772,0.618505,0.163609,0.755865,HOROZ
0.287245,0.198976,0.920166,0.638115,0.167023,0.921719,HOROZ
0.300843,0.193185,0.92222,0.572496,0.136272,0.827411,HOROZ
0.333364,0.18512,0.822661,0.43095,0.112348,0.878504,HOROZ
0.28757,0.234443,0.840927,0.637559,0.278288,0.785834,HOROZ
0.297706,0.197523,0.849265,0.588771,0.156016,0.876847,HOROZ
0.271721,0.239338,0.845726,0.720612,0.289757,0.738154,HOROZ
0.294295,0.238941,0.531148,0.605465,0.235525,0.270219,HOROZ
0.282126,0.208944,0.932103,0.666316,0.199377,0.903537,HOROZ
0.301779,0.179421,0.890717,0.570183,0.096522,0.932345,HOROZ
0.286468,0.201163,0.919286,0.644683,0.169724,0.888877,HOROZ
0.298246,0.172284,0.957696,0.587236,0.073656,0.961851,HOROZ
0.284229,0.199153,0.956796,0.656219,0.169714,0.958412,HOROZ
0.283903,0.204645,0.936692,0.658155,0.182511,0.894986,HOROZ
0.289815,0.197637,0.900015,0.628672,0.148557,0.811329,HOROZ
0.299202,0.166367,0.961585,0.583237,0.046684,0.907339,HOROZ
0.293031,0.202158,0.835568,0.613593,0.165194,0.820699,HOROZ
0.2873,0.191974,0.946488,0.642087,0.137972,0.908914,HOROZ
0.294977,0.207663,0.918539,0.604392,0.18563,0.829894,HOROZ
0.318247,0.186476,0.884231,0.497792,0.112186,0.851144,HOROZ
0.287027,0.203504,0.87888,0.643875,0.168632,0.81136,HOROZ
0.286773,0.21038,0.919067,0.645661,0.20048,0.883005,HOROZ
0.293994,0.203352,0.844611,0.609983,0.16607,0.795253,HOROZ
0.296149,0.19835,0.911209,0.59964,0.157462,0.883173,HOROZ
0.3102,0.213551,0.723057,0.535146,0.176827,0.565364,HOROZ
0.294871,0.219474,0.51352,0.606938,0.167809,0.292094,HOROZ
0.291545,0.196613,0.920842,0.624111,0.154239,0.92412,HOROZ
0.285998,0.212588,0.860407,0.653002,0.198886,0.815059,HOROZ
0.288958,0.238219,0.756346,0.638514,0.258154,0.53336,HOROZ
0.300225,0.188468,0.903102,0.584184,0.119784,0.884503,HOROZ
0.29721,0.200242,0.901565,0.598832,0.166426,0.930129,HOROZ
0.282642,0.216034,0.911869,0.671266,0.210978,0.820297,HOROZ
0.296782,0.212029,0.913221,0.601053,0.201548,0.865609,HOROZ
0.305154,0.2351,0.364211,0.561582,0.207527,0.183404,HOROZ
0.279297,0.206357,0.965888,0.689213,0.190499,0.954949,HOROZ
0.327628,0.180125,0.846697,0.463261,0.089883,0.891018,HOROZ
0.293116,0.193607,0.924971,0.619836,0.141903,0.929473,HOROZ
0.298433,0.187346,0.943174,0.594252,0.117634,0.911974,HOROZ
0.302698,0.174093,0.927463,0.574204,0.073017,0.939947,HOROZ
0.283388,0.238901,0.901779,0.669461,0.300821,0.907808,HOROZ
0.287407,0.230655,0.75146,0.649311,0.238874,0.616014,HOROZ
0.293117,0.192402,0.956981,0.62102,0.140048,0.960239,HOROZ
0.288208,0.19305,0.942602,0.645598,0.14113,0.949815,HOROZ
0.291661,0.20141,0.890486,0.628675,0.164626,0.890441,HOROZ
0.303852,0.182459,0.928935,0.570198,0.103311,0.952174,HOROZ
0.305371,0.168256,0.95095,0.563241,0.050319,0.93087,HOROZ
0.315666,0.199671,0.846315,0.516685,0.162283,0.928506,HOROZ
0.315666,0.199671,0.846315,0.516685,0.162283,0.928506,HOROZ
0.302222,0.186807,0.838201,0.578508,0.108427,0.854557,HOROZ
0.288248,0.198055,0.897255,0.646405,0.153902,0.906746,HOROZ
0.304379,0.190645,0.906302,0.569585,0.127937,0.918461,HOROZ
0.305476,0.196763,0.856065,0.564482,0.140725,0.831816,HOROZ
0.301074,0.215182,0.879583,0.585133,0.209319,0.861144,HOROZ
0.290602,0.206865,0.92868,0.638729,0.188801,0.963418,HOROZ
0.299056,0.189855,0.920877,0.597657,0.122863,0.914549,HOROZ
0.301466,0.186444,0.905312,0.58659,0.106169,0.872753,HOROZ
0.308901,0.189924,0.803156,0.552669,0.10357,0.731635,HOROZ
0.280129,0.223635,0.920817,0.69411,0.238364,0.879935,HOROZ
0.304587,0.176292,0.952333,0.573257,0.065155,0.832144,HOROZ
0.289673,0.207506,0.908612,0.645788,0.187793,0.946705,HOROZ
0.304023,0.199019,0.812445,0.577095,0.134834,0.734846,HOROZ
0.294736,0.21174,0.931865,0.621606,0.195523,0.882847,HOROZ
0.305697,0.186435,0.899589,0.569362,0.109549,0.922198,HOROZ
0.291575,0.208583,0.892061,0.637367,0.190607,0.9433,HOROZ
0.290483,0.217643,0.898718,0.642802,0.217587,0.893926,HOROZ
0.299139,0.18205,0.95514,0.60065,0.09441,0.928976,HOROZ
0.303223,0.206703,0.891211,0.581415,0.164968,0.76674,HOROZ
0.308502,0.18617,0.913006,0.557188,0.107325,0.914615,HOROZ
0.288165,0.220396,0.905955,0.655714,0.229645,0.922337,HOROZ
0.291281,0.202296,0.900636,0.64019,0.165435,0.925265,HOROZ
0.298258,0.208919,0.876287,0.606156,0.176318,0.806511,HOROZ
0.302884,0.181859,0.96666,0.58422,0.094304,0.943007,HOROZ
0.305735,0.190807,0.904445,0.570991,0.12974,0.978144,HOROZ
0.292411,0.243183,0.900898,0.634972,0.302962,0.8556,HOROZ
0.288785,0.201348,0.906446,0.653066,0.158072,0.889606,HOROZ
0.29941,0.196574,0.945209,0.601082,0.134226,0.824716,HOROZ
0.297285,0.21007,0.939187,0.61137,0.194285,0.939894,HOROZ
0.279284,0.230256,0.856329,0.702659,0.24464,0.746896,HOROZ
0.313915,0.195239,0.787586,0.534529,0.116821,0.70723,HOROZ
0.300708,0.205577,0.929923,0.596071,0.178973,0.953447,HOROZ
0.298272,0.198569,0.945777,0.608103,0.148633,0.904307,HOROZ
0.293206,0.206267,0.934296,0.634139,0.173242,0.886048,HOROZ
0.298497,0.196805,0.953967,0.609109,0.140691,0.900891,HOROZ
0.293679,0.189422,0.970731,0.632773,0.117699,0.933418,HOROZ
0.311319,0.195049,0.90378,0.54942,0.1381,0.938501,HOROZ
0.31395,0.163762,0.936211,0.5379,0.023607,0.908989,HOROZ
0.313354,0.191733,0.87757,0.540819,0.117272,0.854876,HOROZ
0.303935,0.192737,0.919155,0.584485,0.123655,0.883728,HOROZ
0.312173,0.200072,0.874976,0.546558,0.136985,0.763323,HOROZ
0.301292,0.218385,0.668978,0.597709,0.157494,0.358572,HOROZ
0.295372,0.220037,0.853831,0.627145,0.21376,0.830421,HOROZ
0.285424,0.243696,0.75696,0.677065,0.272426,0.608602,HOROZ
0.293139,0.199103,0.890565,0.638171,0.146368,0.894229,HOROZ
0.287816,0.215263,0.929511,0.664998,0.20628,0.918965,HOROZ
0.281023,0.220562,0.962224,0.700314,0.22344,0.905234,HOROZ
0.290398,0.220919,0.905443,0.652668,0.221138,0.874736,HOROZ
0.309787,0.178255,0.921177,0.559858,0.071016,0.887231,HOROZ
0.293614,0.230921,0.881241,0.637145,0.243943,0.763006,HOROZ
0.286644,0.213395,0.942282,0.672428,0.191077,0.847384,HOROZ
0.310052,0.187517,0.884608,0.559379,0.090036,0.75651,HOROZ
0.303934,0.196108,0.890349,0.587992,0.131685,0.86721,HOROZ
0.303051,0.195225,0.905364,0.592357,0.134466,0.925402,HOROZ
0.298657,0.253611,0.840809,0.613578,0.301818,0.576754,HOROZ
0.287018,0.255895,0.921743,0.671449,0.346533,0.897118,HOROZ
0.301487,0.197467,0.916952,0.600818,0.129097,0.803358,HOROZ
0.301088,0.180427,0.941982,0.60283,0.083683,0.949882,HOROZ
0.310228,0.190379,0.87913,0.560535,0.105128,0.817513,HOROZ
0.308274,0.176655,0.94071,0.569712,0.068015,0.931722,HOROZ
0.294467,0.199747,0.913068,0.635854,0.148999,0.922692,HOROZ
0.310871,0.185498,0.921037,0.558031,0.094678,0.88693,HOROZ
0.285252,0.240549,0.873767,0.683098,0.275126,0.760298,HOROZ
0.29819,0.209961,0.897088,0.618694,0.181667,0.895299,HOROZ
0.307513,0.210775,0.836497,0.574935,0.167607,0.739403,HOROZ
0.292899,0.230624,0.911923,0.64547,0.248764,0.844361,HOROZ
0.310473,0.198558,0.917031,0.561798,0.145612,0.943901,HOROZ
0.292396,0.216081,0.936996,0.649389,0.196046,0.840095,HOROZ
0.300362,0.204972,0.784129,0.610905,0.133069,0.617647,HOROZ
0.294091,0.200673,0.937711,0.64159,0.152538,0.948078,HOROZ
0.31818,0.182683,0.902947,0.52913,0.079438,0.860509,HOROZ
0.293657,0.223264,0.915945,0.644601,0.223669,0.869703,HOROZ
0.302763,0.217303,0.76475,0.600668,0.175991,0.624301,HOROZ
0.308217,0.187148,0.903932,0.575437,0.10029,0.916521,HOROZ
0.289266,0.235875,0.921319,0.667613,0.251103,0.720855,HOROZ
0.29772,0.245788,0.885309,0.625637,0.308586,0.923045,HOROZ
0.332996,0.17066,0.836727,0.466936,0.040459,0.906403,HOROZ
0.288894,0.217183,0.958059,0.670651,0.208454,0.940495,HOROZ
0.302244,0.198457,0.930021,0.604917,0.137839,0.900385,HOROZ
0.302244,0.198457,0.930021,0.604917,0.137839,0.900385,HOROZ
0.305907,0.235821,0.85235,0.588232,0.23969,0.63095,HOROZ
0.296055,0.211825,0.938048,0.636037,0.186786,0.922483,HOROZ
0.305817,0.194555,0.91516,0.589053,0.119636,0.864362,HOROZ
0.289424,0.216248,0.932543,0.669241,0.202953,0.92755,HOROZ
0.296774,0.230244,0.8708,0.633269,0.224059,0.672412,HOROZ
0.308075,0.206863,0.867718,0.580663,0.152035,0.772995,HOROZ
0.307062,0.211437,0.885869,0.585802,0.180404,0.891386,HOROZ
0.310309,0.195512,0.739577,0.5722,0.096405,0.631699,HOROZ
0.31081,0.19257,0.932492,0.570227,0.114381,0.908774,HOROZ
0.300426,0.203356,0.912759,0.619402,0.152103,0.905603,HOROZ
0.296191,0.245887,0.729229,0.640128,0.273757,0.651827,HOROZ
0.296191,0.245887,0.729229,0.640128,0.273757,0.651827,HOROZ
0.291209,0.22146,0.928891,0.666442,0.214228,0.897344,HOROZ
0.294127,0.215351,0.935945,0.65218,0.179714,0.77824,HOROZ
0.307391,0.24034,0.88587,0.588014,0.283888,0.927042,HOROZ
0.293145,0.228252,0.919522,0.657312,0.223836,0.769322,HOROZ
0.295386,0.210153,0.883938,0.646193,0.163333,0.797301,HOROZ
0.325715,0.16536,0.900507,0.505617,0.015054,0.888813,HOROZ
0.290341,0.212329,0.940805,0.67159,0.181964,0.90131,HOROZ
0.295349,0.203161,0.941474,0.646596,0.147618,0.883018,HOROZ
0.297515,0.216222,0.88811,0.635984,0.192772,0.875207,HOROZ
0.304962,0.230086,0.685941,0.600362,0.200575,0.502279,HOROZ
0.297317,0.226872,0.927124,0.638351,0.227651,0.859102,HOROZ
0.316391,0.20391,0.87027,0.548782,0.146188,0.855065,HOROZ
0.292578,0.209971,0.949119,0.662781,0.173492,0.914396,HOROZ
0.303453,0.216467,0.918262,0.609722,0.199908,0.949046,HOROZ
0.321341,0.203738,0.859122,0.527583,0.143601,0.841899,HOROZ
0.290477,0.225764,0.943691,0.674184,0.22718,0.900155,HOROZ
0.305976,0.21426,0.831299,0.598214,0.176011,0.800902,HOROZ
0.323837,0.189056,0.888244,0.516981,0.098078,0.903988,HOROZ
0.303978,0.207492,0.909813,0.607882,0.165515,0.927676,HOROZ
0.307058,0.197305,0.911784,0.593341,0.126407,0.897682,HOROZ
0.30495,0.216657,0.887065,0.604258,0.186134,0.824004,HOROZ
0.308126,0.212012,0.89587,0.590242,0.18259,0.950497,HOROZ
0.306346,0.221524,0.90572,0.59922,0.208311,0.880947,HOROZ
0.299045,0.235015,0.897027,0.634434,0.227589,0.625453,HOROZ
0.303366,0.210819,0.91098,0.613783,0.16204,0.801614,HOROZ
0.300732,0.21254,0.94638,0.626857,0.183076,0.945268,HOROZ
0.308936,0.200295,0.884312,0.587892,0.121888,0.773161,HOROZ
0.308936,0.200295,0.884312,0.587892,0.121888,0.773161,HOROZ
0.296505,0.220909,0.886548,0.648392,0.20272,0.857921,HOROZ
0.296312,0.263883,0.882235,0.649541,0.348684,0.815927,HOROZ
0.298896,0.209495,0.898525,0.637011,0.16309,0.864705,HOROZ
0.304972,0.195411,0.929458,0.607907,0.114357,0.873713,HOROZ
0.316357,0.205753,0.862216,0.555169,0.152353,0.890922,HOROZ
0.306992,0.204558,0.937344,0.598656,0.150961,0.918465,HOROZ
0.295976,0.218495,0.936522,0.65272,0.195892,0.883262,HOROZ
0.29687,0.209097,0.924097,0.648305,0.169062,0.942382,HOROZ
0.306694,0.197861,0.905617,0.600781,0.129549,0.943904,HOROZ
0.310287,0.225243,0.881183,0.584416,0.216701,0.860232,HOROZ
0.299886,0.21076,0.895943,0.634411,0.16389,0.84349,HOROZ
0.298694,0.217542,0.889664,0.640286,0.187757,0.844423,HOROZ
0.290953,0.220245,0.940751,0.679053,0.199613,0.866726,HOROZ
0.328205,0.184501,0.8687,0.50445,0.071153,0.8375,HOROZ
0.337162,0.214861,0.85245,0.467477,0.184499,0.908452,HOROZ
0.326522,0.217949,0.495655,0.51273,0.142077,0.41027,HOROZ
0.326522,0.217949,0.495655,0.51273,0.142077,0.41027,HOROZ
0.300237,0.2265,0.933032,0.63432,0.220341,0.864621,HOROZ
0.345062,0.173092,0.904647,0.436415,0.036057,0.900958,HOROZ
0.306987,0.211829,0.927035,0.602916,0.167403,0.857381,HOROZ
0.313399,0.186895,0.924864,0.572964,0.089988,0.956624,HOROZ
0.313399,0.186895,0.924864,0.572964,0.089988,0.956624,HOROZ
0.292263,0.218936,0.938388,0.675614,0.196157,0.895935,HOROZ
0.420741,0.193992,0.782647,0.176075,0.106958,0.881424,HOROZ
0.312197,0.198637,0.889176,0.579168,0.121754,0.867433,HOROZ
0.308271,0.188538,0.936917,0.597926,0.093712,0.942646,HOROZ
0.326358,0.235699,0.826932,0.51627,0.249544,0.852029,HOROZ
0.302708,0.204719,0.898562,0.624942,0.137171,0.815662,HOROZ
0.323983,0.229447,0.898035,0.527801,0.236948,0.944751,HOROZ
0.297059,0.208554,0.930123,0.65414,0.164558,0.957579,HOROZ
0.29948,0.21169,0.924095,0.642711,0.168337,0.891948,HOROZ
0.296281,0.240484,0.700256,0.659299,0.230263,0.543269,HOROZ
0.319001,0.196788,0.843401,0.553086,0.097218,0.722852,HOROZ
0.29693,0.252553,0.87646,0.658111,0.286636,0.686129,HOROZ
0.307215,0.20236,0.937158,0.608402,0.140808,0.960674,HOROZ
0.32384,0.215724,0.863017,0.532412,0.180658,0.894767,HOROZ
0.314754,0.226411,0.821562,0.573385,0.197883,0.707594,HOROZ
0.307033,0.210499,0.907783,0.609769,0.161545,0.888658,HOROZ
0.323627,0.205522,0.848113,0.533933,0.139334,0.845138,HOROZ
0.309007,0.208846,0.77336,0.601171,0.135108,0.696412,HOROZ
0.303303,0.20089,0.911113,0.628623,0.126418,0.88015,HOROZ
0.321456,0.223446,0.864881,0.54412,0.200683,0.836267,HOROZ
0.315241,0.199782,0.91311,0.572827,0.130143,0.957227,HOROZ
0.309972,0.19251,0.936682,0.597435,0.09268,0.84103,HOROZ
0.315403,0.19568,0.913141,0.572395,0.11134,0.916319,HOROZ
0.316568,0.201939,0.910997,0.567185,0.132777,0.912135,HOROZ
0.304784,0.23511,0.745425,0.622909,0.218491,0.635587,HOROZ
0.296421,0.255751,0.84653,0.664481,0.301203,0.738828,HOROZ
0.285379,0.282856,0.658362,0.72154,0.356242,0.410249,HOROZ
0.309279,0.217585,0.888781,0.602571,0.188851,0.932764,HOROZ
0.306342,0.197958,0.896802,0.617207,0.115806,0.896074,HOROZ
0.311296,0.251549,0.768303,0.593837,0.275986,0.652857,HOROZ
0.344869,0.183622,0.866004,0.448023,0.066907,0.912484,HOROZ
0.301251,0.207772,0.967292,0.642819,0.147931,0.880243,HOROZ
0.314532,0.229435,0.86545,0.579925,0.222637,0.872595,HOROZ
0.314532,0.229435,0.86545,0.579925,0.222637,0.872595,HOROZ
0.296282,0.231921,0.932925,0.668186,0.228268,0.846583,HOROZ
0.288938,0.248385,0.931644,0.705845,0.289346,0.879789,HOROZ
0.310325,0.19892,0.949822,0.600392,0.126233,0.977385,HOROZ
0.32813,0.184629,0.898761,0.519848,0.072959,0.947663,HOROZ
0.307665,0.223357,0.918556,0.613317,0.194537,0.815714,HOROZ
0.315021,0.189048,0.898792,0.578906,0.084888,0.91407,HOROZ
0.324936,0.205012,0.863575,0.534865,0.133438,0.847966,HOROZ
0.302296,0.217587,0.934211,0.640876,0.17884,0.866794,HOROZ
0.30216,0.253789,0.547269,0.641865,0.252277,0.399392,HOROZ
0.327946,0.225085,0.896208,0.522717,0.201068,0.83248,HOROZ
0.311476,0.207107,0.941382,0.59754,0.151445,0.958919,HOROZ
0.299056,0.217881,0.92491,0.658848,0.183238,0.910244,HOROZ
0.291792,0.251783,0.932668,0.695725,0.283788,0.750973,HOROZ
0.302053,0.22319,0.921561,0.645049,0.200657,0.905405,HOROZ
0.313347,0.19656,0.886459,0.591234,0.091021,0.744795,HOROZ
0.313586,0.214245,0.886468,0.590201,0.169595,0.909087,HOROZ
0.303977,0.295639,0.585669,0.63624,0.394713,0.417386,HOROZ
0.311569,0.200872,0.927468,0.600528,0.120899,0.895527,HOROZ
0.324584,0.197191,0.903677,0.541119,0.094064,0.759425,HOROZ
0.309972,0.227375,0.842812,0.608541,0.199719,0.771094,HOROZ
0.344803,0.223065,0.891537,0.455549,0.201839,0.930656,HOROZ
0.331459,0.193891,0.898003,0.511935,0.090193,0.839511,HOROZ
0.310785,0.202166,0.911957,0.605741,0.129947,0.948606,HOROZ
0.316201,0.1923,0.917112,0.580612,0.078851,0.78621,HOROZ
0.310609,0.207587,0.885573,0.607516,0.13749,0.844566,HOROZ
0.321265,0.201974,0.850536,0.558481,0.114732,0.814581,HOROZ
0.304905,0.227418,0.889277,0.63557,0.195273,0.744622,HOROZ
0.304905,0.227418,0.889277,0.63557,0.195273,0.744622,HOROZ
0.326562,0.231979,0.885037,0.535501,0.220489,0.832531,HOROZ
0.313629,0.231847,0.884623,0.59431,0.226134,0.889393,HOROZ
0.300842,0.222307,0.915163,0.655998,0.194981,0.910458,HOROZ
0.318114,0.216034,0.883163,0.573825,0.170188,0.883357,HOROZ
0.31451,0.207229,0.903904,0.591057,0.142695,0.917725,HOROZ
0.329428,0.199302,0.878564,0.523926,0.113468,0.90311,HOROZ
0.31306,0.205729,0.908117,0.599363,0.134261,0.896225,HOROZ
0.302849,0.25418,0.659906,0.648551,0.258457,0.500292,HOROZ
0.323427,0.179652,0.913901,0.552049,0.042962,0.893449,HOROZ
0.30233,0.214647,0.934222,0.651183,0.164626,0.890969,HOROZ
0.321514,0.194086,0.900272,0.560855,0.090908,0.871508,HOROZ
0.316647,0.200504,0.89012,0.583676,0.104853,0.793411,HOROZ
0.312537,0.212305,0.934726,0.602965,0.163055,0.959135,HOROZ
0.318045,0.207433,0.898027,0.577547,0.14454,0.946003,HOROZ
0.309885,0.20614,0.907711,0.616672,0.133827,0.892087,HOROZ
0.32562,0.211822,0.691326,0.544502,0.126923,0.638741,HOROZ
0.314557,0.207114,0.894753,0.594879,0.136108,0.882832,HOROZ
0.314557,0.207114,0.894753,0.594879,0.136108,0.882832,HOROZ
0.303523,0.221782,0.955419,0.64779,0.187045,0.882545,HOROZ
0.328196,0.199047,0.900543,0.533542,0.11288,0.932844,HOROZ
0.309315,0.202448,0.924629,0.620125,0.121384,0.900533,HOROZ
0.307092,0.214927,0.920579,0.630853,0.156336,0.819988,HOROZ
0.299584,0.217379,0.927424,0.667876,0.176816,0.934161,HOROZ
0.293801,0.240391,0.954627,0.697498,0.257615,0.940824,HOROZ
0.317567,0.225177,0.862506,0.582441,0.202492,0.924894,HOROZ
0.32809,0.21744,0.910476,0.535352,0.163839,0.816329,HOROZ
0.314512,0.218127,0.929677,0.597107,0.174538,0.896008,HOROZ
0.314512,0.218127,0.929677,0.597107,0.174538,0.896008,HOROZ
0.304809,0.226632,0.931226,0.644086,0.209298,0.947805,HOROZ
0.299912,0.214227,0.947254,0.668295,0.166943,0.956831,HOROZ
0.308952,0.208182,0.908679,0.624414,0.134851,0.853227,HOROZ
0.325791,0.212964,0.907406,0.546673,0.152359,0.862017,HOROZ
0.307731,0.225354,0.892149,0.630599,0.198426,0.892035,HOROZ
0.301307,0.245503,0.898366,0.662645,0.262186,0.838518,HOROZ
0.33832,0.192481,0.832292,0.49327,0.081511,0.870444,HOROZ
0.293041,0.258366,0.908144,0.704576,0.299689,0.776299,HOROZ
0.327201,0.214835,0.895014,0.54164,0.164179,0.920296,HOROZ
0.302497,0.256824,0.87069,0.65726,0.306995,0.890639,HOROZ
0.324564,0.22802,0.872268,0.554257,0.208523,0.911153,HOROZ
0.339489,0.193487,0.894126,0.490137,0.093196,0.962967,HOROZ
0.339489,0.193487,0.894126,0.490137,0.093196,0.962967,HOROZ
0.321085,0.206762,0.926415,0.570796,0.136457,0.93478,HOROZ
0.317286,0.257478,0.569251,0.58864,0.22725,0.176375,HOROZ
0.314445,0.210444,0.919255,0.602212,0.144835,0.896659,HOROZ
0.314514,0.231984,0.76079,0.60194,0.182426,0.552516,HOROZ
0.317498,0.235548,0.859547,0.589096,0.232495,0.907182,HOROZ
0.321346,0.210614,0.906059,0.572021,0.150417,0.954893,HOROZ
0.313697,0.191789,0.95843,0.608244,0.07902,0.902152,HOROZ
0.313697,0.191789,0.95843,0.608244,0.07902,0.902152,HOROZ
0.305759,0.22468,0.94331,0.646503,0.170306,0.688122,HOROZ
