@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2-3,5-9,11,14,16-17'

@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute AspectRation numeric
@attribute Eccentricity numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute roundness numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.161936,0.1807,0.352055,0.771194,0.087531,0.165838,0.481077,0.804112,0.397952,0.772107,SIRA
0.153164,0.178399,0.352994,0.771913,0.086014,0.165852,0.760727,0.865712,0.405879,0.961641,SIRA
0.153695,0.167503,0.304492,0.731374,0.085907,0.165859,0.725803,0.861941,0.445314,0.912674,SIRA
0.152416,0.166668,0.303363,0.730341,0.086204,0.165934,0.803818,0.87164,0.448647,0.961107,SIRA
0.158543,0.165099,0.29707,0.724506,0.086661,0.166016,0.558521,0.828674,0.454839,0.970675,SIRA
0.172067,0.177289,0.347149,0.767394,0.086925,0.166043,0.757859,0.738079,0.410144,0.954563,SIRA
0.159787,0.178204,0.347211,0.767441,0.086616,0.166043,0.785413,0.820198,0.406954,0.886753,SIRA
0.160806,0.180929,0.360487,0.777576,0.087135,0.16607,0.781476,0.813337,0.397649,0.918735,SIRA
0.158581,0.1645,0.293497,0.72113,0.086307,0.166077,0.721334,0.828801,0.457294,0.954396,SIRA
0.172522,0.216655,0.522333,0.871838,0.08662,0.166091,0.542169,0.735438,0.291433,0.98665,SIRA
0.168267,0.179265,0.351653,0.770884,0.0865,0.166111,0.740429,0.7633,0.403427,0.890464,SIRA
0.158033,0.168361,0.30839,0.734905,0.086344,0.166111,0.54537,0.832847,0.442647,0.936077,SIRA
0.159287,0.183766,0.372045,0.78603,0.086158,0.166131,0.465898,0.824237,0.38824,0.913234,SIRA
0.16165,0.169361,0.31276,0.738802,0.086789,0.166131,0.610649,0.807933,0.438951,0.941253,SIRA
0.158265,0.176662,0.342679,0.763873,0.086781,0.166172,0.715227,0.831623,0.412617,0.931014,SIRA
0.153281,0.170994,0.318749,0.744042,0.086377,0.166247,0.756636,0.867461,0.43316,0.934017,SIRA
0.157222,0.181546,0.360201,0.777362,0.086476,0.166274,0.806152,0.839595,0.395981,0.881623,SIRA
0.160339,0.171793,0.322686,0.747424,0.086533,0.166302,0.513294,0.818041,0.430348,0.948571,SIRA
0.170284,0.203066,0.457989,0.839824,0.086661,0.166302,0.518089,0.751241,0.328904,0.953233,SIRA
0.166773,0.168983,0.305699,0.732473,0.087514,0.166349,0.82687,0.774691,0.440844,0.855051,SIRA
0.169516,0.190044,0.401292,0.806018,0.087061,0.166377,0.478873,0.756729,0.368342,0.967255,SIRA
0.162538,0.179982,0.35306,0.771964,0.086843,0.166383,0.719852,0.803455,0.401531,0.880189,SIRA
0.156928,0.181082,0.360991,0.777952,0.086298,0.166383,0.774716,0.842374,0.397777,0.937531,SIRA
0.157018,0.170806,0.316281,0.741897,0.086661,0.166397,0.824947,0.841825,0.434183,0.913496,SIRA
0.154685,0.175375,0.33864,0.760644,0.086307,0.166431,0.840828,0.858601,0.417715,0.973629,SIRA
0.163934,0.187084,0.385868,0.795718,0.086921,0.166438,0.566298,0.794314,0.377957,0.926704,SIRA
0.161805,0.184191,0.370942,0.785238,0.086661,0.166649,0.487632,0.810159,0.387878,0.897709,SIRA
0.159386,0.181845,0.361181,0.778093,0.086954,0.166696,0.819833,0.82718,0.395836,0.905182,SIRA
0.162342,0.170312,0.312743,0.738787,0.087086,0.166696,0.535937,0.806785,0.436664,0.90672,SIRA
0.17161,0.176974,0.329721,0.753347,0.089473,0.166703,0.493735,0.745077,0.412644,0.712132,SIRA
0.165345,0.188054,0.391642,0.799635,0.086727,0.16673,0.447027,0.786634,0.375403,0.973931,SIRA
0.1623,0.163658,0.288911,0.716727,0.086974,0.16673,0.761016,0.807287,0.462063,0.978095,SIRA
0.154969,0.160632,0.276597,0.704509,0.086694,0.166737,0.691232,0.858574,0.474052,0.980717,SIRA
0.169219,0.20297,0.448898,0.834794,0.087139,0.166832,0.720264,0.761499,0.330146,0.849313,SIRA
0.163942,0.183265,0.366535,0.782041,0.086863,0.166839,0.398162,0.796792,0.391351,0.902735,SIRA
0.169105,0.203451,0.45711,0.839344,0.087242,0.166839,0.689454,0.762289,0.328776,0.948077,SIRA
0.16033,0.187007,0.385645,0.795565,0.086653,0.166887,0.761115,0.821843,0.379105,0.95924,SIRA
0.160637,0.176444,0.336343,0.758787,0.088026,0.166887,0.695747,0.819721,0.414898,0.882701,SIRA
0.164368,0.190624,0.397883,0.803786,0.087304,0.166907,0.725195,0.794337,0.367546,0.903025,SIRA
0.160223,0.182219,0.362021,0.778718,0.087436,0.166921,0.826274,0.822805,0.395035,0.907314,SIRA
0.168013,0.152802,0.240707,0.665219,0.0873,0.166934,0.694036,0.770098,0.506928,0.913666,SIRA
0.158413,0.168968,0.309635,0.736021,0.087156,0.166955,0.555725,0.835635,0.442244,0.970005,SIRA
0.173603,0.197662,0.429939,0.823844,0.087102,0.167084,0.429314,0.734537,0.346209,0.938442,SIRA
0.169011,0.203782,0.454849,0.838102,0.087378,0.167206,0.663433,0.765186,0.328495,0.912857,SIRA
0.163332,0.185961,0.380888,0.792279,0.087131,0.167274,0.719576,0.803686,0.383298,0.981235,SIRA
0.156006,0.1766,0.340695,0.762293,0.087065,0.167315,0.603656,0.854954,0.415257,0.978102,SIRA
0.170082,0.19785,0.42941,0.823529,0.087391,0.167417,0.502794,0.75944,0.346271,0.938732,SIRA
0.166598,0.18692,0.379919,0.791603,0.087989,0.167533,0.732596,0.783251,0.380677,0.911017,SIRA
0.161407,0.165303,0.2875,0.715357,0.087403,0.16758,0.552245,0.818832,0.457604,0.882183,SIRA
0.176615,0.203356,0.448082,0.834335,0.088232,0.167587,0.630353,0.71838,0.330408,0.85965,SIRA
0.164804,0.183785,0.366215,0.781807,0.087329,0.167614,0.649229,0.795841,0.391193,0.9112,SIRA
0.162474,0.195887,0.420053,0.817874,0.087271,0.167655,0.533363,0.81197,0.352652,0.942162,SIRA
0.160693,0.182143,0.358429,0.776036,0.087646,0.167675,0.768268,0.824382,0.396839,0.90118,SIRA
0.165409,0.197408,0.425959,0.821462,0.087341,0.16777,0.73864,0.792735,0.348264,0.937713,SIRA
0.16164,0.178674,0.34461,0.7654,0.088236,0.16777,0.519824,0.81844,0.408947,0.922729,SIRA
0.175411,0.197221,0.424762,0.82074,0.088046,0.167791,0.434628,0.72726,0.348867,0.932834,SIRA
0.177991,0.215243,0.508023,0.865219,0.08756,0.167797,0.511501,0.710972,0.298023,0.981678,SIRA
0.175828,0.20631,0.464521,0.843355,0.088153,0.167879,0.476561,0.725134,0.322522,0.933626,SIRA
0.153053,0.168159,0.302544,0.72959,0.087115,0.167892,0.51105,0.879947,0.447381,0.964775,SIRA
0.16114,0.180251,0.352738,0.771718,0.087168,0.167892,0.765545,0.822672,0.403747,0.957087,SIRA
0.167234,0.196871,0.418135,0.816694,0.08878,0.167913,0.511651,0.781375,0.350154,0.856425,SIRA
0.16139,0.187128,0.383261,0.793925,0.087308,0.167926,0.712779,0.821166,0.380785,0.980044,SIRA
0.162923,0.184967,0.372954,0.786681,0.087403,0.167988,0.804073,0.811007,0.388015,0.966135,SIRA
0.174424,0.18432,0.360696,0.777732,0.088784,0.168008,0.518741,0.734893,0.390206,0.801904,SIRA
0.172465,0.198734,0.426233,0.821627,0.088446,0.168035,0.502162,0.747696,0.344786,0.86439,SIRA
0.186488,0.222376,0.532958,0.876584,0.088652,0.168069,0.649473,0.660393,0.280134,0.885082,SIRA
0.172153,0.194348,0.408758,0.810821,0.088141,0.168083,0.491415,0.75001,0.358187,0.894277,SIRA
0.162227,0.17361,0.32407,0.748601,0.087906,0.168089,0.600768,0.816429,0.42762,0.957329,SIRA
0.173404,0.190615,0.391421,0.799486,0.088199,0.168096,0.583701,0.741991,0.369903,0.874617,SIRA
0.159625,0.172095,0.318682,0.743984,0.0877,0.168239,0.635251,0.835425,0.433473,0.984551,SIRA
0.156186,0.158424,0.259941,0.686997,0.087778,0.168259,0.765402,0.859825,0.486581,0.936975,SIRA
0.172685,0.209329,0.477778,0.850313,0.087622,0.168361,0.772288,0.748265,0.31496,0.963227,SIRA
0.163125,0.187896,0.384218,0.794585,0.087622,0.168361,0.502807,0.811994,0.379155,0.969314,SIRA
0.155643,0.163735,0.282765,0.710703,0.087869,0.168456,0.719733,0.864991,0.465723,0.973643,SIRA
0.163615,0.175756,0.323202,0.747863,0.088384,0.16849,0.652891,0.809457,0.420757,0.806538,SIRA
0.17111,0.165433,0.279473,0.707416,0.088994,0.168523,0.637789,0.759529,0.459247,0.785089,SIRA
0.158973,0.186093,0.373564,0.787117,0.087758,0.168551,0.809256,0.842005,0.385431,0.931475,SIRA
0.167939,0.197354,0.424464,0.82056,0.087865,0.168585,0.812798,0.780861,0.349962,0.972221,SIRA
0.166795,0.185945,0.373367,0.786976,0.088215,0.168598,0.776948,0.788601,0.386013,0.942206,SIRA
0.156904,0.176262,0.333591,0.756542,0.087745,0.168612,0.508267,0.857015,0.419217,0.964273,SIRA
0.162619,0.167126,0.293223,0.720868,0.08812,0.168618,0.611818,0.817104,0.452941,0.919711,SIRA
0.164192,0.174201,0.322221,0.747027,0.088355,0.168679,0.669232,0.806721,0.426754,0.918913,SIRA
0.165393,0.189778,0.387595,0.796897,0.088079,0.168693,0.835561,0.798654,0.373744,0.911098,SIRA
0.158082,0.16684,0.289733,0.717521,0.088281,0.168727,0.839325,0.849417,0.454281,0.883668,SIRA
0.158632,0.169258,0.304227,0.731132,0.087848,0.168734,0.815894,0.845585,0.445109,0.968869,SIRA
0.166671,0.190037,0.387749,0.797002,0.088265,0.168835,0.634984,0.790921,0.373196,0.904373,SIRA
0.165705,0.175896,0.327105,0.751162,0.088714,0.168849,0.746984,0.797524,0.421027,0.890858,SIRA
0.171512,0.181604,0.351702,0.770922,0.088331,0.168862,0.858863,0.758986,0.401122,0.903388,SIRA
0.161368,0.188864,0.381208,0.792501,0.088566,0.168876,0.667701,0.827389,0.377044,0.881073,SIRA
0.167403,0.180138,0.348181,0.768198,0.088941,0.168883,0.580744,0.786311,0.4062,0.952027,SIRA
0.174853,0.214225,0.497032,0.859951,0.087993,0.16891,0.818889,0.737623,0.302627,0.957869,SIRA
0.165844,0.186781,0.375987,0.788839,0.088257,0.168951,0.836569,0.797219,0.383974,0.949729,SIRA
0.162214,0.188956,0.381636,0.792799,0.088046,0.169005,0.515379,0.822359,0.377002,0.890391,SIRA
0.164993,0.191543,0.3958,0.802409,0.087947,0.169059,0.447178,0.803674,0.368842,0.946425,SIRA
0.157542,0.172637,0.314693,0.740506,0.088331,0.169072,0.581039,0.855482,0.433305,0.926852,SIRA
0.16717,0.199733,0.428623,0.82306,0.088834,0.169113,0.815753,0.789314,0.343822,0.904889,SIRA
0.166407,0.18785,0.374373,0.787693,0.088801,0.169133,0.587046,0.794571,0.380846,0.855309,SIRA
0.162753,0.183747,0.362803,0.779297,0.088178,0.169133,0.82324,0.819466,0.39442,0.957568,SIRA
0.176806,0.219205,0.517507,0.869635,0.088277,0.169323,0.721529,0.727644,0.290272,0.954594,SIRA
0.168512,0.207814,0.463986,0.843068,0.08859,0.169364,0.834714,0.781904,0.320952,0.918883,SIRA
0.161848,0.179094,0.340539,0.762168,0.088413,0.169364,0.678999,0.827179,0.410829,0.926688,SIRA
0.167071,0.201531,0.431427,0.824726,0.089572,0.169384,0.585205,0.791673,0.33901,0.840185,SIRA
0.15742,0.148206,0.210482,0.627106,0.088957,0.169486,0.822382,0.859033,0.533404,0.846921,SIRA
0.170534,0.189135,0.383359,0.793992,0.088978,0.169486,0.594861,0.769253,0.37738,0.939506,SIRA
0.166404,0.191698,0.393166,0.800656,0.088834,0.169513,0.457395,0.796972,0.369237,0.920971,SIRA
0.180312,0.216275,0.503187,0.862922,0.089126,0.169513,0.462925,0.706692,0.298223,0.950805,SIRA
0.17357,0.195225,0.408581,0.810709,0.088661,0.169526,0.553786,0.749659,0.35825,0.925428,SIRA
0.174391,0.198787,0.424096,0.820338,0.089077,0.16954,0.395287,0.744428,0.347445,0.927144,SIRA
0.167223,0.186802,0.370168,0.78468,0.088895,0.16954,0.480548,0.791627,0.385088,0.887145,SIRA
0.171969,0.196967,0.41668,0.815794,0.088747,0.169553,0.430722,0.760247,0.352968,0.936413,SIRA
0.165527,0.192624,0.397438,0.803492,0.088384,0.169574,0.875851,0.803295,0.366436,0.930043,SIRA
0.16422,0.178081,0.333319,0.756319,0.088912,0.169587,0.808635,0.812278,0.414849,0.888399,SIRA
0.170476,0.206687,0.454036,0.837653,0.088409,0.169594,0.85186,0.770307,0.324534,0.854506,SIRA
0.161145,0.18084,0.348003,0.76806,0.088644,0.169594,0.752864,0.833534,0.40526,0.944548,SIRA
0.167558,0.178838,0.3334,0.756385,0.089497,0.169662,0.438742,0.790142,0.412352,0.838225,SIRA
0.176586,0.197786,0.417925,0.816564,0.089159,0.169682,0.540707,0.731217,0.350728,0.906565,SIRA
0.169452,0.213025,0.486622,0.854807,0.08857,0.169682,0.834851,0.777631,0.30718,0.931463,SIRA
0.165471,0.188942,0.381636,0.792799,0.088867,0.169743,0.843943,0.804744,0.378511,0.941431,SIRA
0.155297,0.157668,0.249499,0.675393,0.088372,0.169763,0.698526,0.876037,0.493283,0.895179,SIRA
0.158986,0.175467,0.324734,0.749164,0.088916,0.169777,0.618878,0.849836,0.42455,0.943129,SIRA
0.167317,0.171187,0.306966,0.733621,0.08897,0.169831,0.601418,0.79282,0.44032,0.946469,SIRA
0.170414,0.184508,0.36218,0.778835,0.089386,0.169898,0.653258,0.772604,0.393425,0.941853,SIRA
0.162044,0.184432,0.363326,0.779684,0.088755,0.169912,0.479785,0.829328,0.393706,0.968525,SIRA
0.17171,0.198223,0.419104,0.817291,0.089238,0.169959,0.754132,0.764443,0.349929,0.913338,SIRA
0.161608,0.182959,0.35609,0.774271,0.088706,0.17,0.507773,0.832917,0.398856,0.956943,SIRA
0.163439,0.17594,0.326319,0.750502,0.08859,0.170013,0.789391,0.820346,0.423363,0.95224,SIRA
0.171945,0.178733,0.339376,0.761236,0.089023,0.170047,0.51051,0.76345,0.413532,0.979423,SIRA
0.160331,0.172796,0.311129,0.737355,0.088941,0.170054,0.69943,0.842173,0.434863,0.915861,SIRA
0.166103,0.200689,0.427547,0.822416,0.088928,0.170067,0.439175,0.802499,0.34276,0.882898,SIRA
0.167724,0.189673,0.384924,0.79507,0.088834,0.170115,0.772221,0.791867,0.37689,0.969469,SIRA
0.175176,0.222776,0.525589,0.873307,0.088883,0.170297,0.750171,0.743987,0.28279,0.896503,SIRA
0.162312,0.182198,0.34878,0.768664,0.089007,0.170318,0.661103,0.830062,0.4021,0.905831,SIRA
0.16447,0.188982,0.380671,0.792128,0.088821,0.170324,0.619495,0.815242,0.379536,0.961273,SIRA
0.172542,0.197645,0.413498,0.813811,0.089427,0.170338,0.847218,0.761327,0.352392,0.887212,SIRA
0.163139,0.172648,0.31034,0.736652,0.08904,0.170372,0.663487,0.824693,0.436101,0.934102,SIRA
0.164807,0.181974,0.349771,0.769432,0.089172,0.170385,0.461741,0.813329,0.403006,0.944721,SIRA
0.183828,0.211966,0.448442,0.834538,0.090718,0.170433,0.446339,0.690378,0.311357,0.45231,SIRA
0.174148,0.200257,0.424784,0.820754,0.09005,0.17048,0.475416,0.751741,0.344808,0.896103,SIRA
0.16371,0.184596,0.355683,0.773962,0.089201,0.170493,0.776332,0.82153,0.394341,0.861429,SIRA
0.162477,0.177309,0.32965,0.753288,0.088949,0.1705,0.826431,0.83009,0.419514,0.942135,SIRA
0.171615,0.179169,0.330201,0.753746,0.090363,0.17052,0.615622,0.768534,0.413,0.813963,SIRA
0.164474,0.189846,0.379338,0.791197,0.089675,0.170541,0.412001,0.816586,0.377174,0.889367,SIRA
0.170115,0.19326,0.396378,0.802792,0.089617,0.170588,0.606292,0.778857,0.366405,0.9342,SIRA
0.163761,0.177088,0.329196,0.752911,0.088974,0.170629,0.795002,0.822041,0.420575,0.959344,SIRA
0.16204,0.16566,0.282443,0.710383,0.08932,0.17075,0.816667,0.83472,0.463439,0.974308,SIRA
0.16869,0.179973,0.340141,0.761849,0.090017,0.170777,0.495777,0.789532,0.41073,0.949352,SIRA
0.165052,0.180342,0.342077,0.763395,0.0896,0.170851,0.792539,0.814606,0.409603,0.961383,SIRA
0.175969,0.197772,0.414276,0.814298,0.089852,0.170905,0.512228,0.742581,0.353079,0.929393,SIRA
0.169986,0.182014,0.348037,0.768086,0.089753,0.170932,0.497843,0.781856,0.404001,0.947966,SIRA
0.190578,0.219803,0.511899,0.867038,0.090074,0.170953,0.408789,0.652686,0.291456,0.937038,SIRA
0.170449,0.190835,0.383368,0.793999,0.089728,0.170953,0.565338,0.778909,0.374809,0.914007,SIRA
0.17106,0.200904,0.426053,0.821519,0.089708,0.17104,0.774322,0.775406,0.343929,0.908456,SIRA
0.176337,0.179018,0.33394,0.756828,0.090359,0.171094,0.620157,0.741368,0.414739,0.931211,SIRA
0.157121,0.169761,0.296122,0.723614,0.089011,0.171142,0.706288,0.871962,0.448571,0.942755,SIRA
0.161114,0.167392,0.288732,0.716554,0.089365,0.171142,0.702518,0.843695,0.457613,0.986096,SIRA
0.17244,0.180417,0.338948,0.760892,0.089683,0.171148,0.670938,0.766984,0.409963,0.919831,SIRA
0.162846,0.187339,0.370997,0.785277,0.08932,0.171148,0.609461,0.831671,0.386552,0.970764,SIRA
0.174486,0.220261,0.511929,0.867052,0.089477,0.171155,0.54708,0.753681,0.290614,0.919356,SIRA
0.170913,0.203324,0.438106,0.828639,0.089922,0.171182,0.749463,0.777253,0.337073,0.942833,SIRA
0.164932,0.196729,0.408091,0.810397,0.089357,0.171223,0.446803,0.817773,0.356865,0.922699,SIRA
0.16596,0.187952,0.371367,0.785544,0.089151,0.171236,0.534702,0.810842,0.384714,0.937828,SIRA
0.183895,0.23639,0.583168,0.897256,0.08953,0.171304,0.728528,0.695111,0.251654,0.893067,SIRA
0.172653,0.181054,0.335699,0.758264,0.091311,0.171331,0.43027,0.76671,0.408136,0.826462,SIRA
0.173336,0.219943,0.510274,0.866278,0.089761,0.171344,0.329932,0.762325,0.291749,0.928674,SIRA
0.175268,0.187814,0.36627,0.781848,0.090173,0.171351,0.481702,0.749815,0.385394,0.866967,SIRA
0.172466,0.191785,0.384324,0.794658,0.089976,0.171364,0.464119,0.768144,0.372584,0.888668,SIRA
0.165594,0.180966,0.338702,0.760694,0.089959,0.171405,0.422258,0.814405,0.408594,0.891689,SIRA
0.172169,0.198742,0.41228,0.813047,0.090281,0.171432,0.752176,0.770512,0.351135,0.861497,SIRA
0.160847,0.18248,0.349558,0.769268,0.08939,0.171479,0.687686,0.847737,0.403535,0.977197,SIRA
0.175662,0.214162,0.485687,0.854337,0.090042,0.171493,0.79799,0.748132,0.307245,0.959297,SIRA
0.166898,0.182936,0.345396,0.76602,0.09005,0.171533,0.697985,0.806341,0.402091,0.872945,SIRA
0.166502,0.177379,0.323781,0.748356,0.089918,0.171533,0.772513,0.809027,0.421466,0.900411,SIRA
0.159612,0.180533,0.335653,0.758226,0.090004,0.171668,0.767733,0.857653,0.410648,0.887204,SIRA
0.171757,0.178402,0.328344,0.752199,0.089947,0.171702,0.488983,0.774894,0.418192,0.917494,SIRA
0.17611,0.196453,0.40026,0.805344,0.092338,0.171749,0.773105,0.746806,0.358714,0.846198,SIRA
0.169951,0.192144,0.387479,0.796818,0.090083,0.171776,0.733239,0.787335,0.372246,0.944267,SIRA
0.170744,0.181352,0.340348,0.762016,0.090219,0.171789,0.595098,0.782143,0.408061,0.918272,SIRA
0.164887,0.170808,0.296024,0.723522,0.090017,0.171796,0.422852,0.821725,0.446079,0.905153,SIRA
0.172402,0.187783,0.369791,0.784408,0.090083,0.171803,0.599623,0.77127,0.386404,0.961173,SIRA
0.188732,0.22263,0.500767,0.86176,0.09303,0.171816,0.354873,0.668691,0.285659,0.629234,SIRA
0.173291,0.199757,0.416049,0.815402,0.089877,0.171823,0.753344,0.765564,0.348813,0.877639,SIRA
0.165833,0.171402,0.301009,0.728175,0.08998,0.171857,0.661841,0.815627,0.443987,0.956774,SIRA
0.165948,0.176292,0.321199,0.746152,0.089703,0.171911,0.59616,0.815187,0.426164,0.960869,SIRA
0.181485,0.174713,0.312608,0.738667,0.091262,0.171917,0.599746,0.713708,0.431897,0.923535,SIRA
0.165138,0.161417,0.249889,0.675835,0.091266,0.171931,0.722232,0.820856,0.483043,0.757454,SIRA
0.160163,0.181155,0.342088,0.763404,0.089769,0.171938,0.57172,0.855505,0.409052,0.974176,SIRA
0.158599,0.165943,0.279817,0.707761,0.089827,0.171944,0.670424,0.866638,0.465057,0.983429,SIRA
0.161804,0.172536,0.305371,0.732175,0.090206,0.171965,0.596571,0.844152,0.440002,0.958595,SIRA
0.166006,0.180457,0.338342,0.760404,0.090198,0.171998,0.534846,0.815344,0.411604,0.963463,SIRA
0.176872,0.195627,0.395452,0.802178,0.09169,0.172059,0.456632,0.74379,0.361858,0.845519,SIRA
0.168836,0.203113,0.432893,0.825592,0.089807,0.172066,0.662538,0.796608,0.339309,0.93193,SIRA
0.163099,0.191185,0.381478,0.792689,0.089654,0.17212,0.786389,0.836126,0.375981,0.934569,SIRA
0.17124,0.179812,0.328994,0.752742,0.091332,0.172133,0.650994,0.780983,0.414139,0.852668,SIRA
0.175428,0.208659,0.458494,0.840099,0.090289,0.172167,0.397911,0.753755,0.323573,0.960136,SIRA
0.163814,0.191358,0.380706,0.792152,0.089778,0.172174,0.75034,0.831513,0.375535,0.912266,SIRA
0.164328,0.18096,0.338501,0.760532,0.089992,0.172241,0.702274,0.828396,0.410361,0.944991,SIRA
0.168405,0.17552,0.316018,0.741667,0.090685,0.172275,0.787501,0.800813,0.429737,0.949142,SIRA
0.165284,0.194282,0.396257,0.802712,0.089934,0.172308,0.7881,0.822245,0.366531,0.973865,SIRA
0.168365,0.203016,0.432853,0.825568,0.089938,0.172328,0.779459,0.801419,0.340079,0.956012,SIRA
0.168767,0.187791,0.364763,0.780743,0.090388,0.172349,0.676343,0.798839,0.387471,0.909622,SIRA
0.245841,0.213441,0.477409,0.850123,0.091711,0.172436,0.400304,0.375636,0.31083,0.94282,SIRA
0.165433,0.181311,0.332677,0.755791,0.09073,0.172443,0.774917,0.82208,0.409564,0.827927,SIRA
0.174604,0.191003,0.372344,0.786245,0.090606,0.17247,0.652397,0.760956,0.377256,0.813883,SIRA
0.16899,0.186415,0.357883,0.775625,0.090656,0.172504,0.519134,0.798312,0.392344,0.901089,SIRA
0.162388,0.181197,0.337666,0.759858,0.09094,0.17251,0.551147,0.843576,0.410099,0.930424,SIRA
0.165857,0.171157,0.297995,0.725373,0.090915,0.172605,0.568815,0.820195,0.446561,0.969917,SIRA
0.178049,0.20395,0.433309,0.825837,0.090858,0.172632,0.44156,0.73972,0.3379,0.916958,SIRA
0.170025,0.202014,0.425847,0.821395,0.09033,0.172746,0.597265,0.792884,0.343801,0.940319,SIRA
0.167735,0.191251,0.378862,0.790863,0.090676,0.172766,0.420864,0.808429,0.377042,0.928197,SIRA
0.165071,0.182872,0.343405,0.764448,0.090887,0.172793,0.684513,0.82679,0.404909,0.927116,SIRA
0.166008,0.186676,0.358052,0.775752,0.089992,0.172793,0.82908,0.820358,0.392061,0.904264,SIRA
0.16699,0.177517,0.32048,0.745535,0.090314,0.172807,0.572047,0.813737,0.423686,0.915781,SIRA
0.179254,0.209056,0.457274,0.839433,0.090544,0.172847,0.465443,0.733338,0.323671,0.958226,SIRA
0.162641,0.180891,0.334947,0.757651,0.090767,0.172907,0.696356,0.84436,0.411993,0.931265,SIRA
0.174445,0.196126,0.400416,0.805447,0.091093,0.172914,0.652137,0.764715,0.361952,0.951071,SIRA
0.165688,0.191037,0.374454,0.787751,0.091101,0.172955,0.690744,0.823572,0.378102,0.880376,SIRA
0.165958,0.178806,0.326912,0.751,0.090652,0.172975,0.752849,0.82185,0.419459,0.947117,SIRA
0.166678,0.187755,0.359954,0.777178,0.09216,0.172988,0.664967,0.817016,0.388874,0.87114,SIRA
0.167837,0.189419,0.368941,0.783792,0.090676,0.173002,0.810234,0.809218,0.383439,0.906559,SIRA
0.17143,0.189183,0.371789,0.785847,0.090837,0.173103,0.504254,0.785733,0.384411,0.980381,SIRA
0.168492,0.191628,0.379507,0.791315,0.091253,0.173116,0.709682,0.805503,0.376519,0.935262,SIRA
0.164704,0.179574,0.328156,0.752042,0.09108,0.173129,0.554231,0.831458,0.417072,0.92237,SIRA
0.169917,0.192863,0.383963,0.794409,0.090899,0.173156,0.633874,0.796164,0.372657,0.924373,SIRA
0.171758,0.184511,0.350181,0.76975,0.090866,0.173183,0.535874,0.784056,0.400127,0.952015,SIRA
0.17064,0.19233,0.381857,0.792952,0.090701,0.17319,0.837744,0.791543,0.374421,0.929423,SIRA
0.176038,0.200252,0.417475,0.816286,0.09101,0.173197,0.468629,0.756089,0.349897,0.958308,SIRA
0.182045,0.201421,0.420927,0.818409,0.091225,0.173217,0.450529,0.717954,0.346435,0.932968,SIRA
0.16979,0.183031,0.341479,0.762918,0.090961,0.173257,0.775301,0.797648,0.405324,0.912179,SIRA
0.171763,0.209799,0.454014,0.837642,0.090767,0.173264,0.747854,0.784525,0.322328,0.881059,SIRA
0.186427,0.214197,0.471536,0.847071,0.091311,0.173271,0.494496,0.691153,0.310226,0.852689,SIRA
0.168404,0.185907,0.347371,0.767566,0.091592,0.173298,0.716197,0.807235,0.395651,0.80658,SIRA
0.172589,0.180673,0.334948,0.757652,0.091113,0.173338,0.602616,0.779516,0.413657,0.976697,SIRA
0.152304,0.14362,0.186829,0.593351,0.090503,0.173365,0.716789,0.921769,0.564508,0.98936,SIRA
0.170364,0.207638,0.445497,0.832876,0.090771,0.173419,0.757771,0.794811,0.328702,0.906487,SIRA
0.171882,0.192353,0.381172,0.792477,0.090874,0.173425,0.574769,0.784735,0.374808,0.931766,SIRA
0.161164,0.176768,0.316426,0.742023,0.090907,0.173459,0.793308,0.858271,0.42777,0.942136,SIRA
0.172988,0.201042,0.419012,0.817234,0.09092,0.173472,0.41679,0.777713,0.348043,0.945571,SIRA
0.170015,0.17792,0.322304,0.747097,0.091039,0.173479,0.489715,0.797527,0.423681,0.964031,SIRA
0.171866,0.19288,0.384059,0.794475,0.090998,0.173499,0.513813,0.785302,0.373273,0.947904,SIRA
0.182938,0.238659,0.584986,0.897954,0.090969,0.173526,0.785869,0.714216,0.24986,0.916578,SIRA
0.161125,0.164581,0.264483,0.69189,0.090887,0.173607,0.577507,0.859506,0.474243,0.907529,SIRA
0.169856,0.191244,0.375396,0.78842,0.091513,0.17362,0.482079,0.79947,0.378748,0.926303,SIRA
0.167924,0.197826,0.403051,0.807159,0.090994,0.173654,0.705529,0.812728,0.358122,0.922082,SIRA
0.173738,0.207695,0.44632,0.833342,0.091027,0.173741,0.577393,0.77443,0.329121,0.937576,SIRA
0.176084,0.193084,0.385079,0.795177,0.091431,0.173775,0.473219,0.75932,0.373162,0.969092,SIRA
0.171544,0.191637,0.373791,0.787279,0.091971,0.173775,0.443802,0.78915,0.377786,0.880113,SIRA
0.173054,0.186694,0.353526,0.772321,0.091443,0.173835,0.566697,0.779515,0.394107,0.893252,SIRA
0.171623,0.188889,0.36476,0.78074,0.091827,0.173869,0.446551,0.789206,0.386905,0.930991,SIRA
0.178247,0.203683,0.426233,0.821627,0.091748,0.173909,0.421035,0.746183,0.341027,0.905316,SIRA
