@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R1-2,7,9,12,16-17'

@attribute Area numeric
@attribute Perimeter numeric
@attribute ConvexArea numeric
@attribute Extent numeric
@attribute Compactness numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.315693,0.44738,0.308483,0.579146,0.297052,0.858821,CALI
0.315953,0.467303,0.311979,0.578556,0.231348,0.775304,CALI
0.316948,0.456181,0.310417,0.459483,0.308877,0.672723,CALI
0.317358,0.452744,0.31033,0.376076,0.325704,0.886017,CALI
0.318041,0.456256,0.309461,0.813481,0.421984,0.919082,CALI
0.318195,0.45074,0.310421,0.363648,0.315908,0.858231,CALI
0.318609,0.455882,0.312659,0.706217,0.327252,0.815467,CALI
0.318712,0.468476,0.317285,0.492972,0.27763,0.608724,CALI
0.318891,0.467104,0.317742,0.841331,0.334329,0.660765,CALI
0.31913,0.453965,0.316737,0.535119,0.350963,0.676298,CALI
0.321671,0.450192,0.316423,0.622466,0.376992,0.779259,CALI
0.321893,0.462121,0.31247,0.848488,0.264804,0.919398,CALI
0.32226,0.458815,0.314218,0.609748,0.292729,0.838733,CALI
0.323353,0.452136,0.318019,0.603134,0.327135,0.793167,CALI
0.323661,0.451394,0.315912,0.748735,0.31347,0.856981,CALI
0.323759,0.467248,0.318963,0.510083,0.270804,0.776104,CALI
0.324186,0.461543,0.315727,0.732746,0.325051,0.922562,CALI
0.32428,0.459042,0.317837,0.718378,0.333844,0.840026,CALI
0.324544,0.451646,0.321634,0.577128,0.333846,0.72441,CALI
0.325573,0.45563,0.316765,0.619123,0.307503,0.840039,CALI
0.326573,0.467587,0.317441,0.582381,0.272319,0.851869,CALI
0.326974,0.464574,0.318789,0.5671,0.310376,0.822539,CALI
0.330095,0.451534,0.323081,0.663821,0.402451,0.843348,CALI
0.330164,0.451017,0.321914,0.57793,0.343271,0.877883,CALI
0.330279,0.484125,0.324388,0.776745,0.199541,0.759798,CALI
0.330484,0.468692,0.324903,0.461593,0.335842,0.719132,CALI
0.332286,0.461092,0.325497,0.737381,0.312454,0.802344,CALI
0.332414,0.459442,0.326474,0.529436,0.345488,0.793973,CALI
0.332965,0.467459,0.32654,0.516182,0.299587,0.734654,CALI
0.335719,0.46542,0.328255,0.678283,0.27568,0.815193,CALI
0.338964,0.470983,0.330266,0.823281,0.313576,0.860673,CALI
0.341406,0.463551,0.332344,0.672287,0.367624,0.898064,CALI
0.342512,0.482568,0.340696,0.71613,0.3378,0.666035,CALI
0.342897,0.478322,0.333882,0.619933,0.285299,0.88886,CALI
0.343909,0.473542,0.333939,0.637692,0.352548,0.958362,CALI
0.343998,0.489331,0.335287,0.381793,0.324083,0.842932,CALI
0.345036,0.509219,0.347205,0.638709,0.208475,0.463688,CALI
0.346189,0.489626,0.337604,0.363521,0.310324,0.927798,CALI
0.347551,0.477858,0.343866,0.767743,0.311113,0.695237,CALI
0.348802,0.484766,0.343326,0.645368,0.314751,0.763829,CALI
0.349622,0.484828,0.3392,0.765403,0.271978,0.864216,CALI
0.350582,0.48833,0.340717,0.816671,0.331257,0.896128,CALI
0.355181,0.503823,0.34648,0.7596,0.312291,0.75707,CALI
0.356031,0.486524,0.347753,0.701303,0.383189,0.888103,CALI
0.356449,0.489735,0.348529,0.868822,0.30023,0.827094,CALI
0.361535,0.501162,0.359028,0.719592,0.329607,0.761671,CALI
0.365694,0.486,0.355669,0.819344,0.35552,0.892753,CALI
0.368409,0.500003,0.360892,0.454038,0.417074,0.842864,CALI
0.368862,0.506056,0.360401,0.48294,0.302312,0.91481,CALI
0.37358,0.529966,0.369586,0.56801,0.296629,0.744841,CALI
0.403243,0.531333,0.392214,0.429098,0.30357,0.848542,CALI
0.406446,0.52983,0.397968,0.721613,0.364236,0.831635,CALI
0.409281,0.548972,0.401769,0.679479,0.228708,0.812694,CALI
0.053741,0.127178,0.052231,0.257854,0.241541,0.859029,HOROZ
0.054839,0.133222,0.055339,0.377722,0.339943,0.70441,HOROZ
0.055454,0.124252,0.054849,0.818811,0.26528,0.796421,HOROZ
0.055928,0.122016,0.054989,0.81404,0.299009,0.935887,HOROZ
0.055928,0.122016,0.054989,0.81404,0.299009,0.935887,HOROZ
0.05609,0.112662,0.054449,0.70367,0.405251,0.97487,HOROZ
0.057674,0.126591,0.05637,0.645701,0.249277,0.838879,HOROZ
0.057789,0.131459,0.056625,0.785407,0.314505,0.944557,HOROZ
0.057789,0.131459,0.056625,0.785407,0.314505,0.944557,HOROZ
0.05869,0.115409,0.056695,0.698982,0.362803,0.925773,HOROZ
0.058823,0.113235,0.057528,0.631259,0.424067,0.837824,HOROZ
0.058976,0.150341,0.058752,0.158543,0.18003,0.823386,HOROZ
0.059595,0.144953,0.058975,0.477807,0.176849,0.740695,HOROZ
0.059753,0.125289,0.058081,0.253735,0.335985,0.759521,HOROZ
0.060488,0.13876,0.060162,0.425545,0.287045,0.854576,HOROZ
0.062051,0.125445,0.060682,0.440231,0.385408,0.957713,HOROZ
0.062849,0.143268,0.062186,0.27694,0.237335,0.779016,HOROZ
0.063344,0.132091,0.062562,0.41605,0.431413,0.805276,HOROZ
0.064237,0.148738,0.063501,0.858426,0.355936,0.81335,HOROZ
0.064442,0.147817,0.063048,0.536484,0.237177,0.893566,HOROZ
0.065479,0.158943,0.064722,0.720538,0.159522,0.892031,HOROZ
0.065663,0.149528,0.065402,0.55743,0.238993,0.767905,HOROZ
0.065966,0.123779,0.064231,0.490889,0.479964,0.96166,HOROZ
0.067136,0.145321,0.065579,0.664775,0.215589,0.912611,HOROZ
0.068481,0.141291,0.067175,0.398574,0.342817,0.85399,HOROZ
0.06866,0.149426,0.067645,0.611785,0.254391,0.832855,HOROZ
0.069019,0.141767,0.067356,0.48141,0.27594,0.940293,HOROZ
0.069126,0.153149,0.067133,0.260296,0.192039,0.934437,HOROZ
0.069591,0.138928,0.068436,0.751002,0.452271,0.959213,HOROZ
0.069937,0.160564,0.068881,0.501924,0.229173,0.836971,HOROZ
0.070962,0.152591,0.070254,0.661396,0.227776,0.916745,HOROZ
0.071175,0.160716,0.069475,0.385094,0.211608,0.858121,HOROZ
0.072631,0.15325,0.07098,0.341245,0.257855,0.840723,HOROZ
0.072734,0.16975,0.071849,0.792444,0.26864,0.777334,HOROZ
0.072807,0.163591,0.071416,0.220994,0.156409,0.920051,HOROZ
0.072943,0.165523,0.071672,0.39126,0.197645,0.954398,HOROZ
0.073357,0.153732,0.072538,0.395316,0.261848,0.875381,HOROZ
0.073938,0.182688,0.07504,0.77702,0.278289,0.51958,HOROZ
0.074109,0.138687,0.072183,0.619981,0.386996,0.940897,HOROZ
0.07413,0.14655,0.072381,0.559857,0.38586,0.963656,HOROZ
0.074164,0.165436,0.072418,0.724628,0.170026,0.893199,HOROZ
0.074946,0.173783,0.073919,0.152766,0.152125,0.822716,HOROZ
0.075322,0.158277,0.073362,0.474864,0.238053,0.986228,HOROZ
0.075535,0.230607,0.07633,0.285027,0.200723,0.876786,HOROZ
0.076146,0.157306,0.074916,0.81461,0.329968,0.897381,HOROZ
0.076321,0.16864,0.074863,0.874539,0.233647,0.879154,HOROZ
0.076889,0.158552,0.07457,0.777346,0.233673,0.888025,HOROZ
0.076889,0.158552,0.07457,0.777346,0.233673,0.888025,HOROZ
0.077072,0.162669,0.075151,0.792946,0.248133,0.862852,HOROZ
0.077337,0.171871,0.075568,0.385006,0.169535,0.954466,HOROZ
0.077785,0.169027,0.075902,0.160517,0.182696,0.929409,HOROZ
0.078622,0.166982,0.077773,0.756236,0.290481,0.784807,HOROZ
0.07887,0.182528,0.07819,0.304653,0.161232,0.774246,HOROZ
0.07887,0.182528,0.07819,0.304653,0.161232,0.774246,HOROZ
0.079207,0.168466,0.076982,0.241128,0.197301,0.914065,HOROZ
0.08001,0.149078,0.077938,0.447041,0.441555,0.86077,HOROZ
0.080198,0.183507,0.080618,0.344882,0.154643,0.647929,HOROZ
0.080236,0.168735,0.078363,0.473503,0.195192,0.936317,HOROZ
0.080945,0.173008,0.079558,0.598607,0.219663,0.83903,HOROZ
0.081073,0.173994,0.079645,0.569508,0.23689,0.739596,HOROZ
0.081218,0.162682,0.079183,0.445454,0.315265,0.878645,HOROZ
0.081359,0.173846,0.07962,0.158995,0.205799,0.869163,HOROZ
0.081637,0.187241,0.08136,0.10974,0.192142,0.683705,HOROZ
0.081714,0.16485,0.080453,0.827848,0.284173,0.851644,HOROZ
0.08188,0.181269,0.080465,0.331794,0.188612,0.844316,HOROZ
0.081995,0.163848,0.081001,0.450951,0.390809,0.812179,HOROZ
0.082106,0.182803,0.081566,0.412891,0.254639,0.797491,HOROZ
0.082141,0.187377,0.080255,0.75383,0.108985,0.946852,HOROZ
0.082363,0.195618,0.081215,0.183066,0.114025,0.921183,HOROZ
0.082589,0.172544,0.081129,0.2563,0.281481,0.870284,HOROZ
0.08261,0.188339,0.082094,0.185882,0.093962,0.78272,HOROZ
0.082615,0.178277,0.081013,0.778406,0.21683,0.847436,HOROZ
0.0827,0.164103,0.081933,0.699846,0.343842,0.612101,HOROZ
0.082815,0.180105,0.081619,0.234305,0.183484,0.703718,HOROZ
0.082824,0.169288,0.080906,0.23597,0.23274,0.93412,HOROZ
0.082943,0.215419,0.083075,0.814553,0.201993,0.779523,HOROZ
0.083131,0.171117,0.080424,0.561668,0.192338,0.953285,HOROZ
0.083311,0.178697,0.081488,0.803978,0.178492,0.861902,HOROZ
0.083699,0.198425,0.083112,0.367475,0.294443,0.640977,HOROZ
0.083921,0.176836,0.081925,0.853877,0.154138,0.900564,HOROZ
0.083943,0.194296,0.085334,0.572852,0.258457,0.569244,HOROZ
0.083989,0.170764,0.081957,0.331245,0.247868,0.930545,HOROZ
0.084036,0.176677,0.08218,0.499607,0.240605,0.949258,HOROZ
0.084075,0.180771,0.08277,0.222652,0.162927,0.859799,HOROZ
0.084916,0.183611,0.083256,0.186565,0.184122,0.812885,HOROZ
0.084989,0.187242,0.082967,0.520085,0.174428,0.837939,HOROZ
0.085104,0.187481,0.083033,0.388199,0.172999,0.931503,HOROZ
0.08539,0.174845,0.082984,0.309072,0.222074,0.884426,HOROZ
0.085676,0.190559,0.084233,0.138745,0.110722,0.777352,HOROZ
0.085685,0.184001,0.08392,0.241724,0.195187,0.829959,HOROZ
0.085975,0.184894,0.083689,0.440261,0.123744,0.882473,HOROZ
0.086112,0.187772,0.08474,0.220669,0.166573,0.829722,HOROZ
0.086462,0.186034,0.085973,0.225559,0.192056,0.79379,HOROZ
0.086462,0.190971,0.08439,0.205253,0.174406,0.912782,HOROZ
0.086611,0.180503,0.085123,0.259762,0.211191,0.868949,HOROZ
0.086641,0.175839,0.084785,0.79701,0.211402,0.934178,HOROZ
0.086889,0.197066,0.085701,0.479623,0.145635,0.90393,HOROZ
0.087038,0.182158,0.086373,0.74709,0.184755,0.689995,HOROZ
0.087038,0.182158,0.086373,0.74709,0.184755,0.689995,HOROZ
0.088059,0.186953,0.086224,0.206819,0.142937,0.910545,HOROZ
0.088242,0.193386,0.086608,0.185333,0.133261,0.859881,HOROZ
0.088311,0.18309,0.086018,0.35968,0.174929,0.930596,HOROZ
0.088362,0.190667,0.086006,0.759556,0.095846,0.942643,HOROZ
0.088396,0.174973,0.086603,0.560802,0.289017,0.860827,HOROZ
0.088417,0.177362,0.086504,0.819552,0.277989,0.932996,HOROZ
0.088537,0.175681,0.086476,0.635567,0.273378,0.906302,HOROZ
0.088772,0.189955,0.091179,0.732625,0.331173,0.37181,HOROZ
0.088887,0.188338,0.087519,0.264537,0.183348,0.816704,HOROZ
0.088896,0.198772,0.087152,0.207667,0.118137,0.879722,HOROZ
0.0889,0.187576,0.087032,0.191396,0.245972,0.870397,HOROZ
0.088917,0.182287,0.086678,0.829386,0.165666,0.942435,HOROZ
0.088926,0.201002,0.088141,0.462462,0.249781,0.891287,HOROZ
0.089412,0.1869,0.087288,0.352082,0.22949,0.933253,HOROZ
0.089515,0.196808,0.087989,0.252994,0.247153,0.904163,HOROZ
0.089878,0.183547,0.087609,0.350061,0.243835,0.902187,HOROZ
0.08995,0.156396,0.087304,0.804333,0.534241,0.948404,HOROZ
0.090215,0.19764,0.089126,0.332112,0.21489,0.843684,HOROZ
0.09118,0.186418,0.090025,0.313317,0.305457,0.921299,HOROZ
0.09153,0.202923,0.089683,0.245992,0.204962,0.93488,HOROZ
0.091534,0.187974,0.090091,0.480406,0.249525,0.837377,HOROZ
0.09171,0.186786,0.090021,0.36448,0.260908,0.886913,HOROZ
0.092051,0.203424,0.090318,0.416787,0.130054,0.822987,HOROZ
0.092051,0.203424,0.090318,0.416787,0.130054,0.822987,HOROZ
0.092064,0.196285,0.090544,0.150029,0.19107,0.816855,HOROZ
0.092064,0.218914,0.091406,0.173323,0.146054,0.852257,HOROZ
0.092119,0.171443,0.089798,0.438975,0.388322,0.93923,HOROZ
0.092154,0.178566,0.090648,0.349741,0.348952,0.887429,HOROZ
0.092337,0.217586,0.091319,0.363279,0.072557,0.655194,HOROZ
0.092452,0.193053,0.091575,0.39394,0.183222,0.681443,HOROZ
0.092811,0.198892,0.090289,0.896587,0.145908,0.908583,HOROZ
0.092811,0.198892,0.090289,0.896587,0.145908,0.908583,HOROZ
0.092939,0.202845,0.09167,0.843399,0.256532,0.88067,HOROZ
0.092969,0.196053,0.091344,0.615028,0.248423,0.930174,HOROZ
0.093255,0.204302,0.091286,0.49969,0.158801,0.900764,HOROZ
0.093738,0.213665,0.092198,0.810916,0.164119,0.918076,HOROZ
0.093806,0.192524,0.092243,0.727127,0.1954,0.701205,HOROZ
0.093862,0.188965,0.092259,0.47576,0.257898,0.76086,HOROZ
0.094067,0.207704,0.091253,0.173938,0.07953,0.865831,HOROZ
0.094067,0.207704,0.091253,0.173938,0.07953,0.865831,HOROZ
0.094301,0.192022,0.092321,0.406663,0.22648,0.94691,HOROZ
0.094502,0.184168,0.092272,0.28953,0.295155,0.865517,HOROZ
0.094767,0.191767,0.092771,0.550033,0.205121,0.889038,HOROZ
0.094886,0.192897,0.092667,0.8068,0.224355,0.864485,HOROZ
0.095006,0.182606,0.093438,0.48836,0.439983,0.93585,HOROZ
0.09504,0.204006,0.092931,0.904204,0.124397,0.827641,HOROZ
0.095104,0.179679,0.09301,0.820843,0.324603,0.821444,HOROZ
0.095168,0.212137,0.092812,0.817952,0.072043,0.930971,HOROZ
0.095177,0.19988,0.093294,0.807111,0.155139,0.799982,HOROZ
0.095377,0.210867,0.093607,0.143242,0.136744,0.824701,HOROZ
0.09545,0.175325,0.093166,0.520433,0.453154,0.914136,HOROZ
0.095476,0.189286,0.093203,0.78953,0.239067,0.943083,HOROZ
0.095638,0.208301,0.093785,0.209496,0.162831,0.932006,HOROZ
0.095804,0.19958,0.093348,0.554062,0.13988,0.951373,HOROZ
0.096415,0.303843,0.099065,0.363148,0.088809,0.856044,HOROZ
0.096479,0.205928,0.09458,0.497441,0.129306,0.883082,HOROZ
0.096539,0.197088,0.094057,0.595683,0.236264,0.868325,HOROZ
0.096744,0.209471,0.095108,0.698308,0.08765,0.807637,HOROZ
0.096838,0.198992,0.094922,0.457897,0.210845,0.842578,HOROZ
0.096838,0.198992,0.094922,0.457897,0.210845,0.842578,HOROZ
0.096902,0.204529,0.095203,0.145288,0.162411,0.768414,HOROZ
0.096953,0.200048,0.09425,0.840652,0.154322,0.917572,HOROZ
0.096996,0.201904,0.097103,0.315819,0.234802,0.664902,HOROZ
0.097205,0.195948,0.095034,1,0.230086,0.802288,HOROZ
0.097235,0.1886,0.094951,0.795777,0.306097,0.849072,HOROZ
0.097286,0.215519,0.095949,0.295168,0.10563,0.887006,HOROZ
0.097606,0.21794,0.095347,0.190594,0.165785,0.911521,HOROZ
0.098161,0.20969,0.096324,0.1872,0.155381,0.950442,HOROZ
0.0982,0.198636,0.096303,0.469687,0.256798,0.898665,HOROZ
0.09852,0.212302,0.097487,0.141566,0.178093,0.824864,HOROZ
0.098627,0.260872,0.098571,0.060234,0.099329,0.919891,HOROZ
0.098691,0.202574,0.096856,0.841656,0.18669,0.841133,HOROZ
0.098755,0.220322,0.100331,0.323972,0.10714,0.492875,HOROZ
0.098781,0.207826,0.096885,0.310334,0.154648,0.854002,HOROZ
0.099374,0.200536,0.097198,0.796448,0.224661,0.863023,HOROZ
0.099477,0.201621,0.096885,0.885404,0.208473,0.877258,HOROZ
0.099588,0.208912,0.097194,0.455504,0.121718,0.87423,HOROZ
0.099588,0.209237,0.098237,0.344237,0.162869,0.84445,HOROZ
0.0996,0.213576,0.09794,0.509724,0.158294,0.856699,HOROZ
0.0996,0.213576,0.09794,0.509724,0.158294,0.856699,HOROZ
0.099741,0.214169,0.097111,0.794797,0.100981,0.945781,HOROZ
0.099968,0.21349,0.097853,0.859458,0.156157,0.899274,HOROZ
0.100019,0.206487,0.097907,0.859834,0.163194,0.884647,HOROZ
0.100019,0.206487,0.097907,0.859834,0.163194,0.884647,HOROZ
0.100036,0.219301,0.098088,0.373353,0.137499,0.840455,HOROZ
0.100134,0.198447,0.097656,0.283682,0.227623,0.909732,HOROZ
0.100198,0.170512,0.097425,0.664422,0.504239,0.948273,HOROZ
0.100258,0.21528,0.097969,0.610489,0.116524,0.857905,HOROZ
0.100309,0.218718,0.0986,0.478454,0.077301,0.779046,HOROZ
0.100318,0.21129,0.097775,0.117878,0.148167,0.885961,HOROZ
0.100335,0.205039,0.098055,0.444217,0.157877,0.940745,HOROZ
0.10036,0.211844,0.098666,0.506199,0.127042,0.876481,HOROZ
0.100493,0.191921,0.09984,0.486575,0.327105,0.787948,HOROZ
0.100591,0.213703,0.099197,0.273323,0.208851,0.910523,HOROZ
0.100646,0.194383,0.100368,0.616068,0.280959,0.745602,HOROZ
0.10077,0.203871,0.098398,0.783384,0.189986,0.901096,HOROZ
0.100809,0.204761,0.09881,0.468365,0.236366,0.87963,HOROZ
0.100894,0.197234,0.098999,0.842515,0.268736,0.731913,HOROZ
0.101001,0.21672,0.099272,0.253732,0.169894,0.830754,HOROZ
0.101197,0.194756,0.098962,0.778609,0.25877,0.820682,HOROZ
0.101342,0.202014,0.098661,0.870866,0.159961,0.864591,HOROZ
0.101415,0.206386,0.098732,0.693813,0.144226,0.98165,HOROZ
0.101787,0.21076,0.099865,0.332113,0.196792,0.86809,HOROZ
0.102231,0.219453,0.099626,0.095202,0.106635,0.933461,HOROZ
0.102286,0.218543,0.10015,0.123937,0.107388,0.931185,HOROZ
0.102346,0.206202,0.100727,0.308891,0.317765,0.825169,HOROZ
0.102359,0.22178,0.100418,0.833338,0.05974,0.889021,HOROZ
0.102389,0.20766,0.100034,0.774557,0.160245,0.907679,HOROZ
0.102786,0.204113,0.10003,0.300037,0.18957,0.943776,HOROZ
0.102969,0.226824,0.101502,0.156485,0.132352,0.748555,HOROZ
0.103085,0.222781,0.10186,0.181952,0.152378,0.679346,HOROZ
0.103221,0.220439,0.10111,0.613031,0.094636,0.870742,HOROZ
0.103272,0.208731,0.101164,0.5017,0.178352,0.904302,HOROZ
0.103281,0.229178,0.102079,0.954173,0.236274,0.678161,HOROZ
0.103307,0.222978,0.101242,0.252963,0.10938,0.93454,HOROZ
0.103307,0.222978,0.101242,0.252963,0.10938,0.93454,HOROZ
0.103452,0.194429,0.101184,0.611845,0.36622,0.910632,HOROZ
0.103452,0.211475,0.100855,0.804247,0.115575,0.931431,HOROZ
0.103678,0.222824,0.101456,0.071467,0.121296,0.820385,HOROZ
0.103691,0.221005,0.100764,0.588601,0.062849,0.960702,HOROZ
0.103717,0.210446,0.101205,0.446439,0.224754,0.946118,HOROZ
0.103717,0.210446,0.101205,0.446439,0.224754,0.946118,HOROZ
0.103832,0.221032,0.101869,0.19545,0.147152,0.884829,HOROZ
0.103836,0.195894,0.100719,0.790229,0.270577,0.961204,HOROZ
0.104037,0.21578,0.104812,0.593022,0.209864,0.529006,HOROZ
0.104045,0.230775,0.101914,0.828632,0.152659,0.939078,HOROZ
0.104097,0.32918,0.106638,0.312689,0.052943,0.930591,HOROZ
0.104122,0.216585,0.102248,0.293432,0.361515,0.757449,HOROZ
0.104297,0.210474,0.101708,0.41913,0.165331,0.859246,HOROZ
0.1044,0.22014,0.102347,0.519875,0.096539,0.941746,HOROZ
0.104421,0.225078,0.102825,0.29311,0.116556,0.801145,HOROZ
0.104545,0.206557,0.103027,0.401977,0.325019,0.893899,HOROZ
0.104797,0.242348,0.102767,0.801427,0.042682,0.941251,HOROZ
0.104976,0.214201,0.103567,0.316369,0.172628,0.700416,HOROZ
0.105083,0.21761,0.102809,0.242685,0.162171,0.848815,HOROZ
0.105091,0.213379,0.102908,0.388087,0.194739,0.779564,HOROZ
0.10539,0.23348,0.104021,0.359864,0.139796,0.764625,HOROZ
0.105399,0.202467,0.102796,0.241361,0.23911,0.931169,HOROZ
0.105514,0.215892,0.10346,0.552384,0.141445,0.769274,HOROZ
0.105591,0.226309,0.108576,0.786902,0.083496,0.453219,HOROZ
0.105809,0.238578,0.103744,0.630356,0.089859,0.802983,HOROZ
0.105852,0.216885,0.103687,0.347548,0.177525,0.884699,HOROZ
0.10592,0.20727,0.103345,0.243045,0.198739,0.947111,HOROZ
0.105963,0.204925,0.103633,0.763311,0.222836,0.947573,HOROZ
0.106052,0.249282,0.104185,0.194912,0.067306,0.934733,HOROZ
0.10615,0.220053,0.104,0.208297,0.111538,0.861857,HOROZ
0.106223,0.225549,0.104721,0.229724,0.180411,0.913277,HOROZ
0.10653,0.211935,0.104309,0.659966,0.197333,0.871092,HOROZ
0.106667,0.214634,0.104359,0.741168,0.152573,0.908327,HOROZ
0.106693,0.212437,0.104581,0.269462,0.185433,0.930859,HOROZ
0.106718,0.223497,0.104416,0.422732,0.097959,0.941647,HOROZ
0.106957,0.22133,0.104033,0.329687,0.093529,0.947505,HOROZ
0.106962,0.217402,0.105921,0.22421,0.197114,0.674144,HOROZ
0.106966,0.221905,0.105154,0.737117,0.155827,0.824491,HOROZ
0.106974,0.212116,0.105369,0.735836,0.218353,0.859828,HOROZ
0.106996,0.2145,0.105212,0.169507,0.243895,0.810729,HOROZ
0.106996,0.2145,0.105212,0.169507,0.243895,0.810729,HOROZ
0.107167,0.229492,0.112455,0.35114,0.306856,0.044248,HOROZ
0.107197,0.216317,0.104585,0.599512,0.144128,0.942575,HOROZ
0.107197,0.225186,0.104841,0.380922,0.087612,0.94629,HOROZ
0.10732,0.225734,0.105142,0.472944,0.089686,0.952324,HOROZ
0.107542,0.226241,0.105727,0.736948,0.184266,0.822547,HOROZ
0.107555,0.212178,0.10501,0.74648,0.19014,0.745391,HOROZ
0.107649,0.216495,0.106445,0.300634,0.311962,0.768466,HOROZ
0.107747,0.228007,0.10548,0.786059,0.177849,0.937258,HOROZ
0.107747,0.207979,0.105826,0.48438,0.196871,0.898111,HOROZ
0.107799,0.236391,0.10583,0.185606,0.136438,0.944592,HOROZ
0.108029,0.229777,0.106333,0.262439,0.184234,0.827166,HOROZ
0.108392,0.229042,0.10623,0.260688,0.139117,0.920092,HOROZ
0.108439,0.228937,0.107141,0.764889,0.208939,0.899397,HOROZ
0.108443,0.230987,0.107059,0.651755,0.241504,0.899371,HOROZ
0.108644,0.218752,0.107306,0.592629,0.235572,0.854624,HOROZ
0.108742,0.215235,0.105987,0.222765,0.204472,0.890283,HOROZ
0.108832,0.206946,0.10597,0.670742,0.227027,0.907329,HOROZ
0.108862,0.200702,0.106329,0.65697,0.304148,0.881416,HOROZ
0.108875,0.217517,0.105521,0.74013,0.142908,0.922259,HOROZ
0.108917,0.22842,0.107215,0.792689,0.125071,0.708604,HOROZ
0.108977,0.220931,0.106362,0.748344,0.149977,0.949023,HOROZ
0.109088,0.21655,0.105987,0.441945,0.165429,0.938205,HOROZ
0.109088,0.214699,0.10724,0.481588,0.20872,0.81178,HOROZ
0.109464,0.229124,0.106556,0.726065,0.095804,0.970358,HOROZ
0.109489,0.227255,0.108922,0.823217,0.165537,0.676732,HOROZ
0.109511,0.226592,0.107203,0.800358,0.144226,0.922316,HOROZ
0.109515,0.231638,0.10804,0.676109,0.182093,0.853878,HOROZ
0.109652,0.220715,0.107393,0.682003,0.230401,0.873275,HOROZ
0.109767,0.230981,0.109038,0.5543,0.101276,0.730515,HOROZ
0.109835,0.211034,0.106902,0.700115,0.24358,0.838018,HOROZ
0.10984,0.227171,0.10696,0.679188,0.14233,0.929941,HOROZ
0.109993,0.223252,0.107995,0.205127,0.185016,0.8399,HOROZ
0.110203,0.210858,0.107698,0.261147,0.237885,0.932115,HOROZ
0.110207,0.226495,0.107912,0.864102,0.148118,0.787297,HOROZ
0.110339,0.22187,0.108089,0.773186,0.149758,0.894193,HOROZ
0.110365,0.225783,0.108592,0.417876,0.20162,0.728038,HOROZ
0.110399,0.210836,0.107611,0.792233,0.225298,0.888076,HOROZ
0.110497,0.217878,0.108366,0.271541,0.276791,0.881912,HOROZ
0.110574,0.242849,0.109524,0.51998,0.178723,0.808347,HOROZ
0.110997,0.219171,0.108263,0.713348,0.157058,0.912723,HOROZ
0.111052,0.23825,0.108126,0.81373,0.068494,0.95344,HOROZ
0.111279,0.22236,0.109573,0.571556,0.196487,0.83202,HOROZ
0.111441,0.231875,0.109264,0.657097,0.120012,0.834084,HOROZ
0.111454,0.224923,0.109503,0.587938,0.151343,0.805451,HOROZ
0.111624,0.216509,0.108959,0.824142,0.232396,0.949245,HOROZ
0.111629,0.22459,0.109322,0.436223,0.145176,0.924215,HOROZ
0.111706,0.307597,0.112088,0.605368,0.077984,0.789176,HOROZ
0.111932,0.232925,0.109907,0.323528,0.153055,0.926605,HOROZ
0.111966,0.240331,0.109289,0.297687,0.093123,0.8996,HOROZ
0.112128,0.218598,0.109771,0.650039,0.214208,0.902125,HOROZ
0.112197,0.231507,0.109553,0.717039,0.133585,0.940418,HOROZ
0.112197,0.231507,0.109553,0.717039,0.133585,0.940418,HOROZ
0.112248,0.240419,0.110015,0.748991,0.08013,0.951278,HOROZ
0.112423,0.225944,0.110204,0.374064,0.26351,0.936581,HOROZ
0.112449,0.232853,0.11074,0.83113,0.142389,0.67359,HOROZ
0.112542,0.219403,0.109503,0.855952,0.168198,0.937264,HOROZ
0.112542,0.219403,0.109503,0.855952,0.168198,0.937264,HOROZ
0.112615,0.232316,0.110901,0.172113,0.127562,0.857114,HOROZ
0.112632,0.244031,0.112047,0.523103,0.277316,0.734996,HOROZ
0.112675,0.234217,0.109639,0.277018,0.0961,0.869593,HOROZ
0.112752,0.223394,0.110307,0.819685,0.175802,0.886583,HOROZ
0.112773,0.241981,0.110324,0.70357,0.068502,0.798105,HOROZ
0.112858,0.225788,0.111086,0.521011,0.294111,0.816798,HOROZ
0.11291,0.234622,0.110703,0.467666,0.180183,0.961099,HOROZ
0.11291,0.234622,0.110703,0.467666,0.180183,0.961099,HOROZ
0.112927,0.220399,0.110666,0.719649,0.223628,0.832915,HOROZ
0.113034,0.212252,0.110571,0.504825,0.28382,0.901838,HOROZ
0.113098,0.227865,0.112146,0.261347,0.252968,0.660278,HOROZ
0.113303,0.238445,0.110996,0.329629,0.106448,0.876982,HOROZ
0.113315,0.229118,0.111033,0.851216,0.130176,0.89343,HOROZ
0.113367,0.230136,0.110526,0.733323,0.159383,0.920047,HOROZ
0.113439,0.226451,0.110142,0.768187,0.116338,0.942235,HOROZ
0.113503,0.22108,0.111,0.471111,0.185959,0.902252,HOROZ
0.113683,0.226684,0.110818,0.213538,0.14475,0.858685,HOROZ
0.113738,0.258689,0.111977,0.699235,0.039525,0.877509,HOROZ
0.113811,0.241218,0.111973,0.16133,0.082082,0.728227,HOROZ
0.113875,0.218712,0.111058,0.843695,0.206038,0.805809,HOROZ
