@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,9,11-13,16-17'

@attribute Perimeter numeric
@attribute MinorAxisLength numeric
@attribute AspectRation numeric
@attribute Extent numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.45074,0.415461,0.525671,0.363648,0.723906,0.315908,0.274212,0.858231,CALI
0.455882,0.4217,0.509829,0.706217,0.704227,0.327252,0.27057,0.815467,CALI
0.468476,0.41232,0.554267,0.492972,0.653864,0.27763,0.28526,0.608724,CALI
0.467104,0.430981,0.491794,0.841331,0.660008,0.334329,0.268299,0.660765,CALI
0.453965,0.43661,0.474377,0.535119,0.714332,0.350963,0.263346,0.676298,CALI
0.450192,0.4442,0.452783,0.622466,0.740813,0.376992,0.254105,0.779259,CALI
0.462121,0.398093,0.591348,0.848488,0.692183,0.264804,0.286653,0.919398,CALI
0.458815,0.411765,0.551688,0.609748,0.707211,0.292729,0.277902,0.838733,CALI
0.452136,0.427156,0.508509,0.603134,0.739627,0.327135,0.266938,0.793167,CALI
0.451394,0.419858,0.528421,0.748735,0.74406,0.31347,0.270679,0.856981,CALI
0.467248,0.407765,0.574042,0.510083,0.679056,0.270804,0.283346,0.776104,CALI
0.461543,0.421856,0.51933,0.732746,0.703901,0.325051,0.266904,0.922562,CALI
0.459042,0.428535,0.50394,0.718378,0.714582,0.333844,0.264297,0.840026,CALI
0.451646,0.433624,0.496454,0.577128,0.746688,0.333846,0.264095,0.72441,CALI
0.45563,0.420207,0.534272,0.619123,0.73414,0.307503,0.270959,0.840039,CALI
0.467587,0.407876,0.577372,0.582381,0.689027,0.272319,0.280688,0.851869,CALI
0.464574,0.423302,0.529752,0.5671,0.702865,0.310376,0.269046,0.822539,CALI
0.451534,0.459029,0.430085,0.663821,0.770412,0.402451,0.240952,0.843348,CALI
0.451017,0.43603,0.495781,0.57793,0.772929,0.343271,0.257191,0.877883,CALI
0.484125,0.388371,0.665162,0.776745,0.638668,0.199541,0.300577,0.759798,CALI
0.468692,0.440306,0.493874,0.461593,0.70029,0.335842,0.259059,0.719132,CALI
0.461092,0.42993,0.525998,0.737381,0.738887,0.312454,0.264435,0.802344,CALI
0.459442,0.442532,0.48793,0.529436,0.746337,0.345488,0.254903,0.793973,CALI
0.467459,0.428663,0.536564,0.516182,0.715291,0.299587,0.26768,0.734654,CALI
0.46542,0.419087,0.570733,0.678283,0.734821,0.27568,0.272693,0.815193,CALI
0.470983,0.434185,0.528542,0.823281,0.724916,0.313576,0.259184,0.860673,CALI
0.463551,0.454852,0.470261,0.672287,0.765736,0.367624,0.242297,0.898064,CALI
0.482568,0.454812,0.488257,0.71613,0.692177,0.3378,0.249756,0.666035,CALI
0.478322,0.426212,0.564022,0.619933,0.71065,0.285299,0.264536,0.88886,CALI
0.473542,0.449092,0.490594,0.637692,0.734099,0.352548,0.24467,0.958362,CALI
0.489331,0.443527,0.515242,0.381793,0.671354,0.324083,0.252559,0.842932,CALI
0.509219,0.417042,0.631493,0.638709,0.600507,0.208475,0.286338,0.463688,CALI
0.489626,0.436888,0.536776,0.363521,0.678579,0.310324,0.254912,0.927798,CALI
0.477858,0.448294,0.520478,0.767743,0.730808,0.311113,0.25372,0.695237,CALI
0.484766,0.447887,0.520795,0.645368,0.707799,0.314751,0.251801,0.763829,CALI
0.484828,0.428411,0.57864,0.765403,0.710721,0.271978,0.263601,0.864216,CALI
0.48833,0.450074,0.510512,0.816671,0.700484,0.331257,0.245911,0.896128,CALI
0.503823,0.453158,0.523197,0.7596,0.65779,0.312291,0.248053,0.75707,CALI
0.486524,0.474964,0.452963,0.701303,0.728623,0.383189,0.228096,0.888103,CALI
0.489735,0.446775,0.541979,0.868822,0.717343,0.30023,0.250602,0.827094,CALI
0.501162,0.465385,0.503654,0.719592,0.691546,0.329607,0.238901,0.761671,CALI
0.486,0.47334,0.48314,0.819344,0.767974,0.35552,0.229099,0.892753,CALI
0.500003,0.501532,0.415133,0.454038,0.721682,0.417074,0.211315,0.842864,CALI
0.506056,0.45505,0.545364,0.48294,0.699663,0.302312,0.241622,0.91481,CALI
0.529966,0.464449,0.540742,0.56801,0.62713,0.296629,0.240115,0.744841,CALI
0.531333,0.488765,0.539462,0.429098,0.72517,0.30357,0.219737,0.848542,CALI
0.52983,0.516415,0.469755,0.721613,0.742086,0.364236,0.201941,0.831635,CALI
0.548972,0.465731,0.63004,0.679479,0.67984,0.228708,0.237038,0.812694,CALI
0.127178,0.080285,0.616661,0.257854,0.662621,0.241541,0.755465,0.859029,HOROZ
0.133222,0.106766,0.488343,0.377722,0.635072,0.339943,0.701064,0.70441,HOROZ
0.124252,0.089519,0.582268,0.818811,0.702693,0.26528,0.736258,0.796421,HOROZ
0.122016,0.094149,0.5507,0.81404,0.723972,0.299009,0.717208,0.935887,HOROZ
0.122016,0.094149,0.5507,0.81404,0.723972,0.299009,0.717208,0.935887,HOROZ
0.112662,0.116063,0.435188,0.70367,0.79408,0.405251,0.665727,0.97487,HOROZ
0.126591,0.088565,0.605337,0.645701,0.712451,0.249277,0.736126,0.838879,HOROZ
0.131459,0.100222,0.532989,0.785407,0.68041,0.314505,0.702571,0.944557,HOROZ
0.131459,0.100222,0.532989,0.785407,0.68041,0.314505,0.702571,0.944557,HOROZ
0.115409,0.112501,0.477246,0.698982,0.805409,0.362803,0.676087,0.925773,HOROZ
0.113235,0.128153,0.407797,0.631259,0.823486,0.424067,0.647631,0.837824,HOROZ
0.150341,0.075972,0.696892,0.158543,0.572437,0.18003,0.768562,0.823386,HOROZ
0.144953,0.078127,0.695162,0.477807,0.612438,0.176849,0.767948,0.740695,HOROZ
0.125289,0.112572,0.496322,0.253735,0.745928,0.335985,0.685029,0.759521,HOROZ
0.13876,0.100754,0.55959,0.425545,0.662125,0.287045,0.706369,0.854576,HOROZ
0.125445,0.122051,0.454915,0.440231,0.771739,0.385408,0.653942,0.957713,HOROZ
0.143268,0.09538,0.616428,0.27694,0.658586,0.237335,0.723202,0.779016,HOROZ
0.132091,0.138165,0.398548,0.41605,0.739503,0.431413,0.629145,0.805276,HOROZ
0.148738,0.122801,0.477645,0.858426,0.638352,0.355936,0.660073,0.81335,HOROZ
0.147817,0.095009,0.624751,0.536484,0.64642,0.237177,0.717569,0.893566,HOROZ
0.158943,0.079496,0.731435,0.720538,0.588092,0.159522,0.755524,0.892031,HOROZ
0.149528,0.100295,0.613504,0.55743,0.648507,0.238993,0.712313,0.767905,HOROZ
0.123779,0.149064,0.360881,0.490889,0.830022,0.479964,0.600127,0.96166,HOROZ
0.145321,0.09382,0.654613,0.664775,0.691658,0.215589,0.719302,0.912611,HOROZ
0.141291,0.125584,0.494754,0.398574,0.733416,0.342817,0.65208,0.85399,HOROZ
0.149426,0.106658,0.598431,0.611785,0.681055,0.254391,0.694136,0.832855,HOROZ
0.141767,0.109352,0.578962,0.48141,0.736069,0.27594,0.682217,0.940293,HOROZ
0.153149,0.09099,0.688371,0.260296,0.661922,0.192039,0.724804,0.934437,HOROZ
0.138928,0.14899,0.387149,0.751002,0.761999,0.452271,0.600389,0.959213,HOROZ
0.160564,0.102821,0.631166,0.501924,0.623762,0.229173,0.70261,0.836971,HOROZ
0.152591,0.102075,0.638703,0.661396,0.684796,0.227776,0.699869,0.916745,HOROZ
0.160716,0.100184,0.65601,0.385094,0.635435,0.211608,0.707486,0.858121,HOROZ
0.15325,0.113188,0.594613,0.341245,0.698022,0.257855,0.679217,0.840723,HOROZ
0.16975,0.117377,0.576793,0.792444,0.596158,0.26864,0.673578,0.777334,HOROZ
0.163591,0.088621,0.738126,0.220994,0.634178,0.156409,0.731331,0.920051,HOROZ
0.165523,0.09728,0.682081,0.39126,0.623697,0.197645,0.708828,0.954398,HOROZ
0.153732,0.114304,0.592004,0.395316,0.70247,0.261848,0.674893,0.875381,HOROZ
0.182688,0.128043,0.547395,0.77702,0.533219,0.278289,0.665018,0.51958,HOROZ
0.138687,0.142059,0.452195,0.619981,0.813844,0.386996,0.614534,0.940897,HOROZ
0.14655,0.141237,0.454803,0.559857,0.758822,0.38586,0.614966,0.963656,HOROZ
0.165436,0.094254,0.716353,0.724628,0.636439,0.170026,0.719372,0.893199,HOROZ
0.173783,0.092976,0.736921,0.152766,0.593874,0.152125,0.726421,0.822716,HOROZ
0.158277,0.109058,0.630176,0.474864,0.693285,0.238053,0.680367,0.986228,HOROZ
0.230607,0.103576,0.672143,0.285027,0.310428,0.200723,0.698669,0.876786,HOROZ
0.157306,0.133398,0.512061,0.81461,0.708072,0.329968,0.633843,0.897381,HOROZ
0.16864,0.112156,0.628323,0.874539,0.638214,0.233647,0.679378,0.879154,HOROZ
0.158552,0.112765,0.62892,0.777346,0.7076,0.233673,0.677561,0.888025,HOROZ
0.158552,0.112765,0.62892,0.777346,0.7076,0.233673,0.677561,0.888025,HOROZ
0.162669,0.11697,0.608476,0.792946,0.682983,0.248133,0.66981,0.862852,HOROZ
0.171871,0.097138,0.721695,0.385006,0.628543,0.169535,0.709156,0.954466,HOROZ
0.169027,0.101376,0.701073,0.160517,0.650297,0.182696,0.700765,0.929409,HOROZ
0.166982,0.130989,0.550749,0.756236,0.67129,0.290481,0.644633,0.784807,HOROZ
0.182528,0.101742,0.719957,0.304653,0.580369,0.161232,0.708607,0.774246,HOROZ
0.182528,0.101742,0.719957,0.304653,0.580369,0.161232,0.708607,0.774246,HOROZ
0.168466,0.107103,0.679584,0.241128,0.667817,0.197301,0.688655,0.914065,HOROZ
0.149078,0.165974,0.391839,0.447041,0.804244,0.441555,0.574285,0.86077,HOROZ
0.183507,0.10518,0.719805,0.344882,0.587165,0.154643,0.707862,0.647929,HOROZ
0.168735,0.10752,0.684137,0.473503,0.676304,0.195192,0.686503,0.936317,HOROZ
0.173008,0.116597,0.643859,0.598607,0.656747,0.219663,0.671904,0.83903,HOROZ
0.173994,0.123314,0.614208,0.569508,0.651956,0.23689,0.662968,0.739596,HOROZ
0.162682,0.138134,0.527762,0.445454,0.724801,0.315265,0.625398,0.878645,HOROZ
0.173846,0.113215,0.664666,0.158995,0.655627,0.205799,0.677605,0.869163,HOROZ
0.187241,0.115083,0.669662,0.10974,0.579126,0.192142,0.683706,0.683705,HOROZ
0.16485,0.132358,0.562866,0.827848,0.715717,0.284173,0.63833,0.851644,HOROZ
0.181269,0.110576,0.686451,0.331794,0.615999,0.188612,0.684765,0.844316,HOROZ
0.163848,0.158641,0.44026,0.450951,0.725041,0.390809,0.589877,0.812179,HOROZ
0.182803,0.127458,0.595653,0.412891,0.609113,0.254639,0.651207,0.797491,HOROZ
0.187377,0.089977,0.81228,0.75383,0.582996,0.108985,0.726531,0.946852,HOROZ
0.195618,0.09205,0.802313,0.183066,0.538979,0.114025,0.723023,0.921183,HOROZ
0.172544,0.132528,0.567402,0.2563,0.675604,0.281481,0.637009,0.870284,HOROZ
0.188339,0.091011,0.822815,0.185882,0.581832,0.093962,0.733436,0.78272,HOROZ
0.178277,0.118099,0.648239,0.778406,0.64078,0.21683,0.66822,0.847436,HOROZ
0.164103,0.1542,0.478094,0.699846,0.730467,0.343842,0.608262,0.612101,HOROZ
0.180105,0.114207,0.683109,0.234305,0.631731,0.183484,0.684518,0.703718,HOROZ
0.169288,0.119908,0.633419,0.23597,0.698345,0.23274,0.659711,0.93412,HOROZ
0.215419,0.116814,0.663274,0.814553,0.441143,0.201993,0.674676,0.779523,HOROZ
0.171117,0.110487,0.68935,0.561668,0.689816,0.192338,0.679008,0.953285,HOROZ
0.178697,0.109775,0.701948,0.803978,0.644878,0.178492,0.685571,0.861902,HOROZ
0.198425,0.143253,0.536362,0.367475,0.53559,0.294443,0.627733,0.640977,HOROZ
0.176836,0.103983,0.739958,0.853877,0.662012,0.154138,0.696424,0.900564,HOROZ
0.194296,0.137007,0.575001,0.572852,0.560424,0.258457,0.64393,0.569244,HOROZ
0.170764,0.125173,0.613564,0.331245,0.700449,0.247868,0.648875,0.930545,HOROZ
0.176677,0.123073,0.624244,0.499607,0.664084,0.240605,0.652252,0.949258,HOROZ
0.180771,0.107246,0.724035,0.222652,0.63966,0.162927,0.691324,0.859799,HOROZ
0.183611,0.114541,0.690369,0.186565,0.630642,0.184122,0.677784,0.812885,HOROZ
0.187242,0.111739,0.705903,0.520085,0.61002,0.174428,0.682549,0.837939,HOROZ
0.187481,0.109243,0.714992,0.388199,0.609695,0.172999,0.682938,0.931503,HOROZ
0.174845,0.122303,0.643927,0.309072,0.688426,0.222074,0.657313,0.884426,HOROZ
0.190559,0.099173,0.79593,0.138745,0.597187,0.110722,0.714386,0.777352,HOROZ
0.184001,0.11778,0.676293,0.241724,0.635507,0.195187,0.66985,0.829959,HOROZ
0.184894,0.100084,0.78418,0.440261,0.632919,0.123744,0.706352,0.882473,HOROZ
0.187772,0.111639,0.716494,0.220669,0.617278,0.166573,0.68322,0.829722,HOROZ
0.186034,0.119036,0.677932,0.225559,0.630698,0.192056,0.669119,0.79379,HOROZ
0.190971,0.111894,0.711572,0.205253,0.601974,0.174406,0.67812,0.912782,HOROZ
0.180503,0.121849,0.657359,0.259762,0.665232,0.211191,0.659095,0.868949,HOROZ
0.175839,0.120288,0.661815,0.79701,0.694277,0.211402,0.658903,0.934178,HOROZ
0.197066,0.105931,0.752783,0.479623,0.571359,0.145635,0.69184,0.90393,HOROZ
0.182158,0.120749,0.68032,0.74709,0.659218,0.184755,0.67111,0.689995,HOROZ
0.182158,0.120749,0.68032,0.74709,0.659218,0.184755,0.67111,0.689995,HOROZ
0.186953,0.106704,0.757317,0.206819,0.640029,0.142937,0.68974,0.910545,HOROZ
0.193386,0.105909,0.767898,0.185333,0.604255,0.133261,0.694325,0.859881,HOROZ
0.18309,0.114093,0.712169,0.35968,0.665509,0.174929,0.672359,0.930596,HOROZ
0.190667,0.095224,0.83285,0.759556,0.621018,0.095846,0.714296,0.942643,HOROZ
0.174973,0.142962,0.557634,0.560802,0.71663,0.289017,0.616885,0.860827,HOROZ
0.177362,0.138485,0.575943,0.819552,0.701784,0.277989,0.621904,0.932996,HOROZ
0.175681,0.138266,0.579796,0.635567,0.713501,0.273378,0.623708,0.906302,HOROZ
0.189955,0.167081,0.476581,0.732625,0.628906,0.331173,0.596918,0.37181,HOROZ
0.188338,0.119736,0.691737,0.264537,0.639464,0.183348,0.666384,0.816704,HOROZ
0.198772,0.102711,0.792607,0.207667,0.579651,0.118137,0.700477,0.879722,HOROZ
0.187576,0.133234,0.61177,0.191396,0.644091,0.245972,0.635583,0.870397,HOROZ
0.182287,0.112435,0.726363,0.829386,0.676073,0.165666,0.675328,0.942435,HOROZ
0.201002,0.133629,0.608366,0.462462,0.567545,0.249781,0.633699,0.891287,HOROZ
0.1869,0.128425,0.637625,0.352082,0.652838,0.22949,0.64204,0.933253,HOROZ
0.196808,0.133501,0.612629,0.252994,0.596177,0.247153,0.633284,0.904163,HOROZ
0.183547,0.133275,0.61675,0.350061,0.677385,0.243835,0.633841,0.902187,HOROZ
0.156396,0.200913,0.311043,0.804333,0.856962,0.534241,0.512234,0.948404,HOROZ
0.19764,0.128378,0.650559,0.332112,0.597701,0.21489,0.646858,0.843684,HOROZ
0.186418,0.149254,0.542075,0.313317,0.672064,0.305457,0.601799,0.921299,HOROZ
0.202923,0.125485,0.670608,0.245992,0.579695,0.204962,0.648001,0.93488,HOROZ
0.187974,0.138646,0.604917,0.480406,0.665955,0.249525,0.626525,0.837377,HOROZ
0.186786,0.140307,0.593983,0.36448,0.674728,0.260908,0.620707,0.886913,HOROZ
0.203424,0.111119,0.769851,0.416787,0.581453,0.130054,0.684736,0.822987,HOROZ
0.203424,0.111119,0.769851,0.416787,0.581453,0.130054,0.684736,0.822987,HOROZ
0.196285,0.125917,0.681003,0.150029,0.621881,0.19107,0.653369,0.816855,HOROZ
0.218914,0.114237,0.748154,0.173323,0.499163,0.146054,0.676298,0.852257,HOROZ
0.171443,0.169862,0.450692,0.438975,0.775634,0.388322,0.563643,0.93923,HOROZ
0.178566,0.161952,0.490062,0.349741,0.729834,0.348952,0.580145,0.887429,HOROZ
0.217586,0.101803,0.846957,0.363279,0.50823,0.072557,0.715223,0.655194,HOROZ
0.193053,0.128056,0.681811,0.39394,0.644158,0.183222,0.65619,0.681443,HOROZ
0.198892,0.113787,0.752736,0.896587,0.613581,0.145908,0.674216,0.908583,HOROZ
0.198892,0.113787,0.752736,0.896587,0.613581,0.145908,0.674216,0.908583,HOROZ
0.202845,0.14115,0.599057,0.843399,0.592405,0.256532,0.619383,0.88067,HOROZ
0.196053,0.137951,0.612826,0.615028,0.631303,0.248423,0.623099,0.930174,HOROZ
0.204302,0.117657,0.733153,0.49969,0.587036,0.158801,0.666289,0.900764,HOROZ
0.213665,0.119138,0.726749,0.810916,0.540378,0.164119,0.662202,0.918076,HOROZ
0.192524,0.132339,0.666496,0.727127,0.659509,0.1954,0.646328,0.701205,HOROZ
0.188965,0.145959,0.58901,0.47576,0.681335,0.257898,0.616246,0.76086,HOROZ
0.207704,0.100557,0.853043,0.173938,0.575269,0.07953,0.706192,0.865831,HOROZ
0.207704,0.100557,0.853043,0.173938,0.575269,0.07953,0.706192,0.865831,HOROZ
0.192022,0.134102,0.642574,0.406663,0.666977,0.22648,0.629861,0.94691,HOROZ
0.184168,0.153032,0.550586,0.28953,0.716717,0.295155,0.597539,0.865517,HOROZ
0.191767,0.131107,0.66704,0.550033,0.672721,0.205121,0.6389,0.889038,HOROZ
0.192897,0.136541,0.639474,0.8068,0.667053,0.224355,0.629282,0.864485,HOROZ
0.182606,0.186635,0.3978,0.48836,0.731219,0.439983,0.535541,0.93585,HOROZ
0.204006,0.113571,0.778833,0.904204,0.604171,0.124397,0.679094,0.827641,HOROZ
0.179679,0.1622,0.513243,0.820843,0.75076,0.324603,0.582965,0.821444,HOROZ
0.212137,0.098582,0.870856,0.817952,0.560567,0.072043,0.707115,0.930971,HOROZ
0.19988,0.121883,0.730766,0.807111,0.6288,0.155139,0.662728,0.799982,HOROZ
0.210867,0.117071,0.759894,0.143242,0.569194,0.136744,0.671659,0.824701,HOROZ
0.175325,0.1911,0.383669,0.520433,0.782351,0.453154,0.529317,0.914136,HOROZ
0.189286,0.138833,0.625803,0.78953,0.694162,0.239067,0.620704,0.943083,HOROZ
0.208301,0.120999,0.729676,0.209496,0.585435,0.162831,0.657518,0.932006,HOROZ
0.19958,0.11521,0.765078,0.554062,0.636057,0.13988,0.668824,0.951373,HOROZ
0.303843,0.106035,0.83711,0.363148,0.172453,0.088809,0.694252,0.856044,HOROZ
0.205928,0.115246,0.775724,0.497441,0.605837,0.129306,0.672433,0.883082,HOROZ
0.197088,0.141584,0.624147,0.595683,0.657074,0.236264,0.619174,0.868325,HOROZ
0.209471,0.107368,0.835006,0.698308,0.588429,0.08765,0.69394,0.807637,HOROZ
0.198992,0.13651,0.655907,0.457897,0.648586,0.210845,0.630484,0.842578,HOROZ
0.198992,0.13651,0.655907,0.457897,0.648586,0.210845,0.630484,0.842578,HOROZ
0.204529,0.126751,0.717812,0.145288,0.617363,0.162411,0.654225,0.768414,HOROZ
0.200048,0.121046,0.740997,0.840652,0.643465,0.154322,0.65819,0.917572,HOROZ
0.201904,0.147295,0.611596,0.315819,0.633136,0.234802,0.618644,0.664902,HOROZ
0.195948,0.142749,0.627495,1,0.669737,0.230086,0.620313,0.802288,HOROZ
0.1886,0.160001,0.536523,0.795777,0.714486,0.306097,0.585564,0.849072,HOROZ
0.215519,0.11046,0.812747,0.295168,0.56017,0.10563,0.68268,0.887006,HOROZ
0.21794,0.124833,0.723842,0.190594,0.549951,0.165785,0.650586,0.911521,HOROZ
0.20969,0.122055,0.741965,0.1872,0.59928,0.155381,0.654321,0.950442,HOROZ
0.198636,0.148039,0.599974,0.469687,0.66271,0.256798,0.605237,0.898665,HOROZ
0.212302,0.131265,0.699732,0.141566,0.587924,0.178093,0.641954,0.824864,HOROZ
0.260872,0.10983,0.825418,0.060234,0.353129,0.099329,0.682273,0.919891,HOROZ
0.202574,0.133166,0.688891,0.841656,0.644081,0.18669,0.637251,0.841133,HOROZ
0.220322,0.122729,0.778591,0.323972,0.546835,0.10714,0.677742,0.492875,HOROZ
0.207826,0.125142,0.735632,0.310334,0.614962,0.154648,0.652999,0.854002,HOROZ
0.200536,0.142771,0.638966,0.796448,0.66191,0.224661,0.617142,0.863023,HOROZ
0.201621,0.138585,0.661632,0.885404,0.656471,0.208473,0.624581,0.877258,HOROZ
0.208912,0.117647,0.78664,0.455504,0.615761,0.121718,0.667741,0.87423,HOROZ
0.209237,0.128453,0.722949,0.344237,0.613943,0.162869,0.646662,0.84445,HOROZ
0.213576,0.127038,0.730518,0.509724,0.590033,0.158294,0.648928,0.856699,HOROZ
0.213576,0.127038,0.730518,0.509724,0.590033,0.158294,0.648928,0.856699,HOROZ
0.214169,0.111007,0.824883,0.794797,0.587974,0.100981,0.678273,0.945781,HOROZ
0.21349,0.125905,0.736901,0.859458,0.593587,0.156157,0.649013,0.899274,HOROZ
0.206487,0.128064,0.725542,0.859834,0.633156,0.163194,0.645337,0.884647,HOROZ
0.206487,0.128064,0.725542,0.859834,0.633156,0.163194,0.645337,0.884647,HOROZ
0.219301,0.122938,0.759994,0.373353,0.562757,0.137499,0.658331,0.840455,HOROZ
0.198447,0.143284,0.638403,0.283682,0.680939,0.227623,0.613759,0.909732,HOROZ
0.170512,0.20969,0.337747,0.664422,0.861044,0.504239,0.498836,0.948273,HOROZ
0.21528,0.11765,0.793365,0.610489,0.586238,0.116524,0.668616,0.857905,HOROZ
0.218718,0.110075,0.849495,0.478454,0.568115,0.077301,0.689476,0.779046,HOROZ
0.21129,0.124751,0.747635,0.117878,0.608684,0.148167,0.652113,0.885961,HOROZ
0.205039,0.125744,0.737563,0.444217,0.644163,0.157877,0.647156,0.940745,HOROZ
0.211844,0.119885,0.778655,0.506199,0.60597,0.127042,0.662846,0.876481,HOROZ
0.191921,0.171457,0.508204,0.486575,0.723689,0.327105,0.568229,0.787948,HOROZ
0.213703,0.139297,0.663544,0.273323,0.597648,0.208851,0.621468,0.910523,HOROZ
0.194383,0.161502,0.559562,0.616068,0.709977,0.280959,0.588008,0.745602,HOROZ
0.203871,0.135173,0.688756,0.783384,0.654676,0.189986,0.630101,0.901096,HOROZ
0.204761,0.147134,0.624816,0.468365,0.649863,0.236366,0.60792,0.87963,HOROZ
0.197234,0.159212,0.573551,0.842515,0.694933,0.268736,0.592866,0.731913,HOROZ
0.21672,0.132388,0.711816,0.253732,0.584598,0.169894,0.639368,0.830754,HOROZ
0.194756,0.154747,0.592072,0.778609,0.712646,0.25877,0.596612,0.820682,HOROZ
0.202014,0.129522,0.728699,0.870866,0.670495,0.159961,0.643411,0.864591,HOROZ
0.206386,0.122777,0.760915,0.693813,0.645747,0.144226,0.651159,0.98165,HOROZ
0.21076,0.139052,0.676897,0.332113,0.624083,0.196792,0.624135,0.86809,HOROZ
0.219453,0.115843,0.814908,0.095202,0.579986,0.106635,0.668424,0.933461,HOROZ
0.218543,0.116154,0.813536,0.123937,0.585356,0.107388,0.667876,0.931185,HOROZ
0.206202,0.170736,0.521347,0.308891,0.654815,0.317765,0.567663,0.825169,HOROZ
0.22178,0.105602,0.888013,0.833338,0.568583,0.05974,0.693404,0.889021,HOROZ
0.20766,0.129843,0.731579,0.774557,0.6468,0.160245,0.640491,0.907679,HOROZ
0.204113,0.136618,0.692502,0.300037,0.670755,0.18957,0.625025,0.943776,HOROZ
0.226824,0.127826,0.760525,0.156485,0.546987,0.132352,0.653062,0.748555,HOROZ
0.222781,0.134755,0.725508,0.181952,0.569174,0.152378,0.642592,0.679346,HOROZ
0.220439,0.115714,0.828927,0.613031,0.582814,0.094636,0.67209,0.870742,HOROZ
0.208731,0.135531,0.705329,0.5017,0.648226,0.178352,0.629222,0.904302,HOROZ
0.229178,0.155928,0.610644,0.954173,0.537296,0.236274,0.601647,0.678161,HOROZ
0.222978,0.117848,0.810668,0.252963,0.56993,0.10938,0.664069,0.93454,HOROZ
0.222978,0.117848,0.810668,0.252963,0.56993,0.10938,0.664069,0.93454,HOROZ
0.194429,0.18182,0.472573,0.611845,0.73489,0.36622,0.544672,0.910632,HOROZ
0.211475,0.119631,0.800714,0.804247,0.63415,0.115575,0.660441,0.931431,HOROZ
0.222824,0.12415,0.783011,0.071467,0.573768,0.121296,0.656865,0.820385,HOROZ
0.221005,0.106251,0.888804,0.588601,0.583608,0.062849,0.688003,0.960702,HOROZ
0.210446,0.146425,0.644803,0.446439,0.642221,0.224754,0.605898,0.946118,HOROZ
0.210446,0.146425,0.644803,0.446439,0.642221,0.224754,0.605898,0.946118,HOROZ
0.221032,0.129077,0.74905,0.19545,0.584616,0.147152,0.643252,0.884829,HOROZ
0.195894,0.157439,0.587031,0.790229,0.729298,0.270577,0.584661,0.961204,HOROZ
0.21578,0.154454,0.634408,0.593022,0.614984,0.209864,0.612087,0.529006,HOROZ
0.230775,0.129313,0.745098,0.828632,0.535152,0.152659,0.639925,0.939078,HOROZ
0.32918,0.105049,0.903147,0.312689,0.134009,0.052943,0.692357,0.930591,HOROZ
0.216585,0.186014,0.468028,0.293432,0.61124,0.361515,0.54501,0.757449,HOROZ
0.210474,0.134831,0.720524,0.41913,0.646983,0.165331,0.632962,0.859246,HOROZ
0.22014,0.115881,0.831664,0.519875,0.594087,0.096539,0.667895,0.941746,HOROZ
0.225078,0.124414,0.788784,0.29311,0.567817,0.116556,0.657342,0.801145,HOROZ
0.206557,0.173683,0.517495,0.401977,0.671681,0.325019,0.55923,0.893899,HOROZ
0.242348,0.103114,0.921838,0.801427,0.483243,0.042682,0.696146,0.941251,HOROZ
0.214201,0.141723,0.69808,0.316369,0.631627,0.172628,0.627614,0.700416,HOROZ
0.21761,0.135341,0.72429,0.242685,0.61355,0.162171,0.632488,0.848815,HOROZ
0.213379,0.145271,0.673187,0.388087,0.637219,0.194739,0.616606,0.779564,HOROZ
0.23348,0.132376,0.750638,0.359864,0.53192,0.139796,0.642882,0.764625,HOROZ
0.202467,0.15261,0.624903,0.241361,0.70323,0.23911,0.595031,0.931169,HOROZ
0.215892,0.132825,0.748547,0.552384,0.626658,0.141445,0.641726,0.769274,HOROZ
0.226309,0.126631,0.812465,0.786902,0.570718,0.083496,0.671644,0.453219,HOROZ
0.238578,0.119482,0.831058,0.630356,0.509517,0.089859,0.667667,0.802983,HOROZ
0.216885,0.139204,0.705028,0.347548,0.62393,0.177525,0.622981,0.884699,HOROZ
0.20727,0.142899,0.680036,0.243045,0.679328,0.198739,0.612596,0.947111,HOROZ
0.204925,0.148899,0.647454,0.763311,0.693496,0.222836,0.601145,0.947573,HOROZ
0.249282,0.110886,0.879097,0.194912,0.459485,0.067306,0.679139,0.934733,HOROZ
0.220053,0.123803,0.801442,0.208297,0.60892,0.111538,0.655372,0.861857,HOROZ
0.225549,0.13965,0.70309,0.229724,0.579831,0.180411,0.620634,0.913277,HOROZ
0.211935,0.145367,0.676374,0.659966,0.657533,0.197333,0.611728,0.871092,HOROZ
0.214634,0.13345,0.742856,0.741168,0.643333,0.152573,0.633169,0.908327,HOROZ
0.212437,0.141043,0.697332,0.269462,0.656031,0.185433,0.617018,0.930859,HOROZ
0.223497,0.119123,0.829379,0.422732,0.59483,0.097959,0.660972,0.941647,HOROZ
0.22133,0.118175,0.836979,0.329687,0.608542,0.093529,0.662675,0.947505,HOROZ
0.217402,0.151183,0.662164,0.22421,0.630252,0.197114,0.61075,0.674144,HOROZ
0.221905,0.136832,0.731644,0.737117,0.605475,0.155827,0.630788,0.824491,HOROZ
