@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,11-13,16-17'

@attribute Perimeter numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.166598,0.783251,0.456853,0.542424,0.911017,SIRA
0.161407,0.818832,0.557492,0.504503,0.882183,SIRA
0.176615,0.71838,0.386143,0.570966,0.85965,SIRA
0.164804,0.795841,0.471233,0.536684,0.9112,SIRA
0.162474,0.81197,0.418102,0.557694,0.942162,SIRA
0.160693,0.824382,0.478907,0.533623,0.90118,SIRA
0.165409,0.792735,0.412041,0.559972,0.937713,SIRA
0.16164,0.81844,0.495149,0.527263,0.922729,SIRA
0.175411,0.72726,0.412924,0.559578,0.932834,SIRA
0.177991,0.710972,0.338325,0.591021,0.981678,SIRA
0.175828,0.725134,0.375008,0.575154,0.933626,SIRA
0.153053,0.879947,0.545052,0.508525,0.964775,SIRA
0.16114,0.822672,0.488427,0.529628,0.957087,SIRA
0.167234,0.781375,0.414913,0.558568,0.856425,SIRA
0.16139,0.821166,0.457538,0.541522,0.980044,SIRA
0.162923,0.811007,0.467452,0.537555,0.966135,SIRA
0.174424,0.734893,0.470442,0.536362,0.801904,SIRA
0.172465,0.747696,0.407443,0.561418,0.86439,SIRA
0.186488,0.660393,0.311172,0.602543,0.885082,SIRA
0.172153,0.75001,0.42647,0.553614,0.894277,SIRA
0.162227,0.816429,0.520018,0.517423,0.957329,SIRA
0.173404,0.741991,0.442813,0.547058,0.874617,SIRA
0.159625,0.835425,0.527782,0.514316,0.984551,SIRA
0.156186,0.859825,0.594261,0.490425,0.936975,SIRA
0.172685,0.748265,0.364477,0.578811,0.963227,SIRA
0.163125,0.811994,0.455903,0.541467,0.969314,SIRA
0.155643,0.864991,0.568878,0.499079,0.973643,SIRA
0.163615,0.809457,0.511658,0.519912,0.806538,SIRA
0.17111,0.759529,0.560894,0.50183,0.785089,SIRA
0.158973,0.842005,0.464719,0.537719,0.931475,SIRA
0.167939,0.780861,0.415541,0.557216,0.972221,SIRA
0.166795,0.788601,0.465573,0.537311,0.942206,SIRA
0.156904,0.857015,0.509817,0.52041,0.964273,SIRA
0.162619,0.817104,0.553108,0.504486,0.919711,SIRA
0.164192,0.806721,0.519722,0.516612,0.918913,SIRA
0.165393,0.798654,0.448925,0.543678,0.911098,SIRA
0.158082,0.849417,0.554949,0.503655,0.883668,SIRA
0.158632,0.845585,0.543358,0.507842,0.968869,SIRA
0.166671,0.790921,0.448363,0.543671,0.904373,SIRA
0.165705,0.797524,0.512511,0.519032,0.890858,SIRA
0.171512,0.758986,0.48627,0.528917,0.903388,SIRA
0.161368,0.827389,0.453711,0.541501,0.881073,SIRA
0.167403,0.786311,0.493053,0.526303,0.952027,SIRA
0.174853,0.737623,0.346737,0.585494,0.957869,SIRA
0.165844,0.797219,0.463283,0.537639,0.949729,SIRA
0.162214,0.822359,0.453828,0.541249,0.890391,SIRA
0.164993,0.803674,0.442648,0.545571,0.946425,SIRA
0.157542,0.855482,0.528736,0.512669,0.926852,SIRA
0.16717,0.789314,0.407504,0.559628,0.904889,SIRA
0.166407,0.794571,0.459267,0.538914,0.855309,SIRA
0.162753,0.819466,0.477666,0.531784,0.957568,SIRA
0.176806,0.727644,0.328458,0.592754,0.954594,SIRA
0.168512,0.781904,0.37465,0.57284,0.918883,SIRA
0.161848,0.827179,0.499844,0.522978,0.926688,SIRA
0.167071,0.791673,0.400963,0.561866,0.840185,SIRA
0.15742,0.859033,0.651797,0.468991,0.846921,SIRA
0.170534,0.769253,0.455,0.54002,0.939506,SIRA
0.166404,0.796972,0.44381,0.544382,0.920971,SIRA
0.180312,0.706692,0.340847,0.58703,0.950805,SIRA
0.17357,0.749659,0.4285,0.550457,0.925428,SIRA
0.174391,0.744428,0.413241,0.556595,0.927144,SIRA
0.167223,0.791627,0.465604,0.535799,0.887145,SIRA
0.171969,0.760247,0.421093,0.553393,0.936413,SIRA
0.165527,0.803295,0.440004,0.545793,0.930043,SIRA
0.16422,0.812278,0.505449,0.520521,0.888399,SIRA
0.170476,0.770307,0.380216,0.570124,0.854506,SIRA
0.161145,0.833534,0.492789,0.525284,0.944548,SIRA
0.167558,0.790142,0.502266,0.5216,0.838225,SIRA
0.176586,0.731217,0.418095,0.554396,0.906565,SIRA
0.169452,0.777631,0.354592,0.580824,0.931463,SIRA
0.165471,0.804744,0.456902,0.538866,0.941431,SIRA
0.155297,0.876037,0.604571,0.48458,0.895179,SIRA
0.158986,0.849836,0.518395,0.515397,0.943129,SIRA
0.167317,0.79282,0.538802,0.50781,0.946469,SIRA
0.170414,0.772604,0.477377,0.530685,0.941853,SIRA
0.162044,0.829328,0.477774,0.530511,0.968525,SIRA
0.17171,0.764443,0.417332,0.554254,0.913338,SIRA
0.161608,0.832917,0.484809,0.527681,0.956943,SIRA
0.163439,0.820346,0.51718,0.51548,0.95224,SIRA
0.171945,0.76345,0.504356,0.520212,0.979423,SIRA
0.160331,0.842173,0.532118,0.509909,0.915861,SIRA
0.166103,0.802499,0.407255,0.558173,0.882898,SIRA
0.167724,0.791867,0.455183,0.538945,0.969469,SIRA
0.175176,0.743987,0.318149,0.595646,0.896503,SIRA
0.162312,0.830062,0.48958,0.525365,0.905831,SIRA
0.16447,0.815242,0.459097,0.537082,0.961273,SIRA
0.172542,0.761327,0.421329,0.552027,0.887212,SIRA
0.163139,0.824693,0.534157,0.508673,0.934102,SIRA
0.164807,0.813329,0.490882,0.524765,0.944721,SIRA
0.183828,0.690378,0.361819,0.576492,0.45231,SIRA
0.174148,0.751741,0.410733,0.556086,0.896103,SIRA
0.16371,0.82153,0.479426,0.528961,0.861429,SIRA
0.162477,0.83009,0.512835,0.516339,0.942135,SIRA
0.171615,0.768534,0.504312,0.519491,0.813963,SIRA
0.164474,0.816586,0.456151,0.537888,0.889367,SIRA
0.170115,0.778857,0.441329,0.54364,0.9342,SIRA
0.163761,0.822041,0.514402,0.515557,0.959344,SIRA
0.16204,0.83472,0.569305,0.495436,0.974308,SIRA
0.16869,0.789532,0.501672,0.520081,0.949352,SIRA
0.165052,0.814606,0.500284,0.520486,0.961383,SIRA
0.175969,0.742581,0.42306,0.550415,0.929393,SIRA
0.169986,0.781856,0.492962,0.523121,0.947966,SIRA
0.190578,0.652686,0.332369,0.588297,0.937038,SIRA
0.170449,0.778909,0.453458,0.538285,0.914007,SIRA
0.17106,0.775406,0.410222,0.555384,0.908456,SIRA
0.176337,0.741368,0.507396,0.517443,0.931211,SIRA
0.157121,0.871962,0.551155,0.501327,0.942755,SIRA
0.161114,0.843695,0.562568,0.497238,0.986096,SIRA
0.17244,0.766984,0.501171,0.51969,0.919831,SIRA
0.162846,0.831671,0.469789,0.531631,0.970764,SIRA
0.174486,0.753681,0.331336,0.588408,0.919356,SIRA
0.170913,0.777253,0.400554,0.559099,0.942833,SIRA
0.164932,0.817773,0.428828,0.547593,0.922699,SIRA
0.16596,0.810842,0.467409,0.532411,0.937828,SIRA
0.183895,0.695111,0.269918,0.61572,0.893067,SIRA
0.172653,0.76671,0.499004,0.520221,0.826462,SIRA
0.173336,0.762325,0.333321,0.587226,0.928674,SIRA
0.175268,0.749815,0.468491,0.531812,0.866967,SIRA
0.172466,0.768144,0.450945,0.538614,0.888668,SIRA
0.165594,0.814405,0.499713,0.519838,0.891689,SIRA
0.172169,0.770512,0.421011,0.55039,0.861497,SIRA
0.160847,0.847737,0.493094,0.522216,0.977197,SIRA
0.175662,0.748132,0.35704,0.576767,0.959297,SIRA
0.166898,0.806341,0.491242,0.522832,0.872945,SIRA
0.166502,0.809027,0.516824,0.513258,0.900411,SIRA
0.159612,0.857653,0.502796,0.518273,0.887204,SIRA
0.171757,0.774894,0.512773,0.5145,0.917494,SIRA
0.17611,0.746806,0.432135,0.54543,0.846198,SIRA
0.169951,0.787335,0.451035,0.537926,0.944267,SIRA
0.170744,0.782143,0.499537,0.519306,0.918272,SIRA
0.164887,0.821725,0.548913,0.501137,0.905153,SIRA
0.172402,0.77127,0.47048,0.530333,0.961173,SIRA
0.188732,0.668691,0.324539,0.59027,0.629234,SIRA
0.173291,0.765564,0.418233,0.550879,0.877639,SIRA
0.165833,0.815627,0.546335,0.501974,0.956774,SIRA
0.165948,0.815187,0.52347,0.510223,0.960869,SIRA
0.181485,0.713708,0.530907,0.507486,0.923535,SIRA
0.165138,0.820856,0.59523,0.484569,0.757454,SIRA
0.160163,0.855505,0.501055,0.518506,0.974176,SIRA
0.158599,0.866638,0.573024,0.492315,0.983429,SIRA
0.161804,0.844152,0.541396,0.503596,0.958595,SIRA
0.166006,0.815344,0.504515,0.517117,0.963463,SIRA
0.176872,0.74379,0.436962,0.543018,0.845519,SIRA
0.168836,0.796608,0.404949,0.55587,0.93193,SIRA
0.163099,0.836126,0.456652,0.535187,0.934569,SIRA
0.17124,0.780983,0.508046,0.515591,0.852668,SIRA
0.175428,0.753755,0.382183,0.565077,0.960136,SIRA
0.163814,0.831513,0.45611,0.535313,0.912266,SIRA
0.164328,0.828396,0.503207,0.51723,0.944991,SIRA
0.168405,0.800813,0.528612,0.507777,0.949142,SIRA
0.165284,0.822245,0.443823,0.539911,0.973865,SIRA
0.168365,0.801419,0.406405,0.554852,0.956012,SIRA
0.168767,0.798839,0.472675,0.528632,0.909622,SIRA
0.245841,0.375636,0.363638,0.572409,0.94282,SIRA
0.165433,0.82208,0.502431,0.517207,0.827927,SIRA
0.174604,0.760956,0.458881,0.533767,0.813883,SIRA
0.16899,0.798312,0.479486,0.525782,0.901089,SIRA
0.162388,0.843576,0.503233,0.516803,0.930424,SIRA
0.165857,0.820195,0.550665,0.499278,0.969917,SIRA
0.178049,0.73972,0.403665,0.555478,0.916958,SIRA
0.170025,0.792884,0.412304,0.551786,0.940319,SIRA
0.167735,0.808429,0.458987,0.533259,0.928197,SIRA
0.165071,0.82679,0.496733,0.518801,0.927116,SIRA
0.166008,0.820358,0.479498,0.525325,0.904264,SIRA
0.16699,0.813737,0.521491,0.509575,0.915781,SIRA
0.179254,0.733338,0.383218,0.563537,0.958226,SIRA
0.162641,0.84436,0.506285,0.51505,0.931265,SIRA
0.174445,0.764715,0.438241,0.541149,0.951071,SIRA
0.165688,0.823572,0.460699,0.532298,0.880376,SIRA
0.165958,0.82185,0.5162,0.511267,0.947117,SIRA
0.166678,0.817016,0.47545,0.526566,0.87114,SIRA
0.167837,0.809218,0.468072,0.529376,0.906559,SIRA
0.17143,0.785733,0.469536,0.528655,0.980381,SIRA
0.168492,0.805503,0.458742,0.532802,0.935262,SIRA
0.164704,0.831458,0.513283,0.512108,0.92237,SIRA
0.169917,0.796164,0.453466,0.53479,0.924373,SIRA
0.171758,0.784056,0.490883,0.520398,0.952015,SIRA
0.17064,0.791543,0.45595,0.53377,0.929423,SIRA
0.176038,0.756089,0.421603,0.547319,0.958308,SIRA
0.182045,0.717954,0.416697,0.549257,0.932968,SIRA
0.16979,0.797648,0.497924,0.517635,0.912179,SIRA
0.171763,0.784525,0.381787,0.563452,0.881059,SIRA
0.186427,0.691153,0.363817,0.570962,0.852689,SIRA
0.168404,0.807235,0.48503,0.522435,0.80658,SIRA
0.172589,0.779516,0.509076,0.513347,0.976697,SIRA
0.152304,0.921769,0.693301,0.449837,0.98936,SIRA
0.170364,0.794811,0.391343,0.55925,0.906487,SIRA
0.171882,0.784735,0.456801,0.533069,0.931766,SIRA
0.161164,0.858271,0.527713,0.506294,0.942136,SIRA
0.172988,0.777713,0.419331,0.547789,0.945571,SIRA
0.170015,0.797527,0.52242,0.508202,0.964031,SIRA
0.171866,0.785302,0.454781,0.533738,0.947904,SIRA
0.182938,0.714216,0.269755,0.611974,0.916578,SIRA
0.161125,0.859506,0.5868,0.484997,0.907529,SIRA
0.169856,0.79947,0.462488,0.530559,0.926303,SIRA
0.167924,0.812728,0.433852,0.54171,0.922082,SIRA
0.173738,0.77443,0.392379,0.558302,0.937576,SIRA
0.176084,0.75932,0.454999,0.533219,0.969092,SIRA
0.171544,0.78915,0.461376,0.530746,0.880113,SIRA
0.173054,0.779515,0.483685,0.522109,0.893252,SIRA
0.171623,0.789206,0.473975,0.525754,0.930991,SIRA
0.178247,0.746183,0.409861,0.550905,0.905316,SIRA
0.166365,0.824977,0.490766,0.519316,0.890861,SIRA
0.166328,0.825916,0.45277,0.533706,0.945842,SIRA
0.168477,0.812274,0.447833,0.535378,0.931828,SIRA
0.171399,0.792955,0.478869,0.523322,0.879428,SIRA
0.17059,0.798529,0.452973,0.533247,0.970021,SIRA
0.17196,0.789595,0.47052,0.526417,0.883571,SIRA
0.162796,0.852204,0.554321,0.495408,0.945695,SIRA
0.166558,0.826205,0.471498,0.526011,0.955419,SIRA
0.178134,0.749395,0.420478,0.545978,0.928327,SIRA
0.175034,0.769608,0.477057,0.523845,0.91619,SIRA
0.175144,0.768933,0.366629,0.568018,0.946814,SIRA
0.171667,0.791917,0.547235,0.497864,0.914017,SIRA
0.179152,0.743111,0.367206,0.567753,0.933331,SIRA
0.163892,0.845066,0.513395,0.510148,0.967907,SIRA
0.171089,0.796108,0.505481,0.513041,0.951348,SIRA
0.162964,0.851762,0.518334,0.508276,0.93706,SIRA
0.174637,0.772661,0.501753,0.514419,0.859752,SIRA
0.173688,0.778985,0.407841,0.550893,0.91384,SIRA
0.172085,0.789637,0.463552,0.528875,0.91056,SIRA
0.177424,0.754778,0.376304,0.563797,0.845579,SIRA
0.162267,0.856956,0.543146,0.499173,0.942531,SIRA
0.162646,0.854377,0.48419,0.520927,0.909034,SIRA
0.176229,0.762642,0.402425,0.553015,0.911958,SIRA
0.172017,0.790421,0.415681,0.547634,0.940954,SIRA
0.168055,0.817378,0.468281,0.526899,0.956973,SIRA
0.164097,0.844929,0.505158,0.512893,0.964665,SIRA
0.168768,0.812959,0.533483,0.502454,0.826086,SIRA
0.179888,0.739918,0.443444,0.53642,0.90935,SIRA
0.18596,0.702083,0.327536,0.584243,0.938612,SIRA
0.181866,0.727629,0.375136,0.563967,0.935618,SIRA
0.164433,0.843362,0.486002,0.519888,0.944591,SIRA
0.171904,0.792673,0.399825,0.553664,0.936996,SIRA
0.173292,0.783585,0.50418,0.512999,0.899257,SIRA
0.160837,0.869099,0.601237,0.478277,0.960214,SIRA
0.167494,0.822895,0.496466,0.515796,0.883239,SIRA
0.169027,0.812591,0.412121,0.548531,0.831567,SIRA
0.166365,0.830977,0.521365,0.506487,0.920545,SIRA
0.178088,0.753309,0.331244,0.582177,0.945523,SIRA
0.167505,0.823588,0.529331,0.503475,0.878667,SIRA
0.174456,0.777193,0.480402,0.521615,0.920191,SIRA
0.19056,0.676124,0.297886,0.596734,0.891779,SIRA
0.179842,0.742714,0.295411,0.597785,0.93668,SIRA
0.174029,0.780501,0.47574,0.523263,0.935088,SIRA
0.175906,0.768438,0.442677,0.535981,0.84635,SIRA
0.171615,0.796852,0.539107,0.499676,0.938025,SIRA
0.175533,0.771651,0.448439,0.533527,0.943669,SIRA
0.168898,0.816081,0.523286,0.505202,0.948364,SIRA
0.169022,0.815277,0.428217,0.541421,0.955679,SIRA
0.171843,0.796292,0.468112,0.525856,0.863013,SIRA
0.171369,0.799586,0.431415,0.540121,0.920093,SIRA
0.172146,0.794472,0.395376,0.554596,0.894238,SIRA
0.172283,0.793606,0.393737,0.555256,0.947869,SIRA
0.171419,0.799711,0.471991,0.524225,0.932098,SIRA
0.165927,0.837106,0.521095,0.505841,0.944722,SIRA
0.164791,0.845835,0.543546,0.49749,0.916834,SIRA
0.172594,0.792904,0.44869,0.532956,0.865177,SIRA
0.173069,0.78987,0.508788,0.510098,0.945113,SIRA
0.178304,0.755745,0.435,0.53826,0.934775,SIRA
0.172233,0.795645,0.519774,0.505999,0.922408,SIRA
0.183937,0.720113,0.409457,0.548417,0.957615,SIRA
0.176481,0.768174,0.510331,0.509343,0.915164,SIRA
0.18289,0.727269,0.373121,0.563153,0.857119,SIRA
0.179606,0.748149,0.436621,0.537421,0.938117,SIRA
0.184242,0.718923,0.40702,0.549209,0.878483,SIRA
0.165688,0.841067,0.493935,0.515352,0.948003,SIRA
0.17047,0.808507,0.449663,0.53223,0.899607,SIRA
0.164337,0.851232,0.566339,0.488855,0.948786,SIRA
0.170517,0.809534,0.416117,0.545143,0.875774,SIRA
0.183882,0.722687,0.356602,0.569638,0.817703,SIRA
0.169161,0.818923,0.49961,0.51282,0.875821,SIRA
0.167551,0.830174,0.498892,0.513026,0.965955,SIRA
0.168517,0.823606,0.492362,0.515458,0.975745,SIRA
0.17059,0.809584,0.474592,0.522163,0.925456,SIRA
0.170578,0.809835,0.507428,0.509793,0.938338,SIRA
0.175183,0.779214,0.418091,0.544161,0.924031,SIRA
0.174296,0.785184,0.481038,0.519633,0.948437,SIRA
0.180895,0.742466,0.373167,0.562439,0.853919,SIRA
0.165487,0.845147,0.472481,0.522812,0.946961,SIRA
0.184773,0.718277,0.342401,0.575362,0.839578,SIRA
0.175657,0.776638,0.477396,0.52091,0.963669,SIRA
0.17328,0.792496,0.444285,0.533625,0.922301,SIRA
0.176195,0.773648,0.45346,0.52996,0.942351,SIRA
0.173398,0.792165,0.478689,0.520265,0.878407,SIRA
0.167281,0.833849,0.479051,0.520045,0.977863,SIRA
0.172902,0.796002,0.430435,0.538818,0.974871,SIRA
0.172691,0.797616,0.478905,0.519997,0.960486,SIRA
0.16507,0.849628,0.519093,0.505009,0.937151,SIRA
0.178134,0.762625,0.518605,0.505005,0.901958,SIRA
0.166397,0.841396,0.508183,0.50879,0.950163,SIRA
0.170767,0.811657,0.43657,0.536062,0.984868,SIRA
0.174755,0.785781,0.45457,0.528852,0.953141,SIRA
0.166322,0.842849,0.550026,0.493371,0.91867,SIRA
0.163406,0.863299,0.53224,0.499744,0.946064,SIRA
0.170205,0.816632,0.518519,0.504671,0.862714,SIRA
0.170093,0.817938,0.490074,0.515085,0.89762,SIRA
0.170246,0.816982,0.468093,0.52339,0.921943,SIRA
0.166347,0.84387,0.539489,0.496866,0.901358,SIRA
0.183884,0.728452,0.391655,0.553499,0.852229,SIRA
0.167549,0.836245,0.513722,0.506077,0.935382,SIRA
0.178037,0.766222,0.42432,0.540219,0.930055,SIRA
0.172074,0.805741,0.409175,0.546232,0.932819,SIRA
0.187401,0.707398,0.40312,0.548611,0.902432,SIRA
0.176422,0.777283,0.472456,0.521364,0.925153,SIRA
0.168847,0.828016,0.508568,0.507814,0.804541,SIRA
0.187391,0.707623,0.28986,0.596823,0.966025,SIRA
0.180968,0.748323,0.561675,0.488539,0.765685,SIRA
0.170058,0.820268,0.499121,0.511193,0.94628,SIRA
0.180092,0.754097,0.374122,0.560304,0.935449,SIRA
0.172158,0.806258,0.523586,0.502143,0.927868,SIRA
0.188311,0.702824,0.322645,0.582094,0.81906,SIRA
0.172279,0.805861,0.530773,0.499431,0.930597,SIRA
0.172138,0.806812,0.564856,0.487259,0.831526,SIRA
0.166366,0.846545,0.4656,0.52362,0.928949,SIRA
0.17181,0.809475,0.472796,0.520843,0.94429,SIRA
0.172666,0.803851,0.414342,0.543628,0.904809,SIRA
0.165579,0.852613,0.475101,0.519853,0.956369,SIRA
0.172583,0.804784,0.440272,0.533269,0.957035,SIRA
0.178031,0.769113,0.415405,0.543034,0.928221,SIRA
0.168952,0.829997,0.481967,0.51709,0.899677,SIRA
0.172476,0.806161,0.578507,0.482096,0.832068,SIRA
0.170342,0.820608,0.470524,0.521409,0.978444,SIRA
0.168611,0.832416,0.538707,0.496166,0.922161,SIRA
0.17914,0.762615,0.402483,0.548051,0.923032,SIRA
0.166605,0.846673,0.591454,0.477508,0.877559,SIRA
0.16548,0.854757,0.548364,0.492547,0.920757,SIRA
0.171906,0.810742,0.444289,0.531346,0.922827,SIRA
0.169973,0.823951,0.461037,0.524833,0.967239,SIRA
0.170489,0.820698,0.451621,0.528403,0.964478,SIRA
0.171312,0.815251,0.508931,0.506717,0.939627,SIRA
0.166406,0.849077,0.554372,0.490231,0.96896,SIRA
0.167535,0.841512,0.508974,0.506589,0.968227,SIRA
0.161842,0.881509,0.594881,0.476027,0.924717,SIRA
0.167112,0.844517,0.497816,0.510702,0.888948,SIRA
0.1756,0.787526,0.399401,0.548833,0.896597,SIRA
0.168692,0.834051,0.518633,0.502923,0.951804,SIRA
0.173453,0.801945,0.518759,0.502846,0.891053,SIRA
0.176212,0.783868,0.466912,0.52217,0.935916,SIRA
0.163711,0.869236,0.581286,0.480492,0.977846,SIRA
0.181082,0.752666,0.318092,0.582823,0.976594,SIRA
0.168636,0.83528,0.614065,0.469195,0.919546,SIRA
0.174048,0.799016,0.439719,0.532474,0.970002,SIRA
0.180978,0.754018,0.34371,0.571592,0.88011,SIRA
0.168543,0.836552,0.5232,0.500905,0.96303,SIRA
0.177726,0.775136,0.444343,0.530576,0.93156,SIRA
0.179436,0.764311,0.501536,0.508772,0.933369,SIRA
0.177118,0.7798,0.51241,0.504659,0.969796,SIRA
0.179751,0.762802,0.404448,0.546178,0.936297,SIRA
0.166147,0.854198,0.469317,0.520718,0.964849,SIRA
0.182565,0.745093,0.326613,0.578606,0.906753,SIRA
0.175642,0.790131,0.455439,0.525945,0.950582,SIRA
0.187259,0.715872,0.330207,0.576988,0.914411,SIRA
0.175839,0.789116,0.432489,0.53481,0.865616,SIRA
0.180411,0.759356,0.462958,0.522972,0.880494,SIRA
0.162432,0.881198,0.589737,0.476917,0.932202,SIRA
0.201142,0.633475,0.373678,0.558481,0.893084,SIRA
0.17615,0.787349,0.389112,0.552129,0.889409,SIRA
0.171763,0.81725,0.467683,0.520951,0.957332,SIRA
0.176816,0.783621,0.412488,0.542505,0.971216,SIRA
0.185628,0.727249,0.45104,0.527303,0.953751,SIRA
0.17514,0.79481,0.496016,0.510235,0.920391,SIRA
0.169741,0.831665,0.45069,0.527314,0.947551,SIRA
0.174085,0.802696,0.506053,0.506303,0.814382,SIRA
0.168132,0.843817,0.560906,0.486359,0.957611,SIRA
0.173904,0.805143,0.444164,0.529444,0.966341,SIRA
0.171424,0.822052,0.45755,0.524215,0.966095,SIRA
0.168968,0.838816,0.502775,0.507161,0.945042,SIRA
0.175807,0.793061,0.458511,0.523753,0.874119,SIRA
0.166769,0.854711,0.558334,0.486931,0.966371,SIRA
0.177565,0.782056,0.483073,0.514276,0.967266,SIRA
0.18332,0.745014,0.441183,0.530294,0.915346,SIRA
0.183895,0.741413,0.344866,0.569486,0.921137,SIRA
0.178748,0.774616,0.53063,0.496681,0.962033,SIRA
0.169696,0.835083,0.503325,0.506656,0.926451,SIRA
0.186811,0.723306,0.452025,0.526025,0.9161,SIRA
0.176709,0.788624,0.440813,0.530221,0.897648,SIRA
0.180387,0.764677,0.446241,0.528099,0.87887,SIRA
0.177289,0.784927,0.419474,0.538589,0.966136,SIRA
0.17511,0.799498,0.489561,0.511539,0.904643,SIRA
0.176519,0.790288,0.54792,0.490226,0.965869,SIRA
0.177005,0.787531,0.455612,0.524272,0.886241,SIRA
0.176717,0.790084,0.47103,0.518215,0.950597,SIRA
0.167177,0.854761,0.504803,0.505567,0.943158,SIRA
0.182157,0.754828,0.445162,0.528126,0.904122,SIRA
0.177173,0.787367,0.433431,0.532653,0.944056,SIRA
0.165729,0.865302,0.523851,0.498498,0.96144,SIRA
0.169401,0.839798,0.540043,0.492662,0.957309,SIRA
0.166576,0.859712,0.550575,0.48883,0.94276,SIRA
0.171485,0.826016,0.479025,0.514967,0.893928,SIRA
0.174107,0.808371,0.5059,0.504942,0.861825,SIRA
0.179495,0.772917,0.423584,0.536345,0.906766,SIRA
0.17541,0.799803,0.467478,0.519301,0.923568,SIRA
0.169276,0.841875,0.536153,0.49377,0.945163,SIRA
0.177637,0.785953,0.429718,0.533697,0.856848,SIRA
0.176204,0.795566,0.486344,0.511923,0.843142,SIRA
0.184699,0.740827,0.441141,0.529133,0.914454,SIRA
0.171475,0.827505,0.4619,0.521123,0.969716,SIRA
0.172595,0.819995,0.459811,0.521902,0.970391,SIRA
0.179723,0.773221,0.426122,0.534886,0.960692,SIRA
0.171573,0.827377,0.439566,0.529613,0.969816,SIRA
0.181846,0.759749,0.435413,0.531173,0.959229,SIRA
0.180528,0.768322,0.432324,0.532363,0.938143,SIRA
0.169894,0.839311,0.511026,0.502488,0.898474,SIRA
0.177878,0.785756,0.418285,0.537863,0.903516,SIRA
0.192937,0.690946,0.318388,0.579359,0.821839,SIRA
0.173151,0.81782,0.447667,0.526189,0.959847,SIRA
0.203679,0.628415,0.326587,0.575656,0.909316,SIRA
0.173032,0.819038,0.515791,0.500485,0.978845,SIRA
0.173534,0.815905,0.434888,0.530997,0.945174,SIRA
0.176317,0.7976,0.441593,0.528309,0.910601,SIRA
0.180396,0.771034,0.324881,0.5761,0.936419,SIRA
0.175948,0.800336,0.473219,0.516105,0.967889,SIRA
0.177131,0.79259,0.537002,0.492595,0.816741,SIRA
0.183157,0.75348,0.390232,0.54865,0.958771,SIRA
0.172535,0.823349,0.559975,0.484431,0.911294,SIRA
0.173512,0.816834,0.489058,0.510102,0.962296,SIRA
0.186856,0.730277,0.38054,0.552569,0.925417,SIRA
0.1744,0.810915,0.544488,0.489881,0.908626,SIRA
0.180934,0.768242,0.457923,0.521788,0.891986,SIRA
0.185019,0.742297,0.477346,0.514364,0.863935,SIRA
0.184478,0.74576,0.314909,0.580187,0.83252,SIRA
0.177244,0.792621,0.418911,0.536929,0.930645,SIRA
0.17589,0.801708,0.593547,0.472587,0.943173,SIRA
0.184045,0.748908,0.380283,0.552432,0.962898,SIRA
0.179898,0.775764,0.463941,0.519284,0.841032,SIRA
0.174791,0.810025,0.500396,0.50546,0.761607,SIRA
0.177485,0.792174,0.450749,0.524189,0.88149,SIRA
0.170048,0.842702,0.571962,0.479683,0.933485,SIRA
0.18152,0.766511,0.446688,0.525594,0.922952,SIRA
0.179701,0.778337,0.38079,0.551834,0.913936,SIRA
0.183218,0.756052,0.414495,0.538113,0.857126,SIRA
0.174764,0.811403,0.551524,0.486688,0.962153,SIRA
0.166678,0.866862,0.558789,0.484116,0.897072,SIRA
0.184417,0.748572,0.388552,0.548515,0.900558,SIRA
0.167231,0.863201,0.53157,0.493747,0.942903,SIRA
0.172395,0.827668,0.525696,0.495855,0.946131,SIRA
0.177731,0.792018,0.477991,0.513444,0.869519,SIRA
0.176563,0.79978,0.45641,0.521635,0.931841,SIRA
0.172713,0.825638,0.489044,0.509282,0.920315,SIRA
0.171201,0.83597,0.46236,0.519338,0.958688,SIRA
0.197864,0.666688,0.235552,0.615271,0.658463,SIRA
0.185869,0.740067,0.49269,0.507825,0.798777,SIRA
0.176293,0.802268,0.52504,0.495905,0.969823,SIRA
0.177582,0.793732,0.476902,0.513673,0.933184,SIRA
0.19335,0.694195,0.296253,0.587445,0.877702,SIRA
0.177245,0.796328,0.488613,0.509192,0.907369,SIRA
0.178173,0.790414,0.4689,0.516556,0.956323,SIRA
0.187942,0.727979,0.430372,0.531386,0.836717,SIRA
0.177231,0.796827,0.480531,0.512116,0.925336,SIRA
0.183006,0.759284,0.480842,0.51199,0.894276,SIRA
0.170379,0.843154,0.526911,0.495012,0.945677,SIRA
0.173755,0.820164,0.470172,0.515993,0.906757,SIRA
0.183133,0.758628,0.461135,0.51941,0.892172,SIRA
0.176766,0.800233,0.437243,0.528597,0.968406,SIRA
0.175945,0.806063,0.42533,0.533172,0.890948,SIRA
0.170568,0.842819,0.603335,0.468066,0.893372,SIRA
0.182965,0.760586,0.472739,0.514779,0.851713,SIRA
0.169203,0.852697,0.539834,0.490039,0.955306,SIRA
