@relation Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Area numeric
@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute AspectRation numeric
@attribute Eccentricity numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor3 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.087452,0.156322,0.171249,0.192773,0.32773,0.751686,0.085762,0.164064,0.786583,0.882991,0.831617,0.514152,0.525954,0.427456,0.460946,0.928744,SIRA
0.087457,0.163841,0.178652,0.184198,0.360135,0.777313,0.085507,0.164071,0.809796,0.902871,0.780033,0.479853,0.53903,0.401281,0.426691,0.94671,SIRA
0.087461,0.155495,0.185306,0.177542,0.387961,0.797146,0.085,0.164078,0.820248,0.942172,0.837518,0.449866,0.55078,0.37902,0.397154,0.933052,SIRA
0.087465,0.157126,0.168565,0.195055,0.317779,0.743201,0.085391,0.164085,0.763782,0.912365,0.826123,0.526937,0.52114,0.437384,0.473843,0.954363,SIRA
0.087495,0.16113,0.187113,0.176996,0.393007,0.800549,0.08495,0.164132,0.551912,0.948556,0.798781,0.442072,0.553798,0.373275,0.389538,0.889249,SIRA
0.087521,0.156355,0.161022,0.203111,0.287279,0.715141,0.085152,0.164173,0.792936,0.934911,0.832089,0.563746,0.507519,0.466533,0.511364,0.977441,SIRA
0.087546,0.161708,0.187811,0.173905,0.400991,0.805821,0.085495,0.164214,0.500351,0.91054,0.795363,0.439328,0.554762,0.3712,0.386864,0.979049,SIRA
0.08773,0.155135,0.166953,0.198698,0.307625,0.734216,0.085878,0.164508,0.612945,0.894932,0.842864,0.536435,0.516956,0.444371,0.483469,0.920652,SIRA
0.087738,0.155475,0.154912,0.213167,0.25712,0.683912,0.085923,0.164522,0.482803,0.892106,0.840547,0.59561,0.495644,0.492162,0.544309,0.903492,SIRA
0.087751,0.167412,0.202981,0.162855,0.458516,0.840111,0.086026,0.164542,0.740196,0.885194,0.759209,0.375619,0.580483,0.325948,0.325666,0.847793,SIRA
0.087803,0.165015,0.191595,0.172277,0.412704,0.813314,0.085907,0.164624,0.534666,0.898155,0.77564,0.424422,0.560102,0.360057,0.37239,0.926001,SIRA
0.08782,0.153624,0.160221,0.206399,0.27976,0.707704,0.085569,0.164652,0.493393,0.925325,0.854537,0.569748,0.504619,0.470829,0.517536,0.930449,SIRA
0.08782,0.163687,0.179868,0.184356,0.36242,0.779013,0.085684,0.164652,0.747594,0.916472,0.784722,0.476722,0.539307,0.398328,0.423589,0.935278,SIRA
0.087824,0.154437,0.160055,0.205754,0.280564,0.70851,0.085631,0.164658,0.680525,0.920901,0.848791,0.570593,0.504306,0.471506,0.518406,0.95909,SIRA
0.087837,0.159024,0.162512,0.2033,0.290019,0.717798,0.085631,0.164679,0.541554,0.92186,0.816744,0.558635,0.50858,0.461836,0.506119,0.947687,SIRA
0.087849,0.160455,0.170025,0.196093,0.318891,0.744165,0.086047,0.164699,0.76865,0.890958,0.80701,0.522614,0.521779,0.433331,0.469475,0.904941,SIRA
0.087854,0.166924,0.182298,0.182325,0.371701,0.785783,0.085849,0.164706,0.404516,0.9064,0.763451,0.465938,0.54342,0.390232,0.412937,0.919304,SIRA
0.087867,0.164944,0.179043,0.184622,0.360125,0.777306,0.086022,0.164727,0.660435,0.894123,0.776753,0.480797,0.537609,0.401307,0.427627,0.962079,SIRA
0.087956,0.169869,0.211911,0.154257,0.498471,0.860651,0.085833,0.16487,0.394098,0.915328,0.745139,0.340311,0.595133,0.301848,0.292494,0.868145,SIRA
0.087995,0.163054,0.206638,0.156782,0.48063,0.851775,0.085462,0.164932,0.826247,0.946681,0.790764,0.362024,0.585623,0.316341,0.31283,0.965921,SIRA
0.087999,0.166671,0.200044,0.163817,0.44982,0.83531,0.085701,0.164938,0.844328,0.928634,0.766573,0.389506,0.57397,0.33516,0.338858,0.945344,SIRA
0.088025,0.164503,0.199034,0.164303,0.44649,0.833438,0.085293,0.164979,0.799867,0.961938,0.781293,0.393933,0.572053,0.338198,0.343081,0.96693,SIRA
0.088029,0.159703,0.180074,0.186994,0.35762,0.775427,0.08641,0.164986,0.72576,0.876694,0.814016,0.47717,0.538595,0.398317,0.424033,0.858461,SIRA
0.088046,0.161259,0.190922,0.173098,0.409485,0.811283,0.085404,0.165013,0.70825,0.954964,0.803495,0.428933,0.557635,0.362913,0.37676,0.947916,SIRA
0.088123,0.156871,0.176655,0.188602,0.347196,0.76743,0.085713,0.165136,0.804972,0.936954,0.834699,0.493466,0.532086,0.410446,0.440227,0.941268,SIRA
0.08814,0.156259,0.170678,0.196141,0.320166,0.745265,0.085927,0.165164,0.802076,0.921798,0.839181,0.521493,0.521465,0.431949,0.468343,0.910088,SIRA
0.088144,0.15584,0.160913,0.205149,0.283408,0.71134,0.085841,0.16517,0.780709,0.92875,0.842181,0.56858,0.504236,0.46928,0.516334,0.981079,SIRA
0.088157,0.174316,0.207072,0.157,0.481102,0.852016,0.086047,0.165191,0.540924,0.913927,0.718488,0.361262,0.585511,0.315595,0.312114,0.960175,SIRA
0.088289,0.163797,0.170708,0.196505,0.319547,0.744731,0.086237,0.165402,0.529056,0.90932,0.788711,0.522357,0.520766,0.43236,0.469216,0.912752,SIRA
0.088315,0.15363,0.173435,0.192568,0.332726,0.755832,0.085915,0.165443,0.602528,0.935835,0.859682,0.509712,0.525438,0.422534,0.456484,0.946967,SIRA
0.088328,0.161114,0.186249,0.178954,0.387084,0.796549,0.086162,0.165464,0.481115,0.917858,0.807354,0.451361,0.547931,0.378726,0.398617,0.942926,SIRA
0.088345,0.160376,0.188333,0.178144,0.393265,0.800722,0.086084,0.165491,0.757985,0.925124,0.812605,0.442239,0.551512,0.372051,0.389702,0.896443,SIRA
0.088353,0.162737,0.19416,0.170904,0.421266,0.818616,0.086216,0.165505,0.817012,0.915675,0.796536,0.416871,0.561724,0.353828,0.365094,0.941529,SIRA
0.08837,0.176971,0.203811,0.16184,0.462662,0.842357,0.086958,0.165532,0.440279,0.860494,0.703783,0.376092,0.578619,0.325375,0.326114,0.922459,SIRA
0.088413,0.176803,0.198152,0.168167,0.435991,0.827409,0.08716,0.1656,0.419432,0.848379,0.705248,0.400161,0.568433,0.341965,0.349036,0.901453,SIRA
0.08843,0.155022,0.171803,0.193319,0.327858,0.751793,0.085857,0.165627,0.526541,0.948883,0.850948,0.518144,0.521984,0.428844,0.464966,0.995813,SIRA
0.08843,0.166419,0.153647,0.222457,0.238936,0.663123,0.088153,0.165627,0.482672,0.774964,0.772541,0.606826,0.490041,0.500142,0.556009,0.723774,SIRA
0.088443,0.162092,0.161188,0.209186,0.276824,0.704739,0.086694,0.165648,0.693799,0.885914,0.801835,0.569287,0.503245,0.469297,0.517062,0.867465,SIRA
0.08846,0.160387,0.175211,0.191445,0.338627,0.760633,0.086406,0.165675,0.76481,0.909161,0.8137,0.502407,0.527828,0.416685,0.44916,0.934211,SIRA
0.088464,0.155478,0.161336,0.205983,0.282793,0.71073,0.086047,0.165682,0.727937,0.936896,0.848065,0.568706,0.5034,0.468788,0.516464,0.971432,SIRA
0.088469,0.152699,0.169993,0.196607,0.31786,0.743271,0.085882,0.165689,0.606522,0.949859,0.867979,0.526957,0.518607,0.435628,0.473864,0.956182,SIRA
0.088486,0.165918,0.179307,0.189978,0.350129,0.769709,0.08711,0.165716,0.739279,0.857509,0.776432,0.483704,0.534902,0.402462,0.430512,0.833626,SIRA
0.088545,0.162216,0.186048,0.179662,0.385195,0.795257,0.0861,0.165811,0.69627,0.938851,0.802027,0.453679,0.546451,0.380075,0.400888,0.949099,SIRA
0.088563,0.161936,0.1807,0.190501,0.352055,0.771194,0.087531,0.165838,0.481077,0.831461,0.804112,0.477861,0.53696,0.397952,0.424717,0.772107,SIRA
0.088571,0.153164,0.178399,0.187533,0.352994,0.771913,0.086014,0.165852,0.760727,0.947399,0.865712,0.488429,0.532871,0.405879,0.435209,0.961641,SIRA
0.088575,0.153695,0.167503,0.201024,0.304492,0.731374,0.085907,0.165859,0.725803,0.955943,0.861941,0.539547,0.513696,0.445314,0.486632,0.912674,SIRA
0.088622,0.152416,0.166668,0.200694,0.303363,0.730341,0.086204,0.165934,0.803818,0.936699,0.87164,0.543875,0.511994,0.448647,0.491037,0.961107,SIRA
0.088674,0.158543,0.165099,0.20236,0.29707,0.724506,0.086661,0.166016,0.558521,0.905586,0.828674,0.551794,0.508982,0.454839,0.499117,0.970675,SIRA
0.088691,0.172067,0.177289,0.189315,0.347149,0.767394,0.086925,0.166043,0.757859,0.886796,0.738079,0.494329,0.530312,0.410144,0.441088,0.954563,SIRA
0.088691,0.159787,0.178204,0.190279,0.347211,0.767441,0.086616,0.166043,0.785413,0.910312,0.820198,0.490116,0.531921,0.406954,0.436888,0.886753,SIRA
0.088708,0.160806,0.180929,0.186466,0.360487,0.777576,0.087135,0.16607,0.781476,0.872121,0.813337,0.477776,0.536621,0.397649,0.424633,0.918735,SIRA
0.088712,0.158581,0.1645,0.203649,0.293497,0.72113,0.086307,0.166077,0.721334,0.935505,0.828801,0.55496,0.507739,0.457294,0.502356,0.954396,SIRA
0.088721,0.172522,0.216655,0.148833,0.522333,0.871838,0.08662,0.166091,0.542169,0.912224,0.735438,0.326074,0.599308,0.291433,0.279269,0.98665,SIRA
0.088733,0.168267,0.179265,0.189154,0.351653,0.770884,0.0865,0.166111,0.740429,0.922295,0.7633,0.485534,0.533568,0.403427,0.432331,0.890464,SIRA
0.088733,0.158033,0.168361,0.199872,0.30839,0.734905,0.086344,0.166111,0.54537,0.934261,0.832847,0.536517,0.514415,0.442647,0.483553,0.936077,SIRA
0.088746,0.159287,0.183766,0.183714,0.372045,0.78603,0.086158,0.166131,0.465898,0.949416,0.824237,0.46521,0.541406,0.38824,0.412219,0.913234,SIRA
0.088746,0.16165,0.169361,0.198635,0.31276,0.738802,0.086789,0.166131,0.610649,0.901262,0.807933,0.531834,0.516108,0.438951,0.478801,0.941253,SIRA
0.088772,0.158265,0.176662,0.190933,0.342679,0.763873,0.086781,0.166172,0.715227,0.903795,0.831623,0.497765,0.5288,0.412617,0.444518,0.931014,SIRA
0.088819,0.153281,0.170994,0.19725,0.318749,0.744042,0.086377,0.166247,0.756636,0.938108,0.867461,0.524576,0.518613,0.43316,0.471457,0.934017,SIRA
0.088836,0.157222,0.181546,0.187272,0.360201,0.777362,0.086476,0.166274,0.806152,0.93182,0.839595,0.475825,0.537049,0.395981,0.422702,0.881623,SIRA
0.088853,0.160339,0.171793,0.196043,0.322686,0.747424,0.086533,0.166302,0.513294,0.928685,0.818041,0.521033,0.519845,0.430348,0.467879,0.948571,SIRA
0.088853,0.170284,0.203066,0.163171,0.457989,0.839824,0.086661,0.166302,0.518089,0.918937,0.751241,0.382255,0.574733,0.328904,0.33196,0.953233,SIRA
0.088883,0.166773,0.168983,0.202039,0.305699,0.732473,0.087514,0.166349,0.82687,0.856426,0.774691,0.534557,0.514764,0.440844,0.481564,0.855051,SIRA
0.0889,0.169516,0.190044,0.176073,0.401292,0.806018,0.087061,0.166377,0.478873,0.892015,0.756729,0.43832,0.551635,0.368342,0.385882,0.967255,SIRA
0.088904,0.162538,0.179982,0.189212,0.35306,0.771964,0.086843,0.166383,0.719852,0.908936,0.803455,0.483389,0.533957,0.401531,0.4302,0.880189,SIRA
0.088904,0.156928,0.181082,0.186376,0.360991,0.777952,0.086298,0.166383,0.774716,0.95047,0.842374,0.478381,0.535886,0.397777,0.425232,0.937531,SIRA
0.088913,0.157018,0.170806,0.198361,0.316281,0.741897,0.086661,0.166397,0.824947,0.923387,0.841825,0.526102,0.517812,0.434183,0.472999,0.913496,SIRA
0.088934,0.154685,0.175375,0.191618,0.33864,0.760644,0.086307,0.166431,0.840828,0.952069,0.858601,0.50481,0.525722,0.417715,0.451567,0.973629,SIRA
0.088938,0.163934,0.187084,0.180421,0.385868,0.795718,0.086921,0.166438,0.566298,0.905518,0.794314,0.45164,0.546242,0.377957,0.39889,0.926704,SIRA
0.089071,0.161805,0.184191,0.184715,0.370942,0.785238,0.086661,0.166649,0.487632,0.935148,0.810159,0.465429,0.540488,0.387878,0.412436,0.897709,SIRA
0.089101,0.159386,0.181845,0.187099,0.361181,0.778093,0.086954,0.166696,0.819833,0.915069,0.82718,0.476213,0.536223,0.395836,0.423085,0.905182,SIRA
0.089101,0.162342,0.170312,0.199713,0.312743,0.738787,0.087086,0.166696,0.535937,0.905041,0.806785,0.529707,0.51601,0.436664,0.476647,0.90672,SIRA
0.089105,0.17161,0.176974,0.198054,0.329721,0.753347,0.089473,0.166703,0.493735,0.72653,0.745077,0.49854,0.527664,0.412644,0.445292,0.712132,SIRA
0.089122,0.165345,0.188054,0.178635,0.391642,0.799635,0.086727,0.16673,0.447027,0.933929,0.786634,0.448538,0.546995,0.375403,0.395854,0.973931,SIRA
0.089122,0.1623,0.163658,0.205233,0.288911,0.716727,0.086974,0.16673,0.761016,0.915088,0.807287,0.561854,0.504242,0.462063,0.50942,0.978095,SIRA
0.089126,0.154969,0.160632,0.208668,0.276597,0.704509,0.086694,0.166737,0.691232,0.936763,0.858574,0.576723,0.498918,0.474052,0.524729,0.980717,SIRA
0.089186,0.169219,0.20297,0.167134,0.448898,0.834794,0.087139,0.166832,0.720264,0.907312,0.761499,0.384763,0.572796,0.330146,0.334344,0.849313,SIRA
0.08919,0.163942,0.183265,0.185928,0.366535,0.782041,0.086863,0.166839,0.398162,0.92864,0.796792,0.470381,0.538255,0.391351,0.41732,0.902735,SIRA
0.08919,0.169105,0.203451,0.16394,0.45711,0.839344,0.087242,0.166839,0.689454,0.899806,0.762289,0.382781,0.573616,0.328776,0.332459,0.948077,SIRA
0.08922,0.16033,0.187007,0.180449,0.385645,0.795565,0.086653,0.166887,0.761115,0.946903,0.821843,0.453823,0.544655,0.379105,0.401029,0.95924,SIRA
0.08922,0.160637,0.176444,0.193987,0.336343,0.758787,0.088026,0.166887,0.695747,0.842866,0.819721,0.501757,0.526155,0.414898,0.448509,0.882701,SIRA
0.089233,0.164368,0.190624,0.178305,0.397883,0.803786,0.087304,0.166907,0.725195,0.898284,0.794337,0.437937,0.550925,0.367546,0.385509,0.903025,SIRA
0.089241,0.160223,0.182219,0.187076,0.362021,0.778718,0.087436,0.166921,0.826274,0.888922,0.822805,0.475448,0.53616,0.395035,0.422328,0.907314,SIRA
0.08925,0.168013,0.152802,0.220369,0.240707,0.665219,0.0873,0.166934,0.694036,0.899863,0.770098,0.616851,0.484601,0.506928,0.566511,0.913666,SIRA
0.089263,0.158413,0.168968,0.199882,0.309635,0.736021,0.087156,0.166955,0.555725,0.911765,0.835635,0.537198,0.512849,0.442244,0.484245,0.970005,SIRA
0.089344,0.173603,0.197662,0.170444,0.429939,0.823844,0.087102,0.167084,0.429314,0.921861,0.734537,0.408201,0.562669,0.346209,0.356748,0.938442,SIRA
0.089421,0.169011,0.203782,0.165273,0.454849,0.838102,0.087378,0.167206,0.663433,0.906588,0.765186,0.382856,0.572974,0.328495,0.332531,0.912857,SIRA
0.089464,0.163332,0.185961,0.181675,0.380888,0.792279,0.087131,0.167274,0.719576,0.928543,0.803686,0.460072,0.541577,0.383298,0.407164,0.981235,SIRA
0.089489,0.156006,0.1766,0.191893,0.340695,0.762293,0.087065,0.167315,0.603656,0.935466,0.854954,0.502824,0.525076,0.415257,0.449578,0.978102,SIRA
0.089553,0.170082,0.19785,0.170878,0.42941,0.823529,0.087391,0.167417,0.502794,0.915463,0.75944,0.408734,0.561903,0.346271,0.35726,0.938732,SIRA
0.089626,0.166598,0.18692,0.183162,0.379919,0.791603,0.087989,0.167533,0.732596,0.875622,0.783251,0.456853,0.542424,0.380677,0.404001,0.911017,SIRA
0.089656,0.161407,0.165303,0.207915,0.2875,0.715357,0.087403,0.16758,0.552245,0.92212,0.818832,0.557492,0.504503,0.457604,0.504948,0.882183,SIRA
0.08966,0.176615,0.203356,0.167886,0.448082,0.834335,0.088232,0.167587,0.630353,0.859831,0.71838,0.386143,0.570966,0.330408,0.335656,0.85965,SIRA
0.089677,0.164804,0.183785,0.186644,0.366215,0.781807,0.087329,0.167614,0.649229,0.929339,0.795841,0.471233,0.536684,0.391193,0.418161,0.9112,SIRA
0.089703,0.162474,0.195887,0.173225,0.420053,0.817874,0.087271,0.167655,0.533363,0.935627,0.81197,0.418102,0.557694,0.352652,0.366283,0.942162,SIRA
0.089715,0.160693,0.182143,0.188811,0.358429,0.776036,0.087646,0.167675,0.768268,0.908107,0.824382,0.478907,0.533623,0.396839,0.425754,0.90118,SIRA
0.089775,0.165409,0.197408,0.172025,0.425959,0.821462,0.087341,0.16777,0.73864,0.935682,0.792735,0.412041,0.559972,0.348264,0.360441,0.937713,SIRA
0.089775,0.16164,0.178674,0.19213,0.34461,0.7654,0.088236,0.16777,0.519824,0.868026,0.81844,0.495149,0.527263,0.408947,0.441906,0.922729,SIRA
0.089788,0.175411,0.197221,0.172389,0.424762,0.82074,0.088046,0.167791,0.434628,0.883255,0.72726,0.412924,0.559578,0.348867,0.361291,0.932834,SIRA
0.089792,0.177991,0.215243,0.153416,0.508023,0.865219,0.08756,0.167797,0.511501,0.920358,0.710972,0.338325,0.591021,0.298023,0.290644,0.981678,SIRA
0.089844,0.175828,0.20631,0.163473,0.464521,0.843355,0.088153,0.167879,0.476561,0.879274,0.725134,0.375008,0.575154,0.322522,0.325088,0.933626,SIRA
0.089852,0.153053,0.168159,0.202831,0.302544,0.72959,0.087115,0.167892,0.51105,0.958648,0.879947,0.545052,0.508525,0.447381,0.492236,0.964775,SIRA
0.089852,0.16114,0.180251,0.189666,0.352738,0.771718,0.087168,0.167892,0.765545,0.954563,0.822672,0.488427,0.529628,0.403747,0.435207,0.957087,SIRA
0.089865,0.167234,0.196871,0.175124,0.418135,0.816694,0.08878,0.167913,0.511651,0.833805,0.781375,0.414913,0.558568,0.350154,0.363207,0.856425,SIRA
0.089873,0.16139,0.187128,0.181741,0.383261,0.793925,0.087308,0.167926,0.712779,0.945473,0.821166,0.457538,0.541522,0.380785,0.404674,0.980044,SIRA
0.089912,0.162923,0.184967,0.184539,0.372954,0.786681,0.087403,0.167988,0.804073,0.941111,0.811007,0.467452,0.537555,0.388015,0.414429,0.966135,SIRA
0.089925,0.174424,0.18432,0.190001,0.360696,0.777732,0.088784,0.168008,0.518741,0.837892,0.734893,0.470442,0.536362,0.390206,0.41738,0.801904,SIRA
0.089942,0.172465,0.198734,0.17324,0.426233,0.821627,0.088446,0.168035,0.502162,0.864495,0.747696,0.407443,0.561418,0.344786,0.356019,0.86439,SIRA
0.089963,0.186488,0.222376,0.14983,0.532958,0.876584,0.088652,0.168069,0.649473,0.850599,0.660393,0.311172,0.602543,0.280134,0.265519,0.885082,SIRA
0.089972,0.172153,0.194348,0.176963,0.408758,0.810821,0.088141,0.168083,0.491415,0.889661,0.75001,0.42647,0.553614,0.358187,0.374373,0.894277,SIRA
0.089976,0.162227,0.17361,0.197326,0.32407,0.748601,0.087906,0.168089,0.600768,0.907719,0.816429,0.520018,0.517423,0.42762,0.466855,0.957329,SIRA
0.08998,0.173404,0.190615,0.181415,0.391421,0.799486,0.088199,0.168096,0.583701,0.88594,0.741991,0.442813,0.547058,0.369903,0.390261,0.874617,SIRA
0.09007,0.159625,0.172095,0.198515,0.318682,0.743984,0.0877,0.168239,0.635251,0.930274,0.835425,0.527782,0.514316,0.433473,0.474698,0.984551,SIRA
0.090083,0.156186,0.158424,0.215679,0.259941,0.686997,0.087778,0.168259,0.765402,0.925285,0.859825,0.594261,0.490425,0.486581,0.542905,0.936975,SIRA
0.090147,0.172685,0.209329,0.160618,0.477778,0.850313,0.087622,0.168361,0.772288,0.941906,0.748265,0.364477,0.578811,0.31496,0.315141,0.963227,SIRA
0.090147,0.163125,0.187896,0.182079,0.384218,0.794585,0.087622,0.168361,0.502807,0.941906,0.811994,0.455903,0.541467,0.379155,0.403069,0.969314,SIRA
0.090206,0.155643,0.163735,0.208771,0.282765,0.710703,0.087869,0.168456,0.719733,0.92757,0.864991,0.568878,0.499079,0.465723,0.516641,0.973643,SIRA
0.090228,0.163615,0.175756,0.200174,0.323202,0.747863,0.088384,0.16849,0.652891,0.890229,0.809457,0.511658,0.519912,0.420757,0.458439,0.806538,SIRA
0.090249,0.17111,0.165433,0.212607,0.279473,0.707416,0.088994,0.168523,0.637789,0.846013,0.759529,0.560894,0.50183,0.459247,0.508435,0.785089,SIRA
0.090266,0.158973,0.186093,0.185431,0.373564,0.787117,0.087758,0.168551,0.809256,0.940428,0.842005,0.464719,0.537719,0.385431,0.411736,0.931475,SIRA
0.090288,0.167939,0.197354,0.172663,0.424464,0.82056,0.087865,0.168585,0.812798,0.93388,0.780861,0.415541,0.557216,0.349962,0.363812,0.972221,SIRA
0.090296,0.166795,0.185945,0.185372,0.373367,0.786976,0.088215,0.168598,0.776948,0.908009,0.788601,0.465573,0.537311,0.386013,0.412578,0.942206,SIRA
0.090305,0.156904,0.176262,0.195228,0.333591,0.756542,0.087745,0.168612,0.508267,0.94421,0.857015,0.509817,0.52041,0.419217,0.456589,0.964273,SIRA
0.090309,0.162619,0.167126,0.206806,0.293223,0.720868,0.08812,0.168618,0.611818,0.916115,0.817104,0.553108,0.504486,0.452941,0.50046,0.919711,SIRA
0.090347,0.164192,0.174201,0.198969,0.322221,0.747027,0.088355,0.168679,0.669232,0.901216,0.806721,0.519722,0.516612,0.426754,0.466557,0.918913,SIRA
0.090356,0.165393,0.189778,0.182404,0.387595,0.796897,0.088079,0.168693,0.835561,0.922699,0.798654,0.448925,0.543678,0.373744,0.396232,0.911098,SIRA
0.090377,0.158082,0.16684,0.208429,0.289733,0.717521,0.088281,0.168727,0.839325,0.909016,0.849417,0.554949,0.503655,0.454281,0.502344,0.883668,SIRA
0.090382,0.158632,0.169258,0.203155,0.304227,0.731132,0.087848,0.168734,0.815894,0.942075,0.845585,0.543358,0.507842,0.445109,0.490511,0.968869,SIRA
0.090446,0.166671,0.190037,0.1826,0.387749,0.797002,0.088265,0.168835,0.634984,0.915299,0.790921,0.448363,0.543671,0.373196,0.395682,0.904373,SIRA
0.090454,0.165705,0.175896,0.198249,0.327105,0.751162,0.088714,0.168849,0.746984,0.882089,0.797524,0.512511,0.519032,0.421027,0.459296,0.890858,SIRA
0.090463,0.171512,0.181604,0.19166,0.351702,0.770922,0.088331,0.168862,0.858863,0.91158,0.758986,0.48627,0.528917,0.401122,0.433062,0.903388,SIRA
0.090471,0.161368,0.188864,0.184577,0.381208,0.792501,0.088566,0.168876,0.667701,0.894504,0.827389,0.453711,0.541501,0.377044,0.400919,0.881073,SIRA
0.090475,0.167403,0.180138,0.19188,0.348181,0.768198,0.088941,0.168883,0.580744,0.866649,0.786311,0.493053,0.526303,0.4062,0.439815,0.952027,SIRA
0.090493,0.174853,0.214225,0.157072,0.497032,0.859951,0.087993,0.16891,0.818889,0.939343,0.737623,0.346737,0.585494,0.302627,0.298492,0.957869,SIRA
0.090518,0.165844,0.186781,0.184957,0.375987,0.788839,0.088257,0.168951,0.836569,0.921276,0.797219,0.463283,0.537639,0.383974,0.410322,0.949729,SIRA
0.090552,0.162214,0.188956,0.184463,0.381636,0.792799,0.088046,0.169005,0.515379,0.939699,0.822359,0.453828,0.541249,0.377002,0.401034,0.890391,SIRA
0.090587,0.164993,0.191543,0.180263,0.3958,0.802409,0.087947,0.169059,0.447178,0.949721,0.803674,0.442648,0.545571,0.368842,0.390101,0.946425,SIRA
0.090595,0.157542,0.172637,0.201267,0.314693,0.740506,0.088331,0.169072,0.581039,0.92134,0.855482,0.528736,0.512669,0.433305,0.475664,0.926852,SIRA
0.090621,0.16717,0.199733,0.173143,0.428623,0.82306,0.088834,0.169113,0.815753,0.885358,0.789314,0.407504,0.559628,0.343822,0.356078,0.904889,SIRA
0.090633,0.166407,0.18785,0.186891,0.374373,0.787693,0.088801,0.169133,0.587046,0.888776,0.794571,0.459267,0.538914,0.380846,0.406372,0.855309,SIRA
0.090633,0.162753,0.183747,0.188319,0.362803,0.779297,0.088178,0.169133,0.82324,0.935702,0.819466,0.477666,0.531784,0.39442,0.424525,0.957568,SIRA
0.090753,0.176806,0.219205,0.153207,0.517507,0.869635,0.088277,0.169323,0.721529,0.937039,0.727644,0.328458,0.592754,0.290272,0.281477,0.954594,SIRA
0.090779,0.168512,0.207814,0.165183,0.463986,0.843068,0.08859,0.169364,0.834714,0.915276,0.781904,0.37465,0.57284,0.320952,0.324749,0.918883,SIRA
0.090779,0.161848,0.179094,0.194701,0.340539,0.762168,0.088413,0.169364,0.678999,0.928648,0.827179,0.499844,0.522978,0.410829,0.446596,0.926688,SIRA
0.090791,0.167071,0.201531,0.173661,0.431427,0.824726,0.089572,0.169384,0.585205,0.842691,0.791673,0.400963,0.561866,0.33901,0.349804,0.840185,SIRA
0.090856,0.15742,0.148206,0.233404,0.210482,0.627106,0.088957,0.169486,0.822382,0.893331,0.859033,0.651797,0.468991,0.533404,0.603456,0.846921,SIRA
0.090856,0.170534,0.189135,0.183803,0.383359,0.793992,0.088978,0.169486,0.594861,0.891784,0.769253,0.455,0.54002,0.37738,0.402184,0.939506,SIRA
0.090873,0.166404,0.191698,0.181699,0.393166,0.800656,0.088834,0.169513,0.457395,0.903878,0.796972,0.44381,0.544382,0.369237,0.391234,0.920971,SIRA
0.090873,0.180312,0.216275,0.156422,0.503187,0.862922,0.089126,0.169513,0.462925,0.881908,0.706692,0.340847,0.58703,0.298223,0.292994,0.950805,SIRA
0.090881,0.17357,0.195225,0.177948,0.408581,0.810709,0.088661,0.169526,0.553786,0.917538,0.749659,0.4285,0.550457,0.35825,0.376341,0.925428,SIRA
0.09089,0.174391,0.198787,0.174287,0.424096,0.820338,0.089077,0.16954,0.395287,0.88687,0.744428,0.413241,0.556595,0.347445,0.361596,0.927144,SIRA
0.09089,0.167223,0.186802,0.187878,0.370168,0.78468,0.088895,0.16954,0.480548,0.900486,0.791627,0.465604,0.535799,0.385088,0.412608,0.887145,SIRA
0.090898,0.171969,0.196967,0.175905,0.41668,0.815794,0.088747,0.169553,0.430722,0.912275,0.760247,0.421093,0.553393,0.352968,0.369171,0.936413,SIRA
0.090911,0.165527,0.192624,0.180596,0.397438,0.803492,0.088384,0.169574,0.875851,0.940583,0.803295,0.440004,0.545793,0.366436,0.387522,0.930043,SIRA
0.09092,0.16422,0.178081,0.197375,0.333319,0.756319,0.088912,0.169587,0.808635,0.901443,0.812278,0.505449,0.520521,0.414849,0.452207,0.888399,SIRA
0.090924,0.170476,0.206687,0.168509,0.454036,0.837653,0.088409,0.169594,0.85186,0.939658,0.770307,0.380216,0.570124,0.324534,0.330024,0.854506,SIRA
0.090924,0.161145,0.18084,0.192734,0.348003,0.76806,0.088644,0.169594,0.752864,0.921923,0.833534,0.492789,0.525284,0.40526,0.439552,0.944548,SIRA
0.090967,0.167558,0.178838,0.198164,0.3334,0.756385,0.089497,0.169662,0.438742,0.861044,0.790142,0.502266,0.5216,0.412352,0.449019,0.838225,SIRA
0.090979,0.176586,0.197786,0.176156,0.417925,0.816564,0.089159,0.169682,0.540707,0.88727,0.731217,0.418095,0.554396,0.350728,0.366275,0.906565,SIRA
0.090979,0.169452,0.213025,0.160368,0.486622,0.854807,0.08857,0.169682,0.834851,0.931605,0.777631,0.354592,0.580824,0.30718,0.305847,0.931463,SIRA
