@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R1-2,8,14,17'

@attribute Area numeric
@attribute Perimeter numeric
@attribute EquivDiameter numeric
@attribute ShapeFactor2 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.092743,0.174604,0.17247,0.377256,SIRA
0.092764,0.16899,0.172504,0.392344,SIRA
0.092768,0.162388,0.17251,0.410099,SIRA
0.092828,0.165857,0.172605,0.446561,SIRA
0.092845,0.178049,0.172632,0.3379,SIRA
0.092918,0.170025,0.172746,0.343801,SIRA
0.092931,0.167735,0.172766,0.377042,SIRA
0.092948,0.165071,0.172793,0.404909,SIRA
0.092948,0.166008,0.172793,0.392061,SIRA
0.092956,0.16699,0.172807,0.423686,SIRA
0.092982,0.179254,0.172847,0.323671,SIRA
0.09302,0.162641,0.172907,0.411993,SIRA
0.093025,0.174445,0.172914,0.361952,SIRA
0.09305,0.165688,0.172955,0.378102,SIRA
0.093063,0.165958,0.172975,0.419459,SIRA
0.093072,0.166678,0.172988,0.388874,SIRA
0.09308,0.167837,0.173002,0.383439,SIRA
0.093144,0.17143,0.173103,0.384411,SIRA
0.093153,0.168492,0.173116,0.376519,SIRA
0.093161,0.164704,0.173129,0.417072,SIRA
0.093178,0.169917,0.173156,0.372657,SIRA
0.093195,0.171758,0.173183,0.400127,SIRA
0.0932,0.17064,0.17319,0.374421,SIRA
0.093204,0.176038,0.173197,0.349897,SIRA
0.093217,0.182045,0.173217,0.346435,SIRA
0.093242,0.16979,0.173257,0.405324,SIRA
0.093247,0.171763,0.173264,0.322328,SIRA
0.093251,0.186427,0.173271,0.310226,SIRA
0.093268,0.168404,0.173298,0.395651,SIRA
0.093294,0.172589,0.173338,0.413657,SIRA
0.093311,0.152304,0.173365,0.564508,SIRA
0.093345,0.170364,0.173419,0.328702,SIRA
0.093349,0.171882,0.173425,0.374808,SIRA
0.093371,0.161164,0.173459,0.42777,SIRA
0.093379,0.172988,0.173472,0.348043,SIRA
0.093383,0.170015,0.173479,0.423681,SIRA
0.093396,0.171866,0.173499,0.373273,SIRA
0.093413,0.182938,0.173526,0.24986,SIRA
0.093464,0.161125,0.173607,0.474243,SIRA
0.093473,0.169856,0.17362,0.378748,SIRA
0.093494,0.167924,0.173654,0.358122,SIRA
0.09355,0.173738,0.173741,0.329121,SIRA
0.093571,0.176084,0.173775,0.373162,SIRA
0.093571,0.171544,0.173775,0.377786,SIRA
0.09361,0.173054,0.173835,0.394107,SIRA
0.093631,0.171623,0.173869,0.386905,SIRA
0.093657,0.178247,0.173909,0.341027,SIRA
0.093657,0.166365,0.173909,0.399297,SIRA
0.093725,0.166328,0.174017,0.371316,SIRA
0.093827,0.168477,0.174178,0.367606,SIRA
0.093862,0.171399,0.174232,0.390146,SIRA
0.093879,0.17059,0.174258,0.371227,SIRA
0.0939,0.17196,0.174292,0.383949,SIRA
0.093904,0.162796,0.174299,0.447561,SIRA
0.093913,0.166558,0.174312,0.384645,SIRA
0.093917,0.178134,0.174319,0.348059,SIRA
0.09393,0.175034,0.174339,0.388703,SIRA
0.093934,0.175144,0.174346,0.311173,SIRA
0.093938,0.171667,0.174352,0.441947,SIRA
0.093943,0.179152,0.174359,0.311547,SIRA
0.093955,0.163892,0.174379,0.415842,SIRA
0.093973,0.171089,0.174406,0.409823,SIRA
0.093977,0.162964,0.174413,0.419566,SIRA
0.093977,0.174637,0.174413,0.407008,SIRA
0.093985,0.173688,0.174426,0.339151,SIRA
0.09399,0.172085,0.174433,0.378722,SIRA
0.094002,0.177424,0.174453,0.317572,SIRA
0.094007,0.162267,0.17446,0.438639,SIRA
0.094015,0.162646,0.174473,0.393836,SIRA
0.094015,0.176229,0.174473,0.335363,SIRA
0.094024,0.172017,0.174487,0.344548,SIRA
0.094054,0.168055,0.174534,0.382071,SIRA
0.094084,0.164097,0.17458,0.409398,SIRA
0.094096,0.168768,0.174601,0.430993,SIRA
0.094101,0.179888,0.174607,0.364047,SIRA
0.094122,0.18596,0.174641,0.28527,SIRA
0.094126,0.181866,0.174648,0.316614,SIRA
0.09416,0.164433,0.174701,0.394949,SIRA
0.094178,0.171904,0.174728,0.333341,SIRA
0.09419,0.173292,0.174748,0.408487,SIRA
0.094207,0.160837,0.174775,0.484618,SIRA
0.094224,0.167494,0.174802,0.402641,SIRA
0.094237,0.169027,0.174822,0.341759,SIRA
0.094259,0.166365,0.174855,0.421412,SIRA
0.094297,0.178088,0.174916,0.287437,SIRA
0.094301,0.167505,0.174923,0.427448,SIRA
0.094323,0.174456,0.174956,0.390549,SIRA
0.094344,0.19056,0.17499,0.266148,SIRA
0.094365,0.179842,0.175023,0.264572,SIRA
0.094374,0.174029,0.175037,0.387036,SIRA
0.0944,0.175906,0.175077,0.363049,SIRA
0.094408,0.171615,0.17509,0.434817,SIRA
0.094481,0.175533,0.175204,0.367051,SIRA
0.094502,0.168898,0.175238,0.422476,SIRA
0.094506,0.169022,0.175244,0.352634,SIRA
0.094506,0.171843,0.175244,0.381245,SIRA
0.094519,0.171369,0.175264,0.354873,SIRA
0.094528,0.172146,0.175278,0.329793,SIRA
0.094532,0.172283,0.175285,0.328666,SIRA
0.094566,0.171419,0.175338,0.383987,SIRA
0.09457,0.165927,0.175345,0.420688,SIRA
0.094656,0.164791,0.175479,0.437842,SIRA
0.094673,0.172594,0.175506,0.366941,SIRA
0.094686,0.173069,0.175526,0.411155,SIRA
0.094698,0.178304,0.175546,0.357144,SIRA
0.094707,0.172233,0.175559,0.419455,SIRA
0.094711,0.183937,0.175566,0.339229,SIRA
0.094763,0.176481,0.175646,0.412195,SIRA
0.094775,0.18289,0.175666,0.314372,SIRA
0.09478,0.179606,0.175673,0.358173,SIRA
0.094788,0.184242,0.175686,0.337433,SIRA
0.094801,0.165688,0.175707,0.399826,SIRA
0.094814,0.17047,0.175727,0.367426,SIRA
0.094878,0.164337,0.175827,0.455347,SIRA
0.09495,0.170517,0.175941,0.343511,SIRA
0.09495,0.183882,0.175941,0.303146,SIRA
0.094972,0.169161,0.175974,0.403791,SIRA
0.094997,0.167551,0.176014,0.403213,SIRA
0.095002,0.168517,0.176021,0.398334,SIRA
0.095006,0.17059,0.176028,0.385207,SIRA
0.095023,0.170578,0.176055,0.409581,SIRA
0.095027,0.175183,0.176061,0.344776,SIRA
0.09504,0.174296,0.176081,0.389889,SIRA
0.095049,0.180895,0.176095,0.314031,SIRA
0.09507,0.165487,0.176128,0.383562,SIRA
0.095074,0.184773,0.176135,0.293668,SIRA
0.095083,0.175657,0.176148,0.387144,SIRA
0.0951,0.17328,0.176175,0.363148,SIRA
0.095138,0.176195,0.176235,0.369663,SIRA
0.095147,0.173398,0.176249,0.387994,SIRA
0.095181,0.167281,0.176302,0.388206,SIRA
0.095202,0.172902,0.176336,0.353175,SIRA
0.095224,0.172691,0.176369,0.388032,SIRA
0.095228,0.16507,0.176376,0.418077,SIRA
0.095305,0.178134,0.176496,0.41758,SIRA
0.095326,0.166397,0.17653,0.409658,SIRA
0.095339,0.170767,0.17655,0.357308,SIRA
0.095416,0.174755,0.17667,0.370042,SIRA
0.09542,0.166322,0.176677,0.441586,SIRA
0.095429,0.163406,0.17669,0.427798,SIRA
0.095459,0.170205,0.176737,0.417262,SIRA
0.095514,0.170093,0.176824,0.395821,SIRA
0.095523,0.170246,0.176837,0.379663,SIRA
0.09554,0.166347,0.176864,0.433199,SIRA
0.09557,0.183884,0.17691,0.325797,SIRA
0.095608,0.167549,0.176971,0.413381,SIRA
0.095616,0.178037,0.176984,0.348276,SIRA
0.095634,0.172074,0.177011,0.337718,SIRA
0.095659,0.187401,0.177051,0.33351,SIRA
0.095672,0.176422,0.177071,0.382612,SIRA
0.095676,0.168847,0.177078,0.409381,SIRA
0.095676,0.187391,0.177078,0.259521,SIRA
0.095719,0.180968,0.177144,0.450202,SIRA
0.095728,0.170058,0.177158,0.402215,SIRA
0.095736,0.180092,0.177171,0.313737,SIRA
0.095745,0.172158,0.177184,0.420648,SIRA
0.09577,0.188311,0.177224,0.28003,SIRA
0.095787,0.172279,0.177251,0.426074,SIRA
0.095787,0.172138,0.177251,0.45259,SIRA
0.095821,0.166366,0.177305,0.377394,SIRA
0.095834,0.17181,0.177325,0.38261,SIRA
0.095847,0.172666,0.177345,0.34099,SIRA
0.095881,0.165579,0.177398,0.384222,SIRA
0.095885,0.172583,0.177405,0.359125,SIRA
0.095915,0.178031,0.177451,0.34163,SIRA
0.09595,0.168952,0.177505,0.389151,SIRA
0.095954,0.172476,0.177512,0.46313,SIRA
0.095958,0.170342,0.177518,0.380763,SIRA
0.095958,0.168611,0.177518,0.431892,SIRA
0.095988,0.17914,0.177565,0.33261,SIRA
0.096001,0.166605,0.177585,0.473429,SIRA
0.096026,0.16548,0.177625,0.43926,SIRA
0.096031,0.171906,0.177632,0.361765,SIRA
0.096043,0.169973,0.177652,0.373753,SIRA
0.096069,0.170489,0.177692,0.366943,SIRA
0.096082,0.171312,0.177712,0.408999,SIRA
0.096103,0.166406,0.177745,0.443813,SIRA
0.096129,0.167535,0.177785,0.408956,SIRA
0.096133,0.161842,0.177792,0.475958,SIRA
0.096137,0.167112,0.177798,0.400588,SIRA
0.096176,0.1756,0.177859,0.330236,SIRA
0.09618,0.168692,0.177865,0.416168,SIRA
0.096193,0.173453,0.177885,0.416243,SIRA
0.096214,0.176212,0.177919,0.377745,SIRA
0.096231,0.163711,0.177945,0.46486,SIRA
0.096257,0.181082,0.177985,0.276519,SIRA
0.096266,0.168636,0.177999,0.49134,SIRA
0.0963,0.174048,0.178052,0.358123,SIRA
0.09633,0.180978,0.178099,0.292889,SIRA
0.09633,0.168543,0.178099,0.419394,SIRA
0.096338,0.177726,0.178112,0.361347,SIRA
0.096368,0.179436,0.178159,0.402997,SIRA
0.096411,0.177118,0.178225,0.411089,SIRA
0.096424,0.179751,0.178245,0.333347,SIRA
0.096436,0.166147,0.178265,0.379152,SIRA
0.096458,0.182565,0.178299,0.281699,SIRA
0.096475,0.175642,0.178325,0.369072,SIRA
0.096483,0.187259,0.178339,0.283969,SIRA
0.096505,0.175839,0.178372,0.352719,SIRA
0.096509,0.180411,0.178379,0.374435,SIRA
0.096517,0.162432,0.178392,0.471125,SIRA
0.096535,0.201142,0.178419,0.312363,SIRA
0.096535,0.17615,0.178419,0.322739,SIRA
0.096599,0.171763,0.178519,0.377719,SIRA
0.096603,0.176816,0.178525,0.338632,SIRA
0.096616,0.185628,0.178545,0.36571,SIRA
0.096616,0.17514,0.178545,0.398491,SIRA
0.096667,0.169741,0.178625,0.365384,SIRA
0.096705,0.174085,0.178685,0.405838,SIRA
0.096778,0.168132,0.178798,0.447776,SIRA
0.096833,0.173904,0.178885,0.360489,SIRA
0.096855,0.171424,0.178918,0.370018,SIRA
0.096855,0.168968,0.178918,0.403148,SIRA
0.096893,0.175807,0.178978,0.370651,SIRA
0.096923,0.166769,0.179025,0.445513,SIRA
0.096953,0.177565,0.179071,0.388404,SIRA
0.096962,0.18332,0.179085,0.358187,SIRA
0.096966,0.183895,0.179091,0.292819,SIRA
0.096983,0.178748,0.179118,0.423988,SIRA
0.096983,0.169696,0.179118,0.403355,SIRA
0.096987,0.186811,0.179125,0.365861,SIRA
0.097051,0.176709,0.179224,0.357794,SIRA
0.097055,0.180387,0.179231,0.361637,SIRA
0.097064,0.177289,0.179244,0.342816,SIRA
0.097081,0.17511,0.179271,0.392981,SIRA
0.097094,0.176519,0.179291,0.437114,SIRA
0.097141,0.177005,0.179364,0.368199,SIRA
0.097209,0.176717,0.179471,0.379218,SIRA
0.097213,0.167177,0.179477,0.404093,SIRA
0.097218,0.182157,0.179484,0.360632,SIRA
0.097239,0.177173,0.179517,0.352314,SIRA
0.097256,0.165729,0.179544,0.418375,SIRA
0.097256,0.169401,0.179544,0.430757,SIRA
0.09729,0.166576,0.179597,0.438843,SIRA
0.097303,0.171485,0.179617,0.384899,SIRA
0.097307,0.174107,0.179624,0.404764,SIRA
0.097316,0.179495,0.179637,0.345315,SIRA
0.09732,0.17541,0.179644,0.376475,SIRA
0.09738,0.169276,0.179737,0.427562,SIRA
0.09741,0.177637,0.179783,0.349464,SIRA
0.097427,0.176204,0.17981,0.390073,SIRA
0.097448,0.184699,0.179843,0.357445,SIRA
0.097448,0.171475,0.179843,0.372256,SIRA
0.097457,0.172595,0.179856,0.37074,SIRA
0.097504,0.179723,0.179929,0.346815,SIRA
0.097504,0.171573,0.179929,0.356251,SIRA
0.097529,0.181846,0.179969,0.353287,SIRA
0.097538,0.180528,0.179983,0.351105,SIRA
0.097551,0.169894,0.180003,0.408216,SIRA
0.097555,0.177878,0.180009,0.341294,SIRA
0.097559,0.192937,0.180016,0.275088,SIRA
0.097619,0.173151,0.180109,0.36182,SIRA
0.097619,0.203679,0.180109,0.280223,SIRA
0.097662,0.173032,0.180175,0.411623,SIRA
0.097687,0.173534,0.180215,0.35269,SIRA
0.097717,0.176317,0.180262,0.357372,SIRA
0.097734,0.180396,0.180288,0.278992,SIRA
0.097747,0.175948,0.180308,0.37999,SIRA
0.097756,0.177131,0.180321,0.427594,SIRA
0.097756,0.183157,0.180321,0.321825,SIRA
0.09776,0.172535,0.180328,0.445374,SIRA
0.097769,0.173512,0.180341,0.391541,SIRA
0.097773,0.186856,0.180348,0.315285,SIRA
0.097773,0.1744,0.180348,0.433324,SIRA
0.097807,0.180934,0.180401,0.368863,SIRA
0.097824,0.185019,0.180428,0.382876,SIRA
0.097828,0.184478,0.180434,0.272558,SIRA
0.097837,0.177244,0.180448,0.341329,SIRA
0.09785,0.17589,0.180468,0.471827,SIRA
0.097871,0.184045,0.180501,0.314981,SIRA
0.097892,0.179898,0.180534,0.373059,SIRA
0.097952,0.174791,0.180627,0.399641,SIRA
0.097956,0.177485,0.180634,0.363516,SIRA
0.098003,0.170048,0.180707,0.454373,SIRA
0.098025,0.18152,0.18074,0.36053,SIRA
0.098029,0.179701,0.180746,0.315109,SIRA
0.098072,0.183218,0.180813,0.337946,SIRA
0.098076,0.174764,0.180819,0.438261,SIRA
0.09808,0.166678,0.180826,0.443905,SIRA
0.098089,0.184417,0.180839,0.32024,SIRA
0.098102,0.167231,0.180859,0.422873,SIRA
0.098106,0.172395,0.180866,0.418397,SIRA
0.09811,0.177731,0.180872,0.382909,SIRA
0.098114,0.176563,0.180879,0.367323,SIRA
0.098119,0.172713,0.180886,0.390989,SIRA
0.098123,0.171201,0.180892,0.371577,SIRA
0.098136,0.197864,0.180912,0.223996,SIRA
0.098161,0.185869,0.180952,0.393609,SIRA
0.098187,0.176293,0.180992,0.417767,SIRA
0.098187,0.177582,0.180992,0.382,SIRA
0.098196,0.19335,0.181005,0.260457,SIRA
0.098225,0.177245,0.181052,0.390507,SIRA
0.098247,0.178173,0.181085,0.376105,SIRA
0.09826,0.187942,0.181105,0.348702,SIRA
0.098268,0.177231,0.181118,0.384521,SIRA
0.098272,0.183006,0.181125,0.384741,SIRA
0.098281,0.170379,0.181138,0.419035,SIRA
0.098281,0.173755,0.181138,0.376973,SIRA
0.098289,0.183133,0.181151,0.370448,SIRA
0.098302,0.176766,0.181171,0.353457,SIRA
0.098341,0.175945,0.181231,0.34507,SIRA
0.098379,0.170568,0.18129,0.478778,SIRA
0.098383,0.182965,0.181297,0.378678,SIRA
0.098426,0.169203,0.181363,0.428662,SIRA
0.098503,0.167839,0.181483,0.418309,SIRA
0.098512,0.181342,0.181496,0.358748,SIRA
0.098537,0.170992,0.181536,0.39748,SIRA
0.098576,0.181605,0.181595,0.288556,SIRA
0.09858,0.18192,0.181602,0.33436,SIRA
0.09861,0.183129,0.181648,0.335989,SIRA
0.098614,0.182877,0.181655,0.371678,SIRA
0.098644,0.178093,0.181701,0.34343,SIRA
0.098669,0.17293,0.181741,0.411182,SIRA
0.098678,0.185459,0.181754,0.39778,SIRA
0.098708,0.179571,0.181801,0.328499,SIRA
0.098716,0.186114,0.181814,0.363565,SIRA
0.098734,0.186261,0.18184,0.316645,SIRA
0.098738,0.170839,0.181847,0.416861,SIRA
0.098742,0.1757,0.181854,0.368187,SIRA
0.098759,0.180663,0.18188,0.359185,SIRA
0.098759,0.179061,0.18188,0.385004,SIRA
0.098763,0.181745,0.181887,0.306349,SIRA
0.098827,0.179944,0.181986,0.368792,SIRA
0.098836,0.185133,0.181999,0.352198,SIRA
0.098883,0.184599,0.182072,0.31935,SIRA
0.098892,0.183966,0.182086,0.345272,SIRA
0.098892,0.175689,0.182086,0.380676,SIRA
0.098943,0.176009,0.182165,0.32134,SIRA
0.098998,0.177764,0.182251,0.369285,SIRA
0.099011,0.185539,0.182271,0.346247,SIRA
0.099045,0.174188,0.182324,0.428406,SIRA
0.099054,0.175757,0.182337,0.362449,SIRA
0.099067,0.180391,0.182357,0.338959,SIRA
0.099071,0.175578,0.182364,0.403509,SIRA
0.099084,0.170141,0.182383,0.413282,SIRA
0.099092,0.17922,0.182397,0.350803,SIRA
0.099101,0.183426,0.18241,0.365814,SIRA
0.099114,0.180535,0.18243,0.361149,SIRA
0.099122,0.17143,0.182443,0.344704,SIRA
0.099122,0.173603,0.182443,0.371919,SIRA
0.099161,0.187429,0.182503,0.383922,SIRA
0.09919,0.177968,0.182549,0.420439,SIRA
0.09922,0.166834,0.182595,0.452823,SIRA
0.099267,0.176864,0.182668,0.396689,SIRA
0.099289,0.193015,0.182701,0.390819,SIRA
0.099289,0.180235,0.182701,0.379791,SIRA
0.099301,0.172659,0.182721,0.38118,SIRA
0.09931,0.16631,0.182734,0.486017,SIRA
0.099331,0.178473,0.182767,0.308993,SIRA
0.099336,0.172373,0.182774,0.41526,SIRA
0.09937,0.176603,0.182827,0.366117,SIRA
0.099378,0.184568,0.18284,0.312028,SIRA
0.099425,0.180641,0.182913,0.336297,SIRA
0.099447,0.192604,0.182946,0.38447,SIRA
0.099451,0.181804,0.182952,0.349079,SIRA
0.099451,0.175726,0.182952,0.384781,SIRA
0.099498,0.184226,0.183025,0.369725,SIRA
0.099515,0.180803,0.183052,0.308129,SIRA
0.099523,0.177598,0.183065,0.41185,SIRA
0.099541,0.185721,0.183091,0.376101,SIRA
0.099545,0.182434,0.183098,0.31113,SIRA
0.099579,0.17188,0.183151,0.411146,SIRA
0.099626,0.179044,0.183223,0.369628,SIRA
0.099626,0.167663,0.183223,0.485943,SIRA
0.09963,0.189913,0.18323,0.325802,SIRA
0.09963,0.184851,0.18323,0.356193,SIRA
0.099652,0.180231,0.183263,0.367837,SIRA
0.099716,0.17651,0.183362,0.381269,SIRA
0.09972,0.178961,0.183369,0.387312,SIRA
0.099724,0.17692,0.183375,0.397387,SIRA
0.099724,0.181807,0.183375,0.335673,SIRA
0.099741,0.175377,0.183402,0.348196,SIRA
0.099763,0.172895,0.183435,0.445647,SIRA
0.099775,0.183839,0.183455,0.29684,SIRA
0.09978,0.1791,0.183461,0.351227,SIRA
0.09981,0.172476,0.183507,0.406446,SIRA
0.099814,0.187817,0.183514,0.343199,SIRA
0.099852,0.180244,0.183574,0.37085,SIRA
0.099882,0.182879,0.18362,0.413286,SIRA
0.099916,0.182617,0.183673,0.344201,SIRA
0.099963,0.172128,0.183745,0.442399,SIRA
0.100002,0.178763,0.183805,0.372868,SIRA
0.100006,0.178276,0.183811,0.337664,SIRA
0.100027,0.168348,0.183844,0.411316,SIRA
0.100027,0.172815,0.183844,0.398245,SIRA
0.100032,0.179395,0.183851,0.318569,SIRA
0.10007,0.178295,0.18391,0.393853,SIRA
0.100096,0.212395,0.18395,0.426532,SIRA
0.100096,0.189394,0.18395,0.363019,SIRA
0.100104,0.188052,0.183963,0.324415,SIRA
0.100104,0.182969,0.183963,0.374995,SIRA
0.100126,0.189147,0.183996,0.316621,SIRA
0.10013,0.184592,0.184003,0.260747,SIRA
0.100143,0.178954,0.184022,0.380512,SIRA
0.100147,0.1822,0.184029,0.334348,SIRA
0.10016,0.175863,0.184049,0.397111,SIRA
0.10016,0.177318,0.184049,0.356257,SIRA
0.10016,0.175461,0.184049,0.397592,SIRA
0.100173,0.177302,0.184069,0.371851,SIRA
0.100232,0.177469,0.184161,0.407177,SIRA
0.100245,0.181625,0.184181,0.32511,SIRA
0.100266,0.184998,0.184214,0.346945,SIRA
0.100292,0.173567,0.184253,0.43106,SIRA
0.100305,0.17331,0.184273,0.393819,SIRA
0.100313,0.246791,0.184286,0.435444,SIRA
0.100318,0.182142,0.184293,0.381411,SIRA
0.100352,0.17752,0.184346,0.372953,SIRA
0.100365,0.17072,0.184366,0.385608,SIRA
0.10045,0.177871,0.184497,0.405399,SIRA
0.100463,0.173104,0.184517,0.384447,SIRA
0.100467,0.190441,0.184524,0.295442,SIRA
0.100514,0.191954,0.184596,0.337289,SIRA
0.100518,0.188217,0.184603,0.306973,SIRA
0.100523,0.178834,0.18461,0.347923,SIRA
0.100582,0.179056,0.184702,0.35793,SIRA
0.100612,0.183274,0.184748,0.302518,SIRA
0.100646,0.175583,0.184801,0.436356,SIRA
0.100659,0.190086,0.184821,0.264383,SIRA
0.100664,0.178217,0.184827,0.421177,SIRA
0.100681,0.182094,0.184853,0.400184,SIRA
0.100689,0.193736,0.184867,0.317036,SIRA
0.100706,0.17909,0.184893,0.422404,SIRA
0.100719,0.184121,0.184913,0.351056,SIRA
0.100753,0.174531,0.184965,0.410758,SIRA
0.100779,0.18403,0.185005,0.326252,SIRA
0.100796,0.188059,0.185031,0.404513,SIRA
0.100804,0.175978,0.185045,0.405951,SIRA
0.100822,0.175652,0.185071,0.400828,SIRA
0.10083,0.19038,0.185084,0.34381,SIRA
0.100847,0.18187,0.18511,0.344608,SIRA
0.100886,0.173458,0.18517,0.418935,SIRA
0.100903,0.182622,0.185196,0.303285,SIRA
0.100915,0.182962,0.185216,0.36693,SIRA
0.101018,0.182339,0.185374,0.403405,SIRA
0.101039,0.193821,0.185407,0.28443,SIRA
0.101069,0.181548,0.185453,0.401423,SIRA
0.101086,0.182167,0.185479,0.339654,SIRA
0.101142,0.182271,0.185565,0.383056,SIRA
0.101159,0.182124,0.185591,0.338565,SIRA
0.10121,0.184727,0.18567,0.391907,SIRA
0.101219,0.192131,0.185683,0.338986,SIRA
0.101236,0.173032,0.18571,0.421735,SIRA
0.101244,0.178385,0.185723,0.363206,SIRA
0.10127,0.18056,0.185762,0.403403,SIRA
0.101274,0.179974,0.185769,0.379434,SIRA
0.101291,0.173295,0.185795,0.419825,SIRA
0.101317,0.176864,0.185835,0.369394,SIRA
0.101334,0.189526,0.185861,0.295459,SIRA
0.101351,0.183806,0.185887,0.395098,SIRA
0.101385,0.184277,0.18594,0.339877,SIRA
0.101385,0.182868,0.18594,0.343231,SIRA
0.101389,0.186625,0.185946,0.35228,SIRA
0.101428,0.188988,0.186006,0.399847,SIRA
0.101428,0.183075,0.186006,0.424508,SIRA
0.101441,0.190225,0.186025,0.326242,SIRA
0.101483,0.186325,0.186091,0.395759,SIRA
0.101496,0.180827,0.186111,0.355636,SIRA
0.101509,0.194303,0.186131,0.301721,SIRA
0.101535,0.185636,0.18617,0.370147,SIRA
0.101535,0.182019,0.18617,0.337521,SIRA
0.101535,0.190673,0.18617,0.343586,SIRA
0.101547,0.187962,0.18619,0.317112,SIRA
0.101556,0.187258,0.186203,0.352245,SIRA
0.101594,0.176841,0.186262,0.368264,SIRA
0.101607,0.177401,0.186282,0.417358,SIRA
0.101607,0.177127,0.186282,0.372907,SIRA
0.10162,0.182226,0.186302,0.328859,SIRA
0.101646,0.19102,0.186341,0.333683,SIRA
0.101671,0.189611,0.18638,0.336417,SIRA
0.101671,0.168141,0.18638,0.434468,SIRA
0.101748,0.188379,0.186499,0.342391,SIRA
0.101761,0.191761,0.186518,0.32283,SIRA
0.101778,0.176858,0.186545,0.38646,SIRA
0.101787,0.179332,0.186558,0.391802,SIRA
0.101834,0.190671,0.18663,0.309166,SIRA
0.101855,0.178593,0.186663,0.357137,SIRA
0.101872,0.172381,0.186689,0.46989,SIRA
0.10188,0.179346,0.186702,0.415846,SIRA
0.101893,0.177783,0.186722,0.380368,SIRA
0.101902,0.195564,0.186735,0.302384,SIRA
0.101902,0.181892,0.186735,0.377683,SIRA
0.101962,0.173929,0.186827,0.3668,SIRA
0.10203,0.182313,0.186932,0.317751,SIRA
0.102043,0.188836,0.186952,0.336317,SIRA
0.10206,0.198662,0.186978,0.336407,SIRA
0.102068,0.177192,0.186991,0.369603,SIRA
0.102081,0.197952,0.187011,0.296063,SIRA
0.10212,0.181486,0.18707,0.359167,SIRA
0.102124,0.18842,0.187077,0.384419,SIRA
0.102141,0.178377,0.187103,0.382782,SIRA
0.102201,0.181189,0.187195,0.344082,SIRA
0.102205,0.197359,0.187201,0.248008,SIRA
0.102214,0.178618,0.187215,0.415022,SIRA
0.102218,0.187133,0.187221,0.344145,SIRA
0.102239,0.182428,0.187254,0.322934,SIRA
0.102269,0.179655,0.1873,0.368031,SIRA
0.102307,0.188368,0.187359,0.329059,SIRA
0.102333,0.183024,0.187398,0.369383,SIRA
0.10235,0.181484,0.187425,0.393251,SIRA
0.102359,0.190176,0.187438,0.406102,SIRA
0.102376,0.184255,0.187464,0.337478,SIRA
0.10238,0.194919,0.187471,0.321753,SIRA
0.102389,0.181315,0.187484,0.325896,SIRA
0.102397,0.208255,0.187497,0.310581,SIRA
0.10244,0.178171,0.187562,0.373144,SIRA
0.102444,0.178818,0.187569,0.392499,SIRA
0.102602,0.180489,0.187812,0.421351,SIRA
0.102615,0.18256,0.187831,0.363647,SIRA
0.102615,0.186303,0.187831,0.426443,SIRA
0.102619,0.186343,0.187838,0.373793,SIRA
0.102619,0.179447,0.187838,0.410024,SIRA
0.102632,0.186988,0.187857,0.338808,SIRA
0.102632,0.182482,0.187857,0.348439,SIRA
0.102636,0.174341,0.187864,0.413689,SIRA
0.102645,0.177487,0.187877,0.373431,SIRA
0.102675,0.184425,0.187923,0.376605,SIRA
0.102679,0.184284,0.18793,0.357145,SIRA
0.102683,0.181842,0.187936,0.305487,SIRA
0.102709,0.182715,0.187975,0.336902,SIRA
0.102764,0.176457,0.188061,0.351389,SIRA
0.102786,0.180132,0.188093,0.375944,SIRA
0.102786,0.178755,0.188093,0.360508,SIRA
0.102884,0.179191,0.188244,0.362674,SIRA
0.102897,0.184089,0.188264,0.388069,SIRA
0.102914,0.178167,0.18829,0.369532,SIRA
0.102944,0.176507,0.188336,0.438458,SIRA
0.102969,0.185071,0.188375,0.319672,SIRA
0.102969,0.175993,0.188375,0.42506,SIRA
0.102974,0.184066,0.188382,0.3649,SIRA
0.102986,0.181219,0.188401,0.434419,SIRA
0.103016,0.179582,0.188447,0.384363,SIRA
0.103038,0.180046,0.18848,0.418899,SIRA
0.10305,0.18311,0.1885,0.33988,SIRA
0.10305,0.184566,0.1885,0.304572,SIRA
0.103055,0.184318,0.188506,0.3492,SIRA
0.103106,0.176377,0.188585,0.467301,SIRA
0.10311,0.178899,0.188591,0.370719,SIRA
0.10311,0.193041,0.188591,0.298751,SIRA
0.10311,0.188159,0.188591,0.404983,SIRA
0.103119,0.193789,0.188604,0.309742,SIRA
0.103132,0.188717,0.188624,0.327769,SIRA
0.103132,0.181299,0.188624,0.398884,SIRA
0.103153,0.194435,0.188657,0.279729,SIRA
0.103157,0.178665,0.188663,0.408058,SIRA
0.103161,0.181321,0.18867,0.338245,SIRA
0.103187,0.192939,0.188709,0.393819,SIRA
0.103208,0.189968,0.188742,0.336694,SIRA
0.103226,0.182956,0.188768,0.368866,SIRA
0.103277,0.179118,0.188847,0.462011,SIRA
0.103311,0.180507,0.188899,0.362532,SIRA
0.103366,0.191886,0.188984,0.280778,SIRA
0.103401,0.191676,0.189036,0.358485,SIRA
